osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,bridge,tunnel
"[1163102143, 1163106139, 1163107254, 1163107255]",False,Kousteensedijk,residential,30,6.5,True,104.79700000000001,"LINESTRING (3.6152236 51.495827, 3.6153831 51.4958899, 3.6154331 51.4959098, 3.6155248 51.4959462, 3.6159777 51.4961264, 3.6161457 51.4961932, 3.6163598 51.4962783, 3.6164997 51.496334)",,,
7621489,True,Zandstraat,residential,50,,False,11.856,"LINESTRING (3.6067361 51.4959868, 3.6068567 51.4960625)",,,
7621490,False,Het Groene Woud,tertiary,50,,True,12.978,"LINESTRING (3.6067361 51.4959868, 3.6066061 51.4959027)",2,,
"[382485732, 140495503]",True,Het Groene Woud,secondary,50,,False,97.44300000000001,"LINESTRING (3.6067361 51.4959868, 3.6068408 51.4959135, 3.6069501 51.4958361, 3.60764 51.49551, 3.6077267 51.4954724, 3.6078277 51.4954414)",2,,
"[7620353, 7620346]",False,"['Beenhouwerssingel', 'Roosterstraat']",residential,30,3,True,161.325,"LINESTRING (3.6105343 51.4959145, 3.6108582 51.495729, 3.61086 51.4957, 3.6107433 51.4955768, 3.6107306 51.4955635, 3.6110644 51.4954466, 3.6112728 51.4953759, 3.6114534 51.4953208, 3.6116352 51.4952687, 3.6118011 51.4952368, 3.6119547 51.4952117, 3.6120147 51.4952045, 3.6120499 51.4952075, 3.6120928 51.4952179, 3.6121472 51.495238, 3.6121653 51.4952522)",,,
"[7621256, 7621346]",True,"['Zandstraat', 'Achter de Houttuinen']",residential,30,"['4.3', '5']",False,129.756,"LINESTRING (3.6068567 51.4960625, 3.6069074 51.4961062, 3.6069523 51.4961399, 3.6074665 51.4965492, 3.6072341 51.4966682, 3.6067612 51.4968793)",,,
7620233,False,Kalverstraat,residential,,,False,27.813000000000002,"LINESTRING (3.6104124 51.4960776, 3.6103582 51.4961305, 3.6102895 51.4962316, 3.6102197 51.4962959)",,,
7620356,False,Koestraat,residential,30,,False,61.591,"LINESTRING (3.6104124 51.4960776, 3.6105581 51.4961174, 3.6111866 51.496297, 3.6112222 51.496307)",2,,
"[48471499, 7620356, 7620029, 487930246]",False,"['Koestraat', 'Geerebrug']",residential,"['30', '50']",,True,90.347,"LINESTRING (3.6104124 51.4960776, 3.6103748 51.4960656, 3.6101694 51.4959881, 3.6100248 51.495916, 3.60995 51.4958638, 3.6098773 51.4958133, 3.6097403 51.4956931, 3.609716 51.4956685, 3.6096064 51.4955602, 3.6095546 51.4955143, 3.6095384 51.4954934)","['2', '3']",yes,
7620168,True,Nieuwe Haven,residential,30,6,False,123.583,"LINESTRING (3.6125288 51.4961418, 3.6126836 51.4961318, 3.6128589 51.4961259, 3.6130125 51.4961371, 3.6131884 51.4961596, 3.6134647 51.4962043, 3.6138306 51.4962894, 3.6142425 51.4963921)",,,
7620521,False,Stationsstraat,tertiary,30,,False,14.039,"LINESTRING (3.6173761 51.4961679, 3.6172743 51.4962771)",,,
7620542,False,Blauwedijk,tertiary,30,,True,65.475,"LINESTRING (3.6173761 51.4961679, 3.6172223 51.4961044, 3.616579 51.495851)",2,,
"[221450209, 786140495, 786140496, 184779445, 7620535, 1213681916, 7620543]",False,"['Kanaalweg', 'Stationsbrug', 'Stationsstraat']",residential,30,"['3', '6']",True,94.18400000000001,"LINESTRING (3.6173761 51.4961679, 3.6174475 51.4960946, 3.6174615 51.4960783, 3.6175234 51.4960121, 3.6175637 51.4959683, 3.6179439 51.4955532, 3.6179584 51.4955394, 3.6179942 51.4955022, 3.6180587 51.4954353)",,"['viaduct', 'movable']",
7620379,True,Hoogstraat,residential,30,5,False,89.454,"LINESTRING (3.6112596 51.4962857, 3.6113133 51.4962814, 3.6119131 51.4962333, 3.6121101 51.4962097, 3.61251 51.4961447, 3.6125288 51.4961418)",,,
7620380,True,Vlissingsestraat,residential,30,,False,135.93699999999998,"LINESTRING (3.6112596 51.4962857, 3.6113314 51.4961077, 3.6114863 51.4957238, 3.6115409 51.4956445, 3.6116156 51.4955705, 3.611685 51.4955201, 3.6117609 51.4954716, 3.6118499 51.4954309, 3.6120132 51.4953549, 3.6121653 51.4952522)",,,
7620521,False,Stationsstraat,tertiary,30,,True,14.039,"LINESTRING (3.6172743 51.4962771, 3.6173761 51.4961679)",,,
"[721952273, 721952274, 7620190]",False,Loskade,residential,30,4,False,89.27,"LINESTRING (3.6172743 51.4962771, 3.6174457 51.49634, 3.6175694 51.4963832, 3.6180282 51.4965435, 3.61839 51.4966795)",,,
7620525,False,Stationsstraat,tertiary,30,,False,83.822,"LINESTRING (3.6172743 51.4962771, 3.6167729 51.4968391, 3.6167266 51.4968838, 3.616669 51.4969291)",,,
7620233,False,Kalverstraat,residential,,,False,44.497,"LINESTRING (3.6102197 51.4962959, 3.6101473 51.4963802, 3.6100697 51.4964232, 3.6097583 51.4965645)",,,
7620233,False,Kalverstraat,residential,,,True,27.813,"LINESTRING (3.6102197 51.4962959, 3.6102895 51.4962316, 3.6103582 51.4961305, 3.6104124 51.4960776)",,,
1211557361,False,Kalverstraat,residential,,,True,46.477000000000004,"LINESTRING (3.6102197 51.4962959, 3.6100562 51.4963096, 3.609686 51.4964795, 3.6096666 51.4965058)",,,
7620172,True,Hoogstraat,residential,30,6,False,3.509,"LINESTRING (3.6112222 51.496307, 3.6112596 51.4962857)",,,
"[288715931, 7620100]",True,"['Varkensmarkt', 'Gravenstraat']",residential,30,"['4', '3.6']",False,73.662,"LINESTRING (3.6112222 51.496307, 3.6113164 51.4963395, 3.6113247 51.4963424, 3.6113965 51.4963981, 3.6114198 51.4964342, 3.61148 51.4965835, 3.6116264 51.4968957)",,,
7620356,False,Koestraat,residential,30,,True,61.590999999999994,"LINESTRING (3.6112222 51.496307, 3.6111866 51.496297, 3.6105581 51.4961174, 3.6104124 51.4960776)",2,,
"[1165108592, 1165108593, 131442546]",False,Kousteensedijk,residential,,"['9', '4', '12']",True,41.24400000000001,"LINESTRING (3.6164997 51.496334, 3.6165567 51.4963393, 3.6166253 51.496267, 3.6165659 51.4962036, 3.6163583 51.496126, 3.6163209 51.4961125)",,,
131442587,False,Kousteensedijk,residential,30,6.5,True,83.98200000000001,"LINESTRING (3.6164997 51.496334, 3.6163661 51.4964792, 3.6162358 51.4966203, 3.6162295 51.4966526, 3.6162481 51.4966854, 3.6165757 51.4968751, 3.616669 51.4969291)",,,
"[1163107255, 1163106139, 1163107254, 1163102143]",False,Kousteensedijk,residential,30,6.5,False,104.797,"LINESTRING (3.6164997 51.496334, 3.6163598 51.4962783, 3.6161457 51.4961932, 3.6159777 51.4961264, 3.6155248 51.4959462, 3.6154331 51.4959098, 3.6153831 51.4958899, 3.6152236 51.495827)",,,
"[7620125, 7620126]",True,"['Zusterstraat', 'Sint Janstraat']",residential,30,,False,154.241,"LINESTRING (3.6142425 51.4963921, 3.6142211 51.4964632, 3.6141645 51.4968289, 3.6141237 51.4970458, 3.6140755 51.4972381, 3.6136443 51.4972009, 3.6132285 51.4971524)",,,
7620188,True,Turfkaai,residential,30,6,False,66.56700000000001,"LINESTRING (3.6142425 51.4963921, 3.6142751 51.4964013, 3.6144656 51.4964689, 3.614638 51.4965384, 3.6150377 51.4967266)",,,
7620145,False,Sint Jansgang,residential,,,False,26.333,"LINESTRING (3.61356 51.49664, 3.61345 51.49666, 3.6134278 51.4968249)",,,
7620124,False,Loskade,residential,30,,False,130.43,"LINESTRING (3.61839 51.4966795, 3.6186042 51.4967522, 3.6199095 51.4972318, 3.6200097 51.4972778)",,,
7620338,False,Goese Korenmarkt,residential,30,,False,57.026,"LINESTRING (3.61839 51.4966795, 3.6183149 51.4967359, 3.6177769 51.4970206)",,,
"[721952273, 721952274, 7620190]",False,Loskade,residential,30,4,True,89.27,"LINESTRING (3.61839 51.4966795, 3.6180282 51.4965435, 3.6175694 51.4963832, 3.6174457 51.49634, 3.6172743 51.4962771)",,,
7620339,True,Turfkaai,residential,30,6,False,42.903,"LINESTRING (3.6150377 51.4967266, 3.6154854 51.4969934)",,,
1201993395,False,Vismarkt,residential,,,False,24.463,"LINESTRING (3.6150377 51.4967266, 3.614875 51.4969219)",,,
7621249,False,Kalverstraat,residential,,,True,41.082,"LINESTRING (3.6092348 51.4968399, 3.6092615 51.4967851, 3.609668 51.4966023)",,,
"[7621328, 7621329, 833359390]",True,"['Hoge Geere', 'Korte Geere']",residential,30,5,False,130.262,"LINESTRING (3.6092348 51.4968399, 3.6094893 51.4970489, 3.6095112 51.4970875, 3.6095106 51.4971292, 3.6094915 51.4971614, 3.6094037 51.4972493, 3.6093526 51.4972912, 3.6092404 51.4973833, 3.6089049 51.4973268, 3.6084532 51.4972109)",,,
7620202,False,Sint Jansgang,residential,,,False,28.224,"LINESTRING (3.6134278 51.4968249, 3.6138353 51.4968332)",,,
7620209,False,Sint Jansgang,residential,,,False,7.366,"LINESTRING (3.6134278 51.4968249, 3.6133215 51.496822)",,,
7620145,False,Sint Jansgang,residential,,,True,26.333,"LINESTRING (3.6134278 51.4968249, 3.61345 51.49666, 3.61356 51.49664)",,,
7620202,False,Sint Jansgang,residential,,,True,28.224,"LINESTRING (3.6138353 51.4968332, 3.6134278 51.4968249)",,,
7620247,False,Hof van Sint Jan,residential,,,False,60.467,"LINESTRING (3.6125671 51.4966043, 3.6128841 51.4967847, 3.6129214 51.4967961, 3.6129657 51.4968014, 3.6133215 51.496822)",,,
517338699,False,Hof van Sint Jan,residential,,,False,31.335,"LINESTRING (3.6125671 51.4966043, 3.6125818 51.4965912, 3.6125619 51.4964303, 3.6125686 51.4963854, 3.6125686 51.4963685, 3.6125576 51.4963266)",,,
"[644825907, 517338699, 644825908]",False,Hof van Sint Jan,residential,,,True,81.806,"LINESTRING (3.6125671 51.4966043, 3.6123853 51.4967388, 3.6123286 51.4967511, 3.6122271 51.4967541, 3.6121879 51.4967718, 3.6121913 51.4968362, 3.6122987 51.496938, 3.6123844 51.496967, 3.6124387 51.497035, 3.612452 51.4971077, 3.6124574 51.4971406)",,,building_passage
681707969,False,Achter de Houttuinen,residential,30,5,True,31.3,"LINESTRING (3.6067612 51.4968793, 3.6065653 51.497133)",,,
"[7621347, 7621254]",True,Domburgs Schuitvlot,residential,30,,False,130.32500000000002,"LINESTRING (3.6067612 51.4968793, 3.6061736 51.4965695, 3.6061469 51.496537, 3.6061545 51.4965067, 3.6061903 51.4964787, 3.6064385 51.4962903, 3.6066588 51.4961665, 3.606748 51.4961222, 3.6068191 51.4960832, 3.6068567 51.4960625)",,,
7620209,False,Sint Jansgang,residential,,,True,7.366,"LINESTRING (3.6133215 51.496822, 3.6134278 51.4968249)",,,
7620382,False,Sint Jansgang,residential,,,False,37.299,"LINESTRING (3.6133215 51.496822, 3.6132285 51.4971524)",,,
7620247,False,Hof van Sint Jan,residential,,,True,60.467,"LINESTRING (3.6133215 51.496822, 3.6129657 51.4968014, 3.6129214 51.4967961, 3.6128841 51.4967847, 3.6125671 51.4966043)",,,
7620332,False,Goese Korenmarkt,residential,30,,False,34.199,"LINESTRING (3.6171733 51.4969318, 3.6172916 51.4970055, 3.6175208 51.4971504)",,,
7620082,True,Gravenstraat,residential,,,False,38.083,"LINESTRING (3.6116264 51.4968957, 3.61177 51.49704, 3.6119076 51.49719)",,,
7620128,False,Kerspel,residential,30,,False,60.48400000000001,"LINESTRING (3.6116264 51.4968957, 3.6114878 51.496988, 3.6112458 51.497159, 3.611056 51.4973074)",,,
7620525,False,Stationsstraat,tertiary,30,,False,5.852,"LINESTRING (3.616669 51.4969291, 3.6166152 51.4969697)",,,
7620525,False,Stationsstraat,tertiary,30,,True,83.822,"LINESTRING (3.616669 51.4969291, 3.6167266 51.4968838, 3.6167729 51.4968391, 3.6172743 51.4962771)",,,
131442587,False,Kousteensedijk,residential,30,6.5,False,83.982,"LINESTRING (3.616669 51.4969291, 3.6165757 51.4968751, 3.6162481 51.4966854, 3.6162295 51.4966526, 3.6162358 51.4966203, 3.6163661 51.4964792, 3.6164997 51.496334)",,,
7621326,False,Beenhouwerssingel,residential,30,2.5,False,45.912,"LINESTRING (3.6075594 51.4969931, 3.6074415 51.4970688, 3.60725 51.4972444, 3.6071808 51.4973293)",,,
7621330,False,Papenstraat,residential,,,False,36.212,"LINESTRING (3.6075594 51.4969931, 3.6075888 51.4970108, 3.6080233 51.497141)",,,
"[7621339, 7621372]",False,"['Beenhouwerssingel', 'Lange Geere']",residential,,,"[False, True]",180.28799999999998,"LINESTRING (3.6075594 51.4969931, 3.6078626 51.4968349, 3.6084179 51.4965706, 3.6085213 51.4965034, 3.6085474 51.4965262, 3.6085964 51.496569, 3.6088535 51.4968061, 3.6086631 51.496936, 3.6084532 51.4972109)",,,
"[7620120, 7620061, 7620062]",False,Herenstraat,"['residential', 'unclassified']",,,False,153.172,"LINESTRING (3.6154854 51.4969934, 3.6152992 51.4971681, 3.6151874 51.4972968, 3.6148534 51.4978968, 3.61448 51.49781, 3.6144107 51.4979415)",,,
7620221,True,Houtkaai,residential,30,6,False,52.20099999999999,"LINESTRING (3.6154854 51.4969934, 3.6158364 51.4972139, 3.6160329 51.4973155)",,,
7620386,False,Goese Korenmarkt,residential,30,,False,22.861,"LINESTRING (3.6177769 51.4970206, 3.6175208 51.4971504)",,,
7620227,False,Eigenhaardstraat,residential,30,,False,133.692,"LINESTRING (3.6177769 51.4970206, 3.6185209 51.4974346, 3.6191226 51.4977997, 3.619193 51.4978377)",,,
7620338,False,Goese Korenmarkt,residential,30,,True,57.026,"LINESTRING (3.6177769 51.4970206, 3.6183149 51.4967359, 3.61839 51.4966795)",,,
681707969,False,Achter de Houttuinen,residential,30,5,False,31.3,"LINESTRING (3.6065653 51.497133, 3.6067612 51.4968793)",,,
"[7621327, 487206707, 7621375]",False,"['Langevielebinnenbrug', 'Langeviele']",residential,30,,False,47.876,"LINESTRING (3.6065653 51.497133, 3.6069399 51.4972533, 3.6070467 51.4972861, 3.6071444 51.497317, 3.6071808 51.4973293)",,yes,
7620241,True,Zusterstraat,residential,,,False,7.208,"LINESTRING (3.6128467 51.4971314, 3.6128749 51.4971938)",,,
7620382,False,Sint Jansgang,residential,,,True,37.299,"LINESTRING (3.6132285 51.4971524, 3.6133215 51.496822)",,,
7620385,True,Zusterstraat,residential,30,,False,26.567,"LINESTRING (3.6132285 51.4971524, 3.6130207 51.4971349, 3.6128467 51.4971314)",,,
7620056,False,Goese Korenmarkt,residential,30,,False,31.761,"LINESTRING (3.6175208 51.4971504, 3.6171692 51.4973339)",,,
7620386,False,Goese Korenmarkt,residential,30,,True,22.861,"LINESTRING (3.6175208 51.4971504, 3.6177769 51.4970206)",,,
7620332,False,Goese Korenmarkt,residential,30,,True,34.199,"LINESTRING (3.6175208 51.4971504, 3.6172916 51.4970055, 3.6171733 51.4969318)",,,
7620229,True,Zusterstraat,residential,30,,False,55.107,"LINESTRING (3.6119076 51.49719, 3.6117711 51.4972252, 3.6116159 51.4972798, 3.6114128 51.4974056, 3.6112671 51.4974751)",,,
7620127,True,Gortstraat,residential,30,3,False,115.888,"LINESTRING (3.6105297 51.4972515, 3.6108731 51.4968586, 3.6111025 51.4964378, 3.6112222 51.496307)",,,
669481744,False,Kerspel,residential,30,,True,38.901,"LINESTRING (3.6105297 51.4972515, 3.6108549 51.4973276, 3.6109039 51.4973356, 3.6109529 51.4973365, 3.6110129 51.4973262, 3.611056 51.4973074)",,,
7620068,False,Nieuwepoortstraat,residential,30,,False,39.286,"LINESTRING (3.6200097 51.4972778, 3.6198482 51.4974519, 3.6196745 51.4975591)",,,
7620124,False,Loskade,residential,30,,True,130.43,"LINESTRING (3.6200097 51.4972778, 3.6199095 51.4972318, 3.6186042 51.4967522, 3.61839 51.4966795)",,,
7621297,True,Molenberg,residential,30,2.5,False,52.035,"LINESTRING (3.6071808 51.4973293, 3.6070561 51.4974872, 3.6069308 51.4977686)",,,
7621326,False,Beenhouwerssingel,residential,30,2.5,True,45.912,"LINESTRING (3.6071808 51.4973293, 3.60725 51.4972444, 3.6074415 51.4970688, 3.6075594 51.4969931)",,,
"[7621375, 487206707, 7621327]",False,"['Langevielebinnenbrug', 'Langeviele']",residential,30,,True,47.876,"LINESTRING (3.6071808 51.4973293, 3.6071444 51.497317, 3.6070467 51.4972861, 3.6069399 51.4972533, 3.6065653 51.497133)",,yes,
7620128,False,Kerspel,residential,30,,False,23.735,"LINESTRING (3.611056 51.4973074, 3.6111631 51.4973836, 3.6112305 51.4974387, 3.6112671 51.4974751)",,,
7620128,False,Kerspel,residential,30,,True,60.483999999999995,"LINESTRING (3.611056 51.4973074, 3.6112458 51.497159, 3.6114878 51.496988, 3.6116264 51.4968957)",,,
669481744,False,Kerspel,residential,30,,False,38.900999999999996,"LINESTRING (3.611056 51.4973074, 3.6110129 51.4973262, 3.6109529 51.4973365, 3.6109039 51.4973356, 3.6108549 51.4973276, 3.6105297 51.4972515)",,,
7620056,False,Goese Korenmarkt,residential,30,,True,31.761,"LINESTRING (3.6171692 51.4973339, 3.6175208 51.4971504)",,,
"[1107969033, 7620219]",False,Korendijk,residential,30,3,False,133.411,"LINESTRING (3.6171692 51.4973339, 3.6177576 51.4977036, 3.6185258 51.4981861)",,,
1155874369,False,Kousteensedijk,residential,30,3,True,55.783,"LINESTRING (3.6171692 51.4973339, 3.6167506 51.4970643, 3.6166152 51.4969697)",,,
7620519,False,Houtkaai,tertiary,30,,False,46.63499999999999,"LINESTRING (3.6160329 51.4973155, 3.6161944 51.4974335, 3.6162145 51.4974482, 3.6163674 51.4975599, 3.6164635 51.4976379)",2,,
"[7620529, 487930242, 345041129]",False,"['Stationsstraat', 'Koningsbrug']",tertiary,30,,True,55.742,"LINESTRING (3.6160329 51.4973155, 3.6161917 51.4972185, 3.6162249 51.497199, 3.6164294 51.4970693, 3.6164507 51.4970579, 3.6165539 51.4970024, 3.6166152 51.4969697)",,yes,
7620070,False,Oude Werfstraat,residential,30,,False,21.736,"LINESTRING (3.6196745 51.4975591, 3.6199121 51.4976869)",,,
7620228,False,Nieuwepoortstraat,residential,30,,False,41.164,"LINESTRING (3.6196745 51.4975591, 3.6192297 51.4978048)",,,
7620068,False,Nieuwepoortstraat,residential,30,,True,39.286,"LINESTRING (3.6196745 51.4975591, 3.6198482 51.4974519, 3.6200097 51.4972778)",,,
7620075,False,Segeersstraat,residential,30,3,False,85.176,"LINESTRING (3.6164635 51.4976379, 3.6161116 51.49789, 3.61596 51.4979823, 3.6155695 51.4981581)",,,
7620519,False,Houtkaai,tertiary,30,,True,46.635,"LINESTRING (3.6164635 51.4976379, 3.6163674 51.4975599, 3.6162145 51.4974482, 3.6161944 51.4974335, 3.6160329 51.4973155)",2,,
7620528,False,Londensekaai,tertiary,30,,False,138.513,"LINESTRING (3.6164635 51.4976379, 3.61654 51.4976965, 3.6166838 51.4977889, 3.6169871 51.497962, 3.6178048 51.4984309, 3.61792 51.4984905)",,,
7621293,True,Molenberg,residential,30,2.5,False,53.249,"LINESTRING (3.6069308 51.4977686, 3.6067543 51.4982347)",,,
7621294,False,Augustijnenstraat,residential,30,3.6,False,64.703,"LINESTRING (3.6069308 51.4977686, 3.6071663 51.4978399, 3.6071025 51.4979437, 3.6075642 51.4980536)",,,
7620228,False,Nieuwepoortstraat,residential,30,,True,41.164,"LINESTRING (3.6192297 51.4978048, 3.6196745 51.4975591)",,,
681707956,False,Nieuwepoortstraat,unclassified,,,False,4.454,"LINESTRING (3.6192297 51.4978048, 3.619193 51.4978377)",,,
"[7620198, 305305374]",False,"['Dokstraat', 'Compagnieplein']",residential,30,,False,130.732,"LINESTRING (3.6192297 51.4978048, 3.6193232 51.4978527, 3.6202745 51.4983281, 3.6205885 51.4984508, 3.6206667 51.4984512, 3.6207506 51.4984189)",,,
7621295,False,Augustijnenstraat,residential,30,,False,16.108,"LINESTRING (3.607643 51.4979173, 3.6075642 51.4980536)",,,
"[7620120, 7620061, 7620062]",False,Herenstraat,"['unclassified', 'residential']",,,True,153.172,"LINESTRING (3.6144107 51.4979415, 3.61448 51.49781, 3.6148534 51.4978968, 3.6151874 51.4972968, 3.6152992 51.4971681, 3.6154854 51.4969934)",,,
7620067,False,Nieuwepoortstraat,unclassified,,,True,27.286,"LINESTRING (3.6189193 51.4980127, 3.6191719 51.4978618, 3.619193 51.4978377)",,,
7620135,False,Nieuwepoortstraat,residential,30,3.7,False,33.898,"LINESTRING (3.6189193 51.4980127, 3.6188361 51.4980248, 3.6185258 51.4981861)",,,
7620070,False,Oude Werfstraat,residential,30,,True,59.626999999999995,"LINESTRING (3.6205795 51.4980259, 3.6204075 51.4979371, 3.6199121 51.4976869)",,,
7621295,False,Augustijnenstraat,residential,30,,True,16.108,"LINESTRING (3.6075642 51.4980536, 3.607643 51.4979173)",,,
"[7621290, 7621291]",False,"['Augustijnenstraat', 'Schuttershofstraat']",residential,30,,"[False, True]",82.957,"LINESTRING (3.6075642 51.4980536, 3.6073865 51.4983658, 3.6067543 51.4982347)",,,
7621294,False,Augustijnenstraat,residential,30,3.6,True,64.703,"LINESTRING (3.6075642 51.4980536, 3.6071025 51.4979437, 3.6071663 51.4978399, 3.6069308 51.4977686)",,,
7620075,False,Segeersstraat,residential,30,3,True,85.176,"LINESTRING (3.6155695 51.4981581, 3.61596 51.4979823, 3.6161116 51.49789, 3.6164635 51.4976379)",,,
"[466364096, 466364094, 7620269, 7620222]",True,"['Sint Barbaragang', 'Segeersstraat']",residential,,,False,85.87100000000001,"LINESTRING (3.6155695 51.4981581, 3.6153646 51.4982474, 3.6154085 51.4982792, 3.6154227 51.4982895, 3.6155309 51.498368, 3.6156992 51.4984638, 3.6158766 51.4985573, 3.6159993 51.49861, 3.6161124 51.4986439)",,,building_passage
7620135,False,Nieuwepoortstraat,residential,30,3.7,True,33.898,"LINESTRING (3.6185258 51.4981861, 3.6188361 51.4980248, 3.6189193 51.4980127)",,,
"[1107969033, 7620219]",False,Korendijk,residential,30,3,True,133.411,"LINESTRING (3.6185258 51.4981861, 3.6177576 51.4977036, 3.6171692 51.4973339)",,,
7621243,True,Molenberg,residential,30,2.5,False,145.133,"LINESTRING (3.6067543 51.4982347, 3.6066583 51.4985227, 3.60735 51.49884, 3.6078629 51.4990674, 3.607953 51.4991302)",,,
"[7621290, 7621291]",False,"['Augustijnenstraat', 'Schuttershofstraat']",residential,30,,"[False, True]",82.957,"LINESTRING (3.6067543 51.4982347, 3.6073865 51.4983658, 3.6075642 51.4980536)",,,
"[7620198, 305305374]",False,"['Dokstraat', 'Compagnieplein']",residential,30,,True,130.732,"LINESTRING (3.6207506 51.4984189, 3.6206667 51.4984512, 3.6205885 51.4984508, 3.6202745 51.4983281, 3.6193232 51.4978527, 3.6192297 51.4978048)",,,
7620528,False,Londensekaai,tertiary,30,,True,138.513,"LINESTRING (3.61792 51.4984905, 3.6178048 51.4984309, 3.6169871 51.497962, 3.6166838 51.4977889, 3.61654 51.4976965, 3.6164635 51.4976379)",,,
7620536,False,Bierkaai,tertiary,30,,False,56.443,"LINESTRING (3.61792 51.4984905, 3.6181832 51.4986024, 3.6182264 51.4986206, 3.6185605 51.4987456, 3.6186061 51.4987644)",,,
7620270,False,Sint Barbaragang,residential,,,False,25.881,"LINESTRING (3.616385 51.4984846, 3.6161124 51.4986439)",,,
7620270,False,Sint Barbaragang,residential,,,True,25.881,"LINESTRING (3.6161124 51.4986439, 3.616385 51.4984846)",,,
"[7620330, 7620331]",True,"['Sint Barbaragang', 'Nieuwstraat']",residential,30,,False,203.159,"LINESTRING (3.6161124 51.4986439, 3.6163794 51.4988833, 3.6163972 51.4989053, 3.616507 51.4990413, 3.6166647 51.4992605, 3.617192 51.4990771, 3.6173398 51.4989829, 3.6174699 51.4988822, 3.6175804 51.4987914, 3.61792 51.4984905)",,,
7620196,False,Bellinkstraat,residential,30,,False,97.47299999999998,"LINESTRING (3.6186061 51.4987644, 3.6183858 51.4989253, 3.6178059 51.4993487, 3.617718 51.4994427)",,,
"[7620536, 7620524, 7620541]",False,"['Rouaansekaai', 'Bierkaai']",tertiary,30,"['5.2', '5.8']",False,188.08700000000002,"LINESTRING (3.6186061 51.4987644, 3.6187719 51.4988376, 3.6192051 51.4990381, 3.6195006 51.4992405, 3.6201004 51.4996611, 3.6203287 51.4998153, 3.6205402 51.4999428)",,,
