osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,width,ref,junction
6426079,In de Hoven,residential,30,False,False,127.309,,"LINESTRING (6.5724129 52.4563249, 6.5723681 52.4566422, 6.5721049 52.457364, 6.5720981 52.4574045, 6.5721115 52.4574501)",,,,
6426126,Prinsenkamp,residential,30,False,True,32.907,,"LINESTRING (6.571444 52.4564424, 6.5714734 52.456147)",,,,
6426041,Prinsenkamp,residential,30,False,True,51.883,,"LINESTRING (6.571444 52.4564424, 6.5710866 52.4563918, 6.5710349 52.4563799, 6.5710166 52.456358, 6.57101 52.45624, 6.5709799 52.4561759)",,,,
6426152,Prinsenkamp,residential,30,False,False,52.712,,"LINESTRING (6.571444 52.4564424, 6.5714043 52.4568009, 6.5713791 52.4569146)",,,,
6426211,Linderflier,unclassified,50,False,False,27.913,,"LINESTRING (6.5651666 52.4567469, 6.5651259 52.4569967)",,,,
6426211,Linderflier,unclassified,50,False,True,81.224,,"LINESTRING (6.5651666 52.4567469, 6.5652361 52.45632, 6.5652442 52.4562702, 6.5652662 52.4561348, 6.5652849 52.45602)",,,,
6426140,De Smidse,residential,30,False,False,20.07,,"LINESTRING (6.5709413 52.4566603, 6.5708749 52.4568362)",,,,
6426140,De Smidse,residential,30,False,True,20.07,,"LINESTRING (6.5708749 52.4568362, 6.5709413 52.4566603)",,,,
6426227,De Smidse,residential,30,False,False,17.218,,"LINESTRING (6.5708749 52.4568362, 6.5707986 52.4569839)",,,,
6426288,De Smidse,residential,30,False,False,35.259,,"LINESTRING (6.5708749 52.4568362, 6.5711 52.45687, 6.5713791 52.4569146)",,,,
6426088,Prinsenkamp,residential,30,False,False,45.651,,"LINESTRING (6.5713791 52.4569146, 6.5712295 52.4573149)",,,,
6426152,Prinsenkamp,residential,30,False,True,52.712,,"LINESTRING (6.5713791 52.4569146, 6.5714043 52.4568009, 6.571444 52.4564424)",,,,
6426288,De Smidse,residential,30,False,True,35.259,,"LINESTRING (6.5713791 52.4569146, 6.5711 52.45687, 6.5708749 52.4568362)",,,,
6426227,De Smidse,residential,30,False,True,17.218,,"LINESTRING (6.5707986 52.4569839, 6.5708749 52.4568362)",,,,
6426211,Linderflier,unclassified,50,False,True,27.913,,"LINESTRING (6.5651259 52.4569967, 6.5651666 52.4567469)",,,,
6426211,Linderflier,unclassified,50,False,False,81.784,,"LINESTRING (6.5651259 52.4569967, 6.56511 52.45713, 6.5650107 52.4577288)",,,,
6426224,Stobbelaan,residential,30,False,False,129.137,,"LINESTRING (6.5651259 52.4569967, 6.56534 52.45701, 6.5665514 52.4571965, 6.5667122 52.4572207, 6.5667827 52.4572258, 6.5668558 52.4572201, 6.5669818 52.4571985)",1,,,
"[398235388, 6426109]","['Burgemeester Koetjestraat', 'Stobbelaan']",residential,30,False,False,361.692,,"LINESTRING (6.56751 52.4570554, 6.5676268 52.4570459, 6.5677542 52.4570461, 6.5681232 52.4570649, 6.5682424 52.457071, 6.5687275 52.4570995, 6.568868 52.4571077, 6.5689069 52.4571126, 6.5689559 52.4571253, 6.5689927 52.4571396, 6.5690249 52.4571592, 6.5690502 52.4571921, 6.5690859 52.4572557, 6.5691335 52.4573482, 6.569175 52.4574333, 6.5692265 52.4575456, 6.5692468 52.4576026, 6.5692643 52.4576683, 6.5692725 52.4577189, 6.5692797 52.4577938, 6.5692777 52.4578485, 6.5692603 52.4579589, 6.5691704 52.4585603, 6.5691463 52.4586151, 6.5690705 52.4586502, 6.568982 52.4586543, 6.5680082 52.4585944, 6.567947 52.4585961, 6.5678981 52.4586043, 6.5678243 52.4586289)",1,,,
398538055,Stobbelaan,residential,30,False,False,60.814,,"LINESTRING (6.56751 52.4570554, 6.5676361 52.457178, 6.5677815 52.457291, 6.5678543 52.4573598, 6.5679454 52.4574518, 6.567978 52.4575182)",,,,
562553708,Stobbelaan,residential,30,False,True,39.167,,"LINESTRING (6.56751 52.4570554, 6.5673791 52.4570909, 6.5669818 52.4571985)",1,,,
"[6426104, 1217560678, 1217560679]",Stationslaan,residential,30,False,False,54.994,,"LINESTRING (6.5702781 52.4571766, 6.5703047 52.4570783, 6.5702922 52.4570576, 6.5702732 52.4570405, 6.5702421 52.4570282, 6.5701967 52.4570231, 6.5701692 52.4570236, 6.5701292 52.4570291, 6.5701032 52.4570513, 6.570079 52.4571604, 6.5702781 52.4571766)",,,,
"[6426104, 1217560678, 1217560679]",Stationslaan,residential,30,False,True,54.994,,"LINESTRING (6.5702781 52.4571766, 6.570079 52.4571604, 6.5701032 52.4570513, 6.5701292 52.4570291, 6.5701692 52.4570236, 6.5701967 52.4570231, 6.5702421 52.4570282, 6.5702732 52.4570405, 6.5702922 52.4570576, 6.5703047 52.4570783, 6.5702781 52.4571766)",,,,
"[923281625, 1217560679]",Stationslaan,residential,30,False,False,56.534,,"LINESTRING (6.5702781 52.4571766, 6.5703513 52.4571825, 6.5705163 52.4572071, 6.57109 52.4572927)",,,,
6426101,Aan 't Spoor,residential,30,False,False,30.566,,"LINESTRING (6.57109 52.4572927, 6.5709868 52.4575603)",,,,
923281626,Stationslaan,residential,30,False,False,9.769,,"LINESTRING (6.57109 52.4572927, 6.5712295 52.4573149)",,,,
"[923281625, 1217560679]",Stationslaan,residential,30,False,True,56.534,,"LINESTRING (6.57109 52.4572927, 6.5705163 52.4572071, 6.5703513 52.4571825, 6.5702781 52.4571766)",,,,
6426088,Prinsenkamp,residential,30,False,True,45.651,,"LINESTRING (6.5712295 52.4573149, 6.5713791 52.4569146)",,,,
923281626,Stationslaan,residential,30,False,False,61.623,,"LINESTRING (6.5712295 52.4573149, 6.5721115 52.4574501)",,,,
923281626,Stationslaan,residential,30,False,True,9.769,,"LINESTRING (6.5712295 52.4573149, 6.57109 52.4572927)",,,,
6426123,Stationslaan,residential,30,False,False,94.06,,"LINESTRING (6.5721115 52.4574501, 6.5734597 52.4576517)",,,,
923281626,Stationslaan,residential,30,False,True,61.623,,"LINESTRING (6.5721115 52.4574501, 6.5712295 52.4573149)",,,,
6425867,De Nijverheid,residential,30,False,False,115.237,,"LINESTRING (6.5721115 52.4574501, 6.5721296 52.4574954, 6.572128 52.4575315, 6.5719987 52.4578328, 6.5718727 52.4580036, 6.5717065 52.4584471)",,,,
6426079,In de Hoven,residential,30,False,True,127.309,,"LINESTRING (6.5721115 52.4574501, 6.5720981 52.4574045, 6.5721049 52.457364, 6.5723681 52.4566422, 6.5724129 52.4563249)",,,,
6426116,Aan 't Spoor,residential,30,False,False,48.285,,"LINESTRING (6.5702929 52.4574614, 6.5709868 52.4575603)",,,,
6426101,Aan 't Spoor,residential,30,False,True,30.566,,"LINESTRING (6.5709868 52.4575603, 6.57109 52.4572927)",,,,
6426116,Aan 't Spoor,residential,30,False,True,48.285,,"LINESTRING (6.5709868 52.4575603, 6.5702929 52.4574614)",,,,
6426101,Aan 't Spoor,residential,30,False,False,213.27800000000002,,"LINESTRING (6.5709868 52.4575603, 6.57079 52.45808, 6.57073 52.45811, 6.5703209 52.4580965, 6.5702699 52.4581102, 6.570238 52.4581421, 6.5701964 52.4585265, 6.5702036 52.4585501, 6.5702066 52.4585599, 6.5702347 52.4585864, 6.5702828 52.4586137, 6.5710482 52.4588561)",,,,
6426123,Stationslaan,residential,30,False,True,94.06,,"LINESTRING (6.5734597 52.4576517, 6.5721115 52.4574501)",,,,
6426689,Hoofdstraat,tertiary,50,False,False,249.39,,"LINESTRING (6.5734597 52.4576517, 6.5734657 52.457721, 6.5734553 52.4578036, 6.573358 52.458488, 6.5732963 52.4589566, 6.5732447 52.4593354, 6.5731639 52.4598866)",,,,
"[6426696, 6426689]",Hoofdstraat,tertiary,50,False,True,315.281,,"LINESTRING (6.5734597 52.4576517, 6.5734755 52.4575663, 6.573495 52.4574995, 6.5735572 52.4570489, 6.5736028 52.4567204, 6.5736752 52.4562227, 6.5737229 52.4558607, 6.5737587 52.4555996, 6.5738491 52.4549582, 6.5738428 52.4548742, 6.5738471 52.4548272)",,,,
6426004,Karel Doormanlaan,residential,30,False,False,130.202,,"LINESTRING (6.5631074 52.4578461, 6.565021 52.457953)",,,,
6425877,Witte de Withstraat,residential,30,False,False,43.011,,"LINESTRING (6.5631074 52.4578461, 6.5630406 52.4581883, 6.56303 52.45823)",,,,
6426004,Karel Doormanlaan,residential,30,False,True,130.202,,"LINESTRING (6.565021 52.457953, 6.5631074 52.4578461)",,,,
6426211,Linderflier,unclassified,50,False,False,38.153,,"LINESTRING (6.565021 52.457953, 6.5650322 52.458123, 6.5649991 52.4582948)",,,,
6426211,Linderflier,unclassified,50,False,True,24.961,,"LINESTRING (6.565021 52.457953, 6.5650088 52.457854, 6.5650107 52.4577288)",,,,
6425858,Admiraal de Ruyterstraat,residential,30,False,False,84.293,,"LINESTRING (6.56398 52.45821, 6.56371 52.45895)",,,,
6425877,Witte de Withstraat,residential,30,False,False,66.193,,"LINESTRING (6.56303 52.45823, 6.56281 52.45881)",,,,
6425877,Witte de Withstraat,residential,30,False,True,43.011,,"LINESTRING (6.56303 52.45823, 6.5630406 52.4581883, 6.5631074 52.4578461)",,,,
6425867,De Nijverheid,residential,30,False,True,115.23700000000001,,"LINESTRING (6.5717065 52.4584471, 6.5718727 52.4580036, 6.5719987 52.4578328, 6.572128 52.4575315, 6.5721296 52.4574954, 6.5721115 52.4574501)",,,,
6425874,De Nijverheid,residential,30,False,False,44.294,,"LINESTRING (6.5717065 52.4584471, 6.5722665 52.4585331, 6.5723216 52.4585652)",,,,
6425884,De Nijverheid,residential,30,False,False,46.144,,"LINESTRING (6.5717065 52.4584471, 6.5716332 52.458584, 6.57154 52.45863, 6.57127 52.45874)",,,,
6425874,De Nijverheid,residential,30,False,False,21.684,,"LINESTRING (6.5723216 52.4585652, 6.5723565 52.4585891, 6.5723999 52.4586009, 6.5726117 52.4586372)",,,,
6425874,De Nijverheid,residential,30,False,True,44.294,,"LINESTRING (6.5723216 52.4585652, 6.5722665 52.4585331, 6.5717065 52.4584471)",,,,
568724891,De Nijverheid,residential,30,False,False,34.496,,"LINESTRING (6.5723216 52.4585652, 6.5723584 52.4585349, 6.5724032 52.4584107, 6.5723866 52.4583793, 6.5723518 52.4583682, 6.5722142 52.45834)",,,,
6425874,De Nijverheid,residential,30,False,True,21.683999999999997,,"LINESTRING (6.5726117 52.4586372, 6.5723999 52.4586009, 6.5723565 52.4585891, 6.5723216 52.4585652)",,,,
6425887,De Nijverheid,residential,30,False,False,19.812,,"LINESTRING (6.57127 52.45874, 6.5710482 52.4588561)",,,,
6425884,De Nijverheid,residential,30,False,True,46.144,,"LINESTRING (6.57127 52.45874, 6.57154 52.45863, 6.5716332 52.458584, 6.5717065 52.4584471)",,,,
6425894,De Nijverheid,residential,30,False,False,72.87,,"LINESTRING (6.57127 52.45874, 6.5717 52.45912, 6.5717783 52.4591582, 6.5719903 52.4591883)",,,,
6425877,Witte de Withstraat,residential,30,False,True,66.193,,"LINESTRING (6.56281 52.45881, 6.56303 52.45823)",,,,
6426628,Julianastraat,tertiary,50,False,True,36.338,,"LINESTRING (6.56281 52.45881, 6.56333 52.45889)",,,,
6425870,De Nijverheid,residential,30,False,False,55.609,,"LINESTRING (6.5710482 52.4588561, 6.5708282 52.4593379)",,,,
6425887,De Nijverheid,residential,30,False,True,19.812,,"LINESTRING (6.5710482 52.4588561, 6.57127 52.45874)",,,,
6426101,Aan 't Spoor,residential,30,False,True,213.27800000000002,,"LINESTRING (6.5710482 52.4588561, 6.5702828 52.4586137, 6.5702347 52.4585864, 6.5702066 52.4585599, 6.5702036 52.4585501, 6.5701964 52.4585265, 6.570238 52.4581421, 6.5702699 52.4581102, 6.5703209 52.4580965, 6.57073 52.45811, 6.57079 52.45808, 6.5709868 52.4575603)",,,,
6425819,Marijkestraat,residential,30,False,False,68.229,,"LINESTRING (6.56333 52.45889, 6.5630899 52.4594859)",,,,
6426628,Julianastraat,tertiary,50,False,False,36.338,,"LINESTRING (6.56333 52.45889, 6.56281 52.45881)",,,,
6426628,Julianastraat,tertiary,50,False,True,26.597,,"LINESTRING (6.56333 52.45889, 6.56371 52.45895)",,,,
6425858,Admiraal de Ruyterstraat,residential,30,False,True,84.293,,"LINESTRING (6.56371 52.45895, 6.56398 52.45821)",,,,
6426628,Julianastraat,tertiary,50,False,False,26.597,,"LINESTRING (6.56371 52.45895, 6.56333 52.45889)",,,,
6426628,Julianastraat,tertiary,50,False,True,22.553,,"LINESTRING (6.56371 52.45895, 6.5640296 52.4590067)",,,,
6426628,Julianastraat,tertiary,50,False,False,22.553,,"LINESTRING (6.5640296 52.4590067, 6.56371 52.45895)",,,,
6426628,Julianastraat,tertiary,50,False,True,53.978,,"LINESTRING (6.5640296 52.4590067, 6.5648007 52.4591287)",,,,
6425932,Margrietstraat,residential,30,False,False,194.961,,"LINESTRING (6.5640296 52.4590067, 6.5639802 52.4591991, 6.5638834 52.4595358, 6.5637709 52.4600681, 6.56368 52.4607459)",,3,,
6426628,Julianastraat,tertiary,50,False,False,53.978,,"LINESTRING (6.5648007 52.4591287, 6.5640296 52.4590067)",,,,
6426628,Julianastraat,tertiary,50,False,True,17.539,,"LINESTRING (6.5648007 52.4591287, 6.5650499 52.4591714)",,,,
6426211,Linderflier,unclassified,50,False,True,93.84899999999999,,"LINESTRING (6.5648007 52.4591287, 6.5648617 52.458995, 6.564923 52.4587128, 6.5649991 52.4582948)",,,,
6425893,De Nijverheid,residential,30,False,False,68.173,,"LINESTRING (6.5698653 52.45916, 6.5708282 52.4593379)",,,,
6426628,Julianastraat,tertiary,50,False,False,17.539,,"LINESTRING (6.5650499 52.4591714, 6.5648007 52.4591287)",,,,
6426628,Julianastraat,tertiary,50,False,True,39.51,,"LINESTRING (6.5650499 52.4591714, 6.5656157 52.4592574)",,,,
6426067,Irenestraat,residential,30,False,False,187.2,,"LINESTRING (6.5650499 52.4591714, 6.5647892 52.4603454, 6.5647709 52.4608441)",,,,
6425894,De Nijverheid,residential,30,False,True,72.87,,"LINESTRING (6.5719903 52.4591883, 6.5717783 52.4591582, 6.5717 52.45912, 6.57127 52.45874)",,,,
6425836,De Nijverheid,residential,30,False,False,18.787,,"LINESTRING (6.5708282 52.4593379, 6.57075 52.4595)",,,,
6425870,De Nijverheid,residential,30,False,True,55.609,,"LINESTRING (6.5708282 52.4593379, 6.5710482 52.4588561)",,,,
6425893,De Nijverheid,residential,30,False,True,68.173,,"LINESTRING (6.5708282 52.4593379, 6.5698653 52.45916)",,,,
6426612,Julianastraat,unclassified,30,False,False,43.733,,"LINESTRING (6.5663147 52.4594113, 6.5664394 52.4594031, 6.5669458 52.4594752)",,,,
562551705,Julianastraat,tertiary,50,False,True,51.093999999999994,,"LINESTRING (6.5663147 52.4594113, 6.5662928 52.4593928, 6.5662572 52.4593761, 6.5661713 52.4593508, 6.5656157 52.4592574)",,,,
1228468724,Koningin Beatrixlaan,tertiary,50,False,True,9.623999999999999,,"LINESTRING (6.5663147 52.4594113, 6.5663431 52.4594604, 6.5663472 52.4594948)",,,,
6425819,Marijkestraat,residential,30,False,True,68.229,,"LINESTRING (6.5630899 52.4594859, 6.56333 52.45889)",,,,
6425824,De Nijverheid,residential,30,False,False,64.991,,"LINESTRING (6.57075 52.4595, 6.5704854 52.4600618)",,,,
6425836,De Nijverheid,residential,30,False,True,18.787,,"LINESTRING (6.57075 52.4595, 6.5708282 52.4593379)",,,,
6425855,De Meulenbelt,residential,30,False,False,169.105,,"LINESTRING (6.57075 52.4595, 6.5731639 52.4598866)",,,,
6426612,Julianastraat,unclassified,30,False,True,43.733,,"LINESTRING (6.5669458 52.4594752, 6.5664394 52.4594031, 6.5663147 52.4594113)",,,,
6426613,Julianastraat,unclassified,30,False,False,46.327,,"LINESTRING (6.5669458 52.4594752, 6.5672908 52.459537, 6.5676018 52.4595927)",,,,
"[562553707, 562551707, 923281627]",Burgemeester Koetjestraat,residential,30,False,True,113.81800000000001,,"LINESTRING (6.5669458 52.4594752, 6.5669557 52.4594438, 6.5670178 52.4593193, 6.5671045 52.4591376, 6.5672091 52.4590477, 6.567441 52.4588908, 6.5678243 52.4586289)",1,,,
6426613,Julianastraat,unclassified,30,False,False,65.665,,"LINESTRING (6.5676018 52.4595927, 6.5685377 52.4597461)",,,,
6425945,Prins Bernhardstraat,residential,30,False,False,136.966,,"LINESTRING (6.5676018 52.4595927, 6.5675345 52.4597737, 6.5674093 52.4600955, 6.5673649 52.4602645, 6.5673357 52.4605337, 6.5673293 52.4608082)",,,,
6426613,Julianastraat,unclassified,30,False,True,46.327,,"LINESTRING (6.5676018 52.4595927, 6.5672908 52.459537, 6.5669458 52.4594752)",,,,
