osmid,oneway,name,highway,maxspeed,reversed,length,bridge,lanes,geometry,width,access
443042200,False,Springweg,residential,30,False,73.32100000000001,,,"LINESTRING (5.1187608 52.0885625, 5.1188659 52.0884356, 5.1189908 52.0882423, 5.1191176 52.0880873, 5.119186 52.0880113, 5.1192244 52.0879687)",,
7010419,False,Lange Nieuwstraat,residential,30,True,135.274,,,"LINESTRING (5.1226692 52.088601, 5.1228393 52.0883442, 5.1231036 52.0879794, 5.1234142 52.0875189, 5.1234394 52.0874804)",4.9,
7010433,False,Korte Nieuwstraat,residential,30,False,136.055,,,"LINESTRING (5.1226692 52.088601, 5.1224757 52.0889593, 5.122042 52.0897623)",,
7057305,True,Strosteeg,residential,30,False,45.548,,,"LINESTRING (5.1192637 52.0886887, 5.1192617 52.0887631, 5.1193009 52.0888197, 5.1195032 52.0888676, 5.1197165 52.0889182)",,
33807559,False,Strosteeg,residential,30,False,114.98400000000001,,,"LINESTRING (5.1192637 52.0886887, 5.1193201 52.0886045, 5.1193538 52.0885496, 5.1194074 52.0884715, 5.119454 52.0884608, 5.1195367 52.0884793, 5.1203064 52.0886441, 5.1203302 52.0887009, 5.1202474 52.0888478)",,
612374926,True,Brigittenstraat,residential,30,False,100.706,,,"LINESTRING (5.1264234 52.088694, 5.1251815 52.0882062)",,
7010418,True,Nieuwekamp,living_street,15,False,104.69500000000001,,,"LINESTRING (5.1264234 52.088694, 5.1267177 52.0883966, 5.126807 52.0882997, 5.12688 52.0882225, 5.1272233 52.0878911)",,
7010541,True,Oudekamp,living_street,15,False,92.491,,,"LINESTRING (5.1264234 52.088694, 5.1260906 52.0890601, 5.1257505 52.0894157)",,
7010535,True,Lepelenburg,unclassified,30,False,44.903999999999996,,,"LINESTRING (5.1281495 52.0888869, 5.1282683 52.0886945, 5.1282755 52.0885905, 5.1282623 52.0884969)",,
7057304,False,Visscherssteeg,residential,30,False,45.516,,,"LINESTRING (5.1184646 52.0888501, 5.1185398 52.0888833, 5.1190341 52.0890621)",,
140909446,True,Springweg,residential,30,False,37.934,,,"LINESTRING (5.1184646 52.0888501, 5.1186296 52.0887117, 5.1187608 52.0885625)",,
7010549,True,Hamburgerstraat,unclassified,30,False,104.33000000000001,,,"LINESTRING (5.1241197 52.0888941, 5.1230002 52.0886725, 5.1226692 52.088601)",,
7010550,True,Nieuwegracht,residential,30,False,198.44399999999996,,,"LINESTRING (5.1241197 52.0888941, 5.1242256 52.0887985, 5.1244403 52.088613, 5.1247277 52.0882896, 5.1247785 52.0882358, 5.1249111 52.0881113, 5.1249878 52.0880367, 5.1251261 52.0879004, 5.1253201 52.0877063, 5.1255597 52.0874715, 5.1256062 52.0874269, 5.125649 52.0873784)",,
7010427,True,Herenstraat,residential,30,False,102.749,,,"LINESTRING (5.1244354 52.088969, 5.1247561 52.0890599, 5.1257505 52.0894157)",,
7010547,True,Nieuwegracht,residential,30,False,130.149,,,"LINESTRING (5.1244354 52.088969, 5.1243291 52.0891416, 5.124181 52.0894059, 5.1241062 52.089566, 5.1240256 52.0898516, 5.1239897 52.0900078, 5.1239274 52.0900917)",,
158215808,False,Strosteeg,residential,30,True,22.678,,,"LINESTRING (5.1197165 52.0889182, 5.1200282 52.0889883)",,
"[7057233, 33699347]",True,"['Boterstraat', 'Visschersplein']",residential,30,False,143.14499999999998,,,"LINESTRING (5.1197165 52.0889182, 5.119547 52.0891904, 5.1191751 52.0897729, 5.119139 52.0897836, 5.1188185 52.0896967, 5.1186417 52.0896517, 5.1186226 52.0896468)",,
7057243,False,Alendorpstraat,residential,30,False,70.89499999999998,,,"LINESTRING (5.1190341 52.0890621, 5.1188954 52.0892292, 5.118637 52.0896231, 5.11863 52.0896346, 5.1186226 52.0896468)",,
7057304,False,Visscherssteeg,residential,30,False,21.641000000000002,,,"LINESTRING (5.1190341 52.0890621, 5.1191242 52.0890869, 5.119325 52.0891391)",,
7057304,False,Visscherssteeg,residential,30,True,45.516,,,"LINESTRING (5.1190341 52.0890621, 5.1185398 52.0888833, 5.1184646 52.0888501)",,
7010416,True,Brigittenstraat,residential,30,False,97.031,,,"LINESTRING (5.1276542 52.0891291, 5.1275219 52.0890767, 5.1264234 52.088694)",3,
7010535,True,Lepelenburg,unclassified,30,False,43.741,,,"LINESTRING (5.1276542 52.0891291, 5.1277324 52.0891024, 5.1279204 52.0890365, 5.1281495 52.0888869)",,
7010532,False,Gaardbrug,unclassified,30,True,10.645,,,"LINESTRING (5.1209192 52.0891507, 5.1210671 52.0891808)",,destination
7010666,True,Oudegracht,unclassified,30,False,90.10300000000001,,,"LINESTRING (5.1209192 52.0891507, 5.1209652 52.0890729, 5.1209791 52.0890464, 5.121062 52.0888911, 5.1212059 52.0884964, 5.121241 52.0883664)",,
7010532,False,Gaardbrug,unclassified,30,False,10.645,,,"LINESTRING (5.1210671 52.0891808, 5.1209192 52.0891507)",,destination
107240502,False,Mariaplaats,residential,30,True,35.517,,,"LINESTRING (5.1180756 52.0892081, 5.1177981 52.0894782)",,
140909446,True,Springweg,residential,30,False,47.865,,,"LINESTRING (5.1180756 52.0892081, 5.1184646 52.0888501)",,
7010427,True,Herenstraat,residential,30,False,128.04399999999998,,,"LINESTRING (5.1257505 52.0894157, 5.1266037 52.089745, 5.1273418 52.090024)",,
"[24979794, 24979796, 10888830]",False,Marga Klompébrug,residential,30,False,50.117000000000004,yes,3,"LINESTRING (5.1153688 52.0894727, 5.1152009 52.0894196, 5.1148692 52.089303, 5.1148328 52.0892895, 5.1147274 52.0892542)",,
"[627360521, 7057239]",False,Mariaplaats,residential,30,False,194.55,,,"LINESTRING (5.1153688 52.0894727, 5.1154174 52.0894908, 5.115534 52.0895341, 5.1157581 52.0896107, 5.1161005 52.0896998, 5.1164459 52.0897806, 5.1165853 52.0898132, 5.1167817 52.0898592, 5.1172504 52.0899652, 5.1173774 52.0899779, 5.1173997 52.0899773, 5.117436 52.0899487, 5.1176796 52.08962)",,
"[7057345, 440716263, 627360522, 128073199, 33686292]",False,"['Willemsplantsoen', 'Walsteeg']",residential,30,"[False, True]",350.25899999999996,,,"LINESTRING (5.1153688 52.0894727, 5.1154666 52.0893708, 5.115653 52.0891798, 5.1157207 52.0890978, 5.1158064 52.0890061, 5.116038 52.0887611, 5.1160818 52.0887477, 5.1161335 52.088732, 5.1162444 52.0887003, 5.1163551 52.0886577, 5.1164498 52.0885681, 5.1167772 52.0882267, 5.117089 52.0879017, 5.1172121 52.0879182, 5.1176678 52.088108, 5.118719 52.0885471, 5.1187608 52.0885625)",,
7057276,True,Mariaplaats,residential,30,False,59.369,,,"LINESTRING (5.1186226 52.0896468, 5.1177981 52.0894782)",,
7057243,False,Alendorpstraat,residential,30,True,70.895,,,"LINESTRING (5.1186226 52.0896468, 5.11863 52.0896346, 5.118637 52.0896231, 5.1188954 52.0892292, 5.1190341 52.0890621)",,
"[627360521, 7057239]",False,Mariaplaats,residential,30,True,194.54999999999998,,,"LINESTRING (5.1176796 52.08962, 5.117436 52.0899487, 5.1173997 52.0899773, 5.1173774 52.0899779, 5.1172504 52.0899652, 5.1167817 52.0898592, 5.1165853 52.0898132, 5.1164459 52.0897806, 5.1161005 52.0896998, 5.1157581 52.0896107, 5.115534 52.0895341, 5.1154174 52.0894908, 5.1153688 52.0894727)",,
107240502,False,Mariaplaats,residential,30,False,17.727,,,"LINESTRING (5.1176796 52.08962, 5.1177045 52.0895879, 5.1177981 52.0894782)",,
7010430,False,Korte Nieuwstraat,residential,30,False,30.645000000000003,,,"LINESTRING (5.122042 52.0897623, 5.1219611 52.0899347, 5.1219177 52.0900271)",,destination
7010431,True,Trans,residential,30,False,119.675,,,"LINESTRING (5.122042 52.0897623, 5.1228868 52.0898881, 5.1232896 52.0899553, 5.123665 52.0900063, 5.1237455 52.0900081)",,
7010433,False,Korte Nieuwstraat,residential,30,True,136.055,,,"LINESTRING (5.122042 52.0897623, 5.1224757 52.0889593, 5.1226692 52.088601)",,
7010550,True,Nieuwegracht,residential,30,False,126.82900000000001,,,"LINESTRING (5.1237455 52.0900081, 5.1237591 52.0899339, 5.1238339 52.0895798, 5.1239103 52.0893234, 5.1240588 52.0890097, 5.1241197 52.0888941)",,
183690681,False,Pausdambrug,residential,30,True,16.652,,,"LINESTRING (5.1237455 52.0900081, 5.1238243 52.090019, 5.1238692 52.0900319, 5.1239274 52.0900917)",,
"[7010312, 7010307, 585637854]",False,Domplein,residential,30,False,174.79999999999998,,,"LINESTRING (5.1219177 52.0900271, 5.1218601 52.0901399, 5.1217717 52.0903036, 5.1216516 52.0905259, 5.1215574 52.0907045, 5.1214386 52.0909295, 5.1219522 52.091068, 5.1220133 52.091083, 5.1223726 52.0911713)",,no
7010430,False,Korte Nieuwstraat,residential,30,True,30.645000000000003,,,"LINESTRING (5.1219177 52.0900271, 5.1219611 52.0899347, 5.122042 52.0897623)",,destination
7010555,False,Herenbrug,unclassified,30,False,10.366,,,"LINESTRING (5.1273418 52.090024, 5.1274734 52.0900704)",,
7010535,True,Lepelenburg,unclassified,30,False,101.793,,,"LINESTRING (5.1273418 52.090024, 5.1274712 52.0896375, 5.1274911 52.0895779, 5.1275222 52.0894694, 5.1275357 52.0894302, 5.1276542 52.0891291)",,
33690949,False,Achter de Dom,residential,,True,158.881,,,"LINESTRING (5.1239274 52.0900917, 5.1238155 52.0901499, 5.1236434 52.0902233, 5.1234392 52.0903421, 5.1231859 52.0905024, 5.1230527 52.0906338, 5.1229988 52.0907088, 5.1229798 52.0907557, 5.1229618 52.0908186, 5.1229376 52.0909015, 5.1228997 52.0909941, 5.1228255 52.0911059, 5.1226911 52.0912481)",,
183690681,False,Pausdambrug,residential,30,False,16.652,,,"LINESTRING (5.1239274 52.0900917, 5.1238692 52.0900319, 5.1238243 52.090019, 5.1237455 52.0900081)",,
7010586,False,Maliesingel,tertiary,30,False,23.504,,,"LINESTRING (5.12845 52.09022, 5.1281637 52.0903372)",,
7010586,False,Maliesingel,tertiary,30,True,23.504,,,"LINESTRING (5.1281637 52.0903372, 5.12845 52.09022)",,
7010586,False,Maliesingel,tertiary,30,False,28.28,,,"LINESTRING (5.1281637 52.0903372, 5.1280586 52.0904352, 5.1279797 52.0905633)",,
"[7010555, 104668573, 104668574]",False,Herenbrug,unclassified,30,True,55.777,yes,,"LINESTRING (5.1281637 52.0903372, 5.1280767 52.090297, 5.1279933 52.0902684, 5.1277537 52.0901796, 5.1275984 52.0901245, 5.1274734 52.0900704)",,
"[7010377, 33831500, 35442149]",True,"['Wed', 'Donkeregaard', 'Lichtegaard']",unclassified,30,False,149.745,,,"LINESTRING (5.1205184 52.0904477, 5.1206766 52.0901654, 5.1207131 52.0901193, 5.1208009 52.0900605, 5.1208782 52.0900062, 5.1211549 52.0897556, 5.1215247 52.0898999, 5.1219177 52.0900271)",,destination
"[108800960, 72891625, 72891620, 33699361]",True,"['Zadelstraat', 'Mariaplaats', 'Maartensbrug', 'Servetstraat']",residential,30,False,214.76899999999998,yes,,"LINESTRING (5.1205184 52.0904477, 5.1204754 52.090431, 5.1202844 52.0903802, 5.1202682 52.090375, 5.1200723 52.0903087, 5.1191798 52.0900368, 5.118677 52.0898965, 5.1185038 52.089849, 5.1184853 52.0898439, 5.1178528 52.0896671, 5.1176796 52.08962)",,destination
7010586,False,Maliesingel,tertiary,30,False,135.189,,,"LINESTRING (5.1279797 52.0905633, 5.1275822 52.0917543)",,
7010586,False,Maliesingel,tertiary,30,True,28.28,,,"LINESTRING (5.1279797 52.0905633, 5.1280586 52.0904352, 5.1281637 52.0903372)",,
33718933,True,Kromme Nieuwegracht,residential,,False,178.21500000000003,,,"LINESTRING (5.1263466 52.0911384, 5.1263438 52.0911782, 5.1262793 52.0912975, 5.1262239 52.0913819, 5.1262089 52.0914048, 5.1261685 52.0914558, 5.1261382 52.091494, 5.1260292 52.0916155, 5.1260099 52.0916371, 5.1259638 52.0916782, 5.1258589 52.0917793, 5.1258061 52.0918301, 5.1257099 52.0919066, 5.1256816 52.0919262, 5.1255763 52.0919993, 5.1255109 52.0920393, 5.1254156 52.0920834, 5.1253003 52.0921251, 5.1251519 52.0921617, 5.125069 52.0921729, 5.124746 52.0921958, 5.1246744 52.0922091)",,
35382466,True,Kromme Nieuwegracht,residential,,False,208.68400000000003,,,"LINESTRING (5.1263466 52.0911384, 5.1260316 52.0908977, 5.1260044 52.0908791, 5.1258512 52.0907746, 5.1257781 52.0907247, 5.1256881 52.0906659, 5.1255749 52.090592, 5.1255585 52.0905839, 5.1254722 52.090543, 5.1253521 52.0904957, 5.1252961 52.0904779, 5.1252016 52.0904478, 5.1250214 52.0903904, 5.1246577 52.0902704, 5.1246339 52.0902627, 5.1244304 52.0902012, 5.1243331 52.090167, 5.1242959 52.090154, 5.1240533 52.0900695, 5.1239274 52.0900917)",,
7010302,False,Voetiusstraat,residential,30,False,23.375,,,"LINESTRING (5.1223726 52.0911713, 5.1226911 52.0912481)",,
"[7010312, 7010307, 585637854]",False,Domplein,residential,30,True,174.8,,,"LINESTRING (5.1223726 52.0911713, 5.1220133 52.091083, 5.1219522 52.091068, 5.1214386 52.0909295, 5.1215574 52.0907045, 5.1216516 52.0905259, 5.1217717 52.0903036, 5.1218601 52.0901399, 5.1219177 52.0900271)",,no
7010393,False,Domstraat,residential,30,False,92.375,,,"LINESTRING (5.1223726 52.0911713, 5.122336 52.0917121, 5.1222464 52.0919963)",,
7010306,True,Kromme Nieuwegracht,unclassified,,False,34.577,,,"LINESTRING (5.1267539 52.0913213, 5.1264023 52.0911747, 5.1263466 52.0911384)",3.5,
7010340,True,Nobeldwarsstraat,residential,30,False,215.654,,,"LINESTRING (5.1267539 52.0913213, 5.1267947 52.0913798, 5.1267928 52.0914384, 5.1266271 52.0921019, 5.1255294 52.092908, 5.1254885 52.0929489, 5.1254801 52.0929955)",,
1177202478,True,Achter Sint Pieter,residential,,False,5.49,,,"LINESTRING (5.1234081 52.0914124, 5.1233893 52.0914604)",,
7010302,False,Voetiusstraat,residential,30,True,52.281,,,"LINESTRING (5.1234081 52.0914124, 5.1227055 52.0912514, 5.1226911 52.0912481)",,
35380309,False,Pieterskerkhof,residential,,False,68.928,,,"LINESTRING (5.1243952 52.0915048, 5.1238859 52.0914913, 5.1237408 52.0914825, 5.1235249 52.0914694, 5.1233893 52.0914604)",,
"[262779234, 262779235, 104669860]",True,Pieterstraat,"['residential', 'unclassified']",,False,80.633,yes,,"LINESTRING (5.1243952 52.0915048, 5.1246313 52.0921269, 5.124658 52.0921779, 5.1246744 52.0922091)",,
7010350,False,Joke Smitplein,residential,30,True,22.411,,,"LINESTRING (5.1282021 52.0916404, 5.1279435 52.0917644)",,
7010586,False,Maliesingel,tertiary,30,True,135.189,,,"LINESTRING (5.1275822 52.0917543, 5.1279797 52.0905633)",,
7010586,False,Maliesingel,tertiary,30,False,91.144,,,"LINESTRING (5.1275822 52.0917543, 5.127412 52.0922362, 5.1273961 52.0923719, 5.1274021 52.0924183, 5.1274361 52.0924721, 5.1275093 52.0925457)",,
7010350,False,Joke Smitplein,residential,30,False,22.411,,,"LINESTRING (5.1279435 52.0917644, 5.1282021 52.0916404)",,
7010352,True,Joke Smitplein,residential,30,False,26.111,,,"LINESTRING (5.1279435 52.0917644, 5.1278836 52.0917918, 5.1275822 52.0917543)",,
"[262779233, 7010319]",True,Keistraat,"['residential', 'unclassified']",30,False,80.166,yes,,"LINESTRING (5.1229898 52.0919223, 5.1231197 52.0925556, 5.1231318 52.0926379)",,
35380289,True,Achter Sint Pieter,residential,30,False,51.479,,,"LINESTRING (5.1229898 52.0919223, 5.1227683 52.0919516, 5.1222464 52.0919963)",,
7010379,False,Korte Jansstraat,residential,30,False,31.963,,,"LINESTRING (5.1222464 52.0919963, 5.1221325 52.0922751)",,
"[7010344, 7010387]",False,"['Korte Minrebroederstraat', 'Oudkerkhof']",residential,30,True,182.67400000000004,,,"LINESTRING (5.1222464 52.0919963, 5.1215788 52.0918922, 5.1208506 52.0917652, 5.1203466 52.0916579, 5.1203101 52.0916478, 5.1201654 52.0920401)",,
7010393,False,Domstraat,residential,30,True,92.375,,,"LINESTRING (5.1222464 52.0919963, 5.122336 52.0917121, 5.1223726 52.0911713)",,
7010389,True,Joke Smitplein,residential,30,False,30.85,,,"LINESTRING (5.1282704 52.0919558, 5.1279435 52.0917644)",,
"[7010344, 7010387]",False,"['Korte Minrebroederstraat', 'Oudkerkhof']",residential,30,False,182.674,,,"LINESTRING (5.1201654 52.0920401, 5.1203101 52.0916478, 5.1203466 52.0916579, 5.1208506 52.0917652, 5.1215788 52.0918922, 5.1222464 52.0919963)",,
7010387,False,Korte Minrebroederstraat,residential,30,True,47.19199999999999,,,"LINESTRING (5.1201654 52.0920401, 5.1200364 52.0921779, 5.1197529 52.0923782)",,
"[1085106114, 7010380]",False,Annastraat,residential,30,True,136.905,,,"LINESTRING (5.1201654 52.0920401, 5.120216 52.0920461, 5.1209811 52.0921375, 5.1221325 52.0922751)",,
7010338,True,Muntstraat,residential,,False,98.304,,,"LINESTRING (5.1246744 52.0922091, 5.1252265 52.0929442, 5.1252433 52.0929703, 5.1252705 52.0930136)",,
7010379,False,Korte Jansstraat,residential,30,True,31.963,,,"LINESTRING (5.1221325 52.0922751, 5.1222464 52.0919963)",,
7010379,False,Korte Jansstraat,residential,30,False,32.447,,,"LINESTRING (5.1221325 52.0922751, 5.1220735 52.0924216, 5.1220167 52.0925581)",,
"[1085106114, 7010380]",False,Annastraat,residential,30,False,136.905,,,"LINESTRING (5.1221325 52.0922751, 5.1209811 52.0921375, 5.120216 52.0920461, 5.1201654 52.0920401)",,
128070065,False,Ganzenmarkt,unclassified,,True,13.752,,,"LINESTRING (5.1195663 52.0923318, 5.1197529 52.0923782)",,
"[7057513, 7057508]",True,"['Neude', 'Schoutenstraat']",unclassified,30,False,152.06499999999997,,,"LINESTRING (5.1195663 52.0923318, 5.11917 52.0929466, 5.1190798 52.0929945, 5.1187829 52.0935227, 5.1187585 52.0935954)",,
7057460,False,Ganzenmarkt,unclassified,30,True,10.843,,,"LINESTRING (5.1197529 52.0923782, 5.1198963 52.09242)",,
128070065,False,Ganzenmarkt,unclassified,,False,13.752,,,"LINESTRING (5.1197529 52.0923782, 5.1195663 52.0923318)",,
