osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
6638728,Zijperlaan,tertiary,50,False,False,80.412,"LINESTRING (4.8227243 52.8558463, 4.8233049 52.8564788)",,
6638683,Zijperlaan,residential,,False,False,88.83399999999999,"LINESTRING (4.8227243 52.8558463, 4.8228515 52.855806, 4.8234379 52.8564239)",,
6638641,Zijperlaan,residential,,False,True,31.03,"LINESTRING (4.8237198 52.8559051, 4.8241467 52.856012)",,
6638641,Zijperlaan,residential,,False,False,55.709,"LINESTRING (4.8249033 52.8559224, 4.8245182 52.8560434, 4.824429 52.8560634, 4.8243311 52.8560626, 4.8241467 52.856012)",,
6638641,Zijperlaan,residential,,False,False,31.03,"LINESTRING (4.8241467 52.856012, 4.8237198 52.8559051)",,
6638641,Zijperlaan,residential,,False,True,55.709,"LINESTRING (4.8241467 52.856012, 4.8243311 52.8560626, 4.824429 52.8560634, 4.8245182 52.8560434, 4.8249033 52.8559224)",,
6638737,Zijperlaan,residential,,False,False,70.164,"LINESTRING (4.8241467 52.856012, 4.82406 52.85619, 4.8240139 52.8562245, 4.8237692 52.8563015, 4.8234379 52.8564239)",,
6638617,Sternlaan,unclassified,30,False,False,84.907,"LINESTRING (4.8261235 52.8563035, 4.82671 52.85698)",,
6638707,Zwanenlaan,residential,30,False,False,59.942,"LINESTRING (4.8261235 52.8563035, 4.8267248 52.8563141, 4.8269312 52.8563469, 4.8269717 52.856387)",,
6638707,Zwanenlaan,residential,30,False,True,62.483,"LINESTRING (4.8261235 52.8563035, 4.8260023 52.8563084, 4.8257945 52.8563579, 4.8254107 52.8564756, 4.8252726 52.8565185)",,
6638661,Aalscholverstraat,unclassified,30,False,False,109.702,"LINESTRING (4.8269717 52.856387, 4.82722 52.85666, 4.8274505 52.8568065, 4.8278594 52.85721)",,
"[6638707, 6638685]","['Uiverplantsoen', 'Zwanenlaan']",residential,30,False,False,60.202000000000005,"LINESTRING (4.8269717 52.856387, 4.8275141 52.8564453, 4.82761 52.85642, 4.8276486 52.8563977, 4.8277921 52.8564707)",,
6638707,Zwanenlaan,residential,30,False,True,59.94200000000001,"LINESTRING (4.8269717 52.856387, 4.8269312 52.8563469, 4.8267248 52.8563141, 4.8261235 52.8563035)",,
6638737,Zijperlaan,residential,,False,False,10.817,"LINESTRING (4.8234379 52.8564239, 4.8233049 52.8564788)",,
6638683,Zijperlaan,residential,,False,True,88.83399999999999,"LINESTRING (4.8234379 52.8564239, 4.8228515 52.855806, 4.8227243 52.8558463)",,
6638737,Zijperlaan,residential,,False,True,70.164,"LINESTRING (4.8234379 52.8564239, 4.8237692 52.8563015, 4.8240139 52.8562245, 4.82406 52.85619, 4.8241467 52.856012)",,
"[6638707, 6638685]","['Uiverplantsoen', 'Zwanenlaan']",residential,30,False,True,60.202000000000005,"LINESTRING (4.8277921 52.8564707, 4.8276486 52.8563977, 4.82761 52.85642, 4.8275141 52.8564453, 4.8269717 52.856387)",,
6638775,Rietgorslaan,unclassified,30,False,False,45.602,"LINESTRING (4.8287084 52.8566384, 4.828578 52.8567127, 4.828324 52.8568963, 4.8282531 52.856942)",,
6638728,Zijperlaan,tertiary,50,False,False,68.713,"LINESTRING (4.8233049 52.8564788, 4.8238139 52.8570149)",,
6638728,Zijperlaan,tertiary,50,False,True,80.412,"LINESTRING (4.8233049 52.8564788, 4.8227243 52.8558463)",,
6638737,Zijperlaan,residential,,False,True,10.817,"LINESTRING (4.8233049 52.8564788, 4.8234379 52.8564239)",,
6638758,Reigerplantsoen,living_street,15,False,False,63.34,"LINESTRING (4.8252726 52.8565185, 4.82572 52.85702)",,
6638707,Zwanenlaan,residential,30,False,False,62.483,"LINESTRING (4.8252726 52.8565185, 4.8254107 52.8564756, 4.8257945 52.8563579, 4.8260023 52.8563084, 4.8261235 52.8563035)",,
6638707,Zwanenlaan,residential,30,False,True,112.43100000000001,"LINESTRING (4.8252726 52.8565185, 4.8250325 52.8565978, 4.8246624 52.8567274, 4.8242809 52.8568607, 4.8238139 52.8570149)",,
6638760,Lijsterplantsoen,unclassified,,False,False,66.196,"LINESTRING (4.82075 52.85672, 4.82123 52.85724)",,
6638692,Merellaan,unclassified,,False,False,63.795,"LINESTRING (4.82075 52.85672, 4.8199986 52.8569777, 4.8199951 52.8570296)",,
"[6638692, 6638605]","['Spechtlaan', 'Merellaan']",unclassified,30,False,"[False, True]",167.596,"LINESTRING (4.82075 52.85672, 4.8209629 52.8566464, 4.8220492 52.856273, 4.8221138 52.8562724, 4.8221542 52.8562906, 4.8225598 52.8567229, 4.8225893 52.8567565)",,
6638605,Spechtlaan,unclassified,30,False,False,66.109,"LINESTRING (4.8225893 52.8567565, 4.8230699 52.8572754)",,
6638664,Zwaluwstraat,unclassified,,False,False,105.922,"LINESTRING (4.8225893 52.8567565, 4.82123 52.85724)",,
"[6638692, 6638605]","['Spechtlaan', 'Merellaan']",unclassified,30,False,"[False, True]",167.596,"LINESTRING (4.8225893 52.8567565, 4.8225598 52.8567229, 4.8221542 52.8562906, 4.8221138 52.8562724, 4.8220492 52.856273, 4.8209629 52.8566464, 4.82075 52.85672)",,
6638622,Nachtegaallaan,unclassified,,False,False,49.504000000000005,"LINESTRING (4.8195527 52.8568029, 4.8198138 52.8570845, 4.8199951 52.8570296)",,
83496086,Uiverplantsoen,unclassified,30,False,False,16.196,"LINESTRING (4.8282531 52.856942, 4.8280633 52.8568521)",,
6638775,Rietgorslaan,unclassified,30,False,False,39.836,"LINESTRING (4.8282531 52.856942, 4.8279744 52.8571333, 4.8278594 52.85721)",,
6638775,Rietgorslaan,unclassified,30,False,True,45.602000000000004,"LINESTRING (4.8282531 52.856942, 4.828324 52.8568963, 4.828578 52.8567127, 4.8287084 52.8566384)",,
6638610,Burgemeester Mijnlieffstraat,residential,30,False,False,63.324,"LINESTRING (4.8299849 52.8569513, 4.8293047 52.8573458)",,
6638608,Waterhoenstraat,living_street,15,False,False,59.82,"LINESTRING (4.82671 52.85698, 4.82593 52.85724)",,
6638617,Sternlaan,unclassified,30,False,False,63.929,"LINESTRING (4.82671 52.85698, 4.82718 52.85748)",,
6638617,Sternlaan,unclassified,30,False,True,84.907,"LINESTRING (4.82671 52.85698, 4.8261235 52.8563035)",,
6638659,Karekietstraat,residential,30,False,False,19.052,"LINESTRING (4.8238139 52.8570149, 4.8235642 52.8570963)",,
6638728,Zijperlaan,tertiary,50,False,True,68.713,"LINESTRING (4.8238139 52.8570149, 4.8233049 52.8564788)",,
6638707,Zwanenlaan,residential,30,False,False,112.43100000000001,"LINESTRING (4.8238139 52.8570149, 4.8242809 52.8568607, 4.8246624 52.8567274, 4.8250325 52.8565978, 4.8252726 52.8565185)",,
6638728,Zijperlaan,tertiary,50,False,False,64.959,"LINESTRING (4.8238139 52.8570149, 4.8238923 52.8570963, 4.8243 52.85752)",,
6638619,Roerdompstraat,living_street,15,False,False,110.365,"LINESTRING (4.82572 52.85702, 4.8243 52.85752)",,
6638758,Reigerplantsoen,living_street,15,False,False,28.235,"LINESTRING (4.82572 52.85702, 4.82593 52.85724)",,
6638758,Reigerplantsoen,living_street,15,False,True,63.34,"LINESTRING (4.82572 52.85702, 4.8252726 52.8565185)",,
6638622,Nachtegaallaan,unclassified,,False,False,66.214,"LINESTRING (4.8199951 52.8570296, 4.8204608 52.8575545)",,
6638622,Nachtegaallaan,unclassified,,False,True,49.504000000000005,"LINESTRING (4.8199951 52.8570296, 4.8198138 52.8570845, 4.8195527 52.8568029)",,
6638692,Merellaan,unclassified,,False,True,63.795,"LINESTRING (4.8199951 52.8570296, 4.8199986 52.8569777, 4.82075 52.85672)",,
6638659,Karekietstraat,residential,30,False,True,19.052,"LINESTRING (4.8235642 52.8570963, 4.8238139 52.8570149)",,
