osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,lanes,bridge
6691275,Koningin Julianastraat,residential,30,False,False,131.81,"LINESTRING (6.6492314 52.098821, 6.6492333 52.0989521, 6.6486218 52.0999372)",,,,
6691360,Prins Bernhardstraat,residential,30,False,False,59.939,"LINESTRING (6.6512268 52.0989382, 6.6519116 52.0990277, 6.6520769 52.0990672)",,,,
6691224,J.W. Hagemanstraat,residential,30,False,False,20.258,"LINESTRING (6.6520769 52.0990672, 6.6519595 52.0992345)",,,,
6691360,Prins Bernhardstraat,residential,30,False,True,59.939,"LINESTRING (6.6520769 52.0990672, 6.6519116 52.0990277, 6.6512268 52.0989382)",,,,
6691203,Roeterinkpad,residential,30,False,True,41.861999999999995,"LINESTRING (6.6550372 52.0990506, 6.6552051 52.0990391, 6.6555939 52.0989075)",,,,
6691224,J.W. Hagemanstraat,residential,30,False,True,20.258,"LINESTRING (6.6519595 52.0992345, 6.6520769 52.0990672)",,,,
6691267,Blomsgaarden,residential,30,False,False,59.772,"LINESTRING (6.6519595 52.0992345, 6.6527333 52.0994855)",,,,
6691224,J.W. Hagemanstraat,residential,30,False,False,148.761,"LINESTRING (6.6519595 52.0992345, 6.6514001 52.0999572, 6.651152 52.1003212, 6.6510923 52.1004594)",,,,
6691459,Meergaardenweg,residential,30,False,False,71.931,"LINESTRING (6.64448 52.09928, 6.6445003 52.0993364, 6.6443435 52.0999176)",,,,
269895859,Jongsmastraat,residential,30,False,True,220.5,"LINESTRING (6.64448 52.09928, 6.6440857 52.0991841, 6.643678 52.0991239, 6.6434738 52.099561, 6.6432667 52.0999635, 6.6434397 52.1000083, 6.6437447 52.1000703, 6.6441223 52.1002187)",,,,
6686130,Koningsbult,residential,30,False,True,59.117000000000004,"LINESTRING (6.6570039 52.0993042, 6.6566384 52.0994011, 6.6566054 52.0994099, 6.6562093 52.0995149)",,,,
6691267,Blomsgaarden,residential,30,False,True,59.772,"LINESTRING (6.6527333 52.0994855, 6.6519595 52.0992345)",,,,
6691267,Blomsgaarden,residential,30,False,False,166.407,"LINESTRING (6.6527333 52.0994855, 6.6531837 52.0995372, 6.6532581 52.0995659, 6.6533087 52.099618, 6.6533062 52.099681, 6.6532512 52.0997517, 6.6531785 52.0998254, 6.6528759 52.1001233, 6.6528416 52.100142, 6.6527996 52.1001491, 6.652601 52.1001675, 6.6525302 52.1001775, 6.6525029 52.1001964, 6.652485 52.1002156, 6.6524633 52.1002658, 6.6523293 52.1004475)",,,,
6691537,Blomsgaarden,residential,30,False,False,61.346,"LINESTRING (6.6527333 52.0994855, 6.6525917 52.0996789, 6.6525587 52.0997206, 6.6524327 52.0997657, 6.6522972 52.0999516)",,,,
6686130,Koningsbult,residential,30,False,True,25.602,"LINESTRING (6.6562093 52.0995149, 6.6560503 52.0993064)",,,,
6686069,Traland,residential,30,False,False,51.167,"LINESTRING (6.6562093 52.0995149, 6.6563774 52.0998988, 6.6563947 52.0999605)",,,,
6686130,Koningsbult,residential,30,False,False,59.117000000000004,"LINESTRING (6.6562093 52.0995149, 6.6566054 52.0994099, 6.6566384 52.0994011, 6.6570039 52.0993042)",,,,
6686174,Hoogkamp,residential,30,False,False,33.644,"LINESTRING (6.6569378 52.0996388, 6.6569632 52.0998249, 6.6569669 52.0998525, 6.656889 52.0999265)",,,,
6691459,Meergaardenweg,residential,30,False,False,36.732,"LINESTRING (6.6443435 52.0999176, 6.6441223 52.1002187)",,,,
6691524,Ter Braakstraat,residential,30,False,False,122.073,"LINESTRING (6.6443435 52.0999176, 6.6460037 52.100324)",,,,
6691459,Meergaardenweg,residential,30,False,True,71.931,"LINESTRING (6.6443435 52.0999176, 6.6445003 52.0993364, 6.64448 52.09928)",,,,
"[6691275, 6691524]","['Ter Braakstraat', 'Koningin Julianastraat']",residential,30,False,"[False, True]",218.39300000000003,"LINESTRING (6.6486218 52.0999372, 6.6481509 52.1007778, 6.6481013 52.1008031, 6.6480523 52.1008048, 6.6479652 52.1007862, 6.6466213 52.1004743, 6.6465205 52.1004509)",,,,
6691275,Koningin Julianastraat,residential,30,False,True,131.81,"LINESTRING (6.6486218 52.0999372, 6.6492333 52.0989521, 6.6492314 52.098821)",,,,
6691456,Koningin Wilhelminastraat,residential,30,False,True,132.785,"LINESTRING (6.6486218 52.0999372, 6.647406 52.0996395, 6.6472233 52.0995942, 6.6469184 52.0995186, 6.6468198 52.0994896)",,,,
6686069,Traland,residential,30,False,False,7.159,"LINESTRING (6.6563947 52.0999605, 6.6562916 52.0999721)",,,,
6686174,Hoogkamp,residential,30,False,True,33.974,"LINESTRING (6.6563947 52.0999605, 6.656889 52.0999265)",,,,
6686069,Traland,residential,30,False,True,51.167,"LINESTRING (6.6563947 52.0999605, 6.6563774 52.0998988, 6.6562093 52.0995149)",,,,
6691537,Blomsgaarden,residential,30,False,True,61.346,"LINESTRING (6.6522972 52.0999516, 6.6524327 52.0997657, 6.6525587 52.0997206, 6.6525917 52.0996789, 6.6527333 52.0994855)",,,,
6686069,Traland,residential,30,False,True,7.159,"LINESTRING (6.6562916 52.0999721, 6.6563947 52.0999605)",,,,
6686069,Traland,residential,30,False,False,181.72099999999998,"LINESTRING (6.6562916 52.0999721, 6.6561473 52.0999985, 6.65603 52.10006, 6.65593 52.10022, 6.65585 52.10027, 6.6556391 52.1002981, 6.6554816 52.1002545, 6.6551755 52.1003073, 6.65508 52.10036, 6.655 52.10048, 6.6549893 52.100535, 6.6549788 52.1005892, 6.6550008 52.1007067, 6.6551281 52.1010322)",,,,
6686191,Traland,residential,30,False,False,33.760999999999996,"LINESTRING (6.6562916 52.0999721, 6.6563342 52.1000253, 6.6564315 52.1002622)",,,,
6691397,Nieuwstraat,tertiary,30,False,False,39.812,"LINESTRING (6.6505303 52.1003998, 6.6506259 52.1003853, 6.6507142 52.100387, 6.6510923 52.1004594)",,,,
6691397,Nieuwstraat,tertiary,30,False,True,113.01600000000002,"LINESTRING (6.6505303 52.1003998, 6.6504488 52.1004445, 6.6501779 52.1007059, 6.6500154 52.1008558, 6.6499079 52.1009117, 6.6497424 52.1009366, 6.6493097 52.1009718)",,,,
6691544,Koningin Wilhelminastraat,residential,30,True,False,85.292,"LINESTRING (6.6505303 52.1003998, 6.6503552 52.1002694, 6.6494238 52.1000954)",,,,
6686046,Hoogkamp,residential,30,False,True,29.357,"LINESTRING (6.6569433 52.1001884, 6.656889 52.0999265)",,,,
6686191,Traland,residential,30,False,True,33.760999999999996,"LINESTRING (6.6564315 52.1002622, 6.6563342 52.1000253, 6.6562916 52.0999721)",,,,
6691402,Blomsgaarden,residential,30,False,False,39.09,"LINESTRING (6.6518125 52.1002965, 6.6523293 52.1004475)",,,,
6691148,Huenderstraat,residential,30,False,False,82.884,"LINESTRING (6.6460037 52.100324, 6.6454233 52.1009786)",,,,
6691524,Ter Braakstraat,residential,30,False,False,38.016,"LINESTRING (6.6460037 52.100324, 6.6465205 52.1004509)",,,,
6691524,Ter Braakstraat,residential,30,False,True,122.073,"LINESTRING (6.6460037 52.100324, 6.6443435 52.0999176)",,,,
6691148,Huenderstraat,residential,30,False,True,111.66900000000001,"LINESTRING (6.6460037 52.100324, 6.6461179 52.1002, 6.6461731 52.1001813, 6.6463795 52.0999548, 6.646388 52.0999044, 6.6464332 52.0998505, 6.646487 52.0998372, 6.6467021 52.0995927, 6.6467096 52.0995367, 6.6468198 52.0994896)",,,,
6691529,Kruiskamplaan,tertiary,30,False,False,72.624,"LINESTRING (6.6510923 52.1004594, 6.6520576 52.1007332)",,,,
"[6691193, 6691174]",J.W. Hagemanstraat,residential,30,False,False,128.183,"LINESTRING (6.6510923 52.1004594, 6.6509253 52.100996, 6.650904 52.1010725, 6.6508731 52.1011833, 6.6508317 52.101407, 6.6508379 52.1015656, 6.6508404 52.1015982)",,,,
6691224,J.W. Hagemanstraat,residential,30,False,True,148.761,"LINESTRING (6.6510923 52.1004594, 6.651152 52.1003212, 6.6514001 52.0999572, 6.6519595 52.0992345)",,,,
6691397,Nieuwstraat,tertiary,30,False,True,39.812,"LINESTRING (6.6510923 52.1004594, 6.6507142 52.100387, 6.6506259 52.1003853, 6.6505303 52.1003998)",,,,
6691402,Blomsgaarden,residential,30,False,True,39.09,"LINESTRING (6.6523293 52.1004475, 6.6518125 52.1002965)",,,,
6691267,Blomsgaarden,residential,30,False,False,37.143,"LINESTRING (6.6523293 52.1004475, 6.6522313 52.1005134, 6.6521662 52.10058, 6.6520576 52.1007332)",,,,
6691267,Blomsgaarden,residential,30,False,True,166.407,"LINESTRING (6.6523293 52.1004475, 6.6524633 52.1002658, 6.652485 52.1002156, 6.6525029 52.1001964, 6.6525302 52.1001775, 6.652601 52.1001675, 6.6527996 52.1001491, 6.6528416 52.100142, 6.6528759 52.1001233, 6.6531785 52.0998254, 6.6532512 52.0997517, 6.6533062 52.099681, 6.6533087 52.099618, 6.6532581 52.0995659, 6.6531837 52.0995372, 6.6527333 52.0994855)",,,,
6686137,Hoogkamp,residential,10,False,False,94.031,"LINESTRING (6.6577856 52.1004663, 6.6575766 52.100328, 6.6574333 52.1003238, 6.6573373 52.1003878, 6.6573043 52.1005367, 6.6572669 52.1006998, 6.6572604 52.1007318, 6.6572407 52.1008658)",yes,,,
6686086,Kruiskamplaan,residential,30,False,False,32.889,"LINESTRING (6.6561832 52.1005147, 6.6562803 52.1008044)",,,,
6691459,Meergaardenweg,residential,30,False,True,47.04600000000001,"LINESTRING (6.6438804 52.1006046, 6.6439427 52.1004545, 6.6440921 52.1003337, 6.6441223 52.1002187)",,,,
6691575,,tertiary,30,True,False,19.043,"LINESTRING (6.6438804 52.1006046, 6.6439092 52.1006054, 6.6439374 52.1006092, 6.6439743 52.1006195, 6.644017 52.1006426, 6.6440363 52.1006613, 6.6440486 52.1006821, 6.6440527 52.1007137)",,roundabout,,
6691623,Nieuwstraat,tertiary,30,False,False,98.857,"LINESTRING (6.6440527 52.1007137, 6.64426 52.10072, 6.64464 52.10078, 6.6454233 52.1009786)",,,,
691077482,,tertiary,30,True,False,16.108000000000004,"LINESTRING (6.6440527 52.1007137, 6.6440473 52.1007329, 6.644036 52.1007511, 6.6440161 52.1007701, 6.6439899 52.1007859, 6.6439657 52.1007955, 6.6439392 52.1008025, 6.6438987 52.1008073)",,roundabout,,
6691257,Kruiskamplaan,tertiary,30,False,False,33.495,"LINESTRING (6.6520576 52.1007332, 6.6525015 52.1008612)",,,,
6691529,Kruiskamplaan,tertiary,30,False,True,72.624,"LINESTRING (6.6520576 52.1007332, 6.6510923 52.1004594)",,,,
6691267,Blomsgaarden,residential,30,False,True,37.143,"LINESTRING (6.6520576 52.1007332, 6.6521662 52.10058, 6.6522313 52.1005134, 6.6523293 52.1004475)",,,,
6686086,Kruiskamplaan,residential,30,False,True,32.889,"LINESTRING (6.6562803 52.1008044, 6.6561832 52.1005147)",,,,
6686065,Kruiskamplaan,tertiary,30,False,False,82.735,"LINESTRING (6.6562803 52.1008044, 6.6552485 52.1010173, 6.6551281 52.1010322)",,,,
6686065,Kruiskamplaan,tertiary,30,False,True,67.39399999999999,"LINESTRING (6.6562803 52.1008044, 6.65643 52.10078, 6.6565939 52.1007703, 6.6567641 52.1007816, 6.6568876 52.1008049, 6.6572407 52.1008658)",,,,
6691617,Kerkstraat,tertiary,30,False,False,122.976,"LINESTRING (6.6438987 52.1008073, 6.6439418 52.1009977, 6.64399 52.10108, 6.64408 52.10116, 6.6446286 52.1014429, 6.6448034 52.1015538, 6.6449493 52.1016543)",,,2,
6691153,Simmelinkweg,residential,30,False,False,45.618,"LINESTRING (6.6525015 52.1008612, 6.6522281 52.1012355)",,,,
6691257,Kruiskamplaan,tertiary,30,False,True,33.495,"LINESTRING (6.6525015 52.1008612, 6.6520576 52.1007332)",,,,
6691257,Kruiskamplaan,tertiary,30,False,False,64.739,"LINESTRING (6.6525015 52.1008612, 6.6531305 52.1010432, 6.6531788 52.1010572, 6.6533554 52.1011137)",,,,
6686065,Kruiskamplaan,tertiary,30,False,False,30.21,"LINESTRING (6.6576826 52.1008746, 6.6575916 52.1008748, 6.6573151 52.1008696, 6.6572407 52.1008658)",,,,
6686065,Kruiskamplaan,tertiary,30,False,False,67.394,"LINESTRING (6.6572407 52.1008658, 6.6568876 52.1008049, 6.6567641 52.1007816, 6.6565939 52.1007703, 6.65643 52.10078, 6.6562803 52.1008044)",,,,
6686065,Kruiskamplaan,tertiary,30,False,True,30.21,"LINESTRING (6.6572407 52.1008658, 6.6573151 52.1008696, 6.6575916 52.1008748, 6.6576826 52.1008746)",,,,
6686137,Hoogkamp,residential,10,False,True,94.031,"LINESTRING (6.6572407 52.1008658, 6.6572604 52.1007318, 6.6572669 52.1006998, 6.6573043 52.1005367, 6.6573373 52.1003878, 6.6574333 52.1003238, 6.6575766 52.100328, 6.6577856 52.1004663)",yes,,,
6691148,Huenderstraat,residential,30,False,True,82.884,"LINESTRING (6.6454233 52.1009786, 6.6460037 52.100324)",,,,
6691320,Huenderstraat,residential,30,True,False,81.813,"LINESTRING (6.6454233 52.1009786, 6.6449493 52.1016543)",,,,
