osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction
7199732,Johanna van Brabantlaan,residential,30,False,False,102.431,"LINESTRING (5.1406357 51.4825184, 5.1414038 51.4827018, 5.1414521 51.4827469, 5.1414468 51.4827953, 5.1412655 51.4830799)",,,,
7199732,Johanna van Brabantlaan,residential,30,False,True,77.267,"LINESTRING (5.1406357 51.4825184, 5.1400913 51.4823853, 5.1399706 51.4823865, 5.1399117 51.4824336, 5.1398398 51.4826242)",,,,
7199732,Johanna van Brabantlaan,residential,30,False,False,77.267,"LINESTRING (5.1398398 51.4826242, 5.1399117 51.4824336, 5.1399706 51.4823865, 5.1400913 51.4823853, 5.1406357 51.4825184)",,,,
1212987715,Johanna van Brabantlaan,residential,30,False,True,129.55700000000002,"LINESTRING (5.1398398 51.4826242, 5.139776 51.4827977, 5.1397951 51.4828318, 5.1398804 51.482863, 5.1412655 51.4830799)",,,,
7199890,Johanna van Brabantlaan,residential,30,False,False,86.235,"LINESTRING (5.142948 51.4828871, 5.1428119 51.4832267, 5.1426168 51.4836345)",,,,
"[7199307, 7199310, 7199295]",Provinciale weg,primary,80,True,False,520.359,"LINESTRING (5.149058 51.4830575, 5.1491454 51.4833462, 5.1491815 51.4835112, 5.1492028 51.4836778, 5.1492183 51.4838898, 5.1492269 51.4840565, 5.149227 51.4843483, 5.1492077 51.4848364, 5.1491624 51.4851995, 5.1491145 51.4854349, 5.1490662 51.4856586, 5.1489555 51.4860192, 5.14872 51.48664, 5.1483064 51.4874411, 5.1481915 51.4876486)",1,N269,yes,
7199731,Van Merodelaan,residential,30,False,False,173.65300000000002,"LINESTRING (5.1412655 51.4830799, 5.141163 51.4832449, 5.141146 51.4837898, 5.1412149 51.4840367, 5.1412362 51.4841642, 5.1411255 51.48462)",,,,
7199732,Johanna van Brabantlaan,residential,30,False,True,102.431,"LINESTRING (5.1412655 51.4830799, 5.1414468 51.4827953, 5.1414521 51.4827469, 5.1414038 51.4827018, 5.1406357 51.4825184)",,,,
1212987715,Johanna van Brabantlaan,residential,30,False,False,129.55700000000002,"LINESTRING (5.1412655 51.4830799, 5.1398804 51.482863, 5.1397951 51.4828318, 5.139776 51.4827977, 5.1398398 51.4826242)",,,,
"[7199251, 7199219]","['Doctor P.C. de Brouwerlaan', 'Anton van Duinkerkenlaan']",residential,30,False,"[False, True]",144.143,"LINESTRING (5.1473691 51.4832135, 5.1473438 51.4836477, 5.1472966 51.4837077, 5.1472443 51.4837224, 5.146842 51.4837384, 5.1465865 51.4837245, 5.1460333 51.4836717)",,,,
