osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction,access
6691036,Lichtenvoordseweg,tertiary,50,False,False,91.822,"LINESTRING (6.6185579 52.0381879, 6.6189598 52.0389758)",,,,
6690748,Deken Hooijmansingel,residential,30,False,False,137.589,"LINESTRING (6.6185579 52.0381879, 6.6184968 52.0382013, 6.6176387 52.038389, 6.6173608 52.0384506, 6.6170001 52.0384834, 6.6168205 52.0384988, 6.6166261 52.0384935)",,,,
6690588,Ludgerstraat,residential,30,False,False,122.105,"LINESTRING (6.6117606 52.0382301, 6.610531 52.038868, 6.6104267 52.0389557)",,,,
6690594,Bevrijdingslaan,residential,30,False,False,55.964,"LINESTRING (6.6117606 52.0382301, 6.6121369 52.0384335, 6.6123663 52.0385683)",,,,
6690541,Buitenschans,residential,30,False,False,26.853,"LINESTRING (6.6126653 52.0384118, 6.6123663 52.0385683)",,,,
1256502237,Buitenschans,residential,30,False,False,29.353,"LINESTRING (6.6126653 52.0384118, 6.6130142 52.0382581)",,,,
6690541,Buitenschans,residential,30,False,False,109.063,"LINESTRING (6.6123663 52.0385683, 6.6111264 52.039185)",,,,
6690541,Buitenschans,residential,30,False,True,26.853,"LINESTRING (6.6123663 52.0385683, 6.6126653 52.0384118)",,,,
6690594,Bevrijdingslaan,residential,30,False,False,76.881,"LINESTRING (6.6123663 52.0385683, 6.6124559 52.0385853, 6.6131785 52.039037)",,,,
6690594,Bevrijdingslaan,residential,30,False,True,55.964,"LINESTRING (6.6123663 52.0385683, 6.6121369 52.0384335, 6.6117606 52.0382301)",,,,
6690487,Deken Hooijmansingel,residential,30,False,False,114.429,"LINESTRING (6.6157026 52.0385828, 6.6160923 52.0390923, 6.6163595 52.0392874, 6.6164404 52.0393611, 6.6164786 52.0394808)",,,,
"[6690461, 6690646]",Deken Hooijmansingel,residential,"['30', '50']",False,"[False, True]",190.113,"LINESTRING (6.6157026 52.0385828, 6.6156334 52.0386091, 6.6153728 52.0387082, 6.6150874 52.0388362, 6.6148045 52.0390157, 6.6144605 52.0392535, 6.6141931 52.0394264, 6.6140875 52.0394889, 6.6139723 52.0395126, 6.6137983 52.0394849, 6.6135408 52.0394189)",,,,
6690748,Deken Hooijmansingel,residential,30,False,True,64.589,"LINESTRING (6.6157026 52.0385828, 6.6159967 52.0385202, 6.6163378 52.0384896, 6.6166261 52.0384935)",,,,
6690655,Parallelweg,unclassified,50,False,False,85.618,"LINESTRING (6.6222988 52.0386767, 6.6226299 52.0388262, 6.6227351 52.0388533, 6.6234586 52.0388969)",,,,
6690714,Spoorstraat,residential,30,False,False,121.02199999999999,"LINESTRING (6.6222988 52.0386767, 6.6221426 52.0388133, 6.6212808 52.0395669)",,,,
6690489,Kardinaal de Jongstraat,residential,30,False,False,54.231,"LINESTRING (6.6104267 52.0389557, 6.6110115 52.0391499, 6.6111264 52.039185)",,,,
6690588,Ludgerstraat,residential,30,False,True,122.105,"LINESTRING (6.6104267 52.0389557, 6.610531 52.038868, 6.6117606 52.0382301)",,,,
6690989,Lichtenvoordseweg,tertiary,50,False,False,23.163,"LINESTRING (6.6189598 52.0389758, 6.6191029 52.0391646)",,,,
6691036,Lichtenvoordseweg,tertiary,50,False,True,91.822,"LINESTRING (6.6189598 52.0389758, 6.6185579 52.0381879)",,,,
