osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,access,bridge
6899875,False,Hamstraat,residential,30,True,46.616,"LINESTRING (5.7405754 51.7586465, 5.7405436 51.758619, 5.7401814 51.7583055)",,,,,
6899694,False,Klinkerstraat,unclassified,30,True,35.245,"LINESTRING (5.740108 51.758776, 5.7405754 51.7586465)",,,,,
6899694,False,Klinkerstraat,unclassified,30,False,17.308,"LINESTRING (5.740108 51.758776, 5.7400481 51.758791, 5.7398749 51.7588344)",,,,,
6899694,False,Klinkerstraat,unclassified,30,False,42.273,"LINESTRING (5.7398749 51.7588344, 5.7392982 51.7589652)",,,,,
6899694,False,Klinkerstraat,unclassified,30,True,17.308,"LINESTRING (5.7398749 51.7588344, 5.7400481 51.758791, 5.740108 51.758776)",,,,,
6899697,False,Botermarkt,residential,30,True,46.536,"LINESTRING (5.7398749 51.7588344, 5.7398636 51.7588028, 5.73961 51.75845)",,,,,
6899694,False,Klinkerstraat,unclassified,30,True,32.976,"LINESTRING (5.73885 51.75907, 5.7392982 51.7589652)",,,,,
6900212,False,Trompetterstraat,unclassified,30,False,42.102,"LINESTRING (5.73885 51.75907, 5.7387856 51.7590806, 5.73826 51.75917)",,,,,
591763379,False,Hoofschestraat,residential,30,False,100.037,"LINESTRING (5.73885 51.75907, 5.7388713 51.7591022, 5.7389115 51.7591628, 5.7391508 51.759499, 5.7394322 51.7598943)",,,,,
"[6899752, 928602940]",False,Het Kasteeltje,living_street,15,True,90.53800000000001,"LINESTRING (5.73885 51.75907, 5.7388245 51.7590283, 5.73864 51.75875, 5.7385845 51.7586594, 5.7391515 51.7585363)",,,,,
6899883,True,Poternen,residential,30,False,108.998,"LINESTRING (5.73826 51.75917, 5.7382956 51.7592152, 5.7384844 51.7594847, 5.7385467 51.7595599, 5.7386921 51.7597045, 5.7388268 51.7598248, 5.7390409 51.7600189)",,,,,
"[6900178, 6900212]",False,Trompetterstraat,unclassified,30,False,94.69399999999999,"LINESTRING (5.73826 51.75917, 5.73799 51.75922, 5.7378267 51.7592589, 5.73778 51.75927, 5.73749 51.75934, 5.7369855 51.7594872)",,,,,
6900212,False,Trompetterstraat,unclassified,30,True,42.102,"LINESTRING (5.73826 51.75917, 5.7387856 51.7590806, 5.73885 51.75907)",,,,,
6900180,False,Oliestraat,residential,30,True,139.635,"LINESTRING (5.74209 51.75946, 5.74203 51.75933, 5.7419078 51.7591584, 5.7417534 51.7589251, 5.7416384 51.7587513, 5.7413421 51.7583259, 5.7413233 51.7582984)",,,,,
"[220141044, 591763380]",False,Oliestraat,residential,30,False,58.815,"LINESTRING (5.74209 51.75946, 5.7421541 51.7595966, 5.7422414 51.7599078, 5.7423089 51.759965)",,,,,
"[6899781, 6899878]",False,"['Ravelijn', 'Courtine']",residential,30,False,64.789,"LINESTRING (5.7369855 51.7594872, 5.7370493 51.7595724, 5.7371045 51.7596461, 5.7372458 51.7598348, 5.7373724 51.7600183)",,,,,
6900178,False,Trompetterstraat,unclassified,30,False,101.8,"LINESTRING (5.7369855 51.7594872, 5.7364861 51.7596374, 5.736402 51.7596627, 5.7356552 51.7598874)",,,,,
"[6900178, 6900212]",False,Trompetterstraat,unclassified,30,True,94.69399999999999,"LINESTRING (5.7369855 51.7594872, 5.73749 51.75934, 5.73778 51.75927, 5.7378267 51.7592589, 5.73799 51.75922, 5.73826 51.75917)",,,,,
591763381,True,Maasstraat,residential,30,False,7.096,"LINESTRING (5.7413473 51.7595592, 5.7413754 51.7596206)",,,,,
6899784,False,Markt,residential,30,False,54.428999999999995,"LINESTRING (5.7413473 51.7595592, 5.7412929 51.7595694, 5.7406361 51.7596946, 5.7405907 51.7597015)",,,,,
6899849,True,Korte Rogstraat,residential,30,False,52.325,"LINESTRING (5.7413754 51.7596206, 5.74209 51.75946)",,,,,
6899724,True,Maasstraat,residential,30,False,115.081,"LINESTRING (5.7413754 51.7596206, 5.7413959 51.7596694, 5.7414159 51.7597365, 5.7414378 51.7598756, 5.741451 51.7599699, 5.7414542 51.760056, 5.7414673 51.7606517)",,,,,
6899847,False,Scheerestraat,residential,30,False,23.253,"LINESTRING (5.7405907 51.7597015, 5.7404915 51.7595016)",,,,,
6899777,False,Hoofdwagt,residential,30,False,46.394999999999996,"LINESTRING (5.7405907 51.7597015, 5.7402355 51.7597436, 5.7400099 51.7597703, 5.7399286 51.7597799)",,,,,
6899784,False,Markt,residential,30,True,54.428999999999995,"LINESTRING (5.7405907 51.7597015, 5.7406361 51.7596946, 5.7412929 51.7595694, 5.7413473 51.7595592)",,,,,
6899727,True,Henri Dunantsingel,unclassified,50,False,9.567,"LINESTRING (5.7348953 51.7599663, 5.7347582 51.7599521)",2,,intersection,,
6904182,True,Arnoud van Gelderweg,primary,50,False,39.494,"LINESTRING (5.7348953 51.7599663, 5.7348109 51.7601004, 5.734801 51.7601188, 5.7346861 51.760297)",1,N324,,,
135793726,False,Henri Dunantsingel,unclassified,30,False,26.302,"LINESTRING (5.7342732 51.7599376, 5.7341172 51.7599391, 5.733896 51.75991)",,,,,
135793727,True,Henri Dunantsingel,unclassified,30,False,40.49,"LINESTRING (5.7342732 51.7599376, 5.7344556 51.7598766, 5.7346108 51.7598407, 5.7347231 51.7598401, 5.7348241 51.7598526)",2,,,,
6903715,False,Henri Dunantsingel,unclassified,30,False,2.763,"LINESTRING (5.733857 51.7599041, 5.733896 51.75991)",,,,,
"[6903732, 332724159]",False,G.W. Lovendaalsingel,residential,30,True,374.841,"LINESTRING (5.733857 51.7599041, 5.7338653 51.7598772, 5.7338811 51.7598394, 5.733866 51.7597387, 5.7338264 51.7596417, 5.7337785 51.7595328, 5.7336728 51.7594276, 5.7335394 51.7593413, 5.7330291 51.759011, 5.732936 51.758917, 5.7329264 51.758897, 5.7328947 51.7588313, 5.7328951 51.7588162, 5.7328971 51.7587353, 5.7330207 51.7586219, 5.7339737 51.7581426, 5.734072 51.7580931, 5.7341723 51.7580132, 5.7342047 51.7579874, 5.7342754 51.7578709, 5.7343214 51.7577296, 5.7343195 51.7576908, 5.7343125 51.7575478, 5.7341793 51.7571208)",,,,,
928602939,False,Hoofschestraat,residential,30,False,1.674,"LINESTRING (5.7394322 51.7598943, 5.7394398 51.7599086)",,,,,
591763379,False,Hoofschestraat,residential,30,True,100.037,"LINESTRING (5.7394322 51.7598943, 5.7391508 51.759499, 5.7389115 51.7591628, 5.7388713 51.7591022, 5.73885 51.75907)",,,,,
6900178,False,Trompetterstraat,unclassified,30,True,101.8,"LINESTRING (5.7356552 51.7598874, 5.736402 51.7596627, 5.7364861 51.7596374, 5.7369855 51.7594872)",,,,,
"[350074006, 327134727]",False,Arnoud van Gelderweg,residential,30,True,278.961,"LINESTRING (5.7356552 51.7598874, 5.7355795 51.7598378, 5.7354069 51.7597247, 5.7353758 51.7597048, 5.7353507 51.7596548, 5.73535 51.75964, 5.7366541 51.7576041)",,,,,
1054396590,True,Trompetterstraat,unclassified,30,False,55.709,"LINESTRING (5.7356552 51.7598874, 5.7355389 51.7599407, 5.7354367 51.7599718, 5.7353692 51.7599829, 5.7353028 51.7599932, 5.7351817 51.7599958, 5.7351326 51.7599957, 5.7350806 51.7599922, 5.7348953 51.7599663)",2,,,,
"[1155884097, 6899749]",False,Sint Henricusweg,residential,30,False,114.0,"LINESTRING (5.7356552 51.7598874, 5.7357099 51.7599422, 5.7357242 51.7599579, 5.7359127 51.7602456, 5.7359074 51.7602657, 5.73588 51.76037, 5.7357409 51.7605841, 5.7355747 51.7608397)",,,,,
6903715,False,Henri Dunantsingel,unclassified,30,True,2.763,"LINESTRING (5.733896 51.75991, 5.733857 51.7599041)",,,,,
1155884098,False,Henri Dunantsingel,unclassified,,True,8.814,"LINESTRING (5.733896 51.75991, 5.7339236 51.7599874)",,,,,
135793726,False,Henri Dunantsingel,unclassified,30,True,26.302,"LINESTRING (5.733896 51.75991, 5.7341172 51.7599391, 5.7342732 51.7599376)",,,,,
6900216,False,Maaskade,residential,30,False,97.16399999999999,"LINESTRING (5.7423089 51.759965, 5.7422785 51.7600115, 5.7422073 51.7601017, 5.741697 51.7605217, 5.7415741 51.7606204, 5.7414673 51.7606517)",,,,,
"[111412002, 6899725, 111412046, 6899751]",False,"['Prinsenstal', 'Maaskade']",residential,30,True,236.44399999999996,"LINESTRING (5.7423089 51.759965, 5.7424464 51.7597302, 5.7425058 51.7596496, 5.7425988 51.7594735, 5.742689 51.7593183, 5.7427713 51.759182, 5.7427179 51.7591013, 5.742698 51.7590749, 5.7424322 51.7587232, 5.7421528 51.7583536, 5.7420938 51.7583412, 5.7420064 51.7582182, 5.7417194 51.7583239)",,,,,
"[591763380, 220141044]",False,Oliestraat,residential,30,True,58.815,"LINESTRING (5.7423089 51.759965, 5.7422414 51.7599078, 5.7421541 51.7595966, 5.74209 51.75946)",,,,,
6899869,True,Bagijnenstraat,residential,30,False,113.085,"LINESTRING (5.7390409 51.7600189, 5.7390667 51.7600501, 5.7390439 51.7600771, 5.7377186 51.7605592)",,,,,
6899878,False,Ravelijn,residential,30,False,17.392,"LINESTRING (5.7373724 51.7600183, 5.7374733 51.7601617)",,,,,
"[6899781, 6899878]",False,"['Ravelijn', 'Courtine']",residential,30,True,64.789,"LINESTRING (5.7373724 51.7600183, 5.7372458 51.7598348, 5.7371045 51.7596461, 5.7370493 51.7595724, 5.7369855 51.7594872)",,,,,
"[6899882, 326434811]",False,Lunette,residential,30,True,107.389,"LINESTRING (5.7373724 51.7600183, 5.7375372 51.7599679, 5.7380111 51.7598358, 5.7381931 51.7597811, 5.7379304 51.7594101)",,,,,
6899878,False,Ravelijn,residential,30,True,17.392,"LINESTRING (5.7374733 51.7601617, 5.7373724 51.7600183)",,,,,
6899824,False,Oranje-Bastion,residential,30,False,42.787,"LINESTRING (5.7374733 51.7601617, 5.7373489 51.7601912, 5.7370729 51.7602567, 5.7368928 51.7602994)",,,,,
6899878,False,Ravelijn,residential,30,False,47.314,"LINESTRING (5.7374733 51.7601617, 5.7377086 51.760543, 5.7377186 51.7605592)",,,,,
6899824,False,Oranje-Bastion,residential,30,False,12.635,"LINESTRING (5.7368928 51.7602994, 5.7367232 51.7603429)",,,,,
6899824,False,Oranje-Bastion,residential,30,True,42.787000000000006,"LINESTRING (5.7368928 51.7602994, 5.7370729 51.7602567, 5.7373489 51.7601912, 5.7374733 51.7601617)",,,,,
70497475,False,Oranje-Bastion,residential,30,False,21.578,"LINESTRING (5.7368928 51.7602994, 5.7369719 51.7604264, 5.737005 51.7604806)",,,,,
388183597,False,Hoofschestraat,residential,30,True,3.091,"LINESTRING (5.7398027 51.7605077, 5.7397864 51.7604818)",,,,,
6899868,False,Infirmerie,residential,30,False,57.348000000000006,"LINESTRING (5.7398027 51.7605077, 5.73904 51.76065, 5.739004 51.7606543)",,,,,
388183597,False,Hoofschestraat,residential,30,False,38.707,"LINESTRING (5.7398027 51.7605077, 5.73989 51.76079, 5.7399245 51.7608468)",,,,,
6899866,False,Ravelijn,residential,30,False,13.572,"LINESTRING (5.7377186 51.7605592, 5.7377353 51.7606159, 5.7377249 51.76068)",,,,,
6899878,False,Ravelijn,residential,30,True,47.314,"LINESTRING (5.7377186 51.7605592, 5.7377086 51.760543, 5.7374733 51.7601617)",,,,,
6899746,False,Maaskade,residential,30,False,96.814,"LINESTRING (5.7414673 51.7606517, 5.7414294 51.7607345, 5.7412545 51.760971, 5.7409017 51.7614479)",,,,,
6900216,False,Maaskade,residential,30,True,97.164,"LINESTRING (5.7414673 51.7606517, 5.7415741 51.7606204, 5.741697 51.7605217, 5.7422073 51.7601017, 5.7422785 51.7600115, 5.7423089 51.759965)",,,,,
6900271,False,Ruyterstraat,residential,30,False,108.374,"LINESTRING (5.7414673 51.7606517, 5.7408381 51.7607313, 5.7405484 51.7607679, 5.7399245 51.7608468)",,,,,
"[6899011, 6900182]",False,"['Pater van den Elsenstraat', 'Koninginnedijk']",residential,30,"[False, True]",114.801,"LINESTRING (5.7377249 51.76068, 5.7374401 51.7610348, 5.7373644 51.7610988, 5.7369848 51.761572, 5.7369386 51.7615731)",,,,,
6899866,False,Ravelijn,residential,30,True,13.572,"LINESTRING (5.7377249 51.76068, 5.7377353 51.7606159, 5.7377186 51.7605592)",,,,,
6899865,True,Havenstraat,residential,30,False,184.381,"LINESTRING (5.7399245 51.7608468, 5.73981 51.761, 5.7393211 51.7611816, 5.7392138 51.7612065, 5.7391199 51.7611974, 5.738786 51.7610812, 5.7385028 51.7609749, 5.737896 51.7607472, 5.7377249 51.76068)",,,,,
6900271,False,Ruyterstraat,residential,30,True,108.374,"LINESTRING (5.7399245 51.7608468, 5.7405484 51.7607679, 5.7408381 51.7607313, 5.7414673 51.7606517)",,,,,
388183597,False,Hoofschestraat,residential,30,True,38.707,"LINESTRING (5.7399245 51.7608468, 5.73989 51.76079, 5.7398027 51.7605077)",,,,,
6899749,False,Sint Henricusweg,residential,30,False,54.861,"LINESTRING (5.7355747 51.7608397, 5.7354885 51.7609699, 5.7354704 51.7609972, 5.7352723 51.7612962)",,,,,
"[1155884097, 6899749]",False,Sint Henricusweg,residential,30,True,114.0,"LINESTRING (5.7355747 51.7608397, 5.7357409 51.7605841, 5.73588 51.76037, 5.7359074 51.7602657, 5.7359127 51.7602456, 5.7357242 51.7599579, 5.7357099 51.7599422, 5.7356552 51.7598874)",,,,,
6899860,False,Oranje-Bastion,residential,30,False,39.328,"LINESTRING (5.7355747 51.7608397, 5.7356295 51.7608539, 5.7360244 51.7609604, 5.7360989 51.7609805)",,,,,
6899860,False,Oranje-Bastion,residential,30,False,32.124,"LINESTRING (5.7360989 51.7609805, 5.73638 51.7610531, 5.7365297 51.7610917)",,,,,
6899860,False,Oranje-Bastion,residential,30,True,39.328,"LINESTRING (5.7360989 51.7609805, 5.7360244 51.7609604, 5.7356295 51.7608539, 5.7355747 51.7608397)",,,,,
70497474,False,Oranje-Bastion,residential,30,False,29.625,"LINESTRING (5.7360989 51.7609805, 5.7362032 51.7608198, 5.7363412 51.7608572)",,,,,
6900182,False,Pater van den Elsenstraat,residential,30,False,14.306999999999999,"LINESTRING (5.7350905 51.7612338, 5.7351517 51.7612548, 5.7352723 51.7612962)",,,,,
6899749,False,Sint Henricusweg,residential,30,True,54.861,"LINESTRING (5.7352723 51.7612962, 5.7354704 51.7609972, 5.7354885 51.7609699, 5.7355747 51.7608397)",,,,,
6900182,False,Pater van den Elsenstraat,residential,30,False,121.87700000000001,"LINESTRING (5.7352723 51.7612962, 5.7353496 51.7613185, 5.7356868 51.7614156, 5.7362835 51.7615875, 5.7363349 51.7615864, 5.7369386 51.7615731)",,,,,
6900182,False,Pater van den Elsenstraat,residential,30,True,14.306999999999999,"LINESTRING (5.7352723 51.7612962, 5.7351517 51.7612548, 5.7350905 51.7612338)",,,,,
288098724,False,Baronesstraat,residential,30,False,217.89400000000003,"LINESTRING (5.7352723 51.7612962, 5.7352455 51.7613783, 5.7353942 51.7622366, 5.735492 51.7628007, 5.7355536 51.7631562, 5.7355687 51.7632434)",,,,,
6899746,False,Maaskade,residential,30,True,96.81400000000001,"LINESTRING (5.7409017 51.7614479, 5.7412545 51.760971, 5.7414294 51.7607345, 5.7414673 51.7606517)",,,,,
"[304445050, 288098724]",False,"['Baronesstraat', 'Koninginnedijk']","['unclassified', 'residential']",30,True,71.195,"LINESTRING (5.7351885 51.7638135, 5.7356103 51.7633355, 5.7355687 51.7632434)",,,,,
"[436054217, 436054243, 49427636]",True,Arnoud van Gelderweg,busway,50,False,80.231,"LINESTRING (5.7342807 51.7609091, 5.734448 51.7608936, 5.7345356 51.7608625, 5.7346378 51.7607084, 5.7346907 51.7606285, 5.7347923 51.7604754, 5.7348757 51.7603497)",1,,,,
"[111411969, 1155005371]",True,Sint Elisabethstraat,primary,50,False,87.61,"LINESTRING (5.7390436 51.7574799, 5.7392977 51.7573457, 5.7394018 51.7572947, 5.7395095 51.757259, 5.7396204 51.7572401, 5.7397879 51.7572258, 5.7398886 51.7572265, 5.739988 51.7572381, 5.7401728 51.757282)",,N321,,,
"[332724165, 111412143]",False,Sint Elisabethstraat,primary,50,True,138.785,"LINESTRING (5.7390436 51.7574799, 5.7388731 51.7575461, 5.7386636 51.7576031, 5.7384885 51.7576265, 5.7382765 51.757628, 5.7380885 51.7576037, 5.7379388 51.7575654, 5.7378253 51.7575325, 5.7373805 51.7574033, 5.7371757 51.7573465)",,N321,,,
6899694,False,Klinkerstraat,unclassified,30,False,32.976,"LINESTRING (5.7392982 51.7589652, 5.73885 51.75907)",,,,,
6899694,False,Klinkerstraat,unclassified,30,True,42.273,"LINESTRING (5.7392982 51.7589652, 5.7398749 51.7588344)",,,,,
70465884,True,Bijl,residential,30,False,94.974,"LINESTRING (5.7392982 51.7589652, 5.73931 51.7589919, 5.7394889 51.759271, 5.7402844 51.7590855)",,,,,
867322317,False,Scheerestraat,residential,30,True,48.414,"LINESTRING (5.7402844 51.7590855, 5.7404915 51.7595016)",,,,,
6899805,True,Scheerestraat,residential,30,False,36.501000000000005,"LINESTRING (5.7402844 51.7590855, 5.7401227 51.7588076, 5.740108 51.758776)",,,,,
49427636,True,Arnoud van Gelderweg,busway,50,False,47.50899999999999,"LINESTRING (5.7348757 51.7603497, 5.7349964 51.7601683, 5.7350085 51.760146, 5.7350154 51.7601031, 5.7350021 51.7600472, 5.7349754 51.7600059, 5.7348953 51.7599663)",1,,,,
70465888,False,,busway,,False,14.33,"LINESTRING (5.7348757 51.7603497, 5.7347754 51.7603176, 5.7346861 51.760297)",,,,no,
70465888,False,,busway,,True,14.33,"LINESTRING (5.7346861 51.760297, 5.7347754 51.7603176, 5.7348757 51.7603497)",,,,no,
"[658565904, 544861938, 160907276]",True,Arnoud van Gelderweg,primary,50,False,73.559,"LINESTRING (5.7346861 51.760297, 5.7345351 51.760523, 5.7344382 51.7606718, 5.7343835 51.7607539, 5.7342807 51.7609091)","['1', '2']",N324,,,
111412052,False,Brugstraat,unclassified,30,False,10.997,"LINESTRING (5.741439 51.7582302, 5.7413233 51.7582984)",,,,,
"[332724161, 6900219]",False,"['Gasthuisstraat', 'Brugstraat']",unclassified,30,True,71.244,"LINESTRING (5.741439 51.7582302, 5.7421296 51.7578672, 5.7422303 51.7578172)",,,,,
"[988592769, 70483211]",True,Gasthuisstraat,residential,30,False,44.018,"LINESTRING (5.741439 51.7582302, 5.7414109 51.758217, 5.7413632 51.7581911, 5.7413039 51.7581597, 5.7412129 51.7581116, 5.7411411 51.7580789, 5.7409204 51.7580011)",,,,,
6899842,False,Papengang,residential,30,False,47.885000000000005,"LINESTRING (5.7409204 51.7580011, 5.7407549 51.7580914, 5.7406983 51.7581166, 5.7404793 51.7579909, 5.7403748 51.7579775)",,,,,
"[70483211, 6899901]",True,Gasthuisstraat,residential,30,False,91.164,"LINESTRING (5.7409204 51.7580011, 5.7406818 51.7579192, 5.7405339 51.7578791, 5.7403499 51.7578389, 5.74011 51.75784, 5.7396548 51.7578404)",,,,,
6899869,True,Bagijnenstraat,residential,30,False,30.069,"LINESTRING (5.7394398 51.7599086, 5.7390409 51.7600189)",,,,,
388183597,False,Hoofschestraat,residential,30,False,68.055,"LINESTRING (5.7394398 51.7599086, 5.7397864 51.7604818)",,,,,
928602939,False,Hoofschestraat,residential,30,True,1.674,"LINESTRING (5.7394398 51.7599086, 5.7394322 51.7598943)",,,,,
"[6899882, 326434811]",False,Lunette,residential,30,False,107.389,"LINESTRING (5.7379304 51.7594101, 5.7381931 51.7597811, 5.7380111 51.7598358, 5.7375372 51.7599679, 5.7373724 51.7600183)",,,,,
