osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge,tunnel
7456248,Terweeweg,residential,30,False,False,17.517,"LINESTRING (4.4704076 52.1788844, 4.4704126 52.1790419)",,,,
7457372,Geversstraat,secondary,50,False,False,22.236,"LINESTRING (4.4654504 52.1788791, 4.4653681 52.1790726)",,,,
7456187,Mauritslaan,residential,30,False,False,79.695,"LINESTRING (4.4671785 52.1789424, 4.4673139 52.1791248, 4.4673843 52.1794289, 4.467393 52.179638)",,,,
7456248,Terweeweg,residential,30,False,True,17.517,"LINESTRING (4.4704126 52.1790419, 4.4704076 52.1788844)",,,,
7456474,Sportmanstraat,residential,30,False,False,72.778,"LINESTRING (4.4704126 52.1790419, 4.4714799 52.1790494)",,,,
7456248,Terweeweg,residential,30,False,False,46.697,"LINESTRING (4.4704126 52.1790419, 4.4704179 52.1791053, 4.4704742 52.1792533, 4.4705503 52.1794524)",,,,
7456474,Sportmanstraat,residential,30,False,True,72.778,"LINESTRING (4.4714799 52.1790494, 4.4704126 52.1790419)",,,,
7456366,Juffermansstraat,residential,30,False,False,100.342,"LINESTRING (4.4714799 52.1790494, 4.4715473 52.1792966, 4.4716757 52.1797469, 4.4717105 52.1798588, 4.4718092 52.1799122)",,,,
7456466,Prins Bernhardlaan,residential,30,False,False,188.35899999999998,"LINESTRING (4.4778962 52.1790177, 4.4777868 52.1790722, 4.477229 52.1793515, 4.4767897 52.1796013, 4.4759279 52.1802)",,,,
7456519,Warmonderweg,secondary,50,False,False,23.881,"LINESTRING (4.4778962 52.1790177, 4.4779662 52.1790721, 4.4781166 52.1791846)",,,,
7456370,Emmaplein,residential,30,True,False,49.975,"LINESTRING (4.4752489 52.1792347, 4.4753186 52.1796821)",roundabout,,,
7457372,Geversstraat,secondary,50,False,True,22.236,"LINESTRING (4.4653681 52.1790726, 4.4654504 52.1788791)",,,,
