osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,bridge
"[1020405867, 722405195, 722405196]",Workumertrekweg,unclassified,30,False,False,77.72799999999998,yes,"LINESTRING (5.5165623 53.0581343, 5.5165291 53.0582024, 5.5164995 53.058235, 5.5164605 53.0582917, 5.5164599 53.0583568, 5.5165646 53.0587263, 5.5165712 53.0587688, 5.5165751 53.0588157)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,True,62.67,,"LINESTRING (5.5263928 53.0579705, 5.52733 53.05799)",
6562714,Pater Brugmanstraat,residential,30,True,False,131.18900000000002,,"LINESTRING (5.5263928 53.0579705, 5.5263748 53.0581485, 5.5264304 53.0582474, 5.5264737 53.0582906, 5.5266689 53.0584855, 5.5269726 53.0588159, 5.527167 53.0590275)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,False,240.25400000000002,,"LINESTRING (5.5263928 53.0579705, 5.5262142 53.0579729, 5.52551 53.05802, 5.5237082 53.0582238, 5.5228538 53.0583357)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,False,62.67,,"LINESTRING (5.52733 53.05799, 5.5263928 53.0579705)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,True,88.38900000000001,,"LINESTRING (5.52733 53.05799, 5.5285572 53.0579876, 5.5286526 53.0579882)",
6561965,Burgemeester Praamsmalaan,unclassified,30,False,False,65.107,,"LINESTRING (5.5286526 53.0579882, 5.5287525 53.0579914, 5.5296257 53.0580164)",
6562698,Secretaris Haitsmalaan,unclassified,30,False,False,68.703,,"LINESTRING (5.5286526 53.0579882, 5.5286601 53.0580491, 5.5287126 53.058605)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,False,88.38900000000001,,"LINESTRING (5.5286526 53.0579882, 5.5285572 53.0579876, 5.52733 53.05799)",
6561965,Burgemeester Praamsmalaan,unclassified,30,False,True,65.107,,"LINESTRING (5.5296257 53.0580164, 5.5287525 53.0579914, 5.5286526 53.0579882)",
6562151,Brigade Irenelaan,residential,30,False,False,128.865,,"LINESTRING (5.5296257 53.0580164, 5.5296231 53.0580671, 5.529674 53.0586315, 5.5297183 53.0591738)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,False,62.719,,"LINESTRING (5.5228538 53.0583357, 5.5219392 53.0584622)",
6562725,Nanne Reijnstraat,residential,30,False,False,101.44200000000001,,"LINESTRING (5.5228538 53.0583357, 5.523005 53.0587326, 5.5230694 53.0588253, 5.5231538 53.0589034, 5.5234829 53.0591441)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,True,240.254,,"LINESTRING (5.5228538 53.0583357, 5.5237082 53.0582238, 5.52551 53.05802, 5.5262142 53.0579729, 5.5263928 53.0579705)",
1079236759,Burgemeester Praamsmalaan,residential,30,False,True,62.719,,"LINESTRING (5.5219392 53.0584622, 5.5228538 53.0583357)",
6562701,Florencestraat,residential,30,False,False,140.905,,"LINESTRING (5.5219392 53.0584622, 5.5221842 53.059013, 5.5221963 53.0591041, 5.5221113 53.0597076)",
"[6562640, 1079236759]","['Gleibakkerij', 'Burgemeester Praamsmalaan']",residential,30,False,False,340.87600000000003,,"LINESTRING (5.5219392 53.0584622, 5.5211851 53.0585783, 5.5200327 53.0587556, 5.5202895 53.0594196, 5.5203295 53.0594543, 5.5210596 53.0597292, 5.521714 53.0596714, 5.5219181 53.0596739, 5.5221113 53.0597076)",
"[6562638, 6562567]",Workumertrekweg,unclassified,30,False,"[False, True]",130.815,,"LINESTRING (5.5189613 53.0586154, 5.5188285 53.0586287, 5.5184622 53.0586668, 5.517161 53.0587975, 5.5170296 53.0588042)",
6562698,Secretaris Haitsmalaan,unclassified,30,False,False,67.787,,"LINESTRING (5.5287126 53.058605, 5.5287713 53.0592136)",
6562698,Secretaris Haitsmalaan,unclassified,30,False,True,68.703,,"LINESTRING (5.5287126 53.058605, 5.5286601 53.0580491, 5.5286526 53.0579882)",
"[1079236761, 6562723]",Hid Herostraat,residential,30,False,False,62.435,,"LINESTRING (5.5287126 53.058605, 5.5286123 53.0586062, 5.5285349 53.0586072, 5.5284715 53.0586092, 5.5284055 53.0586171, 5.5282934 53.0586481, 5.52785 53.05879)",
6562717,Schelte à Bolswertstraat,residential,30,False,False,71.94399999999999,,"LINESTRING (5.5256644 53.0586898, 5.5256055 53.0586963, 5.5246054 53.0588062)",
6562748,Gerben Wopkesstraat,residential,30,False,False,86.182,,"LINESTRING (5.5256644 53.0586898, 5.5260654 53.0586503, 5.5262884 53.0588953, 5.5259432 53.0590376)",
6562748,Gerben Wopkesstraat,residential,30,False,True,43.071,,"LINESTRING (5.5256644 53.0586898, 5.5256818 53.058735, 5.5259432 53.0590376)",
6562723,Hid Herostraat,residential,30,False,False,39.822,,"LINESTRING (5.52785 53.05879, 5.5273257 53.0589602)",
6562645,Elgersmastraat,residential,30,True,False,97.647,,"LINESTRING (5.52785 53.05879, 5.5276662 53.0585879, 5.52735 53.05824, 5.52733 53.05819, 5.52733 53.05799)",
"[1079236761, 6562723]",Hid Herostraat,residential,30,False,True,62.435,,"LINESTRING (5.52785 53.05879, 5.5282934 53.0586481, 5.5284055 53.0586171, 5.5284715 53.0586092, 5.5285349 53.0586072, 5.5286123 53.0586062, 5.5287126 53.058605)",
6562567,Workumertrekweg,unclassified,30,False,False,30.4,,"LINESTRING (5.5165751 53.0588157, 5.5170296 53.0588042)",
1020405867,Workumertrekweg,unclassified,30,False,False,76.682,,"LINESTRING (5.5165751 53.0588157, 5.5165677 53.0595053)",
"[722405195, 1020405867, 722405196]",Workumertrekweg,unclassified,30,False,True,77.728,yes,"LINESTRING (5.5165751 53.0588157, 5.5165712 53.0587688, 5.5165646 53.0587263, 5.5164599 53.0583568, 5.5164605 53.0582917, 5.5164995 53.058235, 5.5165291 53.0582024, 5.5165623 53.0581343)",
6562717,Schelte à Bolswertstraat,residential,30,False,False,64.363,,"LINESTRING (5.5246054 53.0588062, 5.5244883 53.0588329, 5.5237973 53.0590124, 5.5237213 53.0590354)",
6562717,Schelte à Bolswertstraat,residential,30,False,True,71.94399999999999,,"LINESTRING (5.5246054 53.0588062, 5.5256055 53.0586963, 5.5256644 53.0586898)",
530591079,Hendrik Nannesstraat,residential,30,False,False,68.115,,"LINESTRING (5.5246054 53.0588062, 5.5246436 53.0588676, 5.5247007 53.0589662, 5.5249634 53.0593797)",
6562567,Workumertrekweg,unclassified,30,False,True,30.4,,"LINESTRING (5.5170296 53.0588042, 5.5165751 53.0588157)",
6562742,,unclassified,30,False,False,87.904,,"LINESTRING (5.5170296 53.0588042, 5.5170621 53.0595945)",
"[6562638, 6562567]",Workumertrekweg,unclassified,30,False,"[False, True]",130.815,,"LINESTRING (5.5170296 53.0588042, 5.517161 53.0587975, 5.5184622 53.0586668, 5.5188285 53.0586287, 5.5189613 53.0586154)",
6562723,Hid Herostraat,residential,30,False,False,12.98,,"LINESTRING (5.5273257 53.0589602, 5.527167 53.0590275)",
