osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction,width
6965260,Ceintuurbaan,primary,60,False,False,38.506,"LINESTRING (5.6377903 52.3318996, 5.6382331 52.3321157)",,,,,
6965112,Fazantlaan,unclassified,60,False,False,135.785,"LINESTRING (5.6377903 52.3318996, 5.6377068 52.3319584, 5.6376431 52.3319967, 5.6375628 52.3320271, 5.6359898 52.3323998)",,,,,
6965260,Ceintuurbaan,primary,60,False,True,38.506,"LINESTRING (5.6382331 52.3321157, 5.6377903 52.3318996)",,,,,
"[6965225, 1177861966]",Ceintuurbaan,primary,60,True,False,125.95400000000001,"LINESTRING (5.6382331 52.3321157, 5.6385103 52.3322311, 5.6388483 52.3323791, 5.6393419 52.3325907, 5.639444 52.3326345, 5.6397508 52.332766)",3,,,,
6965112,Fazantlaan,unclassified,60,False,True,135.785,"LINESTRING (5.6359898 52.3323998, 5.6375628 52.3320271, 5.6376431 52.3319967, 5.6377068 52.3319584, 5.6377903 52.3318996)",,,,,
6965220,Ceintuurbaan,primary,80,True,False,12.699,"LINESTRING (5.6397508 52.332766, 5.6399018 52.3328333)",,N302,,,
6965258,Deventerweg,primary,80,True,False,15.192,"LINESTRING (5.6399018 52.3328333, 5.6397894 52.3329514)",,N302,,,
"[290448808, 724300807, 6965271]",Ceintuurbaan,primary,80,True,False,232.08100000000002,"LINESTRING (5.6399018 52.3328333, 5.6403166 52.3330309, 5.6414583 52.333575, 5.6423148 52.3339832, 5.6425996 52.3341133)","['2', '4']",N302,,,
6965221,Leuvenumseweg,primary,80,True,False,15.673,"LINESTRING (5.6396458 52.3328915, 5.6397508 52.332766)",,N302,,,
6965227,Ceintuurbaan,primary,60,True,False,16.892,"LINESTRING (5.6396458 52.3328915, 5.6394486 52.332799)",1,,,,
6965228,Ceintuurbaan,primary,80,True,False,11.814,"LINESTRING (5.6397894 52.3329514, 5.6396458 52.3328915)",,N302,,,
"[1177861967, 6965207]",Deventerweg,tertiary,50,True,False,97.034,"LINESTRING (5.6397894 52.3329514, 5.63964 52.33306, 5.6392693 52.3333445, 5.6389673 52.3335588, 5.6388515 52.3336046)",,,,,
6964917,Van Geunslaan,residential,30,False,False,45.447,"LINESTRING (5.6350403 52.3335506, 5.6352342 52.3338238, 5.6352541 52.3338812, 5.6352157 52.3339279)",,,,,
6964784,Bosschalaan,residential,30,False,False,161.049,"LINESTRING (5.6352157 52.3339279, 5.6351286 52.3339673, 5.6335212 52.3349397)",,,,,
6964917,Van Geunslaan,residential,30,False,False,76.764,"LINESTRING (5.6352157 52.3339279, 5.6357217 52.3344304, 5.6356458 52.3344919, 5.6356239 52.334511)",,,,,
6964917,Van Geunslaan,residential,30,False,True,45.447,"LINESTRING (5.6352157 52.3339279, 5.6352541 52.3338812, 5.6352342 52.3338238, 5.6350403 52.3335506)",,,,,
6965243,Boekhorstlaan,unclassified,80,False,False,11.887,"LINESTRING (5.6425996 52.3341133, 5.6424821 52.3341925)",2,,,,
"[6965259, 6965252]",Ceintuurbaan,primary,80,True,False,359.22499999999997,"LINESTRING (5.6425996 52.3341133, 5.6432259 52.3344102, 5.6436249 52.3346108, 5.6438211 52.3347209, 5.6440229 52.3348415, 5.6442991 52.335038, 5.6445496 52.3352504, 5.6447426 52.3354638, 5.6448764 52.3356419, 5.6449891 52.3358524, 5.64511 52.3361217, 5.64517 52.33639, 5.645197 52.336564, 5.6452 52.3367523)","['2', '4']",N302,,,
6965243,Boekhorstlaan,unclassified,80,False,True,11.887,"LINESTRING (5.6424821 52.3341925, 5.6425996 52.3341133)",2,,,,
6965107,Boekhorstlaan,unclassified,60,False,False,85.211,"LINESTRING (5.6424821 52.3341925, 5.6424069 52.3342455, 5.6422989 52.3343069, 5.6421842 52.3343414, 5.642087 52.3343696, 5.6419113 52.3344127, 5.6416797 52.3344631, 5.6416082 52.3344813, 5.641515 52.3345116, 5.6414678 52.334535, 5.6414104 52.3345667)",3,,,,
"[724300808, 6965244]",Ceintuurbaan,primary,80,True,False,229.177,"LINESTRING (5.6424821 52.3341925, 5.6401641 52.3331185, 5.6401072 52.3330931, 5.6397894 52.3329514)",4,N302,,,
6965172,Deventerweg,tertiary,50,False,False,45.378,"LINESTRING (5.6372678 52.3344065, 5.6367821 52.3346866)",,,,,
"[6964553, 6964709]",Thorbeckelaan,residential,"['50', '30']",True,False,97.225,"LINESTRING (5.6372678 52.3344065, 5.6373439 52.334457, 5.6377977 52.3346313, 5.6384628 52.3348833)",1,,,,
"[1120139654, 6965180, 6965181, 6965206]",Deventerweg,tertiary,50,False,True,139.75199999999998,"LINESTRING (5.6372678 52.3344065, 5.6377931 52.3341411, 5.6378958 52.3340904, 5.6384962 52.3337826, 5.6388515 52.3336046)",,,yes,,
6964927,Bondamlaan,residential,30,False,False,127.798,"LINESTRING (5.6356239 52.334511, 5.6342866 52.3353192)",,,,,
