osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,width,bridge
7171462,Kofferen,residential,30,False,True,287.749,"LINESTRING (5.45802 51.5618, 5.45736 51.56165, 5.4573207 51.5616375, 5.45714 51.56158, 5.4568877 51.5615056, 5.4567431 51.5614433, 5.4564272 51.561303, 5.4558584 51.5610284, 5.4554036 51.5608103, 5.4552548 51.5607786, 5.4549743 51.5607478, 5.4547229 51.5607398, 5.454618 51.5607364, 5.4543425 51.5607276)",,,,
7170990,Hoge Vonderstraat,residential,30,False,False,56.769000000000005,"LINESTRING (5.45851 51.56192, 5.4584167 51.5620071, 5.458253 51.562116, 5.4580321 51.562236, 5.4579788 51.5622699, 5.4579673 51.562296)",,,,
7171345,Kofferen,unclassified,30,False,False,60.611999999999995,"LINESTRING (5.45851 51.56192, 5.45877 51.562, 5.45903 51.56211, 5.459161 51.5621674, 5.4592156 51.5621732, 5.4592636 51.5621546)",,,,
"[7171409, 7171347]",Kofferen,residential,30,False,True,36.416000000000004,"LINESTRING (5.45851 51.56192, 5.4582 51.56184, 5.45802 51.5618)",,,,
7171345,Kofferen,unclassified,30,False,True,60.611999999999995,"LINESTRING (5.4592636 51.5621546, 5.4592156 51.5621732, 5.459161 51.5621674, 5.45903 51.56211, 5.45877 51.562, 5.45851 51.56192)",,,,
7171377,Heuvel,residential,30,True,False,44.38,"LINESTRING (5.4592636 51.5621546, 5.45941 51.56226, 5.4595159 51.5623659, 5.45955 51.5624, 5.4595519 51.562495)",,,,
7171404,Hertog Hendrikstraat,residential,30,False,True,70.789,"LINESTRING (5.4592636 51.5621546, 5.4593727 51.5620661, 5.4595418 51.5618978, 5.45971 51.5617729, 5.4598934 51.5616553)",,,,
7170990,Hoge Vonderstraat,residential,30,False,True,56.76899999999999,"LINESTRING (5.4579673 51.562296, 5.4579788 51.5622699, 5.4580321 51.562236, 5.458253 51.562116, 5.4584167 51.5620071, 5.45851 51.56192)",,,,
"[7171050, 7171111]",Deken van Erpstraat,residential,30,False,False,92.591,"LINESTRING (5.4579673 51.562296, 5.4579648 51.5623133, 5.4579889 51.5623481, 5.4581854 51.5625035, 5.4583436 51.5626253, 5.4584936 51.5627474, 5.4586535 51.5628739, 5.4586493 51.5629444, 5.4586234 51.562979)",,,,
7171113,Hoge Vonderstraat,residential,30,True,False,190.524,"LINESTRING (5.4579673 51.562296, 5.457829 51.5623078, 5.45582 51.56335)",,,,
1256563589,Kerkstraat,residential,30,False,False,29.55,"LINESTRING (5.4595519 51.562495, 5.459968 51.5625559)",,,,
"[365550283, 7171379, 7171381, 7171382]",Heuvel,"['residential', 'unclassified']",30,True,False,149.565,"LINESTRING (5.4595519 51.562495, 5.4595375 51.5628534, 5.45954 51.56298, 5.4596722 51.5631884, 5.4598747 51.5634666, 5.45997 51.56358, 5.46017 51.56374)",,,,
1256563589,Kerkstraat,residential,30,False,True,29.55,"LINESTRING (5.459968 51.5625559, 5.4595519 51.562495)",,,,
"[7171265, 7171052]",Deken van Erpstraat,residential,30,False,False,81.49199999999999,"LINESTRING (5.4586234 51.562979, 5.4589338 51.5634275, 5.4590726 51.5636564)",,,,
"[7171050, 7171111]",Deken van Erpstraat,residential,30,False,True,92.59099999999998,"LINESTRING (5.4586234 51.562979, 5.4586493 51.5629444, 5.4586535 51.5628739, 5.4584936 51.5627474, 5.4583436 51.5626253, 5.4581854 51.5625035, 5.4579889 51.5623481, 5.4579648 51.5623133, 5.4579673 51.562296)",,,,
7170963,Christinaweg,residential,30,True,False,84.526,"LINESTRING (5.45582 51.56335, 5.4566072 51.5639317)",,,,
7171267,Hoge Vonderstraat,residential,30,False,False,74.817,"LINESTRING (5.45582 51.56335, 5.4549511 51.5637512)",,,,
"[7170920, 7170929]","['Deken van Erpstraat A', 'Deken van Erpstraat B']",residential,30,False,False,124.439,"LINESTRING (5.4590726 51.5636564, 5.4592539 51.5640119, 5.459324 51.5641658, 5.45958 51.56473)",,,,
"[306554296, 7170959]","['Meierij B', 'Meierij A']",residential,30,False,False,77.082,"LINESTRING (5.4590726 51.5636564, 5.4583086 51.5638984, 5.4581033 51.5639952)",,,,
"[7171265, 7171052]",Deken van Erpstraat,residential,30,False,True,81.49199999999999,"LINESTRING (5.4590726 51.5636564, 5.4589338 51.5634275, 5.4586234 51.562979)",,,,
123257312,Kapittelhof,unclassified,30,False,False,41.584,"LINESTRING (5.46175 51.5636, 5.4617123 51.5636135, 5.46161 51.56365, 5.4615891 51.563665, 5.46147 51.56375, 5.46131 51.56385)",,,,
7171378,Markt,unclassified,30,False,False,66.291,"LINESTRING (5.46017 51.56374, 5.46076 51.56421)",,,,
7171267,Hoge Vonderstraat,residential,30,False,True,74.817,"LINESTRING (5.4549511 51.5637512, 5.45582 51.56335)",,,,
7171189,Kapittelhof,residential,30,False,False,38.868,"LINESTRING (5.4617365 51.5638008, 5.4614293 51.5639375, 5.46131 51.56385)",,,,
123257312,Kapittelhof,unclassified,30,False,False,55.207,"LINESTRING (5.46131 51.56385, 5.46076 51.56421)",,,,
7171189,Kapittelhof,residential,30,False,True,38.868,"LINESTRING (5.46131 51.56385, 5.4614293 51.5639375, 5.4617365 51.5638008)",,,,
123257312,Kapittelhof,unclassified,30,False,True,41.583999999999996,"LINESTRING (5.46131 51.56385, 5.46147 51.56375, 5.4615891 51.563665, 5.46161 51.56365, 5.4617123 51.5636135, 5.46175 51.5636)",,,,
7171046,Hoefstraat,residential,30,False,False,49.277,"LINESTRING (5.4566072 51.5639317, 5.45608 51.56423)",,,,
7171196,Hoefstraat,residential,30,True,False,175.062,"LINESTRING (5.4566072 51.5639317, 5.4570303 51.5637357, 5.4572552 51.5636273, 5.4586234 51.562979)",,,,
7170955,Meierij,residential,30,False,False,39.805,"LINESTRING (5.4581033 51.5639952, 5.4584362 51.5642873)",,,,
306554296,Meierij B,residential,30,False,False,40.334,"LINESTRING (5.4581033 51.5639952, 5.4576465 51.5642209)",,,,
"[306554296, 7170959]","['Meierij B', 'Meierij A']",residential,30,False,True,77.082,"LINESTRING (5.4581033 51.5639952, 5.4583086 51.5638984, 5.4590726 51.5636564)",,,,
"[7171058, 365566995, 684424420, 1060306950]",Sluisplein,residential,30,False,False,97.189,"LINESTRING (5.4639776 51.5640584, 5.4639097 51.5641033, 5.4638193 51.564163, 5.4634183 51.5644282, 5.4633855 51.5644499, 5.4635051 51.5645356, 5.4635766 51.5645737, 5.4635758 51.5646058, 5.4634954 51.5647286)",,,,
7171342,Markt,unclassified,30,False,False,74.621,"LINESTRING (5.46076 51.56421, 5.4614151 51.5647434)",,,,
7171378,Markt,unclassified,30,False,True,66.291,"LINESTRING (5.46076 51.56421, 5.46017 51.56374)",,,,
39314412,Markt,unclassified,30,False,True,41.237,"LINESTRING (5.46076 51.56421, 5.4602775 51.5644281)",,,,
123257312,Kapittelhof,unclassified,30,False,True,55.207,"LINESTRING (5.46076 51.56421, 5.46131 51.56385)",,,,
7171046,Hoefstraat,residential,30,False,True,49.277,"LINESTRING (5.45608 51.56423, 5.4566072 51.5639317)",,,,
7170955,Meierij,residential,30,False,True,39.805,"LINESTRING (5.4584362 51.5642873, 5.4581033 51.5639952)",,,,
"[306554298, 306554299]","['Meierij D', 'Meierij C']",residential,30,False,True,93.53999999999999,"LINESTRING (5.4565914 51.5647475, 5.4569407 51.5645656, 5.4574711 51.5643076, 5.4576465 51.5642209)",,,,
7171231,Markt,unclassified,30,False,False,32.269,"LINESTRING (5.4614151 51.5647434, 5.4611177 51.5649671)",,,,
7171342,Markt,unclassified,30,False,True,74.621,"LINESTRING (5.4614151 51.5647434, 5.46076 51.56421)",,,,
7171387,Borchmolendijk,residential,30,False,False,104.861,"LINESTRING (5.4614151 51.5647434, 5.46181 51.56504, 5.4621414 51.5653187, 5.4622602 51.5654065, 5.4623691 51.5654756)",,,,
123257327,Passtraat,residential,30,False,False,111.13900000000001,"LINESTRING (5.4634954 51.5647286, 5.4632389 51.5650363, 5.4630582 51.5652335, 5.4628658 51.5653126, 5.46275 51.56538, 5.4625928 51.5655359)",,,,
365566995,Sluisplein,residential,30,False,False,96.45100000000001,"LINESTRING (5.4634954 51.5647286, 5.4636834 51.5648602, 5.463865 51.5650709, 5.4639615 51.5652573, 5.4639975 51.5653814, 5.4640031 51.5655118)",,,,
"[7171058, 365566995, 684424420, 1060306950]",Sluisplein,residential,30,False,True,97.18900000000001,"LINESTRING (5.4634954 51.5647286, 5.4635758 51.5646058, 5.4635766 51.5645737, 5.4635051 51.5645356, 5.4633855 51.5644499, 5.4634183 51.5644282, 5.4638193 51.564163, 5.4639097 51.5641033, 5.4639776 51.5640584)",,,,
7170928,Neulstraat,unclassified,30,False,False,54.037,"LINESTRING (5.45958 51.56473, 5.4590141 51.5649651, 5.45893 51.565)",,,,
"[7170920, 7170929]","['Deken van Erpstraat A', 'Deken van Erpstraat B']",residential,30,False,True,124.439,"LINESTRING (5.45958 51.56473, 5.459324 51.5641658, 5.4592539 51.5640119, 5.4590726 51.5636564)",,,,
7171541,Corridor,tertiary,50,False,True,29.74,"LINESTRING (5.4656843 51.5649436, 5.465662 51.5646765)",,,,
"[961132649, 299988226]",Corridor,residential,30,False,False,47.830999999999996,"LINESTRING (5.4656843 51.5649436, 5.4658183 51.5649425, 5.4659097 51.5649477, 5.4659092 51.5652375)",,,,
299988228,Corridor,tertiary,50,True,False,42.12,"LINESTRING (5.4656843 51.5649436, 5.4656973 51.5650478, 5.4656987 51.5651492, 5.4656923 51.5652334, 5.4657086 51.5653214)",,,,
7171231,Markt,unclassified,30,False,True,32.269,"LINESTRING (5.4611177 51.5649671, 5.4614151 51.5647434)",,,,
123526017,Markt,residential,30,False,True,83.802,"LINESTRING (5.4611177 51.5649671, 5.4609168 51.5648717, 5.460657 51.5647123, 5.4604423 51.5645615, 5.4602775 51.5644281)",,,,
7170928,Neulstraat,unclassified,30,False,True,54.037,"LINESTRING (5.45893 51.565, 5.4590141 51.5649651, 5.45958 51.56473)",,,,
7170979,Ameroyenhof,residential,30,False,False,84.62100000000001,"LINESTRING (5.45893 51.565, 5.4590659 51.5651178, 5.4592125 51.5652448, 5.4592562 51.5652822, 5.4593595 51.5653722, 5.45938 51.56539, 5.4594901 51.565485, 5.4596444 51.565618)",,,,
"[7171234, 7171066, 7171322]","['Neulstraat', 'Dommelstraat']",residential,30,False,"[False, True]",158.837,"LINESTRING (5.45893 51.565, 5.45878 51.56506, 5.4587379 51.5650811, 5.4581162 51.5653303, 5.457817 51.5654654, 5.4578404 51.5654863, 5.4578818 51.565526, 5.4580108 51.5656449, 5.4581597 51.5657668, 5.4582873 51.5658883, 5.4583571 51.5659554)",,,,
123525277,Corridor,tertiary,50,True,False,44.373000000000005,"LINESTRING (5.4655887 51.5653357, 5.4655859 51.5652327, 5.4656328 51.565053, 5.4656843 51.5649436)",,,,
429370951,,tertiary,50,True,False,8.559999999999999,"LINESTRING (5.4655887 51.5653357, 5.4656145 51.5653289, 5.4656607 51.565321, 5.4657086 51.5653214)",,roundabout,,
7171494,Eerschotsestraat,residential,30,False,False,115.909,"LINESTRING (5.467943 51.5653402, 5.4677139 51.565294, 5.4675086 51.5652745, 5.467292 51.5652693, 5.466287 51.565341)",,,,
123525279,Eerschotsestraat,residential,30,True,False,31.462000000000003,"LINESTRING (5.4658369 51.5653823, 5.4659802 51.5653652, 5.466287 51.565341)",,,,
125983929,,tertiary,50,True,False,6.761,"LINESTRING (5.4658369 51.5653823, 5.4658474 51.5654014, 5.4658518 51.5654215, 5.4658499 51.5654418)",,roundabout,,
"[7171385, 7171402]",Borchmolendijk,residential,30,False,True,45.888,"LINESTRING (5.4651519 51.5654823, 5.4647161 51.5655022, 5.4644893 51.5655065)",,,,yes
123525667,Borchmolendijk,residential,50,True,False,25.933999999999997,"LINESTRING (5.4651519 51.5654823, 5.4653854 51.5654334, 5.4655127 51.5654212)",,,,
429370948,,tertiary,50,True,False,11.207999999999998,"LINESTRING (5.4655127 51.5654212, 5.4655211 51.5653924, 5.465542 51.5653662, 5.4655599 51.5653518, 5.4655887 51.5653357)",,roundabout,,
7171385,Borchmolendijk,residential,30,False,True,33.612,"LINESTRING (5.4644893 51.5655065, 5.4640031 51.5655118)",,,,
219011815,,residential,30,False,True,61.874,"LINESTRING (5.4644893 51.5655065, 5.4645006 51.5660629)",no,,,
"[7171385, 7171402]",Borchmolendijk,residential,30,False,False,45.888,"LINESTRING (5.4644893 51.5655065, 5.4647161 51.5655022, 5.4651519 51.5654823)",,,,yes
7171349,Philippusstraat,residential,30,False,False,89.319,"LINESTRING (5.4623691 51.5654756, 5.4623 51.56555, 5.46205 51.56582, 5.4617707 51.5661868)",,,,
7171385,Borchmolendijk,residential,30,False,False,16.87,"LINESTRING (5.4623691 51.5654756, 5.4625245 51.5655208, 5.4625928 51.5655359)",,,,
7171387,Borchmolendijk,residential,30,False,True,104.86099999999999,"LINESTRING (5.4623691 51.5654756, 5.4622602 51.5654065, 5.4621414 51.5653187, 5.46181 51.56504, 5.4614151 51.5647434)",,,,
7171385,Borchmolendijk,residential,30,False,False,25.860999999999997,"LINESTRING (5.4625928 51.5655359, 5.4627638 51.5655619, 5.4629612 51.5655723)",,,,
7171385,Borchmolendijk,residential,30,False,True,16.87,"LINESTRING (5.4625928 51.5655359, 5.4625245 51.5655208, 5.4623691 51.5654756)",,,,
123257327,Passtraat,residential,30,False,True,111.13900000000001,"LINESTRING (5.4625928 51.5655359, 5.46275 51.56538, 5.4628658 51.5653126, 5.4630582 51.5652335, 5.4632389 51.5650363, 5.4634954 51.5647286)",,,,
7171385,Borchmolendijk,residential,30,False,False,33.612,"LINESTRING (5.4640031 51.5655118, 5.4644893 51.5655065)",,,,
7171385,Borchmolendijk,residential,30,False,True,72.331,"LINESTRING (5.4640031 51.5655118, 5.4629612 51.5655723)",,,,
365566995,Sluisplein,residential,30,False,True,96.451,"LINESTRING (5.4640031 51.5655118, 5.4639975 51.5653814, 5.4639615 51.5652573, 5.463865 51.5650709, 5.4636834 51.5648602, 5.4634954 51.5647286)",,,,
7170979,Ameroyenhof,residential,30,False,False,59.741,"LINESTRING (5.4596444 51.565618, 5.4604443 51.5658215)",,,,
7170979,Ameroyenhof,residential,30,False,True,84.621,"LINESTRING (5.4596444 51.565618, 5.4594901 51.565485, 5.45938 51.56539, 5.4593595 51.5653722, 5.4592562 51.5652822, 5.4592125 51.5652448, 5.4590659 51.5651178, 5.45893 51.565)",,,,
7171066,Dommelstraat,residential,30,False,False,140.364,"LINESTRING (5.4596444 51.565618, 5.4593616 51.5660007, 5.4591743 51.5660837, 5.4591349 51.5660889, 5.4591015 51.5660756, 5.4588188 51.5658219, 5.4587627 51.5658012, 5.4586756 51.565813, 5.4585253 51.5658776, 5.4583571 51.5659554)",,,,
7170979,Ameroyenhof,residential,30,False,True,59.741,"LINESTRING (5.4604443 51.5658215, 5.4596444 51.565618)",,,,
7171274,Stompersstraat,residential,30,True,False,105.795,"LINESTRING (5.4604443 51.5658215, 5.4611177 51.5649671)",,,,
7171331,Coeveringslaan,residential,30,False,False,100.277,"LINESTRING (5.4604443 51.5658215, 5.4617707 51.5661868)",,,,
"[7171307, 7170932]","['Stompersstraat', 'De Jongsingel']",residential,30,False,False,273.619,"LINESTRING (5.4604443 51.5658215, 5.4595 51.56704, 5.45948 51.56712, 5.45954 51.56717, 5.4610154 51.5673531, 5.4610613 51.5673612)",,,,
"[7171234, 7171066, 7171322]","['Neulstraat', 'Dommelstraat']",residential,30,False,"[False, True]",158.83700000000002,"LINESTRING (5.4583571 51.5659554, 5.4582873 51.5658883, 5.4581597 51.5657668, 5.4580108 51.5656449, 5.4578818 51.565526, 5.4578404 51.5654863, 5.457817 51.5654654, 5.4581162 51.5653303, 5.4587379 51.5650811, 5.45878 51.56506, 5.45893 51.565)",,,,
7171066,Dommelstraat,residential,30,False,True,140.364,"LINESTRING (5.4583571 51.5659554, 5.4585253 51.5658776, 5.4586756 51.565813, 5.4587627 51.5658012, 5.4588188 51.5658219, 5.4591015 51.5660756, 5.4591349 51.5660889, 5.4591743 51.5660837, 5.4593616 51.5660007, 5.4596444 51.565618)",,,,
7171075,Dommelstraat,residential,30,False,False,30.781,"LINESTRING (5.4583571 51.5659554, 5.4583 51.56602, 5.4580441 51.5661463)",,,,
7171075,Dommelstraat,residential,30,False,True,30.781,"LINESTRING (5.4580441 51.5661463, 5.4583 51.56602, 5.4583571 51.5659554)",,,,
7171331,Coeveringslaan,residential,30,False,True,100.277,"LINESTRING (5.4617707 51.5661868, 5.4604443 51.5658215)",,,,
"[7171153, 7171289, 7171307]","['Brockstraat', 'Coeveringslaan', 'De Jongsingel']",residential,30,False,"[False, True]",394.62000000000006,"LINESTRING (5.4617707 51.5661868, 5.46187 51.56622, 5.46209 51.56635, 5.4622478 51.5664627, 5.46237 51.56655, 5.46263 51.56682, 5.46286 51.56698, 5.46324 51.56713, 5.4635 51.56721, 5.46353 51.56725, 5.46349 51.56732, 5.46281 51.56788, 5.46276 51.56788, 5.46198 51.56757, 5.46162 51.56747, 5.4611249 51.5673735, 5.4610613 51.5673612)",,,,
"[7171360, 961135302]",Philippusstraat,residential,30,False,False,139.606,"LINESTRING (5.4617707 51.5661868, 5.4617367 51.5662417, 5.4614534 51.5666987, 5.461202 51.567084, 5.4611932 51.567095, 5.4611181 51.5672239, 5.4610899 51.5672925, 5.4610613 51.5673612)",,,,
7171349,Philippusstraat,residential,30,False,True,89.31899999999999,"LINESTRING (5.4617707 51.5661868, 5.46205 51.56582, 5.4623 51.56555, 5.4623691 51.5654756)",,,,
"[7171153, 7171307, 7171289]","['Coeveringslaan', 'Brockstraat', 'De Jongsingel']",residential,30,False,"[False, True]",394.61999999999995,"LINESTRING (5.4610613 51.5673612, 5.4611249 51.5673735, 5.46162 51.56747, 5.46198 51.56757, 5.46276 51.56788, 5.46281 51.56788, 5.46349 51.56732, 5.46353 51.56725, 5.4635 51.56721, 5.46324 51.56713, 5.46286 51.56698, 5.46263 51.56682, 5.46237 51.56655, 5.4622478 51.5664627, 5.46209 51.56635, 5.46187 51.56622, 5.4617707 51.5661868)",,,,
"[7171360, 961135302]",Philippusstraat,residential,30,False,True,139.606,"LINESTRING (5.4610613 51.5673612, 5.4610899 51.5672925, 5.4611181 51.5672239, 5.4611932 51.567095, 5.461202 51.567084, 5.4614534 51.5666987, 5.4617367 51.5662417, 5.4617707 51.5661868)",,,,
"[7171307, 7170932]","['Stompersstraat', 'De Jongsingel']",residential,30,False,True,273.61899999999997,"LINESTRING (5.4610613 51.5673612, 5.4610154 51.5673531, 5.45954 51.56717, 5.45948 51.56712, 5.4595 51.56704, 5.4604443 51.5658215)",,,,
"[7171336, 7171358, 961135302, 7171399]","['Van Rijckevorsel van Kessellaan', 'Philippusstraat']",residential,30,False,False,142.994,"LINESTRING (5.4610613 51.5673612, 5.4610016 51.5675247, 5.4609567 51.5676369, 5.4608342 51.5679079, 5.46079 51.56802, 5.4606951 51.5686229)",,,,yes
305947594,Valstraat,residential,30,False,False,63.716,"LINESTRING (5.46717 51.56805, 5.46702 51.56824, 5.466802 51.568575)",,,,
305947594,Valstraat,residential,30,False,False,65.925,"LINESTRING (5.466802 51.568575, 5.4664507 51.5691262)",,,,
305947594,Valstraat,residential,30,False,True,63.716,"LINESTRING (5.466802 51.568575, 5.46702 51.56824, 5.46717 51.56805)",,,,
7171017,Van Rijckevorsel van Kessellaan,residential,30,False,False,72.245,"LINESTRING (5.4606951 51.5686229, 5.4605 51.56861, 5.46046 51.56863, 5.4604155 51.5688339, 5.4603762 51.5690143, 5.4603625 51.569122)",,,4.5,
7171334,Van Rijckevorsel van Kessellaan,residential,30,False,False,55.263,"LINESTRING (5.4606951 51.5686229, 5.4606402 51.5688531, 5.46061 51.56898, 5.4605736 51.5691141)",,,,
"[7171336, 961135302, 7171358, 7171399]","['Van Rijckevorsel van Kessellaan', 'Philippusstraat']",residential,30,False,True,142.994,"LINESTRING (5.4606951 51.5686229, 5.46079 51.56802, 5.4608342 51.5679079, 5.4609567 51.5676369, 5.4610016 51.5675247, 5.4610613 51.5673612)",,,,yes
7170967,Laan ten Bogaerde,residential,30,False,False,6.308,"LINESTRING (5.464838 51.5687043, 5.4647514 51.5686864)",yes,,4.5,
123525280,Lindendijk,tertiary,50,True,False,32.22,"LINESTRING (5.464838 51.5687043, 5.4648025 51.5687945, 5.4647395 51.5688844, 5.46466 51.56897)",,,,
"[7171021, 505775750]",Sint-Martenstraat,residential,30,False,False,85.934,"LINESTRING (5.464838 51.5687043, 5.4649042 51.5687193, 5.4659827 51.5690058)",,,,
269139017,Lindendijk,tertiary,50,True,False,32.178,"LINESTRING (5.46466 51.56897, 5.4646834 51.5688758, 5.4647174 51.5687834, 5.4647514 51.5686864)",,,,
"[7171187, 7171045]",Laan ten Bogaerde,residential,30,False,False,82.607,"LINESTRING (5.45919 51.56898, 5.4597062 51.5690399, 5.4602501 51.569101, 5.4603625 51.569122)",,,4.5,
7171021,Sint-Martenstraat,residential,30,False,False,35.007,"LINESTRING (5.4659827 51.5690058, 5.4664507 51.5691262)",,,,
"[7171021, 505775750]",Sint-Martenstraat,residential,30,False,True,85.934,"LINESTRING (5.4659827 51.5690058, 5.4649042 51.5687193, 5.464838 51.5687043)",,,,
7171017,Van Rijckevorsel van Kessellaan,residential,30,False,True,72.245,"LINESTRING (5.4603625 51.569122, 5.4603762 51.5690143, 5.4604155 51.5688339, 5.46046 51.56863, 5.4605 51.56861, 5.4606951 51.5686229)",,,4.5,
"[7171187, 7171045]",Laan ten Bogaerde,residential,30,False,True,82.607,"LINESTRING (5.4603625 51.569122, 5.4602501 51.569101, 5.4597062 51.5690399, 5.45919 51.56898)",,,4.5,
7171021,Sint-Martenstraat,residential,30,False,True,35.007,"LINESTRING (5.4664507 51.5691262, 5.4659827 51.5690058)",,,,
305947594,Valstraat,residential,30,False,True,65.925,"LINESTRING (5.4664507 51.5691262, 5.466802 51.568575)",,,,
7171334,Van Rijckevorsel van Kessellaan,residential,30,False,True,55.263,"LINESTRING (5.4605736 51.5691141, 5.46061 51.56898, 5.4606402 51.5688531, 5.4606951 51.5686229)",,,,
7171462,Kofferen,residential,30,False,False,287.749,"LINESTRING (5.4543425 51.5607276, 5.454618 51.5607364, 5.4547229 51.5607398, 5.4549743 51.5607478, 5.4552548 51.5607786, 5.4554036 51.5608103, 5.4558584 51.5610284, 5.4564272 51.561303, 5.4567431 51.5614433, 5.4568877 51.5615056, 5.45714 51.56158, 5.4573207 51.5616375, 5.45736 51.56165, 5.45802 51.5618)",,,,
25701347,Kasteellaan,unclassified,30,False,False,52.5,"LINESTRING (5.4543425 51.5607276, 5.4543587 51.5605863, 5.4545215 51.5602717)",yes,,,
123258440,Molenveste,residential,30,False,False,29.683,"LINESTRING (5.46287 51.5658246, 5.4629545 51.5657374, 5.4629612 51.5655723)",,,,
7171385,Borchmolendijk,residential,30,False,False,72.331,"LINESTRING (5.4629612 51.5655723, 5.4640031 51.5655118)",,,,
7171385,Borchmolendijk,residential,30,False,True,25.860999999999997,"LINESTRING (5.4629612 51.5655723, 5.4627638 51.5655619, 5.4625928 51.5655359)",,,,
123258440,Molenveste,residential,30,False,True,29.683,"LINESTRING (5.4629612 51.5655723, 5.4629545 51.5657374, 5.46287 51.5658246)",,,,
7171229,Neulstraat,residential,30,True,False,58.749,"LINESTRING (5.4602775 51.5644281, 5.45958 51.56473)",,,,
39314412,Markt,unclassified,30,False,False,41.237,"LINESTRING (5.4602775 51.5644281, 5.46076 51.56421)",,,,
