osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed
142299459,residential,False,True,24.547,"LINESTRING (120.2055269 23.1219536, 120.2055654 23.1217357)",,,
142299459,residential,False,False,187.319,"LINESTRING (120.2055269 23.1219536, 120.2053998 23.1224349, 120.2053046 23.1229128, 120.2052848 23.1230024, 120.2051442 23.1236006)",,,
489735051,residential,False,False,102.25500000000001,"LINESTRING (120.2055269 23.1219536, 120.205272 23.1218555, 120.2045813 23.1216571)",,,
888196631,secondary,False,True,109.114,"LINESTRING (120.2042154 23.1231176, 120.2051442 23.1236006)",173,文化路,
888196600,secondary,False,False,127.012,"LINESTRING (120.2042154 23.1231176, 120.2037047 23.1228586, 120.2031269 23.1225675)",173,文化路,
"[887454107, 888196628]",residential,False,True,167.178,"LINESTRING (120.2042154 23.1231176, 120.2043469 23.1228015, 120.2044074 23.1225798, 120.2045813 23.1216571)",,,
142299459,residential,False,False,303.712,"LINESTRING (120.2047831 23.1206236, 120.2049957 23.120609, 120.2051115 23.1205562, 120.2053349 23.1205688, 120.2062131 23.1206877, 120.2060487 23.1212284, 120.2059491 23.1213093, 120.2057413 23.121256, 120.2056199 23.1214662, 120.2055654 23.1217357)",,,
142299459,residential,False,True,150.195,"LINESTRING (120.2047831 23.1206236, 120.2045895 23.1206159, 120.204279 23.1205361, 120.2041627 23.120541, 120.2040355 23.1205907, 120.2039291 23.1207545, 120.2038752 23.1207849, 120.2034488 23.1207608)",,,
888196625,residential,False,False,116.809,"LINESTRING (120.2047831 23.1206236, 120.2046722 23.1211049, 120.2045813 23.1216571)",,,
"[888196632, 888196635, 142237700]",residential,False,True,234.307,"LINESTRING (120.2047831 23.1206236, 120.2048899 23.1201859, 120.2049169 23.1200416, 120.2051675 23.1190042, 120.205194 23.1187303, 120.2050647 23.1186026)",,,
"[489729992, 183885049, 142300051]",residential,False,False,396.594,"LINESTRING (120.1988987 23.1206808, 120.1989762 23.1196481, 120.198984 23.1195448, 120.1990132 23.1195056, 120.1990575 23.119487, 120.2009378 23.1196665, 120.2015583 23.1198421)",,"['新興街15巷', '慶安路171巷']",
