osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge,ref
"[93114904, 326490089]","['東門街', '北門街']",residential,False,"[False, True]",120.53999999999999,"LINESTRING (120.9660773 24.8049536, 120.9661011 24.8045885, 120.9666294 24.8044647, 120.9668673 24.804409)",,,,
270867484,北門街,residential,False,False,128.893,"LINESTRING (120.9660773 24.8049536, 120.966046 24.8053294, 120.9659548 24.8061073)",,,,
328910904,中山路,tertiary,False,False,72.399,"LINESTRING (120.9660773 24.8049536, 120.9656775 24.8046896, 120.9656118 24.8046458, 120.9655541 24.8046117, 120.9654961 24.8045722)",,,,
294347909,文化街,residential,False,False,107.20500000000001,"LINESTRING (120.9707635 24.8069833, 120.9707168 24.807043, 120.9707009 24.8070633, 120.970431 24.8074087, 120.9701489 24.8077696)",,,,
"[328764234, 328764236, 327363917]","['成功橋', '中央路']",tertiary,False,False,68.131,"LINESTRING (120.9707635 24.8069833, 120.9707337 24.8069641, 120.9706442 24.8069063, 120.9705061 24.8068171, 120.9702758 24.8066602, 120.9702189 24.8066214)",,,yes,
327363917,中央路,tertiary,False,True,61.376000000000005,"LINESTRING (120.9707635 24.8069833, 120.9707937 24.8070025, 120.9712616 24.8072999)",,,,
328764243,大同路,residential,False,True,67.461,"LINESTRING (120.9685666 24.8047864, 120.9682126 24.805301)",,,,
93114902,東前街,residential,False,True,117.50399999999999,"LINESTRING (120.9685666 24.8047864, 120.9684298 24.8047012, 120.9677707 24.8042727, 120.9676151 24.8041777)",,,,
328764243,大同路,residential,False,False,82.834,"LINESTRING (120.9685666 24.8047864, 120.9687677 24.8045145, 120.969024 24.8041679)",,,,
270867484,北門街,residential,False,False,40.802,"LINESTRING (120.9652217 24.807975, 120.9650336 24.8082998)",,,,
328896994,北大路,tertiary,False,False,84.621,"LINESTRING (120.9652217 24.807975, 120.9659132 24.8084053)",,,,
328896994,北大路,tertiary,False,True,44.154,"LINESTRING (120.9652217 24.807975, 120.9648593 24.8077526)",,,,
270867484,北門街,residential,False,True,221.761,"LINESTRING (120.9652217 24.807975, 120.9653862 24.8076476, 120.9654713 24.8074784, 120.9657361 24.8069715, 120.9659401 24.8062214, 120.9659548 24.8061073)",,,,
328764237,大同路,residential,False,False,93.873,"LINESTRING (120.9676937 24.8060016, 120.9682126 24.805301)",,,,
328764237,大同路,residential,False,True,68.778,"LINESTRING (120.9676937 24.8060016, 120.9673135 24.8065149)",,,,
35434078,中山路,tertiary,False,False,121.166,"LINESTRING (120.9676937 24.8060016, 120.9671998 24.8057014, 120.9670016 24.8055628, 120.9667099 24.8053778)",2,,,
35434078,中山路,tertiary,False,True,112.773,"LINESTRING (120.9676937 24.8060016, 120.9685253 24.8065253, 120.9686117 24.8065797)",2,,,
100635008,英明街,residential,False,False,148.836,"LINESTRING (120.9659548 24.8061073, 120.9663384 24.806145, 120.9668024 24.8061937, 120.9673135 24.8065149)",,,,
100635008,英明街,residential,False,True,141.676,"LINESTRING (120.9659548 24.8061073, 120.9653889 24.8060586, 120.9651957 24.8060446, 120.9651513 24.8060173, 120.9646649 24.8057178)",,,,
270867484,北門街,residential,False,False,221.761,"LINESTRING (120.9659548 24.8061073, 120.9659401 24.8062214, 120.9657361 24.8069715, 120.9654713 24.8074784, 120.9653862 24.8076476, 120.9652217 24.807975)",,,,
270867484,北門街,residential,False,True,128.893,"LINESTRING (120.9659548 24.8061073, 120.966046 24.8053294, 120.9660773 24.8049536)",,,,
270867484,北門街,residential,False,True,40.802,"LINESTRING (120.9650336 24.8082998, 120.9652217 24.807975)",,,,
270867484,北門街,residential,False,False,32.589,"LINESTRING (120.9650336 24.8082998, 120.9650561 24.8083769, 120.9651163 24.8085831)",,,,
93523070,民富街,residential,False,True,42.427,"LINESTRING (120.9654866 24.8106253, 120.965143 24.8104055)",,,,
327284761,中正路,tertiary,False,False,48.88,"LINESTRING (120.9654866 24.8106253, 120.965209 24.8109855)",,,,
327284761,中正路,tertiary,False,True,73.368,"LINESTRING (120.9654866 24.8106253, 120.9656776 24.8103774, 120.965809 24.8102068, 120.9659032 24.8100846)",,,,
93523070,民富街,residential,False,False,42.427,"LINESTRING (120.965143 24.8104055, 120.9654866 24.8106253)",,,,
93523070,民富街,residential,False,True,122.488,"LINESTRING (120.965143 24.8104055, 120.9647266 24.8101393, 120.9641509 24.8097711)",,,,
270867484,北門街,residential,False,False,68.494,"LINESTRING (120.965143 24.8104055, 120.9650975 24.8104624, 120.9650682 24.8105772, 120.965209 24.8109855)",,,,
270867484,北門街,residential,False,True,76.402,"LINESTRING (120.965143 24.8104055, 120.9652124 24.8103619, 120.9655005 24.8101585, 120.9655925 24.8098921)",,,,
93523123,城北街,residential,False,False,164.149,"LINESTRING (120.9651163 24.8085831, 120.9641509 24.8097711)",,,,
270867484,北門街,residential,False,False,153.301,"LINESTRING (120.9651163 24.8085831, 120.9654074 24.8093601, 120.9654713 24.8095305, 120.9655925 24.8098921)",,,,
270867484,北門街,residential,False,True,32.589,"LINESTRING (120.9651163 24.8085831, 120.9650561 24.8083769, 120.9650336 24.8082998)",,,,
193771606,,residential,False,False,37.968,"LINESTRING (120.9655925 24.8098921, 120.9659032 24.8100846)",,,,
270867484,北門街,residential,False,False,76.402,"LINESTRING (120.9655925 24.8098921, 120.9655005 24.8101585, 120.9652124 24.8103619, 120.965143 24.8104055)",,,,
270867484,北門街,residential,False,True,153.301,"LINESTRING (120.9655925 24.8098921, 120.9654713 24.8095305, 120.9654074 24.8093601, 120.9651163 24.8085831)",,,,
93523123,城北街,residential,False,True,164.149,"LINESTRING (120.9641509 24.8097711, 120.9651163 24.8085831)",,,,
93523070,民富街,residential,False,False,122.488,"LINESTRING (120.9641509 24.8097711, 120.9647266 24.8101393, 120.965143 24.8104055)",,,,
327284761,中正路,tertiary,False,True,48.88,"LINESTRING (120.965209 24.8109855, 120.9654866 24.8106253)",,,,
270867484,北門街,residential,False,True,68.494,"LINESTRING (120.965209 24.8109855, 120.9650682 24.8105772, 120.9650975 24.8104624, 120.965143 24.8104055)",,,,
94231111,世界街,residential,False,True,136.338,"LINESTRING (120.9688367 24.8084164, 120.9687991 24.8083914, 120.9685667 24.8082371, 120.9678244 24.8077444, 120.9677464 24.8076926)",,,,
294347907,府後街,residential,False,False,165.83299999999997,"LINESTRING (120.9688367 24.8084164, 120.9683654 24.8090278, 120.9683241 24.8090813, 120.9678947 24.8096383)",,,,
"[294347908, 290208087, 290208086, 676329575]","['世界街', '府院橋']",residential,False,False,66.40100000000001,"LINESTRING (120.9688367 24.8084164, 120.9688905 24.8084506, 120.9690861 24.8085765, 120.9691479 24.8086162, 120.9692788 24.8086973, 120.9693756 24.8087589)",,,yes,
290208087,世界街,residential,False,True,62.946,"LINESTRING (120.9698849 24.8090856, 120.9693756 24.8087589)",,,,
106294818,仁愛街,residential,True,False,242.35399999999998,"LINESTRING (120.9698849 24.8090856, 120.9700785 24.8088345, 120.9701294 24.8087685, 120.9703802 24.8084432, 120.9706607 24.8080793, 120.970933 24.8077262, 120.9711996 24.8073803, 120.9712616 24.8072999)",,,,
290208087,世界街,residential,False,False,105.202,"LINESTRING (120.9698849 24.8090856, 120.9706975 24.809612, 120.9707333 24.8096352)",,,,
"[106294817, 1010456733, 106294822]",仁愛街,residential,False,False,164.288,"LINESTRING (120.9698849 24.8090856, 120.9695591 24.8095081, 120.9694856 24.8096035, 120.9693659 24.8097629, 120.9693114 24.8098314, 120.9689452 24.8102919)",,,yes,
242614233,中央路,tertiary,False,True,25.759,"LINESTRING (120.972114 24.807859, 120.9722014 24.8079166, 120.972257 24.8079501, 120.9723265 24.8079869)",,,,
327363917,中央路,tertiary,False,False,106.14699999999999,"LINESTRING (120.972114 24.807859, 120.9720746 24.8078331, 120.9712616 24.8072999)",,,,
327363918,東大路一段,tertiary,True,False,139.916,"LINESTRING (120.972114 24.807859, 120.9721597 24.8077986, 120.972563 24.8072474, 120.9728637 24.8068009)",2,,,122
37097868,仁義街,residential,False,True,100.679,"LINESTRING (120.9728637 24.8068009, 120.9728318 24.8067823, 120.9720522 24.8062745)",,,,
193771619,東大路一段,tertiary,True,False,241.742,"LINESTRING (120.9707333 24.8096352, 120.9709798 24.8093241, 120.9712282 24.8090107, 120.9715432 24.8086133, 120.9718049 24.8082778, 120.9720294 24.8079736, 120.972114 24.807859)",1,,,122
290208087,世界街,residential,False,True,105.202,"LINESTRING (120.9707333 24.8096352, 120.9706975 24.809612, 120.9698849 24.8090856)",,,,
327284759,北大路,tertiary,False,False,10.092,"LINESTRING (120.9699078 24.8108796, 120.969988 24.8109338)",,,,
193771619,東大路一段,tertiary,True,False,165.281,"LINESTRING (120.9699078 24.8108796, 120.9698917 24.8107237, 120.9701869 24.8103406, 120.9704477 24.810002, 120.9707333 24.8096352)",1,,,122
"[327284760, 368257731, 368257732]","['北大路', '北大橋']",tertiary,False,True,117.097,"LINESTRING (120.9699078 24.8108796, 120.9697453 24.8107832, 120.9695213 24.8106503, 120.9693079 24.8105175, 120.9689452 24.8102919)",,,yes,
327284760,北大路,tertiary,False,True,41.896,"LINESTRING (120.9682371 24.8098513, 120.9678947 24.8096383)",,,,
327284760,北大路,tertiary,False,False,86.65,"LINESTRING (120.9682371 24.8098513, 120.9684071 24.8099571, 120.9685768 24.8100627, 120.9689452 24.8102919)",,,,
242614232,中央路,residential,False,False,114.28399999999999,"LINESTRING (120.969121 24.8059145, 120.9690628 24.8058752, 120.9689158 24.8057759, 120.9686395 24.8055893, 120.9684088 24.8054335, 120.9682126 24.805301)",,,,
242614236,中正路,tertiary,False,False,90.076,"LINESTRING (120.969121 24.8059145, 120.9690631 24.8059901, 120.9687272 24.8064282, 120.9687071 24.8064545, 120.9686117 24.8065797)",,,,
"[271086465, 30104588]",中正路,tertiary,False,True,198.58299999999997,"LINESTRING (120.969121 24.8059145, 120.9691716 24.8058468, 120.9694962 24.8054261, 120.9695259 24.8053876, 120.9695713 24.8053297, 120.9697426 24.8051109, 120.9699779 24.8048105, 120.9701811 24.8045495, 120.9702566 24.8044562)",,,,
323599510,中央路,tertiary,False,True,135.863,"LINESTRING (120.969121 24.8059145, 120.9691994 24.805965, 120.9696229 24.8062377, 120.9697027 24.806289, 120.9699335 24.8064376, 120.9701786 24.8065954, 120.9702189 24.8066214)",,,,
327284759,北大路,tertiary,False,True,10.092,"LINESTRING (120.969988 24.8109338, 120.9699078 24.8108796)",,,,
95067905,世界街,residential,False,False,102.111,"LINESTRING (120.9709774 24.8098117, 120.9710095 24.8098313, 120.9710677 24.8098668, 120.9718168 24.8103243)",,,,
242614254,東大路一段,tertiary,True,False,162.692,"LINESTRING (120.9709774 24.8098117, 120.9706735 24.810209, 120.9703993 24.8105673, 120.9701541 24.8108785, 120.969988 24.8109338)",1,,,122
95067903,錦華街,residential,False,False,253.97299999999998,"LINESTRING (120.9732576 24.8084518, 120.973159 24.8085799, 120.9730477 24.8087246, 120.9729179 24.8088933, 120.9726836 24.8091978, 120.972571 24.8093441, 120.9724228 24.8095367, 120.9723082 24.8096832, 120.9721296 24.8099195, 120.9718168 24.8103243)",,,,
392565458,中央路,residential,False,False,107.953,"LINESTRING (120.9732576 24.8084518, 120.9728798 24.8083229, 120.9726357 24.8081829, 120.9724312 24.8080498, 120.9723265 24.8079869)",,,,
95067905,世界街,residential,False,False,122.186,"LINESTRING (120.9718168 24.8103243, 120.9727948 24.8109719)",,,,
95067903,錦華街,residential,False,True,253.97299999999998,"LINESTRING (120.9718168 24.8103243, 120.9721296 24.8099195, 120.9723082 24.8096832, 120.9724228 24.8095367, 120.972571 24.8093441, 120.9726836 24.8091978, 120.9729179 24.8088933, 120.9730477 24.8087246, 120.973159 24.8085799, 120.9732576 24.8084518)",,,,
95067905,世界街,residential,False,True,102.111,"LINESTRING (120.9718168 24.8103243, 120.9710677 24.8098668, 120.9710095 24.8098313, 120.9709774 24.8098117)",,,,
95067905,世界街,residential,False,True,122.186,"LINESTRING (120.9727948 24.8109719, 120.9718168 24.8103243)",,,,
392565452,民權路,residential,False,True,128.37900000000002,"LINESTRING (120.9727948 24.8109719, 120.9731002 24.8105906, 120.9732589 24.8103833, 120.9734072 24.8101952, 120.9734398 24.8101539, 120.9735351 24.8100331)",,,,
328915421,東大路一段,tertiary,True,False,32.132,"LINESTRING (120.9729495 24.8070985, 120.9727762 24.8073409)",2,,,122
34995735,文化街,residential,True,False,147.403,"LINESTRING (120.9712096 24.8057639, 120.971215 24.8058518, 120.9712174 24.8058905, 120.9712147 24.8061077, 120.9711742 24.8063455, 120.9710979 24.8065129, 120.9708024 24.8069285, 120.9707635 24.8069833)",,,,
37097868,仁義街,residential,False,False,102.45400000000001,"LINESTRING (120.9712096 24.8057639, 120.9713221 24.8058098, 120.9713358 24.8058185, 120.9720522 24.8062745)",,,,
292245529,土城橋,residential,False,True,41.323,"LINESTRING (120.9712096 24.8057639, 120.9711199 24.8057844, 120.9708563 24.8058447, 120.9708126 24.8058547)",,,yes,
242614233,中央路,tertiary,False,False,25.759,"LINESTRING (120.9723265 24.8079869, 120.972257 24.8079501, 120.9722014 24.8079166, 120.972114 24.807859)",,,,
242614254,東大路一段,tertiary,True,False,244.386,"LINESTRING (120.9723265 24.8079869, 120.9722396 24.8081082, 120.972057 24.8083631, 120.9718377 24.8086665, 120.9715863 24.8090143, 120.9712971 24.8093931, 120.9709774 24.8098117)",1,,,122
392565458,中央路,residential,False,True,107.953,"LINESTRING (120.9723265 24.8079869, 120.9724312 24.8080498, 120.9726357 24.8081829, 120.9728798 24.8083229, 120.9732576 24.8084518)",,,,
327284760,北大路,tertiary,False,False,41.896,"LINESTRING (120.9678947 24.8096383, 120.9682371 24.8098513)",,,,
294347907,府後街,residential,False,True,165.83299999999997,"LINESTRING (120.9678947 24.8096383, 120.9683241 24.8090813, 120.9683654 24.8090278, 120.9688367 24.8084164)",,,,
327284760,北大路,tertiary,False,True,136.277,"LINESTRING (120.9678947 24.8096383, 120.96769 24.8095109, 120.9673532 24.8093013, 120.967032 24.8091015, 120.9668779 24.8090056, 120.9667811 24.8089453)",,,,
327284760,北大路,tertiary,False,False,136.277,"LINESTRING (120.9667811 24.8089453, 120.9668779 24.8090056, 120.967032 24.8091015, 120.9673532 24.8093013, 120.96769 24.8095109, 120.9678947 24.8096383)",,,,
327284761,中正路,tertiary,False,False,154.597,"LINESTRING (120.9667811 24.8089453, 120.9667014 24.8090488, 120.9664685 24.809351, 120.9661317 24.8097881, 120.966052 24.8098915, 120.9659032 24.8100846)",,,,
328896992,中正路,tertiary,False,True,87.11699999999999,"LINESTRING (120.9667811 24.8089453, 120.9668385 24.8088708, 120.9669835 24.8086826, 120.9672758 24.8083033)",,,,
328896994,北大路,tertiary,False,True,106.204,"LINESTRING (120.9667811 24.8089453, 120.9667214 24.8089082, 120.9659132 24.8084053)",,,,
100635008,英明街,residential,False,True,111.213,"LINESTRING (120.9682148 24.8070902, 120.9681611 24.8070559, 120.9677165 24.8067721, 120.9673135 24.8065149)",,,,
328896992,中正路,tertiary,False,False,81.988,"LINESTRING (120.9682148 24.8070902, 120.9681631 24.8071567, 120.9677894 24.8076373, 120.9677464 24.8076926)",,,,
328896992,中正路,tertiary,False,True,69.48,"LINESTRING (120.9682148 24.8070902, 120.9685165 24.8067056, 120.9685319 24.8066859, 120.9686117 24.8065797)",,,,
100635003,仁德街,residential,False,False,111.696,"LINESTRING (120.9654961 24.8045722, 120.9651968 24.804988, 120.9648881 24.8054115)",,,,
328910904,中山路,tertiary,False,False,154.238,"LINESTRING (120.9654961 24.8045722, 120.9654155 24.8045163, 120.9653486 24.8044717, 120.9648332 24.8041547, 120.9643761 24.8038814, 120.964235 24.8037894)",,,,
328910904,中山路,tertiary,False,True,72.399,"LINESTRING (120.9654961 24.8045722, 120.9655541 24.8046117, 120.9656118 24.8046458, 120.9656775 24.8046896, 120.9660773 24.8049536)",,,,
100635003,仁德街,residential,False,True,40.836,"LINESTRING (120.9646649 24.8057178, 120.9648881 24.8054115)",,,,
100635008,英明街,residential,False,False,141.676,"LINESTRING (120.9646649 24.8057178, 120.9651513 24.8060173, 120.9651957 24.8060446, 120.9653889 24.8060586, 120.9659548 24.8061073)",,,,
"[29344137, 286607861]",西大路,tertiary,False,True,162.84199999999998,"LINESTRING (120.964235 24.8037894, 120.9647968 24.8030771, 120.9651629 24.8025915)",2,,,
328910904,中山路,tertiary,False,True,154.238,"LINESTRING (120.964235 24.8037894, 120.9643761 24.8038814, 120.9648332 24.8041547, 120.9653486 24.8044717, 120.9654155 24.8045163, 120.9654961 24.8045722)",,,,
328896994,北大路,tertiary,False,False,44.154,"LINESTRING (120.9648593 24.8077526, 120.9652217 24.807975)",,,,
229745054,長安街,residential,False,True,66.339,"LINESTRING (120.9648593 24.8077526, 120.9647467 24.8079125, 120.9644761 24.8082368)",,,,
94231111,世界街,residential,False,False,136.338,"LINESTRING (120.9677464 24.8076926, 120.9678244 24.8077444, 120.9685667 24.8082371, 120.9687991 24.8083914, 120.9688367 24.8084164)",,,,
328896992,中正路,tertiary,False,False,82.87100000000001,"LINESTRING (120.9677464 24.8076926, 120.9676915 24.8077639, 120.967319 24.8082472, 120.9672758 24.8083033)",,,,
328896992,中正路,tertiary,False,True,81.988,"LINESTRING (120.9677464 24.8076926, 120.9677894 24.8076373, 120.9681631 24.8071567, 120.9682148 24.8070902)",,,,
294347909,文化街,residential,False,False,134.883,"LINESTRING (120.9701489 24.8077696, 120.9701152 24.807812, 120.9700646 24.8078774, 120.969881 24.8081123, 120.9695712 24.8085087, 120.9693878 24.8087433, 120.9693756 24.8087589)",,,,
294347909,文化街,residential,False,True,107.205,"LINESTRING (120.9701489 24.8077696, 120.970431 24.8074087, 120.9707009 24.8070633, 120.9707168 24.807043, 120.9707635 24.8069833)",,,,
106294818,仁愛街,residential,True,False,139.17,"LINESTRING (120.9712616 24.8072999, 120.9717228 24.8067018, 120.9718559 24.8065292, 120.9720522 24.8062745)",,,,
327363917,中央路,tertiary,False,False,61.376000000000005,"LINESTRING (120.9712616 24.8072999, 120.9707937 24.8070025, 120.9707635 24.8069833)",,,,
327363917,中央路,tertiary,False,True,106.14699999999999,"LINESTRING (120.9712616 24.8072999, 120.9720746 24.8078331, 120.972114 24.807859)",,,,
"[106294817, 1010456733, 106294822]",仁愛街,residential,False,True,164.288,"LINESTRING (120.9689452 24.8102919, 120.9693114 24.8098314, 120.9693659 24.8097629, 120.9694856 24.8096035, 120.9695591 24.8095081, 120.9698849 24.8090856)",,,yes,
"[327284760, 368257731, 368257732]","['北大路', '北大橋']",tertiary,False,False,117.09700000000001,"LINESTRING (120.9689452 24.8102919, 120.9693079 24.8105175, 120.9695213 24.8106503, 120.9697453 24.8107832, 120.9699078 24.8108796)",,,yes,
327284760,北大路,tertiary,False,True,86.65,"LINESTRING (120.9689452 24.8102919, 120.9685768 24.8100627, 120.9684071 24.8099571, 120.9682371 24.8098513)",,,,
37097868,仁義街,residential,False,False,100.679,"LINESTRING (120.9720522 24.8062745, 120.9728318 24.8067823, 120.9728637 24.8068009)",,,,
