osmid,oneway,name,highway,reversed,length,geometry,bridge,junction,maxspeed,lanes
105811217,True,民族路,secondary,False,68.306,"LINESTRING (118.3213344 24.4309943, 118.3206858 24.4308251)",,,,
747220827,False,環島西路一段,secondary,False,43.462,"LINESTRING (118.3213344 24.4309943, 118.3213784 24.4313831)",,,,
747220827,False,環島西路一段,secondary,True,86.091,"LINESTRING (118.3213344 24.4309943, 118.3214071 24.4302229)",,,,
281372530,False,民權路,secondary,True,232.58800000000002,"LINESTRING (118.3183779 24.4371446, 118.3177872 24.4365022, 118.3177079 24.4364161, 118.3176271 24.4363282, 118.3174781 24.4361661, 118.3174064 24.4360881, 118.316903 24.4355408)",,,,
281372532,False,民生路,secondary,True,105.464,"LINESTRING (118.3183779 24.4371446, 118.3186206 24.4366539, 118.3187236 24.4364457, 118.3188057 24.4362798)",,,,
"[239785715, 281372502]",False,莒光路,tertiary,False,202.96900000000002,"LINESTRING (118.3169611 24.4327417, 118.3169243 24.4327754, 118.3167252 24.4329579, 118.316708 24.4329737, 118.3166714 24.4330073, 118.3165741 24.4330964, 118.3164022 24.4332803, 118.3162254 24.4336393, 118.3160871 24.4337843, 118.3159161 24.4339411, 118.3157043 24.4341406)",,,,
"[430991073, 430991074, 327356116]",False,"['環島西路一段', '莒光橋']",secondary,False,59.499,"LINESTRING (118.3214449 24.4293364, 118.3214466 24.429453, 118.3214273 24.4295692, 118.3214232 24.4297647, 118.3214227 24.429788, 118.3214247 24.4298701)",yes,,,
281372508,False,珠浦北路,tertiary,True,232.842,"LINESTRING (118.3178682 24.4333306, 118.3173819 24.4337447, 118.3172555 24.4338524, 118.3171987 24.4339008, 118.3161417 24.4347131)",,,,
281372527,True,民族路,secondary,False,41.961,"LINESTRING (118.319353 24.4304499, 118.3189492 24.4303648)",,,,
342880521,False,民族路93巷,residential,False,50.639,"LINESTRING (118.319353 24.4304499, 118.3194277 24.4299996)",,,,
"[105811349, 281372506, 281372501, 281372510]",False,"['模範街', '莒光路一段']",residential,True,232.358,"LINESTRING (118.319353 24.4304499, 118.3193309 24.4305051, 118.318979 24.4309455, 118.3187388 24.4311839, 118.3187789 24.4312234, 118.3188331 24.431286, 118.3189801 24.4314611, 118.3190097 24.431501, 118.3194529 24.4321459)",,,,
747220827,False,環島西路一段,secondary,True,43.462,"LINESTRING (118.3213784 24.4313831, 118.3213344 24.4309943)",,,,
232425999,True,東門圓環,secondary,False,31.704,"LINESTRING (118.3213784 24.4313831, 118.3214429 24.4313971, 118.3214873 24.4314167, 118.3215233 24.4314474, 118.3215479 24.4314864, 118.3215588 24.4315302, 118.321555 24.4315751)",,roundabout,,
330665978,True,,residential,False,32.476,"LINESTRING (118.3198943 24.4332288, 118.3201664 24.4333835)",,,,
