osmid,oneway,ref,name,highway,junction,reversed,length,geometry,lanes
293964948,True,182,歸仁圓環,secondary,roundabout,False,41.331,"LINESTRING (120.2939859 22.9667125, 120.2939934 22.966651, 120.2940152 22.9665924, 120.2940502 22.9665395, 120.2940969 22.9664948, 120.2941529 22.9664605, 120.2942157 22.9664382)",
171995206,True,182,中山路一段,secondary,,False,164.234,"LINESTRING (120.2945957 22.9666467, 120.2961878 22.966466)",
293964948,True,182,歸仁圓環,secondary,roundabout,False,8.934999999999999,"LINESTRING (120.2945957 22.9666467, 120.2946059 22.9666883, 120.2946066 22.966726)",
119339029,False,南351,中正北路一段,tertiary,,False,93.279,"LINESTRING (120.2943536 22.9669928, 120.2944711 22.9675659, 120.2945394 22.9678137)",
293964948,True,182,歸仁圓環,secondary,roundabout,False,48.153999999999996,"LINESTRING (120.2943536 22.9669928, 120.2943013 22.9669978, 120.2942488 22.9669947, 120.2941977 22.9669834, 120.2941493 22.9669643, 120.2941052 22.9669379, 120.2940666 22.966905, 120.2940346 22.9668666, 120.29401 22.966827, 120.2939928 22.9667812)",
171995204,True,182,中山路二段,secondary,,False,180.971,"LINESTRING (120.2939928 22.9667812, 120.292898 22.9669008, 120.2922382 22.9669783)",2
293964948,True,182,歸仁圓環,secondary,roundabout,False,7.703,"LINESTRING (120.2939928 22.9667812, 120.2939858 22.9667451, 120.2939859 22.9667125)",
119337117,False,南351,中正南路一段,tertiary,,False,97.008,"LINESTRING (120.2942157 22.9664382, 120.2941666 22.9661697, 120.294079 22.9656831, 120.2940632 22.9655772)",
293964948,True,182,歸仁圓環,secondary,roundabout,False,50.356,"LINESTRING (120.2942157 22.9664382, 120.2942852 22.9664288, 120.2943552 22.9664341, 120.2944222 22.9664538, 120.2944825 22.9664869, 120.2945332 22.9665317, 120.2945716 22.966586, 120.2945957 22.9666467)",
175054610,False,,公園路,residential,,False,169.441,"LINESTRING (120.2959012 22.9637288, 120.2948499 22.9633513, 120.2943591 22.9631757)",
175054612,False,,和平南街,residential,,False,183.632,"LINESTRING (120.2959012 22.9637288, 120.295985 22.9646091, 120.2959982 22.9647486, 120.2960167 22.9649427, 120.2960504 22.9652965, 120.2960396 22.9653736)",2
119337117,False,南351,中正南路一段,tertiary,,True,177.20999999999998,"LINESTRING (120.2932479 22.9642316, 120.2933316 22.9643053, 120.2936741 22.96464, 120.2937939 22.9647746, 120.293894 22.9649029, 120.2939214 22.9649472, 120.2940063 22.965244, 120.2940632 22.9655772)",
396419988,False,,大成路,residential,,False,163.488,"LINESTRING (120.2932479 22.9642316, 120.2937647 22.9637405, 120.2943591 22.9631757)",
396419989,False,,大順街,residential,,True,168.957,"LINESTRING (120.2932479 22.9642316, 120.2926928 22.9646538, 120.2919756 22.9651993)",
171995185,False,,大順街,residential,,True,191.50600000000003,"LINESTRING (120.2919756 22.9651993, 120.2916292 22.9651981, 120.2915514 22.9651979, 120.2913828 22.9651973, 120.2910553 22.9651962, 120.2901051 22.9651925)",
396419989,False,,大順街,residential,,False,168.957,"LINESTRING (120.2919756 22.9651993, 120.2926928 22.9646538, 120.2932479 22.9642316)",
396419994,False,,民族南街,residential,,True,192.905,"LINESTRING (120.2919756 22.9651993, 120.2920539 22.9657411, 120.292077 22.9659005, 120.2921458 22.9663592, 120.2921516 22.9663984, 120.2922295 22.9669183)",
175054599,False,,復興路,residential,,False,203.61,"LINESTRING (120.2960396 22.9653736, 120.2951865 22.9654634, 120.2940632 22.9655772)",2
175054599,False,,復興路,residential,,True,222.16700000000003,"LINESTRING (120.2960396 22.9653736, 120.2967722 22.9653027, 120.2970379 22.9652758, 120.2972549 22.9652538, 120.2981025 22.9656442)",2
175054612,False,,和平南街,residential,,False,122.417,"LINESTRING (120.2960396 22.9653736, 120.2961131 22.9659491, 120.2961878 22.966466)",2
175054612,False,,和平南街,residential,,True,183.632,"LINESTRING (120.2960396 22.9653736, 120.2960504 22.9652965, 120.2960167 22.9649427, 120.2959982 22.9647486, 120.295985 22.9646091, 120.2959012 22.9637288)",2
119337117,False,南351,中正南路一段,tertiary,,False,177.21,"LINESTRING (120.2940632 22.9655772, 120.2940063 22.965244, 120.2939214 22.9649472, 120.293894 22.9649029, 120.2937939 22.9647746, 120.2936741 22.96464, 120.2933316 22.9643053, 120.2932479 22.9642316)",
119337117,False,南351,中正南路一段,tertiary,,True,97.008,"LINESTRING (120.2940632 22.9655772, 120.294079 22.9656831, 120.2941666 22.9661697, 120.2942157 22.9664382)",
175054599,False,,復興路,residential,,True,203.61,"LINESTRING (120.2940632 22.9655772, 120.2951865 22.9654634, 120.2960396 22.9653736)",2
175054577,False,,信義南路,residential,,True,32.88,"LINESTRING (120.2981025 22.9656442, 120.2982916 22.9654052)",
175054577,False,,信義南路,residential,,False,80.221,"LINESTRING (120.2981025 22.9656442, 120.2979982 22.9658115, 120.2979319 22.9659218, 120.2978565 22.9660826, 120.2977763 22.9662976)",
175054599,False,,復興路,residential,,False,222.167,"LINESTRING (120.2981025 22.9656442, 120.2972549 22.9652538, 120.2970379 22.9652758, 120.2967722 22.9653027, 120.2960396 22.9653736)",2
175054577,False,,信義南路,residential,,False,9.02,"LINESTRING (120.2977763 22.9662976, 120.2977638 22.9663779)",
