osmid,name,highway,oneway,reversed,length,bridge,geometry,ref
240988913,中正路,tertiary,False,True,14.691,,"LINESTRING (120.5392803 24.0257004, 120.5394182 24.0257403)",
"[981150920, 240988913, 981150921]","['中正路', '燕霧橋']",tertiary,False,False,40.203,yes,"LINESTRING (120.5392803 24.0257004, 120.5390787 24.0256154, 120.5389914 24.0255856, 120.5389593 24.0255747, 120.5389157 24.0255603)",
273106287,學前路,residential,False,False,13.921,,"LINESTRING (120.5381237 24.0291247, 120.5382554 24.0291594)",
273213565,,residential,False,False,50.496,,"LINESTRING (120.5381237 24.0291247, 120.5377408 24.028835)",
914661543,中山路二段,primary,True,False,177.966,,"LINESTRING (120.5381237 24.0291247, 120.5386224 24.0275904)",1
240988913,中正路,tertiary,False,False,132.572,,"LINESTRING (120.5427541 24.0266782, 120.5415062 24.0263284)",
273106287,學前路,residential,False,True,110.815,,"LINESTRING (120.5427541 24.0266782, 120.5423948 24.0276192)",
243945566,花秀路,tertiary,False,True,15.392,,"LINESTRING (120.5386224 24.0275904, 120.5387629 24.0276423)",彰54
243945566,花秀路,tertiary,False,False,90.971,,"LINESTRING (120.5386224 24.0275904, 120.5385314 24.02756, 120.5383528 24.027543, 120.5381098 24.0275337, 120.5378273 24.0275272, 120.5377339 24.0275304)",彰54
914661543,中山路二段,primary,True,False,220.559,,"LINESTRING (120.5386224 24.0275904, 120.538921 24.0267897, 120.5392803 24.0257004)",1
243945566,花秀路,tertiary,False,False,285.044,,"LINESTRING (120.535812 24.0275791, 120.5347898 24.0282138, 120.5334727 24.0289953)",彰54
243945566,花秀路,tertiary,False,True,175.272,,"LINESTRING (120.535812 24.0275791, 120.5359435 24.0275152, 120.5360729 24.0274669, 120.5361152 24.0274669, 120.5361575 24.0274669, 120.5362172 24.027477, 120.5375083 24.027514)",彰54
"[243945569, 243945567]",花秀路73巷,unclassified,False,True,433.322,,"LINESTRING (120.535812 24.0275791, 120.5359098 24.0273172, 120.536024 24.0270674, 120.5360967 24.0269136, 120.53611 24.0268338, 120.5360929 24.0266302, 120.5361024 24.0264153, 120.5361444 24.0263002, 120.5361644 24.0261991, 120.5334733 24.026193)",
243945566,花秀路,tertiary,False,True,285.044,,"LINESTRING (120.5334727 24.0289953, 120.5347898 24.0282138, 120.535812 24.0275791)",彰54
243945568,,unclassified,False,False,311.606,,"LINESTRING (120.5334727 24.0289953, 120.533467 24.0284746, 120.5334733 24.026193)",
243945568,,unclassified,False,True,311.606,,"LINESTRING (120.5334733 24.026193, 120.533467 24.0284746, 120.5334727 24.0289953)",
"[243945569, 243945567]",花秀路73巷,unclassified,False,False,433.322,,"LINESTRING (120.5334733 24.026193, 120.5361644 24.0261991, 120.5361444 24.0263002, 120.5361024 24.0264153, 120.5360929 24.0266302, 120.53611 24.0268338, 120.5360967 24.0269136, 120.536024 24.0270674, 120.5359098 24.0273172, 120.535812 24.0275791)",
243945566,花秀路,tertiary,False,True,22.984,,"LINESTRING (120.5375083 24.027514, 120.5377339 24.0275304)",彰54
243945566,花秀路,tertiary,False,False,175.272,,"LINESTRING (120.5375083 24.027514, 120.5362172 24.027477, 120.5361575 24.0274669, 120.5361152 24.0274669, 120.5360729 24.0274669, 120.5359435 24.0275152, 120.535812 24.0275791)",彰54
