osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,lanes
243278896,False,彰水路三段,residential,False,8.392,,,"LINESTRING (120.4801689 23.965442, 120.48009 23.9654197)",
257445230,True,彰水路四段,primary,False,69.661,19,60,"LINESTRING (120.4801689 23.965442, 120.4801609 23.9655858, 120.4801342 23.9658366, 120.4801212 23.9660668)",
197111725,False,太平街,residential,False,103.62,,,"LINESTRING (120.478692 23.9645584, 120.4787279 23.9636271)",
562943491,False,員鹿路三段,secondary,False,27.668,146,60,"LINESTRING (120.478692 23.9645584, 120.4785204 23.9647516)",2
562943491,False,員鹿路三段,secondary,True,126.6,146,60,"LINESTRING (120.478692 23.9645584, 120.4790998 23.9640355, 120.4793009 23.963775, 120.4793168 23.9637327, 120.4793328 23.9636899, 120.4793323 23.9636022)",2
197111725,False,太平街,residential,False,69.226,,,"LINESTRING (120.4787285 23.9635738, 120.4787382 23.9629513)",
197111725,False,太平街,residential,True,5.927,,,"LINESTRING (120.4787285 23.9635738, 120.4787279 23.9636271)",
252601858,True,西環路,tertiary,False,61.348,,,"LINESTRING (120.4787285 23.9635738, 120.4793319 23.9635548)",
243278896,False,彰水路三段,residential,True,5.047,,,"LINESTRING (120.4800354 23.9635334, 120.4800385 23.9635787)",
243278896,False,彰水路三段,residential,False,66.782,,,"LINESTRING (120.4800354 23.9635334, 120.4800303 23.9634563, 120.4800435 23.9629331)",
562943488,True,西環路(北),secondary,False,111.40799999999999,146,,"LINESTRING (120.4800354 23.9635334, 120.4810268 23.9635233, 120.4811317 23.96352)",
243278898,True,東環路,primary,False,171.727,19,,"LINESTRING (120.4811958 23.9635529, 120.4804474 23.9649376)",
243279255,True,西環路(北),secondary,False,9.213999999999999,146,,"LINESTRING (120.4811958 23.9635529, 120.4811576 23.9635583, 120.4811063 23.9635662)",
243284996,False,大溪路二段,secondary,False,43.82,146,,"LINESTRING (120.4811958 23.9635529, 120.4815018 23.9635555, 120.4816255 23.9635734)",
243278899,True,東環路,primary,False,5.749,19,,"LINESTRING (120.4811063 23.9635662, 120.4811317 23.96352)",
243279255,True,西環路(北),secondary,False,108.51100000000001,146,,"LINESTRING (120.4811063 23.9635662, 120.4810426 23.9635669, 120.4809935 23.9635675, 120.4809366 23.9635682, 120.4802715 23.9635736, 120.4800385 23.9635787)",
243278896,False,彰水路三段,residential,False,5.047,,,"LINESTRING (120.4800385 23.9635787, 120.4800354 23.9635334)",
243278896,False,彰水路三段,residential,True,150.14600000000002,,,"LINESTRING (120.4800385 23.9635787, 120.4800411 23.963618, 120.4800776 23.9649285)",
243279255,True,西環路(北),secondary,False,71.808,146,,"LINESTRING (120.4800385 23.9635787, 120.4799398 23.9635825, 120.4796959 23.9635919, 120.4795574 23.9635973, 120.4793323 23.9636022)",
562943489,False,員鹿路三段,secondary,True,5.271,146,60,"LINESTRING (120.4793323 23.9636022, 120.4793319 23.9635548)",2
1078118692,True,西環路,tertiary,False,61.476,,,"LINESTRING (120.4793323 23.9636022, 120.4787279 23.9636271)",
562943491,False,員鹿路三段,secondary,False,126.6,146,60,"LINESTRING (120.4793323 23.9636022, 120.4793328 23.9636899, 120.4793168 23.9637327, 120.4793009 23.963775, 120.4790998 23.9640355, 120.478692 23.9645584)",2
197111725,False,太平街,residential,False,5.927,,,"LINESTRING (120.4787279 23.9636271, 120.4787285 23.9635738)",
197111725,False,太平街,residential,True,103.62,,,"LINESTRING (120.4787279 23.9636271, 120.478692 23.9645584)",
243284996,False,大溪路二段,secondary,False,79.189,146,,"LINESTRING (120.4816255 23.9635734, 120.481832 23.9636886, 120.4820536 23.9638228, 120.482266 23.9639774)",
257445254,False,,residential,False,99.135,,,"LINESTRING (120.4816255 23.9635734, 120.4817924 23.9635379, 120.4820718 23.9635327, 120.4821052 23.9636232, 120.4822051 23.9638153, 120.482266 23.9639774)",
243284996,False,大溪路二段,secondary,True,43.82,146,,"LINESTRING (120.4816255 23.9635734, 120.4815018 23.9635555, 120.4811958 23.9635529)",
257445251,False,興學街,residential,False,129.44,,,"LINESTRING (120.4816255 23.9635734, 120.4813027 23.964235, 120.4810843 23.9646268)",
243284997,False,郵政街,residential,False,7.227,,,"LINESTRING (120.4814974 23.9630068, 120.4814338 23.9629777)",
243278898,True,東環路,primary,False,68.029,19,,"LINESTRING (120.4814974 23.9630068, 120.4814349 23.9631105, 120.4811958 23.9635529)",
243284997,False,郵政街,residential,True,7.227,,,"LINESTRING (120.4814338 23.9629777, 120.4814974 23.9630068)",
243278899,True,東環路,primary,False,74.306,19,,"LINESTRING (120.4814338 23.9629777, 120.4815717 23.96272, 120.4817357 23.9624134, 120.4817527 23.9623764)",
243284997,False,郵政街,residential,False,141.512,,,"LINESTRING (120.4814338 23.9629777, 120.4813185 23.9629575, 120.4804873 23.9629416, 120.4800435 23.9629331)",
243278896,False,彰水路三段,residential,False,85.262,,,"LINESTRING (120.4800435 23.9629331, 120.4800859 23.9621673)",
243278896,False,彰水路三段,residential,True,66.782,,,"LINESTRING (120.4800435 23.9629331, 120.4800303 23.9634563, 120.4800354 23.9635334)",
243284997,False,郵政街,residential,True,141.512,,,"LINESTRING (120.4800435 23.9629331, 120.4804873 23.9629416, 120.4813185 23.9629575, 120.4814338 23.9629777)",
197111725,False,太平街,residential,False,61.8,,,"LINESTRING (120.4787382 23.9629513, 120.4787484 23.9623956)",
197111725,False,太平街,residential,True,69.226,,,"LINESTRING (120.4787382 23.9629513, 120.4787285 23.9635738)",
197111725,False,太平街,residential,False,22.05,,,"LINESTRING (120.4787484 23.9623956, 120.4787491 23.9621973)",
197111725,False,太平街,residential,True,61.8,,,"LINESTRING (120.4787484 23.9623956, 120.4787382 23.9629513)",
197111725,False,太平街,residential,True,22.05,,,"LINESTRING (120.4787491 23.9621973, 120.4787484 23.9623956)",
243285002,False,文東街,residential,False,66.164,,,"LINESTRING (120.4787491 23.9621973, 120.4794002 23.9621902)",
243278896,False,彰水路三段,residential,True,85.262,,,"LINESTRING (120.4800859 23.9621673, 120.4800435 23.9629331)",
243285002,False,文東街,residential,True,69.722,,,"LINESTRING (120.4800859 23.9621673, 120.4794002 23.9621902)",
243285002,False,文東街,residential,False,74.928,,,"LINESTRING (120.4800859 23.9621673, 120.4803101 23.9621779, 120.48049 23.9621817, 120.4806579 23.9621853, 120.4808229 23.9621859)",
243285002,False,文東街,residential,False,54.327,,,"LINESTRING (120.4812396 23.9622409, 120.4815624 23.9623149, 120.4817527 23.9623764)",
243285002,False,文東街,residential,True,42.79,,,"LINESTRING (120.4812396 23.9622409, 120.4809629 23.9622006, 120.4808229 23.9621859)",
243285002,False,文東街,residential,False,7.555,,,"LINESTRING (120.4817527 23.9623764, 120.4818213 23.9624026)",
243285002,False,文東街,residential,True,54.327,,,"LINESTRING (120.4817527 23.9623764, 120.4815624 23.9623149, 120.4812396 23.9622409)",
243278898,True,東環路,primary,False,74.812,19,,"LINESTRING (120.4818213 23.9624026, 120.4814974 23.9630068)",
243285002,False,文東街,residential,True,7.555,,,"LINESTRING (120.4818213 23.9624026, 120.4817527 23.9623764)",
243285002,False,文東街,residential,False,42.79,,,"LINESTRING (120.4808229 23.9621859, 120.4809629 23.9622006, 120.4812396 23.9622409)",
243285002,False,文東街,residential,True,74.928,,,"LINESTRING (120.4808229 23.9621859, 120.4806579 23.9621853, 120.48049 23.9621817, 120.4803101 23.9621779, 120.4800859 23.9621673)",
243278896,False,彰水路三段,residential,True,8.392,,,"LINESTRING (120.48009 23.9654197, 120.4801689 23.965442)",
