osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,bridge,tunnel
631855320,False,中山路,residential,False,21.019,"LINESTRING (120.5385094 23.7020744, 120.5384686 23.7018891)",,,,
631855320,False,中山路,residential,True,30.565,"LINESTRING (120.5385094 23.7020744, 120.5385505 23.7022066, 120.5385915 23.7023388)",,,,
800404344,False,中山路299巷,residential,True,70.84,"LINESTRING (120.5385094 23.7020744, 120.5390417 23.7021178, 120.5391919 23.7021718)",,,,
1267129890,False,中山路,tertiary,False,5.674,"LINESTRING (120.5397108 23.7063701, 120.5396712 23.7063342)",,,,
1267129890,False,中山路,tertiary,True,18.474,"LINESTRING (120.5397108 23.7063701, 120.5397828 23.7065226)",,,,
70954101,False,太平路,residential,True,142.463,"LINESTRING (120.5397108 23.7063701, 120.5403915 23.7068425, 120.540747 23.7072209)",,,,
61936599,False,雲林路一段,primary,False,104.94,"LINESTRING (120.5392592 23.7081992, 120.5391309 23.7081239, 120.538487 23.7077933, 120.5383609 23.7077374)",1丁,,,
61936601,False,西平路,primary,False,79.599,"LINESTRING (120.5392592 23.7081992, 120.5392344 23.7082751, 120.5388033 23.7087746)",1丁,,,
70865524,False,雲林路一段,residential,True,46.373999999999995,"LINESTRING (120.5392592 23.7081992, 120.5393418 23.7082559, 120.5395172 23.7085356)",,,,
70869064,False,西平路,residential,True,194.91400000000002,"LINESTRING (120.5392592 23.7081992, 120.5393359 23.7080626, 120.5395477 23.7075227, 120.5397469 23.7067839, 120.5397737 23.7066901, 120.5397828 23.7065226)",,,,
1267129890,False,中山路,tertiary,False,18.474,"LINESTRING (120.5397828 23.7065226, 120.5397108 23.7063701)",,,,
61936598,False,中山路,tertiary,True,111.221,"LINESTRING (120.5397828 23.7065226, 120.5398765 23.7066708, 120.5399985 23.7068637, 120.5403319 23.7073873)",,,,
70869064,False,西平路,residential,False,194.91400000000002,"LINESTRING (120.5397828 23.7065226, 120.5397737 23.7066901, 120.5397469 23.7067839, 120.5395477 23.7075227, 120.5393359 23.7080626, 120.5392592 23.7081992)",,,,
70953967,False,愛國街,residential,False,101.042,"LINESTRING (120.5388033 23.7087746, 120.5379723 23.7082778)",,,,
70953967,False,愛國街,residential,True,100.788,"LINESTRING (120.5388033 23.7087746, 120.5396184 23.709289)",,,,
61936601,False,西平路,primary,True,79.599,"LINESTRING (120.5388033 23.7087746, 120.5392344 23.7082751, 120.5392592 23.7081992)",1丁,,,
70856039,False,中堅西路,residential,True,30.774,"LINESTRING (120.5338972 23.7012884, 120.5341734 23.701176)",,,,
107135233,False,同德街,residential,False,56.836,"LINESTRING (120.5338972 23.7012884, 120.5341564 23.7017411)",,,,
70856039,False,中堅西路,residential,True,56.999,"LINESTRING (120.5353726 23.7007541, 120.5359007 23.700584)",,,,
70856039,False,中堅西路,residential,False,130.905,"LINESTRING (120.5353726 23.7007541, 120.5347712 23.7009445, 120.5342396 23.7011441, 120.5341734 23.701176)",,,,
61936598,False,中山路,tertiary,True,9.835,"LINESTRING (120.5415344 23.7092387, 120.5415827 23.7093153)",,,,
70865524,False,雲林路一段,residential,False,88.061,"LINESTRING (120.5415344 23.7092387, 120.5406756 23.7091444)",,,,
61936598,False,中山路,tertiary,False,118.311,"LINESTRING (120.5415344 23.7092387, 120.5413757 23.7089874, 120.5410264 23.7084431, 120.5409469 23.7083207)",,,,
70865524,False,雲林路一段,residential,False,60.878,"LINESTRING (120.5398044 23.7090158, 120.5395172 23.7085356)",,,,
193487976,False,興南街,residential,True,35.797,"LINESTRING (120.5398044 23.7090158, 120.5396184 23.709289)",,,,
70865524,False,雲林路一段,residential,True,90.681,"LINESTRING (120.5398044 23.7090158, 120.5398447 23.7089983, 120.5406756 23.7091444)",,,,
70865523,False,雲林路二段,primary,False,40.105,"LINESTRING (120.5330141 23.7041809, 120.5329378 23.7041258, 120.5327 23.7039633)",1丁,2,,
70865523,False,雲林路二段,primary,True,68.984,"LINESTRING (120.5330141 23.7041809, 120.5330857 23.7042282, 120.5335443 23.704567)",1丁,2,,
1267129890,False,中山路,tertiary,True,5.674,"LINESTRING (120.5396712 23.7063342, 120.5397108 23.7063701)",,,,
70869067,False,城頂街,residential,False,114.33,"LINESTRING (120.5396712 23.7063342, 120.5395094 23.7064102, 120.5394172 23.7064053, 120.5387453 23.7063699, 120.5385706 23.7063525)",,,,
70869067,False,城頂街,residential,True,189.06900000000002,"LINESTRING (120.5396712 23.7063342, 120.5397507 23.7062941, 120.5398051 23.7062619, 120.5398885 23.7062127, 120.5400784 23.7061753, 120.5402149 23.7061761, 120.5403729 23.7062211, 120.540519 23.7063619, 120.5411489 23.7069427)",,,,
1267129890,False,中山路,tertiary,False,49.095,"LINESTRING (120.5396712 23.7063342, 120.5396429 23.7062658, 120.5396206 23.7062278, 120.5395656 23.7061344, 120.5395253 23.7059184)",,,,
70869067,False,城頂街,residential,True,156.39000000000001,"LINESTRING (120.5370409 23.7064346, 120.5380699 23.7063847, 120.5383878 23.7063374, 120.5385706 23.7063525)",,,,
70954393,False,民生南路,residential,False,62.916,"LINESTRING (120.5370409 23.7064346, 120.5370404 23.7063318, 120.5370402 23.7062858, 120.537041 23.7062105, 120.5370326 23.7059192, 120.5370311 23.7058689)",,,,
70954393,False,民生南路,residential,True,69.437,"LINESTRING (120.5370409 23.7064346, 120.5370918 23.7069421, 120.5370945 23.7070569)",,,,
61936599,False,雲林路一段,primary,False,42.174,"LINESTRING (120.5370945 23.7070569, 120.5367633 23.7068291)",1丁,,,
61936599,False,雲林路一段,primary,True,149.578,"LINESTRING (120.5370945 23.7070569, 120.5372521 23.7071579, 120.5378549 23.707477, 120.5383103 23.7077087, 120.5383609 23.7077374)",1丁,,,
70954393,False,民生南路,residential,False,69.437,"LINESTRING (120.5370945 23.7070569, 120.5370918 23.7069421, 120.5370409 23.7064346)",,,,
188209256,False,民生路,residential,False,95.777,"LINESTRING (120.5370945 23.7070569, 120.5372291 23.7076063, 120.5373256 23.7078912)",,,,
70953967,False,愛國街,residential,True,78.632,"LINESTRING (120.5373256 23.7078912, 120.5379723 23.7082778)",,,,
188209256,False,民生路,residential,False,108.139,"LINESTRING (120.5373256 23.7078912, 120.5375853 23.7088342)",,,,
188209256,False,民生路,residential,True,95.777,"LINESTRING (120.5373256 23.7078912, 120.5372291 23.7076063, 120.5370945 23.7070569)",,,,
70954101,False,太平路,residential,False,56.595,"LINESTRING (120.5418525 23.7084831, 120.541511 23.7080815)",,,,
70954394,False,鎮南路,tertiary,True,47.846,"LINESTRING (120.5410483 23.7020083, 120.5408493 23.7023981)",,,,
70954394,False,鎮南路,tertiary,False,41.229,"LINESTRING (120.5410483 23.7020083, 120.5410921 23.7018813, 120.5411568 23.7016512)",,,,
71126567,False,六合街,residential,False,89.846,"LINESTRING (120.5410483 23.7020083, 120.5411024 23.7023472, 120.5411659 23.7026667, 120.5412238 23.7027971)",,,,
70954394,False,鎮南路,tertiary,False,86.398,"LINESTRING (120.5394325 23.7052372, 120.5397488 23.7045162)",,,,
631855320,False,中山路,residential,False,55.175,"LINESTRING (120.5394325 23.7052372, 120.5393407 23.7049121, 120.5392902 23.7047585)",,,,
800404353,False,中山路171巷,residential,True,113.287,"LINESTRING (120.5394325 23.7052372, 120.5397164 23.7052094, 120.5399482 23.7052045, 120.5399994 23.7050779, 120.5401843 23.7047044)",,,,
1267129890,False,中山路,tertiary,True,76.401,"LINESTRING (120.5394325 23.7052372, 120.5394637 23.7054245, 120.5394814 23.7056664, 120.5395253 23.7059184)",,,,
71126567,False,六合街,residential,True,84.454,"LINESTRING (120.5414816 23.703519, 120.5412238 23.7027971)",,,,
71126567,False,六合街,residential,False,84.76599999999999,"LINESTRING (120.5414816 23.703519, 120.5414659 23.7038782, 120.5414086 23.7042776)",,,,
71126567,False,六合街,residential,True,209.84,"LINESTRING (120.5395253 23.7059184, 120.5399541 23.7057693, 120.5401526 23.7057398, 120.5403297 23.7057349, 120.540614 23.7057546, 120.5406904 23.7057411, 120.5408551 23.7056645, 120.5409788 23.7055607, 120.5411526 23.705123)",,,,
1267129890,False,中山路,tertiary,False,76.401,"LINESTRING (120.5395253 23.7059184, 120.5394814 23.7056664, 120.5394637 23.7054245, 120.5394325 23.7052372)",,,,
1267129890,False,中山路,tertiary,True,49.095,"LINESTRING (120.5395253 23.7059184, 120.5395656 23.7061344, 120.5396206 23.7062278, 120.5396429 23.7062658, 120.5396712 23.7063342)",,,,
71126568,False,大智街,residential,False,79.225,"LINESTRING (120.5391433 23.701437, 120.5383765 23.7015581)",,,,
71126568,False,大智街,residential,True,85.946,"LINESTRING (120.5391433 23.701437, 120.5395665 23.7013746, 120.5399767 23.7013142)",,,,
70954394,False,鎮南路,tertiary,True,51.972,"LINESTRING (120.5412842 23.7011986, 120.5411568 23.7016512)",,,,
71126568,False,大智街,residential,False,133.744,"LINESTRING (120.5412842 23.7011986, 120.5399767 23.7013142)",,,,
70954394,False,鎮南路,tertiary,False,26.323,"LINESTRING (120.5407283 23.7026073, 120.5408493 23.7023981)",,,,
70954394,False,鎮南路,tertiary,True,135.131,"LINESTRING (120.5407283 23.7026073, 120.5404324 23.7031625, 120.5402954 23.7034194, 120.5402021 23.7035836, 120.5401337 23.7036935)",,,,
71126566,False,永昌東街,residential,True,105.26,"LINESTRING (120.5407283 23.7026073, 120.5405679 23.7025573, 120.5402127 23.7025983, 120.5397103 23.7026563)",,,,
71126565,False,永昌西街,residential,True,33.593,"LINESTRING (120.5370269 23.7030242, 120.5373535 23.7029813)",,,,
70954393,False,民生南路,residential,False,68.97,"LINESTRING (120.5370269 23.7030242, 120.5370294 23.7029385, 120.5370392 23.7026071, 120.5370395 23.7024041)",,,,
70954393,False,民生南路,residential,True,124.919,"LINESTRING (120.5370269 23.7030242, 120.537028 23.7030934, 120.5370449 23.7041475)",,,,
71126565,False,永昌西街,residential,False,195.864,"LINESTRING (120.5370269 23.7030242, 120.5369144 23.7030474, 120.5361669 23.7032006, 120.5359989 23.703241, 120.5353786 23.7034856, 120.5352012 23.703556)",,,,
71126565,False,永昌西街,residential,False,89.794,"LINESTRING (120.5387327 23.7027934, 120.5378586 23.7029008)",,,,
71126566,False,永昌東街,residential,False,51.546,"LINESTRING (120.5387327 23.7027934, 120.5392294 23.7027037)",,,,
631855320,False,中山路,residential,False,52.554,"LINESTRING (120.5387327 23.7027934, 120.5387057 23.7027065, 120.5385915 23.7023388)",,,,
631855320,False,中山路,residential,True,36.56,"LINESTRING (120.5387327 23.7027934, 120.5387465 23.7028384, 120.5388296 23.70311)",,,,
61936598,False,中山路,tertiary,False,13.954,"LINESTRING (120.5416559 23.7094214, 120.5415827 23.7093153)",,,,
107135231,False,建成路,residential,False,114.494,"LINESTRING (120.5339805 23.704142, 120.5330874 23.7035163)",,,,
107135231,False,建成路,residential,True,67.294,"LINESTRING (120.5339805 23.704142, 120.5345142 23.704499)",,,,
107135229,False,永昌西街,residential,True,77.349,"LINESTRING (120.5339805 23.704142, 120.5340505 23.7040988, 120.5345885 23.7037251)",,,,
188209231,False,,residential,True,65.401,"LINESTRING (120.5339805 23.704142, 120.5339071 23.7041767, 120.5335443 23.704567)",,,,
71126565,False,永昌西街,residential,True,195.86399999999998,"LINESTRING (120.5352012 23.703556, 120.5353786 23.7034856, 120.5359989 23.703241, 120.5361669 23.7032006, 120.5369144 23.7030474, 120.5370269 23.7030242)",,,,
107135233,False,同德街,residential,False,135.416,"LINESTRING (120.5352012 23.703556, 120.5355137 23.704099, 120.5356167 23.7042385, 120.5358352 23.7046255)",,,,
107135233,False,同德街,residential,True,25.104,"LINESTRING (120.5352012 23.703556, 120.5351122 23.7034197, 120.5350772 23.7033609)",,,,
107135229,False,永昌西街,residential,False,36.456,"LINESTRING (120.5350772 23.7033609, 120.5347975 23.7035656)",,,,
107135233,False,同德街,residential,True,94.057,"LINESTRING (120.5350772 23.7033609, 120.5346585 23.7026069)",,,,
107135233,False,同德街,residential,False,25.104,"LINESTRING (120.5350772 23.7033609, 120.5351122 23.7034197, 120.5352012 23.703556)",,,,
70865523,False,雲林路二段,primary,False,4.515,"LINESTRING (120.5344476 23.7052006, 120.5344157 23.7051724)",1丁,2,,
70865523,False,雲林路二段,primary,True,19.067,"LINESTRING (120.5344476 23.7052006, 120.5345875 23.7053146)",1丁,2,,
107135232,False,保長路,tertiary,False,29.78,"LINESTRING (120.5344476 23.7052006, 120.5342343 23.7052201, 120.5341571 23.7052311)",雲80,,,
107135236,False,六合街,residential,False,80.79,"LINESTRING (120.5385285 23.7058587, 120.537735 23.705863)",,,,
107135449,False,九如街,residential,False,61.144,"LINESTRING (120.5385285 23.7058587, 120.5384331 23.7053158)",,,,
107135449,False,九如街,residential,True,55.075,"LINESTRING (120.5385285 23.7058587, 120.5385706 23.7063525)",,,,
107135231,False,建成路,residential,True,38.448,"LINESTRING (120.534957 23.7048356, 120.5352745 23.7050228)",,,,
107135231,False,建成路,residential,False,40.803,"LINESTRING (120.534957 23.7048356, 120.5348823 23.7047688, 120.5346483 23.7046023)",,,,
107135235,False,,residential,True,65.267,"LINESTRING (120.534957 23.7048356, 120.5348773 23.7049219, 120.5345875 23.7053146)",,,,
107135231,False,建成路,residential,False,33.093,"LINESTRING (120.5370311 23.7058689, 120.5367086 23.705906)",,,,
70954393,False,民生南路,residential,False,120.34100000000001,"LINESTRING (120.5370311 23.7058689, 120.5370318 23.7058083, 120.5370421 23.7047867)",,,,
70954393,False,民生南路,residential,True,62.916,"LINESTRING (120.5370311 23.7058689, 120.5370326 23.7059192, 120.537041 23.7062105, 120.5370402 23.7062858, 120.5370404 23.7063318, 120.5370409 23.7064346)",,,,
107135236,False,六合街,residential,True,25.973,"LINESTRING (120.5370311 23.7058689, 120.5371298 23.7058686, 120.5372862 23.705868)",,,,
70954393,False,民生南路,residential,False,93.00399999999999,"LINESTRING (120.5370395 23.7024041, 120.5370404 23.7019276, 120.5370406 23.7015677)",,,,
70954393,False,民生南路,residential,True,68.97,"LINESTRING (120.5370395 23.7024041, 120.5370392 23.7026071, 120.5370294 23.7029385, 120.5370269 23.7030242)",,,,
"[107135234, 1177222540]",False,"['南昌街', '雲南街']",residential,True,90.586,"LINESTRING (120.5370395 23.7024041, 120.5367547 23.702397, 120.5362135 23.7026442)",,,,
107135234,False,南昌街,residential,False,110.143,"LINESTRING (120.5352034 23.7029988, 120.5362135 23.7026442)",,,,
70865523,False,雲林路二段,primary,False,19.067,"LINESTRING (120.5345875 23.7053146, 120.5344476 23.7052006)",1丁,2,,
70865523,False,雲林路二段,primary,True,118.057,"LINESTRING (120.5345875 23.7053146, 120.5346293 23.705346, 120.5350975 23.7056817, 120.5351986 23.705762, 120.5355101 23.7059564)",1丁,2,,
107135235,False,,residential,False,65.267,"LINESTRING (120.5345875 23.7053146, 120.5348773 23.7049219, 120.534957 23.7048356)",,,,
70954393,False,民生南路,residential,True,20.204,"LINESTRING (120.5370449 23.7041475, 120.5370446 23.7043292)",,,,
70954393,False,民生南路,residential,False,124.919,"LINESTRING (120.5370449 23.7041475, 120.537028 23.7030934, 120.5370269 23.7030242)",,,,
107135450,False,南興街,residential,True,113.46000000000001,"LINESTRING (120.5370449 23.7041475, 120.5372506 23.7041385, 120.5375075 23.7040841, 120.5381357 23.7039511)",,,,
107135449,False,九如街,residential,False,120.99199999999999,"LINESTRING (120.5381357 23.7039511, 120.5380117 23.7033114, 120.5379086 23.7029617, 120.5378586 23.7029008)",,,,
107135449,False,九如街,residential,True,55.009,"LINESTRING (120.5381357 23.7039511, 120.5382263 23.7042985, 120.5382527 23.7044339)",,,,
107135450,False,南興街,residential,False,113.46000000000001,"LINESTRING (120.5381357 23.7039511, 120.5375075 23.7040841, 120.5372506 23.7041385, 120.5370449 23.7041475)",,,,
107135450,False,南興街,residential,True,93.605,"LINESTRING (120.5381357 23.7039511, 120.5389511 23.7037456, 120.5390221 23.7037277)",,,,
1097251983,False,府前街,residential,True,51.296,"LINESTRING (120.5411489 23.7069427, 120.540747 23.7072209)",,,,
70869067,False,城頂街,residential,False,189.06900000000002,"LINESTRING (120.5411489 23.7069427, 120.540519 23.7063619, 120.5403729 23.7062211, 120.5402149 23.7061761, 120.5400784 23.7061753, 120.5398885 23.7062127, 120.5398051 23.7062619, 120.5397507 23.7062941, 120.5396712 23.7063342)",,,,
"[1097251984, 107135959, 1097251983]",False,府前街,residential,False,212.527,"LINESTRING (120.5411489 23.7069427, 120.5411531 23.7069396, 120.541419 23.7067449, 120.5415096 23.7065363, 120.5416587 23.7061929, 120.5416559 23.7061574, 120.5415975 23.7061344, 120.5415358 23.7060914, 120.541509 23.7060558, 120.5415023 23.7060227, 120.5414996 23.7059441, 120.5416619 23.7054099, 120.5417008 23.7053584, 120.5417558 23.7053203)",,,yes,
631855320,False,中山路,residential,True,14.176,"LINESTRING (120.5390221 23.7037277, 120.5390394 23.7038542)",,,,
107135450,False,南興街,residential,False,93.605,"LINESTRING (120.5390221 23.7037277, 120.5389511 23.7037456, 120.5381357 23.7039511)",,,,
