osmid,name,highway,oneway,reversed,length,geometry,bridge,width,lanes,maxspeed
475293645,樂業路460巷,residential,False,False,69.545,"LINESTRING (120.7066263 24.1358704, 120.7068046 24.1364743)",,,,
444795546,十甲東路406巷,residential,False,False,148.455,"LINESTRING (120.7066263 24.1358704, 120.7072665 24.1355305, 120.7076511 24.1353264, 120.7078909 24.1351991)",,,,
475293639,十甲東路406巷,residential,False,True,71.68900000000001,"LINESTRING (120.7066263 24.1358704, 120.7065834 24.1359217, 120.7060762 24.1359309, 120.7060028 24.1360271)",,,,
475293645,樂業路460巷,residential,False,True,56.556,"LINESTRING (120.7066263 24.1358704, 120.7066196 24.1356627, 120.7066099 24.135362)",,,,
224831376,十甲東路,residential,False,False,131.50900000000001,"LINESTRING (120.7055021 24.1322159, 120.7055586 24.1326694, 120.7056111 24.1330725, 120.7056292 24.1333924)",,,,
205599403,旱溪街,residential,False,False,158.43,"LINESTRING (120.7081604 24.1406585, 120.706607 24.140515)",,,,
224831376,十甲東路,residential,False,True,75.389,"LINESTRING (120.7081604 24.1406585, 120.707969 24.1400034)",,,,
518160056,旱溪西路一段,unclassified,False,False,132.373,"LINESTRING (120.700145 24.1400719, 120.7000595 24.138884)",,,,
106885767,旱溪街,residential,False,False,104.95499999999998,"LINESTRING (120.700145 24.1400719, 120.6998501 24.1400942, 120.6997237 24.1401154, 120.6993744 24.1401805, 120.6991291 24.1402385)",,,,
"[572779921, 316904569]","['聖母橋', '旱溪街']",residential,False,True,132.803,"LINESTRING (120.700145 24.1400719, 120.7013056 24.1402199, 120.701341 24.1402236, 120.7014416 24.1402342)",yes,,,
55900287,旱溪東路一段,unclassified,False,True,71.155,"LINESTRING (120.7011228 24.1363883, 120.7010136 24.1357562)",,,,
288595692,東英五街,residential,False,False,105.438,"LINESTRING (120.7011228 24.1363883, 120.7021618 24.1363991)",,,,
55900287,旱溪東路一段,unclassified,False,False,282.83500000000004,"LINESTRING (120.7011228 24.1363883, 120.7012809 24.1371637, 120.7013659 24.1380024, 120.7014104 24.1389141)",,,,
55900287,旱溪東路一段,unclassified,False,False,196.851,"LINESTRING (120.700066 24.1324564, 120.7001902 24.1329606, 120.7002525 24.1332137, 120.7005443 24.1341715)",,,,
202795210,東英一街,residential,False,True,114.627,"LINESTRING (120.7057214 24.1340213, 120.7045975 24.1341247)",,,,
224831376,十甲東路,residential,False,False,121.963,"LINESTRING (120.7057214 24.1340213, 120.7057714 24.1344127, 120.7058553 24.1351113)",,,,
224831376,十甲東路,residential,False,True,70.55499999999999,"LINESTRING (120.7057214 24.1340213, 120.7056682 24.1336708, 120.7056292 24.1333924)",,,,
202795129,東英路,residential,False,False,116.276,"LINESTRING (120.7045975 24.1341247, 120.7048297 24.1351487)",,,,
202795129,東英路,residential,False,True,183.56,"LINESTRING (120.7045975 24.1341247, 120.7042431 24.1325059)",,,,
202795210,東英一街,residential,False,False,114.627,"LINESTRING (120.7045975 24.1341247, 120.7057214 24.1340213)",,,,
202795210,東英一街,residential,False,True,61.024,"LINESTRING (120.7045975 24.1341247, 120.7039966 24.1341462)",,,,
202795210,東英一街,residential,False,False,56.421,"LINESTRING (120.7017098 24.1341581, 120.7022658 24.1341611)",,,,
202795210,東英一街,residential,False,True,118.279,"LINESTRING (120.7017098 24.1341581, 120.7005443 24.1341715)",,,,
55900287,旱溪東路一段,unclassified,False,False,115.099,"LINESTRING (120.7005443 24.1341715, 120.7008649 24.1351644)",,,,
202795210,東英一街,residential,False,False,118.279,"LINESTRING (120.7005443 24.1341715, 120.7017098 24.1341581)",,,,
55900287,旱溪東路一段,unclassified,False,True,196.851,"LINESTRING (120.7005443 24.1341715, 120.7002525 24.1332137, 120.7001902 24.1329606, 120.700066 24.1324564)",,,,
444795546,十甲東路406巷,residential,False,True,148.45499999999998,"LINESTRING (120.7078909 24.1351991, 120.7076511 24.1353264, 120.7072665 24.1355305, 120.7066263 24.1358704)",,,,
475293638,樂業路508巷,residential,False,False,81.767,"LINESTRING (120.7078909 24.1351991, 120.7081429 24.1356821, 120.7080982 24.1358783)",,,,
475293638,樂業路508巷,residential,False,True,60.297,"LINESTRING (120.7078909 24.1351991, 120.7078479 24.1351167, 120.7079391 24.1350653, 120.7077889 24.1347398)",,,,
472062118,樂業路,residential,False,True,11.911,"LINESTRING (120.7082013 24.1358271, 120.7080982 24.1358783)",,,,
475293637,樂業路515巷,residential,False,False,46.145,"LINESTRING (120.7082013 24.1358271, 120.7083848 24.1362068)",,,,
202795161,樂業路520巷,residential,False,True,197.502,"LINESTRING (120.7082013 24.1358271, 120.7081632 24.1357533, 120.7085868 24.1355396, 120.708166 24.1346906, 120.7082484 24.1345217, 120.7083463 24.1344189)",,,,
472062118,樂業路,residential,False,False,26.729,"LINESTRING (120.7068046 24.1364743, 120.7070492 24.1363851)",,,,
472062118,樂業路,residential,False,True,30.977,"LINESTRING (120.7068046 24.1364743, 120.7065338 24.1366029)",,,,
475293645,樂業路460巷,residential,False,True,69.545,"LINESTRING (120.7068046 24.1364743, 120.7066263 24.1358704)",,,,
224831376,十甲東路,residential,False,False,88.939,"LINESTRING (120.7063344 24.1366982, 120.7067067 24.1374223)",,,,
224831376,十甲東路,residential,False,True,81.859,"LINESTRING (120.7063344 24.1366982, 120.7060028 24.1360271)",,,,
472062118,樂業路,residential,False,False,22.841,"LINESTRING (120.7063344 24.1366982, 120.7065338 24.1366029)",,,,
472062118,樂業路,residential,False,True,62.304,"LINESTRING (120.7063344 24.1366982, 120.7059353 24.137124)",,,,
472062118,樂業路,residential,False,False,81.688,"LINESTRING (120.7053661 24.1376435, 120.7059353 24.137124)",,,,
