osmid,ref,highway,oneway,reversed,length,geometry,maxspeed
183455509,CW 4,secondary,False,True,39.755,"LINESTRING (6.1230139 36.5336857, 6.1233184 36.5339464)",
183455509,CW 4,secondary,False,False,63.54600000000001,"LINESTRING (6.1230139 36.5336857, 6.1227159 36.5332504, 6.1226775 36.5331824)",
233509717,,unclassified,False,True,71.562,"LINESTRING (6.1230139 36.5336857, 6.1229355 36.5337866, 6.1226635 36.5339461, 6.1223551 36.5340021)",40
169287767,,unclassified,False,True,61.233,"LINESTRING (6.1217215 36.5297525, 6.1224057 36.5297211)",
1011603483,,residential,False,False,57.7,"LINESTRING (6.1217215 36.5297525, 6.1210758 36.5297601)",
183455509,CW 4,secondary,False,False,141.702,"LINESTRING (6.1217215 36.5297525, 6.12168 36.5285828, 6.1216706 36.5284789)",
183455509,CW 4,secondary,False,True,195.7,"LINESTRING (6.1217215 36.5297525, 6.1217674 36.5310492, 6.1217976 36.5314537, 6.1217957 36.5315112)",
169287767,,unclassified,False,False,53.273,"LINESTRING (6.1245827 36.5294589, 6.1240677 36.5297003)",
292336712,,residential,False,False,88.472,"LINESTRING (6.1245827 36.5294589, 6.1247316 36.5302455)",
169287767,,unclassified,False,True,168.047,"LINESTRING (6.1245827 36.5294589, 6.1248472 36.5294251, 6.1259024 36.5293684, 6.1264577 36.5293614)",
1011603472,,residential,False,True,139.03199999999998,"LINESTRING (6.1245827 36.5294589, 6.1245829 36.5287777, 6.1245668 36.5282087)",
169287753,,residential,False,False,187.052,"LINESTRING (6.1241965 36.5315883, 6.1241943 36.5332705)",
247765806,,residential,False,True,53.216,"LINESTRING (6.1241965 36.5315883, 6.123601 36.531597)",
292336713,,residential,False,True,29.697,"LINESTRING (6.1241965 36.5315883, 6.1245211 36.5315309)",
169287753,,residential,False,True,210.38000000000002,"LINESTRING (6.1241965 36.5315883, 6.1241123 36.5299467, 6.1240677 36.5297003)",
169287753,,residential,False,False,44.754,"LINESTRING (6.1231773 36.5332091, 6.1226775 36.5331824)",
169287753,,residential,False,True,21.594,"LINESTRING (6.1231773 36.5332091, 6.1234183 36.5332237)",
247765807,,residential,False,False,82.948,"LINESTRING (6.1231773 36.5332091, 6.1233184 36.5339464)",
247765807,,residential,False,True,27.328,"LINESTRING (6.1231773 36.5332091, 6.1230968 36.532972)",
119066583,,secondary,False,False,30.596,"LINESTRING (6.1210949 36.5316362, 6.1207643 36.5317079)",60
119066583,,secondary,False,True,64.17399999999999,"LINESTRING (6.1210949 36.5316362, 6.1214554 36.5315623, 6.1217957 36.5315112)",60
169287818,,residential,False,False,208.723,"LINESTRING (6.1210949 36.5316362, 6.1211227 36.5310754, 6.1210758 36.5297601)",
169287818,,residential,False,True,157.546,"LINESTRING (6.1210949 36.5316362, 6.1211136 36.5319812, 6.1211618 36.5322787, 6.1212353 36.5326961, 6.1212917 36.5330431)",
119066583,,secondary,False,True,30.596,"LINESTRING (6.1207643 36.5317079, 6.1210949 36.5316362)",60
