osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry
94523607,2,RN 30,primary,50,False,True,79.144,"LINESTRING (4.0910374 36.5549797, 4.0908023 36.5550098, 4.0907282 36.5550357, 4.0906557 36.555093, 4.0905044 36.5552517, 4.0903582 36.5553801)"
423976405,,,residential,,False,True,124.76100000000001,"LINESTRING (4.0910374 36.5549797, 4.0908808 36.5551091, 4.0907266 36.5553013, 4.0905408 36.5554808, 4.0905328 36.5556126, 4.0904498 36.5558381, 4.0904464 36.5559504)"
94523607,2,RN 30,primary,50,False,False,79.144,"LINESTRING (4.0903582 36.5553801, 4.0905044 36.5552517, 4.0906557 36.555093, 4.0907282 36.5550357, 4.0908023 36.5550098, 4.0910374 36.5549797)"
94523607,2,RN 30,primary,50,False,True,48.266,"LINESTRING (4.0903582 36.5553801, 4.0901425 36.5554494, 4.0899312 36.5554767, 4.089838 36.5554868)"
318081330,,,residential,,False,True,242.69899999999998,"LINESTRING (4.0903582 36.5553801, 4.0901071 36.5553459, 4.0895144 36.5553459, 4.0886741 36.555304, 4.0882899 36.5552883, 4.08765 36.5553401)"
94523607,2,RN 30,primary,50,False,True,23.297,"LINESTRING (4.0887197 36.5560103, 4.0884592 36.5560208)"
318081328,,,residential,,False,False,9.964,"LINESTRING (4.0887197 36.5560103, 4.0888305 36.5559999)"
94523607,2,RN 30,primary,50,False,False,116.301,"LINESTRING (4.0887197 36.5560103, 4.0889347 36.55589, 4.0893906 36.5556441, 4.0897063 36.5555136, 4.089838 36.5554868)"
94523607,2,RN 30,primary,50,False,False,23.297,"LINESTRING (4.0884592 36.5560208, 4.0887197 36.5560103)"
26618483,,CW 100,secondary,,False,False,172.894,"LINESTRING (4.0884592 36.5560208, 4.086957 36.5561216, 4.0865318 36.5561625)"
94523607,2,RN 30,primary,50,False,True,108.918,"LINESTRING (4.0884592 36.5560208, 4.0880402 36.5559206, 4.0872924 36.5557362)"
94523607,2,RN 30,primary,50,False,True,63.48,"LINESTRING (4.0872924 36.5557362, 4.0866354 36.5555185)"
94523607,2,RN 30,primary,50,False,False,108.918,"LINESTRING (4.0872924 36.5557362, 4.0880402 36.5559206, 4.0884592 36.5560208)"
318081323,,,residential,,False,True,54.408,"LINESTRING (4.0872924 36.5557362, 4.087477 36.5555293, 4.08765 36.5553401)"
94523607,2,RN 30,primary,50,False,False,63.48,"LINESTRING (4.0866354 36.5555185, 4.0872924 36.5557362)"
94523607,2,RN 30,primary,50,False,True,118.506,"LINESTRING (4.0866354 36.5555185, 4.0863488 36.5554505, 4.0860232 36.5554243, 4.0853262 36.5554819)"
318081331,,,residential,,False,True,72.229,"LINESTRING (4.0866354 36.5555185, 4.0865703 36.5558586, 4.0865318 36.5561625)"
318081335,,,residential,,False,True,100.524,"LINESTRING (4.0853262 36.5554819, 4.0854198 36.554581)"
94523607,2,RN 30,primary,50,False,False,118.506,"LINESTRING (4.0853262 36.5554819, 4.0860232 36.5554243, 4.0863488 36.5554505, 4.0866354 36.5555185)"
94523607,2,RN 30,primary,50,False,True,81.658,"LINESTRING (4.0853262 36.5554819, 4.0848262 36.5554966, 4.0845827 36.5554755, 4.0844241 36.5554287)"
318081323,,,residential,,False,False,66.043,"LINESTRING (4.0880667 36.5548496, 4.087754 36.5552263, 4.08765 36.5553401)"
318081323,,,residential,,False,True,351.635,"LINESTRING (4.0880667 36.5548496, 4.0885747 36.5546821, 4.0890176 36.5542217, 4.0890176 36.5540961, 4.0887441 36.5535834, 4.0886529 36.5529241, 4.088705 36.5523904, 4.0888171 36.5521494)"
318081326,,,residential,,False,False,194.059,"LINESTRING (4.0880667 36.5548496, 4.0873845 36.5544983, 4.0877688 36.553682, 4.0879268 36.5535004)"
26618483,,CW 100,secondary,,False,True,12.883,"LINESTRING (4.0838214 36.5566473, 4.0839636 36.5566279)"
318081324,,,residential,,False,False,20.837,"LINESTRING (4.0838214 36.5566473, 4.0839137 36.5564752)"
318081324,,,residential,,False,True,124.977,"LINESTRING (4.0844241 36.5554287, 4.0839137 36.5564752)"
