osmid,ref,highway,oneway,reversed,length,geometry,maxspeed,junction
73306199,CW 42A,secondary,False,True,10.375,"LINESTRING (0.1698914 35.8368521, 0.1698374 35.8369345)",,
210816596,CW 42A,secondary,True,False,39.230000000000004,"LINESTRING (0.1698914 35.8368521, 0.1699119 35.8366519, 0.1699093 35.8365)",,
208674041,,secondary,True,False,71.125,"LINESTRING (0.1732669 35.8345429, 0.1731773 35.8346614, 0.1726891 35.834968)",,
73306199,CW 42A,secondary,False,False,43.156,"LINESTRING (0.1674818 35.8380227, 0.1679578 35.8380642)",,
208674030,RN 23,primary,False,False,16.26,"LINESTRING (0.1674818 35.8380227, 0.1674971 35.837877)",40,
208674030,RN 23,primary,False,True,27.055,"LINESTRING (0.1674818 35.8380227, 0.1674139 35.8382597)",40,
73306199,CW 42A,secondary,False,False,75.741,"LINESTRING (0.1696696 35.8382191, 0.1697282 35.8375396)",,
73306199,CW 42A,secondary,False,True,39.066,"LINESTRING (0.1696696 35.8382191, 0.1692395 35.838176)",,
208674033,,secondary,False,False,41.992,"LINESTRING (0.1696696 35.8382191, 0.1701337 35.8382517)",,
171974537,,secondary,False,True,160.627,"LINESTRING (0.1675627 35.8373345, 0.1658077 35.8370845)",40,
208674030,RN 23,primary,False,False,66.31,"LINESTRING (0.1675627 35.8373345, 0.1676449 35.8367419)",40,
208674130,,residential,False,True,43.188,"LINESTRING (0.1675627 35.8373345, 0.1680371 35.8373888)",,
208674030,RN 23,primary,False,True,60.617,"LINESTRING (0.1675627 35.8373345, 0.1675262 35.8376015, 0.1674971 35.837877)",40,
208674030,RN 23,primary,False,False,22.122,"LINESTRING (0.1668869 35.8389807, 0.1670604 35.83884)",40,
"[94746632, 208674030]",RN 23,primary,False,True,18.264,"LINESTRING (0.1668869 35.8389807, 0.1668148 35.8390265, 0.1667469 35.8390977)","['60', '40']",
208674051,,residential,False,False,28.527,"LINESTRING (0.1668869 35.8389807, 0.1668082 35.8388812, 0.1666762 35.8387935)",,
94746632,RN 23,primary,False,True,11.021,"LINESTRING (0.1661493 35.8394471, 0.166095 35.8395359)",60,
94746632,RN 23,primary,False,False,38.873999999999995,"LINESTRING (0.1661493 35.8394471, 0.1663075 35.8393112, 0.1664925 35.839248)",60,
208674030,RN 23,primary,False,True,69.173,"LINESTRING (0.1680894 35.8332891, 0.1680209 35.8339087)",40,
208674048,,residential,False,False,14.119,"LINESTRING (0.1680894 35.8332891, 0.1682454 35.8333004)",,
208674048,,residential,False,False,64.787,"LINESTRING (0.1682454 35.8333004, 0.1689612 35.8333524)",,
208674048,,residential,False,True,14.119,"LINESTRING (0.1682454 35.8333004, 0.1680894 35.8332891)",,
208674122,,residential,False,False,30.907,"LINESTRING (0.1682454 35.8333004, 0.1682202 35.8335776)",,
208674048,,residential,False,True,64.787,"LINESTRING (0.1689612 35.8333524, 0.1682454 35.8333004)",,
208674141,,residential,False,True,33.893,"LINESTRING (0.1689612 35.8333524, 0.1689307 35.8336562)",,
208674048,,residential,False,False,73.672,"LINESTRING (0.1689612 35.8333524, 0.1696581 35.833405, 0.1697187 35.8333629, 0.1697562 35.8333639)",,
208674099,,residential,False,True,40.099,"LINESTRING (0.1697562 35.8333639, 0.1697058 35.8337222)",,
208674048,,residential,False,False,19.213,"LINESTRING (0.1697562 35.8333639, 0.1698529 35.8333664, 0.1699689 35.833374)",,
208674048,,residential,False,True,73.672,"LINESTRING (0.1697562 35.8333639, 0.1697187 35.8333629, 0.1696581 35.833405, 0.1689612 35.8333524)",,
208674071,,residential,False,True,75.67,"LINESTRING (0.1699689 35.833374, 0.16989 35.8340515)",,
208674048,,residential,False,False,104.662,"LINESTRING (0.1699689 35.833374, 0.1702857 35.8333945, 0.1702031 35.8340748)",,
208674048,,residential,False,True,19.213,"LINESTRING (0.1699689 35.833374, 0.1698529 35.8333664, 0.1697562 35.8333639)",,
208674092,,residential,False,True,64.644,"LINESTRING (0.1682202 35.8335776, 0.1689307 35.8336562)",,
208674122,,residential,False,False,36.819,"LINESTRING (0.1682202 35.8335776, 0.1681866 35.8339076)",,
208674122,,residential,False,True,30.907,"LINESTRING (0.1682202 35.8335776, 0.1682454 35.8333004)",,
208674128,,residential,False,False,34.322,"LINESTRING (0.1646452 35.8336416, 0.1645677 35.8339438)",,
208674186,,residential,False,True,85.59700000000001,"LINESTRING (0.1646452 35.8336416, 0.1654686 35.8337314, 0.1655861 35.833745)",,
208674092,,residential,False,False,64.644,"LINESTRING (0.1689307 35.8336562, 0.1682202 35.8335776)",,
208674092,,residential,False,True,70.258,"LINESTRING (0.1689307 35.8336562, 0.1697058 35.8337222)",,
208674141,,residential,False,False,33.893,"LINESTRING (0.1689307 35.8336562, 0.1689612 35.8333524)",,
208674141,,residential,False,True,35.878,"LINESTRING (0.1689307 35.8336562, 0.1688985 35.8339778)",,
208674092,,residential,False,False,70.258,"LINESTRING (0.1697058 35.8337222, 0.1689307 35.8336562)",,
208674099,,residential,False,False,40.099,"LINESTRING (0.1697058 35.8337222, 0.1697562 35.8333639)",,
208674099,,residential,False,True,34.963,"LINESTRING (0.1697058 35.8337222, 0.1696618 35.8340346)",,
208674088,,residential,False,False,36.322,"LINESTRING (0.1655861 35.833745, 0.1655244 35.8340678)",,
208674186,,residential,False,True,73.562,"LINESTRING (0.1655861 35.833745, 0.1663939 35.8338386)",,
208674186,,residential,False,False,85.59700000000001,"LINESTRING (0.1655861 35.833745, 0.1654686 35.8337314, 0.1646452 35.8336416)",,
208674098,,residential,False,False,51.517,"LINESTRING (0.1663939 35.8338386, 0.1663311 35.8342991)",,
208674186,,residential,False,False,73.562,"LINESTRING (0.1663939 35.8338386, 0.1655861 35.833745)",,
208674186,,residential,False,True,44.648,"LINESTRING (0.1663939 35.8338386, 0.1668842 35.8338954)",,
208674135,,residential,False,True,73.954,"LINESTRING (0.1668842 35.8338954, 0.1667912 35.8345562)",,
208674186,,residential,False,False,44.648,"LINESTRING (0.1668842 35.8338954, 0.1663939 35.8338386)",,
208674186,,residential,False,True,102.10199999999999,"LINESTRING (0.1668842 35.8338954, 0.1670326 35.8339126, 0.167891 35.8339899, 0.1680093 35.8340005)",,
208674122,,residential,False,False,14.938,"LINESTRING (0.1681866 35.8339076, 0.1680209 35.8339087)",,
208674122,,residential,False,True,36.819,"LINESTRING (0.1681866 35.8339076, 0.1682202 35.8335776)",,
208674150,,residential,False,False,64.649,"LINESTRING (0.1681866 35.8339076, 0.1688985 35.8339778)",,
