osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name
91055451,RN 90,primary,30,False,False,48.611,"LINESTRING (0.8486146 36.1410937, 0.8481132 36.1412585)",
91055451,RN 90,primary,30,False,True,8.7,"LINESTRING (0.8486146 36.1410937, 0.8487021 36.1410601)",
314709469,,residential,,False,True,92.197,"LINESTRING (0.8486146 36.1410937, 0.8481399 36.1403585)",
564057787,RN 90,residential,,False,False,7.82,"LINESTRING (0.8433113 36.1428879, 0.84334 36.1429543)",
314694582,,residential,,False,False,74.93900000000001,"LINESTRING (0.8433113 36.1428879, 0.8432658 36.1428079, 0.8429526 36.1422794)",
564057787,RN 90,residential,,False,True,58.195,"LINESTRING (0.8433113 36.1428879, 0.8434803 36.1425545, 0.8435754 36.1424106)",
305978883,RN 90,primary,30,False,True,49.732,"LINESTRING (0.8441361 36.1443113, 0.8446369 36.1441203)",Rue du 1er Novembre
564057783,RN 90,primary,30,False,False,93.989,"LINESTRING (0.8441361 36.1443113, 0.8431917 36.1446758)",Rue du 1er Novembre
314709478,,residential,,False,True,29.83,"LINESTRING (0.8474041 36.1435047, 0.8470814 36.1435684)",
305978870,CW 87,secondary,,False,False,129.934,"LINESTRING (0.8474041 36.1435047, 0.8474262 36.1434647, 0.8474974 36.14337, 0.8475731 36.1432818, 0.8485703 36.1428653)",
305978870,CW 87,secondary,,False,True,69.592,"LINESTRING (0.8474041 36.1435047, 0.8472914 36.1436926, 0.8471854 36.1438186, 0.8469934 36.1440332)",
305978870,CW 87,secondary,,False,False,168.16199999999998,"LINESTRING (0.8457084 36.1455655, 0.845751 36.1455265, 0.8457992 36.1454967, 0.8458901 36.1454508, 0.8461741 36.1452743, 0.8463587 36.145139, 0.846549 36.1449486, 0.8466739 36.1447285, 0.8467137 36.1446482, 0.8467307 36.1445886, 0.8467279 36.1445198, 0.8466826 36.1443943)",
305978870,CW 87,secondary,,False,True,250.12500000000006,"LINESTRING (0.8457084 36.1455655, 0.8456714 36.1456343, 0.845643 36.14571, 0.8456033 36.1459462, 0.8455862 36.1460769, 0.8455578 36.146148, 0.8455238 36.1462007, 0.8453733 36.1463292, 0.8451716 36.1464736, 0.8449047 36.14668, 0.8447229 36.1467832, 0.8443708 36.1469758, 0.844084 36.1471524, 0.8440101 36.147212)",
386066980,,residential,,False,True,131.68,"LINESTRING (0.8457084 36.1455655, 0.8455596 36.1455764, 0.8452946 36.1456706, 0.8451471 36.1457208, 0.8450657 36.1457169, 0.8448673 36.1456619, 0.8446657 36.1455893, 0.844458 36.1455242, 0.8443265 36.1455102)",
305978870,CW 87,secondary,,False,False,48.902,"LINESTRING (0.8466826 36.1443943, 0.8468846 36.1441549, 0.8469934 36.1440332)",
305978870,CW 87,secondary,,False,True,168.16199999999998,"LINESTRING (0.8466826 36.1443943, 0.8467279 36.1445198, 0.8467307 36.1445886, 0.8467137 36.1446482, 0.8466739 36.1447285, 0.846549 36.1449486, 0.8463587 36.145139, 0.8461741 36.1452743, 0.8458901 36.1454508, 0.8457992 36.1454967, 0.845751 36.1455265, 0.8457084 36.1455655)",
314694580,,residential,,False,False,45.531,"LINESTRING (0.8466826 36.1443943, 0.8464531 36.1446163, 0.846322 36.1446734)",
