osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,name,access,junction,tunnel,bridge
225310285,residential,False,False,12.365,,,"LINESTRING (2.8663212 36.5235633, 2.8662166 36.5234905)",,,,,,
225310285,residential,False,True,74.663,,,"LINESTRING (2.8663212 36.5235633, 2.8664354 36.523705, 2.8665321 36.5237824, 2.8666685 36.5237962, 2.8668655 36.5237785, 2.8668974 36.5237623, 2.8669688 36.5236893)",,,,,,
275928633,residential,False,False,143.961,,,"LINESTRING (2.8663212 36.5235633, 2.8664318 36.5234336, 2.8665149 36.5232951, 2.8665962 36.5231045, 2.8666205 36.5229634, 2.8666272 36.5227077, 2.8666332 36.5225337, 2.8666426 36.5223239)",,,,,,
313866142,residential,False,False,90.202,,,"LINESTRING (2.8636537 36.5231339, 2.8643457 36.5237245)",,,,,,
166167321,residential,False,False,63.818,,,"LINESTRING (2.8643457 36.5237245, 2.8648094 36.523288)",,,,,,
166167321,residential,False,True,52.021,,,"LINESTRING (2.8643457 36.5237245, 2.8639462 36.5240648)",,,,,,
313866142,residential,False,True,90.202,,,"LINESTRING (2.8643457 36.5237245, 2.8636537 36.5231339)",,,,,,
313866143,residential,False,False,150.659,,,"LINESTRING (2.8635625 36.524535, 2.8647503 36.5254966)",,,,,,
313866143,residential,False,True,150.659,,,"LINESTRING (2.8647503 36.5254966, 2.8635625 36.524535)",,,,,,
313866144,residential,False,True,76.933,,,"LINESTRING (2.8647503 36.5254966, 2.864076 36.5259268)",,,,,,
313866144,residential,False,False,90.568,,,"LINESTRING (2.8647503 36.5254966, 2.8652967 36.5252358, 2.8655868 36.525041)",,,,,,
56033958,primary,False,False,67.442,2,50,"LINESTRING (2.864076 36.5259268, 2.8636563 36.5254227)",RN 1,RN 1,yes,,,
56033958,primary,False,True,11.448,2,50,"LINESTRING (2.864076 36.5259268, 2.8641533 36.5260089)",RN 1,RN 1,yes,,,
313866144,residential,False,False,76.933,,,"LINESTRING (2.864076 36.5259268, 2.8647503 36.5254966)",,,,,,
313866145,residential,False,True,59.042,,,"LINESTRING (2.865877 36.5245856, 2.865303 36.5243226)",,,,,,
313866144,residential,False,False,133.299,,,"LINESTRING (2.865877 36.5245856, 2.8659279 36.5241049, 2.8659172 36.5239648, 2.8657831 36.5238377, 2.8653812 36.5235862)",,,,,,
313866144,residential,False,True,58.208999999999996,,,"LINESTRING (2.865877 36.5245856, 2.8658582 36.5246869, 2.8658171 36.5247875, 2.865624 36.525016, 2.8655868 36.525041)",,,,,,
313866145,residential,False,False,59.042,,,"LINESTRING (2.865303 36.5243226, 2.865877 36.5245856)",,,,,,
313866144,residential,False,True,85.563,,,"LINESTRING (2.8640236 36.5228483, 2.8648094 36.523288)",,,,,,
316461198,residential,False,True,7.532,,,"LINESTRING (2.8614921 36.5192529, 2.8615158 36.5191879)",,,,,,
316461198,residential,False,False,62.706,,,"LINESTRING (2.8614921 36.5192529, 2.8614391 36.5195547, 2.8614253 36.5198136)",,,,,,
316461202,residential,False,True,210.458,,,"LINESTRING (2.8614921 36.5192529, 2.8627026 36.5196612, 2.8628529 36.5197393, 2.8624166 36.520338)",,,,,,
316461198,residential,False,True,35.515,,,"LINESTRING (2.8613816 36.5206376, 2.8613986 36.5203185)",,,,,,
316461204,residential,False,True,91.314,,,"LINESTRING (2.8613816 36.5206376, 2.8603722 36.5205098)",,,,,,
316461198,residential,False,False,107.696,,,"LINESTRING (2.8613816 36.5206376, 2.8614523 36.5209962, 2.8615672 36.521117, 2.8620241 36.521383)",,,,,,
316461198,residential,False,False,56.193,,,"LINESTRING (2.8614253 36.5198136, 2.8613986 36.5203185)",,,,,,
316461199,residential,False,False,106.053,,,"LINESTRING (2.8614253 36.5198136, 2.8624166 36.520338)",,,,,,
316461198,residential,False,True,62.706,,,"LINESTRING (2.8614253 36.5198136, 2.8614391 36.5195547, 2.8614921 36.5192529)",,,,,,
316461199,residential,False,True,68.625,,,"LINESTRING (2.8620241 36.521383, 2.8625854 36.5209618)",,,,,,
"[1160179698, 1160179699, 316461198]",residential,False,False,536.1510000000001,,,"LINESTRING (2.8620241 36.521383, 2.8640855 36.5225833, 2.8644743 36.5227431, 2.8651202 36.5229421, 2.8652046 36.5229723, 2.8652765 36.5230066, 2.865407 36.5230793, 2.8654455 36.5231113, 2.865479 36.5231467, 2.8655066 36.5231844, 2.8656198 36.5233601, 2.8656533 36.5233924, 2.8656909 36.5234216, 2.8657316 36.5234471, 2.8659287 36.5235537, 2.866375 36.5238013, 2.8664875 36.5238623, 2.8665171 36.5238745, 2.8665492 36.5238817, 2.86658 36.5238838, 2.8666107 36.5238812, 2.8669836 36.5238244)",,,,,,yes
316461198,residential,False,True,107.696,,,"LINESTRING (2.8620241 36.521383, 2.8615672 36.521117, 2.8614523 36.5209962, 2.8613816 36.5206376)",,,,,,
316461198,residential,False,False,35.515,,,"LINESTRING (2.8613986 36.5203185, 2.8613816 36.5206376)",,,,,,
316461198,residential,False,True,56.193,,,"LINESTRING (2.8613986 36.5203185, 2.8614253 36.5198136)",,,,,,
316461201,residential,False,False,127.923,,,"LINESTRING (2.8613986 36.5203185, 2.8625854 36.5209618)",,,,,,
316461199,residential,False,False,68.625,,,"LINESTRING (2.8625854 36.5209618, 2.8620241 36.521383)",,,,,,
316461201,residential,False,True,127.923,,,"LINESTRING (2.8625854 36.5209618, 2.8613986 36.5203185)",,,,,,
316461199,residential,False,True,113.821,,,"LINESTRING (2.8625854 36.5209618, 2.8630031 36.5206483, 2.8624166 36.520338)",,,,,,
316461199,residential,False,True,106.053,,,"LINESTRING (2.8624166 36.520338, 2.8614253 36.5198136)",,,,,,
316461199,residential,False,False,113.821,,,"LINESTRING (2.8624166 36.520338, 2.8630031 36.5206483, 2.8625854 36.5209618)",,,,,,
316461202,residential,False,False,210.458,,,"LINESTRING (2.8624166 36.520338, 2.8628529 36.5197393, 2.8627026 36.5196612, 2.8614921 36.5192529)",,,,,,
316461204,residential,False,False,21.369,,,"LINESTRING (2.8601348 36.5204867, 2.8603722 36.5205098)",,,,,,
316460126,primary,False,False,213.89499999999998,2,40,"LINESTRING (2.8601348 36.5204867, 2.8602056 36.5206308, 2.8602356 36.5206831, 2.8602755 36.5207526, 2.8609575 36.5218397, 2.8611905 36.5222124)",RN 1,Rue du 1er Novembre,yes,,,
316460126,primary,False,True,123.61800000000001,2,40,"LINESTRING (2.8601348 36.5204867, 2.8598265 36.5198849, 2.8597602 36.5196364, 2.8597381 36.5194304)",RN 1,Rue du 1er Novembre,yes,,,
316461198,residential,False,False,7.532,,,"LINESTRING (2.8615158 36.5191879, 2.8614921 36.5192529)",,,,,,
316461205,residential,False,False,279.751,,,"LINESTRING (2.8615158 36.5191879, 2.8607278 36.5188907, 2.8604097 36.5189582, 2.8603722 36.5205098)",,,,,,
316461204,residential,False,False,91.314,,,"LINESTRING (2.8603722 36.5205098, 2.8613816 36.5206376)",,,,,,
316461204,residential,False,True,21.369,,,"LINESTRING (2.8603722 36.5205098, 2.8601348 36.5204867)",,,,,,
316461205,residential,False,True,279.751,,,"LINESTRING (2.8603722 36.5205098, 2.8604097 36.5189582, 2.8607278 36.5188907, 2.8615158 36.5191879)",,,,,,
158406209,residential,False,False,49.288,,,"LINESTRING (2.8564364 36.5266363, 2.8560293 36.5269354)",,cite el nasr,,,,
158406209,residential,False,True,64.342,,,"LINESTRING (2.8564364 36.5266363, 2.8569789 36.5262558)",,cite el nasr,,,,
158406209,residential,False,True,49.288,,,"LINESTRING (2.8560293 36.5269354, 2.8564364 36.5266363)",,cite el nasr,,,,
157686015,residential,False,False,106.991,,,"LINESTRING (2.8589375 36.5269325, 2.858154 36.5262049)",,,,,,
157686015,residential,False,True,52.518,,,"LINESTRING (2.8589375 36.5269325, 2.859309 36.5272985)",,,,,,
354120808,residential,False,False,88.05199999999999,,,"LINESTRING (2.8589375 36.5269325, 2.8592655 36.5267187, 2.8596362 36.5270593)",,,,,,
354120809,residential,False,False,39.525,,,"LINESTRING (2.8596362 36.5270593, 2.859309 36.5272985)",,,,,,
354120809,residential,False,True,47.818,,,"LINESTRING (2.8596362 36.5270593, 2.8600326 36.5267704)",,,,,,
354120808,residential,False,True,88.05199999999999,,,"LINESTRING (2.8596362 36.5270593, 2.8592655 36.5267187, 2.8589375 36.5269325)",,,,,,
157686015,residential,False,False,52.518,,,"LINESTRING (2.859309 36.5272985, 2.8589375 36.5269325)",,,,,,
157686015,residential,False,True,42.068,,,"LINESTRING (2.859309 36.5272985, 2.8596112 36.5275886)",,,,,,
354120809,residential,False,True,39.525,,,"LINESTRING (2.859309 36.5272985, 2.8596362 36.5270593)",,,,,,
354120810,residential,False,False,42.758,,,"LINESTRING (2.8560604 36.5255683, 2.8563786 36.5258555)",,,,,,
158406210,residential,False,True,31.44,,,"LINESTRING (2.8561178 36.5260453, 2.8563786 36.5258555)",,,,,,
455960664,residential,False,False,17.027,,,"LINESTRING (2.8577756 36.5252798, 2.8576327 36.5253811)",,,,,,
157687424,residential,False,False,78.137,,,"LINESTRING (2.8574328 36.5255228, 2.8568456 36.5250021)",,,,,,
157687424,residential,False,True,99.527,,,"LINESTRING (2.8574328 36.5255228, 2.858154 36.5262049)",,,,,,
455960664,residential,False,True,23.818,,,"LINESTRING (2.8574328 36.5255228, 2.8576327 36.5253811)",,,,,,
455960664,residential,False,False,23.818,,,"LINESTRING (2.8576327 36.5253811, 2.8574328 36.5255228)",,,,,,
455960664,residential,False,True,17.027,,,"LINESTRING (2.8576327 36.5253811, 2.8577756 36.5252798)",,,,,,
455960665,residential,False,False,100.197,,,"LINESTRING (2.8576327 36.5253811, 2.8583696 36.5260603)",,,,,,
37292914,secondary,False,False,58.141,2,,"LINESTRING (2.8583696 36.5260603, 2.8588606 36.5257172)",,Vers Beni Mered,,,,
37292914,secondary,False,True,25.093,2,,"LINESTRING (2.8583696 36.5260603, 2.858154 36.5262049)",,Vers Beni Mered,,,,
455960665,residential,False,True,100.197,,,"LINESTRING (2.8583696 36.5260603, 2.8576327 36.5253811)",,,,,,
313866144,residential,False,False,60.916,,,"LINESTRING (2.8653812 36.5235862, 2.8650482 36.5234087, 2.8648094 36.523288)",,,,,,
313866144,residential,False,True,133.299,,,"LINESTRING (2.8653812 36.5235862, 2.8657831 36.5238377, 2.8659172 36.5239648, 2.8659279 36.5241049, 2.865877 36.5245856)",,,,,,
240602874,residential,False,True,24.984,,,"LINESTRING (2.8608479 36.5227423, 2.8606905 36.5225566)",,,,,,
784109994,residential,False,False,55.328,,,"LINESTRING (2.8608479 36.5227423, 2.8613212 36.5224215)",,,,,,
784109994,residential,False,True,68.907,,,"LINESTRING (2.8608479 36.5227423, 2.8602584 36.5231418)",,,,,,
157509691,residential,False,False,26.049,,,"LINESTRING (2.8602584 36.5231418, 2.860067 36.5229651)",,,,,,
157509691,residential,False,True,136.088,,,"LINESTRING (2.8602584 36.5231418, 2.8612585 36.5240648)",,,,,,
784109994,residential,False,False,68.907,,,"LINESTRING (2.8602584 36.5231418, 2.8608479 36.5227423)",,,,,,
234859587,residential,False,True,15.081,,,"LINESTRING (2.8669836 36.5238244, 2.8669688 36.5236893)",,,yes,,,
"[1160179698, 1160179699, 316461198]",residential,False,True,536.1510000000001,,,"LINESTRING (2.8669836 36.5238244, 2.8666107 36.5238812, 2.86658 36.5238838, 2.8665492 36.5238817, 2.8665171 36.5238745, 2.8664875 36.5238623, 2.866375 36.5238013, 2.8659287 36.5235537, 2.8657316 36.5234471, 2.8656909 36.5234216, 2.8656533 36.5233924, 2.8656198 36.5233601, 2.8655066 36.5231844, 2.865479 36.5231467, 2.8654455 36.5231113, 2.865407 36.5230793, 2.8652765 36.5230066, 2.8652046 36.5229723, 2.8651202 36.5229421, 2.8644743 36.5227431, 2.8640855 36.5225833, 2.8620241 36.521383)",,,,,,yes
158406210,residential,False,False,31.44,,,"LINESTRING (2.8563786 36.5258555, 2.8561178 36.5260453)",,,,,,
158406210,residential,False,True,11.395,,,"LINESTRING (2.8563786 36.5258555, 2.8564786 36.5257919)",,,,,,
354120810,residential,False,True,42.758,,,"LINESTRING (2.8563786 36.5258555, 2.8560604 36.5255683)",,,,,,
131688351,residential,False,False,105.218,,,"LINESTRING (2.8603857 36.5259213, 2.8596049 36.525213)",,,,,,
131688351,residential,False,True,44.277,,,"LINESTRING (2.8603857 36.5259213, 2.8606841 36.5262392)",,,,,,
157685832,residential,False,True,199.725,,,"LINESTRING (2.8603857 36.5259213, 2.8599971 36.5261886, 2.8600501 36.5262405, 2.8602271 36.5264085, 2.8611075 36.527248)",,,,,,
