osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed
293440482,residential,False,False,311.18300000000005,"LINESTRING (1.3943634 36.1988444, 1.3941823 36.1992019, 1.3920021 36.1999901, 1.3915066 36.1998987, 1.3914236 36.1998665)",,,
293440514,trunk,True,False,199.95,"LINESTRING (1.3943634 36.1988444, 1.3936034 36.1987795, 1.3931364 36.1987019, 1.3926081 36.1986063, 1.392187 36.1984881)",2,RN 4,60
293440486,residential,False,False,23.908,"LINESTRING (1.392187 36.1984881, 1.3920783 36.1986844)",,,
293440514,trunk,True,False,181.714,"LINESTRING (1.392187 36.1984881, 1.3903379 36.1978218)",2,RN 4,60
210590038,secondary,False,False,19.434,"LINESTRING (1.3903379 36.1978218, 1.3902488 36.1979811)",,CW 151,
210590038,secondary,False,True,18.887,"LINESTRING (1.3903379 36.1978218, 1.3904338 36.1976706)",,CW 151,
293440514,trunk,True,False,401.412,"LINESTRING (1.3903379 36.1978218, 1.3862918 36.1962821)",2,RN 4,60
293440498,residential,False,True,33.156,"LINESTRING (1.3862918 36.1962821, 1.3864798 36.1965388)",,,
210590038,secondary,False,False,18.887,"LINESTRING (1.3904338 36.1976706, 1.3903379 36.1978218)",,CW 151,
293440453,secondary,False,False,230.508,"LINESTRING (1.3904338 36.1976706, 1.3909724 36.1966477, 1.3912484 36.1961564, 1.3915372 36.1958044)",,,
293441802,trunk,True,False,366.942,"LINESTRING (1.3904338 36.1976706, 1.3917914 36.1981721, 1.3925535 36.1984088, 1.3930652 36.1985214, 1.3937262 36.1986299, 1.3942966 36.1986867)",2,RN 4,60
293440452,unclassified,False,False,446.14099999999996,"LINESTRING (1.3942966 36.1986867, 1.394064 36.19711, 1.3931509 36.1966853, 1.3917864 36.1959095, 1.3915372 36.1958044)",,,
210590038,secondary,False,True,11.301,"LINESTRING (1.388526 36.2010056, 1.3885803 36.2009139)",,CW 151,
210590038,secondary,False,False,69.288,"LINESTRING (1.3889133 36.2003517, 1.3885803 36.2009139)",,CW 151,
210590038,secondary,False,True,68.459,"LINESTRING (1.3889133 36.2003517, 1.3892341 36.1997931)",,CW 151,
293440488,residential,False,False,99.51,"LINESTRING (1.3889133 36.2003517, 1.387911 36.1999687)",,,
293440488,residential,False,True,89.56,"LINESTRING (1.3889133 36.2003517, 1.3898155 36.2006962)",,,
