osmid,name,highway,oneway,reversed,length,ref,lanes,maxspeed,geometry,tunnel
26322576,Rue Frères Djilali,primary,False,False,131.014,,,,"LINESTRING (3.0497223 36.7161168, 3.0500001 36.7172738)",
26322998,Rue Arab Sid Ahmed,primary,False,True,62.37,RN 63,,,"LINESTRING (3.0497223 36.7161168, 3.0503129 36.715816)",
559217692,Rue du 1 Juillet,primary,False,True,63.43600000000001,RN 63,2,40,"LINESTRING (3.0497223 36.7161168, 3.0496283 36.7157771, 3.0495191 36.7155725)",
30253356,Rue Sayah,residential,True,False,62.052,,,,"LINESTRING (3.0495191 36.7155725, 3.0501354 36.715313)",
559217692,Rue du 1 Juillet,primary,False,True,38.161,RN 63,2,40,"LINESTRING (3.0495191 36.7155725, 3.0493074 36.7152742)",
559217692,Rue du 1 Juillet,primary,False,False,63.43600000000001,RN 63,2,40,"LINESTRING (3.0495191 36.7155725, 3.0496283 36.7157771, 3.0497223 36.7161168)",
501082462,Trans - Sahara,motorway,True,False,106.89,RN 1,3,80,"LINESTRING (3.0452568 36.7131886, 3.0449879 36.7141254)",
26322607,,motorway_link,True,False,146.308,,,30,"LINESTRING (3.0452568 36.7131886, 3.0452528 36.7133397, 3.0452972 36.7134087, 3.0453661 36.7134529, 3.0454797 36.7134821, 3.0460595 36.7135214, 3.0463288 36.713512, 3.04644 36.7135006, 3.0465391 36.713475, 3.0466123 36.7134476)",
26322607,,motorway_link,True,False,25.830000000000002,,,30,"LINESTRING (3.0466123 36.7134476, 3.0466489 36.7133981, 3.0466606 36.713358, 3.0466651 36.7132944, 3.0466186 36.7132353)",
28629959,,motorway_link,True,False,17.214,,,,"LINESTRING (3.0466123 36.7134476, 3.0467496 36.7134123, 3.0467985 36.7134135)",
501082462,Trans - Sahara,motorway,True,False,96.81,RN 1,3,80,"LINESTRING (3.0449879 36.7141254, 3.0449279 36.7143345, 3.04473 36.7149711)",
33104218,Rue des Frères Zoutal,residential,False,True,164.747,,,,"LINESTRING (3.0518969 36.7151553, 3.0531451 36.716248)",
26322998,Rue Arab Sid Ahmed,primary,False,False,63.403000000000006,RN 63,,,"LINESTRING (3.0518969 36.7151553, 3.0514301 36.7153346, 3.0512593 36.7154078)",
26322998,Rue Arab Sid Ahmed,primary,False,True,69.753,RN 63,,,"LINESTRING (3.0518969 36.7151553, 3.0522321 36.7150329, 3.0526358 36.7149586)",
26322998,Rue Arab Sid Ahmed,primary,False,False,51.489,RN 63,,,"LINESTRING (3.0509379 36.7155536, 3.0504248 36.7157663)",
26322998,Rue Arab Sid Ahmed,primary,False,True,32.917,RN 63,,,"LINESTRING (3.0509379 36.7155536, 3.0512593 36.7154078)",
30253389,Rue Frères Boussou,residential,False,True,55.944,,,,"LINESTRING (3.0509379 36.7155536, 3.050634 36.7151134)",
26322998,Rue Arab Sid Ahmed,primary,False,False,11.403,RN 63,,,"LINESTRING (3.0504248 36.7157663, 3.0503129 36.715816)",
26322998,Rue Arab Sid Ahmed,primary,False,True,51.489,RN 63,,,"LINESTRING (3.0504248 36.7157663, 3.0509379 36.7155536)",
479428083,Rue Oubaïd Ahcene,residential,True,False,56.622,,,,"LINESTRING (3.0504248 36.7157663, 3.0501354 36.715313)",
