osmid,ref,highway,oneway,reversed,length,geometry,junction,lanes
72500785,CW 71,secondary,False,False,141.18,"LINESTRING (-1.3774431 35.0437157, -1.3770756 35.0438002, -1.3766907 35.0438837, -1.3761355 35.0440122, -1.3759491 35.0440561)",,
72500785,CW 71,secondary,False,True,149.03,"LINESTRING (-1.3774431 35.0437157, -1.3778119 35.0436312, -1.378241 35.0435323, -1.3785428 35.0434544, -1.3790175 35.043349)",,
72500790,,secondary,True,False,19.932000000000002,"LINESTRING (-1.3709327 35.045192, -1.3709027 35.0452295, -1.3708953 35.0452739, -1.3709122 35.0453165, -1.3709499 35.045349)",roundabout,
72500790,,secondary,True,False,11.635000000000002,"LINESTRING (-1.3709499 35.045349, -1.3709725 35.0453587, -1.3709971 35.0453644, -1.3710226 35.0453658, -1.371048 35.0453629, -1.371072 35.0453558)",roundabout,
72500791,CW 71,secondary,True,False,19.479,"LINESTRING (-1.3709499 35.045349, -1.3709748 35.0454188, -1.3709967 35.0454778, -1.3710192 35.0455142)",,
228837030,,residential,False,True,59.451,"LINESTRING (-1.3710916 35.0458326, -1.3717191 35.0456845)",,
317593606,CW 38A,secondary,False,False,36.013,"LINESTRING (-1.3710916 35.0458326, -1.3710192 35.0455142)",,
317593606,CW 38A,secondary,False,True,133.91,"LINESTRING (-1.3710916 35.0458326, -1.3714345 35.0470037)",,
72500767,CW 71,secondary,False,False,58.016000000000005,"LINESTRING (-1.3710916 35.0458326, -1.3709364 35.0458625, -1.370477 35.0459702)",,2
72500767,CW 71,secondary,False,True,11.547,"LINESTRING (-1.3694635 35.046196, -1.3695864 35.0461703)",,2
72500767,CW 71,secondary,False,False,72.281,"LINESTRING (-1.3694635 35.046196, -1.3694112 35.0462191, -1.3693884 35.0462487, -1.3693897 35.0463124, -1.369404 35.0463946, -1.3695265 35.0468021)",,2
463441186,,residential,False,True,47.267,"LINESTRING (-1.3699015 35.048105, -1.3700244 35.048518)",,
72500767,CW 71,secondary,False,True,82.80499999999999,"LINESTRING (-1.3699015 35.048105, -1.3698202 35.0477957, -1.3697863 35.0476845, -1.3697444 35.047536, -1.3697009 35.0473787)",,2
463442486,CW 71,secondary,False,False,95.33,"LINESTRING (-1.3699015 35.048105, -1.3694152 35.0481503, -1.3688615 35.0482054)",,2
72500790,,secondary,True,False,8.203,"LINESTRING (-1.371072 35.0453558, -1.3711083 35.045334, -1.3711326 35.0453029)",roundabout,
699818280,,residential,False,True,59.517,"LINESTRING (-1.3726768 35.0509906, -1.373315 35.0508743)",,
317593606,CW 38A,secondary,False,False,59.956999999999994,"LINESTRING (-1.3726768 35.0509906, -1.3726097 35.050681, -1.37254 35.0504636)",,
272530552,CW 38,secondary,True,False,6.858,"LINESTRING (-1.3709657 35.0450709, -1.3709488 35.045131)",,
72500785,CW 71,secondary,False,True,133.304,"LINESTRING (-1.3713424 35.0451266, -1.3715436 35.0450739, -1.3717595 35.045019, -1.3719177 35.0449762, -1.3722181 35.0449015, -1.3724716 35.0448444, -1.3727435 35.0447787)",,
72500792,CW 71,secondary,True,False,23.315,"LINESTRING (-1.3713424 35.0451266, -1.3712305 35.0451387, -1.3711683 35.0451576, -1.3711039 35.045192)",,
72500790,,secondary,True,False,13.332,"LINESTRING (-1.3711326 35.0453029, -1.3711413 35.0452738, -1.371139 35.0452438, -1.3711262 35.0452158, -1.3711039 35.045192)",roundabout,
310789131,,secondary,True,False,27.406,"LINESTRING (-1.3711326 35.0453029, -1.3712372 35.0452222, -1.3712837 35.0451842, -1.3713424 35.0451266)",,
228836822,,residential,False,False,26.692,"LINESTRING (-1.378691 35.0490527, -1.3784103 35.0491221)",,
310775628,,residential,False,False,166.847,"LINESTRING (-1.378691 35.0490527, -1.3768993 35.0487365)",,
708707358,,residential,False,False,7.36,"LINESTRING (-1.378691 35.0490527, -1.3787706 35.0490411)",,
228836822,,residential,False,True,56.995,"LINESTRING (-1.37254 35.0504636, -1.3731415 35.0503213)",,
317593606,CW 38A,secondary,False,False,134.708,"LINESTRING (-1.37254 35.0504636, -1.3721654 35.0492916)",,
701470182,,unclassified,False,False,63.66,"LINESTRING (-1.37254 35.0504636, -1.3718655 35.0506148)",,
317593606,CW 38A,secondary,False,True,59.956999999999994,"LINESTRING (-1.37254 35.0504636, -1.3726097 35.050681, -1.3726768 35.0509906)",,
463441186,,residential,False,False,42.815,"LINESTRING (-1.3707859 35.0508626, -1.3706645 35.0504906)",,
701470182,,unclassified,False,True,51.618,"LINESTRING (-1.3707859 35.0508626, -1.3713216 35.0507104)",,
463441183,,unclassified,False,True,122.00200000000001,"LINESTRING (-1.3707859 35.0508626, -1.3705264 35.050966, -1.3695848 35.0513494)",,
310775609,,residential,False,False,110.856,"LINESTRING (-1.3752477 35.0472437, -1.3749727 35.0462725)",,
310775609,,residential,False,True,37.77,"LINESTRING (-1.3752477 35.0472437, -1.3753667 35.0475691)",,
463120114,,residential,False,False,50.365,"LINESTRING (-1.3752477 35.0472437, -1.374711 35.0473537)",,
463120114,,residential,False,True,54.816,"LINESTRING (-1.3752477 35.0472437, -1.375837 35.0471424)",,
463441217,,residential,False,False,30.018,"LINESTRING (-1.3791584 35.048647, -1.3790719 35.0489075)",,
708717036,,residential,False,False,56.297,"LINESTRING (-1.3791584 35.048647, -1.3788808 35.0489182, -1.3787706 35.0490411)",,
310775601,,residential,False,True,43.743,"LINESTRING (-1.3759867 35.0442783, -1.3755206 35.0443739)",,
463120121,,residential,False,False,47.567,"LINESTRING (-1.3759867 35.0442783, -1.3764926 35.0441713)",,
463441176,,residential,False,False,24.944,"LINESTRING (-1.3759867 35.0442783, -1.3759491 35.0440561)",,
463441176,,residential,False,True,55.434,"LINESTRING (-1.3759867 35.0442783, -1.3761431 35.0447601)",,
