osmid,highway,oneway,reversed,length,ref,geometry,access,name,maxspeed
1148545067,residential,False,False,9.513,,"LINESTRING (4.8361568 36.3187775, 4.8361749 36.3186932)",,,
1148545064,primary,False,False,79.148,RN 76,"LINESTRING (4.8361568 36.3187775, 4.8363146 36.3188532, 4.8364541 36.3189932, 4.8366226 36.3190633, 4.8366899 36.3191315, 4.8367945 36.3192487)",,,
1148545064,primary,False,True,95.23400000000001,RN 76,"LINESTRING (4.8361568 36.3187775, 4.8357187 36.3187087, 4.8351969 36.318444)",,,
246204575,residential,False,True,206.574,,"LINESTRING (4.8405849 36.3165612, 4.8403474 36.3163982, 4.8403072 36.3162763, 4.840287 36.3161644, 4.840235 36.3160891, 4.8401896 36.3160635, 4.840158 36.3160612, 4.8401248 36.3160675, 4.8400895 36.3161086, 4.8400047 36.3161215, 4.8399602 36.316123, 4.8399324 36.3161241, 4.8398584 36.3161522, 4.8395779 36.3162888, 4.8393607 36.3164566, 4.8392482 36.3165354, 4.8391549 36.3165548, 4.8389807 36.3165344, 4.8388687 36.3165103)",destination,,
"[1148545062, 1148545063]",primary,False,False,135.13,RN 76,"LINESTRING (4.8405849 36.3165612, 4.8407295 36.3166598, 4.841081 36.3168979, 4.8411955 36.3169525, 4.841283 36.3169837, 4.8414251 36.3169775, 4.8415699 36.3169135, 4.8416796 36.3168889, 4.8418779 36.3168344)",,,
"[1148545064, 1148545063]",primary,False,True,356.37999999999994,RN 76,"LINESTRING (4.8405849 36.3165612, 4.8404756 36.3165288, 4.8403868 36.3165386, 4.8403331 36.3165667, 4.8402785 36.3166163, 4.840241 36.3167237, 4.8402345 36.3168193, 4.8402439 36.3169792, 4.8402551 36.3171797, 4.8402564 36.3172694, 4.8401586 36.3174595, 4.8401089 36.3175514, 4.8400425 36.3176215, 4.8399493 36.3177632, 4.8397992 36.3178818, 4.839665 36.317935, 4.8394771 36.3179659, 4.8393143 36.3180643, 4.8392648 36.3181127, 4.839171 36.3182083, 4.8390414 36.3183313, 4.838706 36.3185164, 4.8382942 36.3187848)",,,
293015636,secondary,False,True,259.5540000000001,,"LINESTRING (4.8351969 36.318444, 4.8349178 36.3184702, 4.8347557 36.3184631, 4.8346625 36.3184495, 4.8345873 36.318402, 4.8345387 36.3183505, 4.8343368 36.3179977, 4.8341882 36.3177143, 4.8341342 36.3176204, 4.8340382 36.3175755, 4.8339683 36.31763, 4.8338502 36.31771, 4.8336116 36.317885, 4.8334238 36.3180104, 4.8332199 36.3180795, 4.8331802 36.3180852)",,,
1148545064,primary,False,False,95.23400000000001,RN 76,"LINESTRING (4.8351969 36.318444, 4.8357187 36.3187087, 4.8361568 36.3187775)",,,
1148545064,primary,False,True,1187.356,RN 76,"LINESTRING (4.8351969 36.318444, 4.8350072 36.3183687, 4.8348319 36.3182546, 4.8347359 36.3181494, 4.8346748 36.3178255, 4.8346409 36.3174245, 4.8345963 36.317247, 4.834564 36.3171526, 4.8344533 36.3170529, 4.8342574 36.3170467, 4.8340317 36.3171328, 4.8336684 36.3172874, 4.8333045 36.3173754, 4.8330696 36.3173785, 4.8328876 36.3173221, 4.8326237 36.3171482, 4.8319647 36.3166629, 4.8318138 36.3165511, 4.8316647 36.3165081, 4.8314002 36.3164537, 4.8310089 36.316469, 4.8305567 36.3165191, 4.8303247 36.3164834, 4.8298847 36.316325, 4.8296391 36.316172, 4.829521 36.3160448, 4.8294688 36.3158534, 4.8294396 36.315686, 4.8294018 36.3156082, 4.8293414 36.3155423, 4.8292032 36.315484, 4.8289718 36.3153667, 4.8288757 36.3152769, 4.8288331 36.3151665, 4.8288399 36.3150744, 4.8288855 36.3149912, 4.8289544 36.3149413, 4.8290799 36.3148939, 4.8291792 36.3149036, 4.8292424 36.3149292, 4.8293609 36.3150492, 4.8295099 36.3151932, 4.8296549 36.3153103, 4.8297714 36.3153798, 4.8300025 36.3153861, 4.8303564 36.3153543, 4.832587 36.3150777)",,,
293015636,secondary,False,False,259.554,,"LINESTRING (4.8331802 36.3180852, 4.8332199 36.3180795, 4.8334238 36.3180104, 4.8336116 36.317885, 4.8338502 36.31771, 4.8339683 36.31763, 4.8340382 36.3175755, 4.8341342 36.3176204, 4.8341882 36.3177143, 4.8343368 36.3179977, 4.8345387 36.3183505, 4.8345873 36.318402, 4.8346625 36.3184495, 4.8347557 36.3184631, 4.8349178 36.3184702, 4.8351969 36.318444)",,,
246204575,residential,False,False,428.30300000000005,,"LINESTRING (4.832587 36.3150777, 4.8325862 36.3151252, 4.8327633 36.3152002, 4.8328889 36.3153561, 4.8331 36.3156358, 4.8331603 36.3157232, 4.8332676 36.3158053, 4.8333641 36.3157923, 4.8335993 36.3156242, 4.8338394 36.3154811, 4.8340794 36.3153844, 4.8343195 36.3153534, 4.8344531 36.3153169, 4.8345443 36.3153212, 4.8347372 36.3155198, 4.8347996 36.3156823, 4.8348861 36.3157945, 4.8352107 36.3160011, 4.835355 36.3161269, 4.835455 36.3162945, 4.8355554 36.3165564, 4.8356342 36.3166137, 4.8356841 36.3166868, 4.8357167 36.3167298)",destination,,
1148545064,primary,False,False,1187.356,RN 76,"LINESTRING (4.832587 36.3150777, 4.8303564 36.3153543, 4.8300025 36.3153861, 4.8297714 36.3153798, 4.8296549 36.3153103, 4.8295099 36.3151932, 4.8293609 36.3150492, 4.8292424 36.3149292, 4.8291792 36.3149036, 4.8290799 36.3148939, 4.8289544 36.3149413, 4.8288855 36.3149912, 4.8288399 36.3150744, 4.8288331 36.3151665, 4.8288757 36.3152769, 4.8289718 36.3153667, 4.8292032 36.315484, 4.8293414 36.3155423, 4.8294018 36.3156082, 4.8294396 36.315686, 4.8294688 36.3158534, 4.829521 36.3160448, 4.8296391 36.316172, 4.8298847 36.316325, 4.8303247 36.3164834, 4.8305567 36.3165191, 4.8310089 36.316469, 4.8314002 36.3164537, 4.8316647 36.3165081, 4.8318138 36.3165511, 4.8319647 36.3166629, 4.8326237 36.3171482, 4.8328876 36.3173221, 4.8330696 36.3173785, 4.8333045 36.3173754, 4.8336684 36.3172874, 4.8340317 36.3171328, 4.8342574 36.3170467, 4.8344533 36.3170529, 4.834564 36.3171526, 4.8345963 36.317247, 4.8346409 36.3174245, 4.8346748 36.3178255, 4.8347359 36.3181494, 4.8348319 36.3182546, 4.8350072 36.3183687, 4.8351969 36.318444)",,,
246204575,residential,False,False,143.078,,"LINESTRING (4.8357167 36.3167298, 4.8358187 36.3166476, 4.8358916 36.3166195, 4.8364629 36.3166383, 4.8368272 36.3166688, 4.837005 36.3167017, 4.8371828 36.3168144, 4.8372073 36.316819)",destination,,
246204575,residential,False,True,428.30299999999994,,"LINESTRING (4.8357167 36.3167298, 4.8356841 36.3166868, 4.8356342 36.3166137, 4.8355554 36.3165564, 4.835455 36.3162945, 4.835355 36.3161269, 4.8352107 36.3160011, 4.8348861 36.3157945, 4.8347996 36.3156823, 4.8347372 36.3155198, 4.8345443 36.3153212, 4.8344531 36.3153169, 4.8343195 36.3153534, 4.8340794 36.3153844, 4.8338394 36.3154811, 4.8335993 36.3156242, 4.8333641 36.3157923, 4.8332676 36.3158053, 4.8331603 36.3157232, 4.8331 36.3156358, 4.8328889 36.3153561, 4.8327633 36.3152002, 4.8325862 36.3151252, 4.832587 36.3150777)",destination,,
1148531261,residential,False,False,136.911,,"LINESTRING (4.8357167 36.3167298, 4.8357385 36.3169795, 4.8358244 36.3171934, 4.8358405 36.3173469, 4.8357305 36.3175133, 4.8356688 36.3176451, 4.8356413 36.3176878, 4.8356876 36.317777, 4.8357144 36.3178407, 4.8357627 36.3178872)",,,
246204575,residential,False,False,47.574,,"LINESTRING (4.8383655 36.3163858, 4.8386171 36.3164774, 4.8388687 36.3165103)",destination,,
246204575,residential,False,True,120.595,,"LINESTRING (4.8383655 36.3163858, 4.8382288 36.3163491, 4.8380833 36.3164868, 4.8379786 36.316535, 4.8378556 36.3165683, 4.837734 36.3166226, 4.8376506 36.3166766, 4.8375344 36.3167274, 4.8374335 36.316758, 4.8372883 36.3168112, 4.8372073 36.316819)",destination,,
246320914,residential,False,False,152.978,,"LINESTRING (4.8383655 36.3163858, 4.8382816 36.3165887, 4.8380885 36.3168394, 4.8379759 36.3170296, 4.83789 36.3170901, 4.8377774 36.3172198, 4.8377317 36.317383, 4.8377504 36.3175543, 4.8377224 36.317617)",,,
246204575,residential,False,False,206.574,,"LINESTRING (4.8388687 36.3165103, 4.8389807 36.3165344, 4.8391549 36.3165548, 4.8392482 36.3165354, 4.8393607 36.3164566, 4.8395779 36.3162888, 4.8398584 36.3161522, 4.8399324 36.3161241, 4.8399602 36.316123, 4.8400047 36.3161215, 4.8400895 36.3161086, 4.8401248 36.3160675, 4.840158 36.3160612, 4.8401896 36.3160635, 4.840235 36.3160891, 4.840287 36.3161644, 4.8403072 36.3162763, 4.8403474 36.3163982, 4.8405849 36.3165612)",destination,,
246204575,residential,False,True,47.574,,"LINESTRING (4.8388687 36.3165103, 4.8386171 36.3164774, 4.8383655 36.3163858)",destination,,
246204575,residential,False,False,120.595,,"LINESTRING (4.8372073 36.316819, 4.8372883 36.3168112, 4.8374335 36.316758, 4.8375344 36.3167274, 4.8376506 36.3166766, 4.837734 36.3166226, 4.8378556 36.3165683, 4.8379786 36.316535, 4.8380833 36.3164868, 4.8382288 36.3163491, 4.8383655 36.3163858)",destination,,
