osmid,name,highway,oneway,reversed,length,junction,geometry,lanes,ref,maxspeed
87690972,Ramla,unclassified,False,True,20.039,,"LINESTRING (-1.8620148 35.0940786, -1.8621152 35.094239)",,,
87938647,,unclassified,True,False,25.901,,"LINESTRING (-1.8620148 35.0940786, -1.861929 35.0938565)",,,
87938642,,unclassified,True,False,23.909,,"LINESTRING (-1.861842 35.0939166, -1.8620148 35.0940786)",,,
87690986,Rond point Ramla,unclassified,True,False,10.879,roundabout,"LINESTRING (-1.861842 35.0939166, -1.8618795 35.0939055, -1.8619104 35.0938863, -1.861929 35.0938565)",,,
468367812,,unclassified,False,True,8.316,,"LINESTRING (-1.8578289 35.0939166, -1.8579036 35.0939597)",,,
93888357,,residential,False,True,79.638,,"LINESTRING (-1.8590498 35.0946305, -1.8596567 35.0941144)",,,
468367812,,unclassified,False,False,38.056,,"LINESTRING (-1.8590498 35.0946305, -1.8590253 35.0946166, -1.8587645 35.0944692, -1.8587063 35.0944352)",,,
468367822,,unclassified,False,True,33.603,,"LINESTRING (-1.8590498 35.0946305, -1.8592138 35.0946842, -1.859404 35.0947095)",,,
87690986,Rond point Ramla,unclassified,True,False,17.809,roundabout,"LINESTRING (-1.861929 35.0938565, -1.8619246 35.0937393, -1.8619238 35.0936964)",,,
87690986,Rond point Ramla,unclassified,True,False,11.95,roundabout,"LINESTRING (-1.8618903 35.093641, -1.86185 35.0936366, -1.8618312 35.0936402, -1.8618178 35.0936487, -1.8617939 35.0936887)",,,
87925372,,unclassified,True,False,43.853,,"LINESTRING (-1.8618903 35.093641, -1.8617535 35.0934578, -1.8616322 35.093308)",,,
87690986,Rond point Ramla,unclassified,True,False,15.826,roundabout,"LINESTRING (-1.8617939 35.0936887, -1.8617502 35.0937731, -1.861728 35.0938204)",,,
87938626,,unclassified,False,False,38.468,,"LINESTRING (-1.8614866 35.0930951, -1.8614935 35.0930282, -1.8615023 35.0929797, -1.8615177 35.0928693, -1.8615254 35.0928057, -1.8615407 35.0927524)",,,
87938641,,unclassified,True,False,23.357,,"LINESTRING (-1.8614866 35.0930951, -1.8614772 35.0931851, -1.8614933 35.0933041)",,,
87938626,,unclassified,False,True,85.721,,"LINESTRING (-1.8619301 35.0895318, -1.8620279 35.0898527, -1.8620537 35.0899746, -1.8620725 35.0900668, -1.862082 35.0901466, -1.86208 35.0902031, -1.8620666 35.0902887)",,,
256131740,,residential,False,True,37.94799999999999,,"LINESTRING (-1.8619301 35.0895318, -1.8617672 35.0895489, -1.8616257 35.0895649, -1.8615159 35.0895703)",,,
87690972,Ramla,unclassified,False,True,12.222,,"LINESTRING (-1.8629061 35.0952656, -1.8629695 35.0953625)",,,
87690972,Ramla,unclassified,False,False,58.69,,"LINESTRING (-1.8629061 35.0952656, -1.8628049 35.0951399, -1.8625618 35.0948193)",,,
1216222961,,residential,False,False,57.786,,"LINESTRING (-1.8629061 35.0952656, -1.8632153 35.0950022, -1.8633594 35.0949024)",,,
87938620,,residential,False,False,21.061,,"LINESTRING (-1.8621644 35.0934053, -1.8623688 35.0933164)",,,
93572493,,residential,False,False,75.395,,"LINESTRING (-1.8621644 35.0934053, -1.861827 35.092786)",,,
"[87938620, 87938604]",,residential,False,True,33.815,,"LINESTRING (-1.8621644 35.0934053, -1.8620521 35.0935095, -1.8619532 35.0936535)",,,
731223407,,residential,False,True,9.607,,"LINESTRING (-1.8638868 35.0928139, -1.8637861 35.0927879)",,,
