osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,access
317583807,True,Rue Belhamissi Tahar,residential,False,58.962,,,,"LINESTRING (0.9185888 35.9621145, 0.9182697 35.9625776)",
205338233,False,شارع الشهداء,primary,False,102.02799999999999,2,RN 4,50,"LINESTRING (0.9185888 35.9621145, 0.9191821 35.9623871, 0.9195747 35.9625674)",
205338233,False,شارع الشهداء,primary,True,98.685,2,RN 4,50,"LINESTRING (0.9185888 35.9621145, 0.9181178 35.9618963, 0.9178399 35.9617675, 0.9176372 35.9616736)",
205338233,False,شارع الشهداء,primary,True,115.86800000000001,2,RN 4,50,"LINESTRING (0.9220631 35.9637216, 0.9214158 35.9634195, 0.9211016 35.9632729, 0.9209478 35.9632011)",
206275597,False,Rue Tartag Mohamed,residential,True,202.049,,,,"LINESTRING (0.9220631 35.9637216, 0.9227323 35.9626941, 0.9231074 35.9621131)",
206275667,False,Rue Mokrane Ahmed,residential,False,50.0,,,,"LINESTRING (0.9192525 35.9586203, 0.919762 35.9587995)",
317697528,False,Rue Kadda Boualem,primary,False,55.818,,RN 90,,"LINESTRING (0.9192525 35.9586203, 0.9189319 35.95905)",
317697528,False,Rue Kadda Boualem,primary,True,14.723,,RN 90,,"LINESTRING (0.9192525 35.9586203, 0.9192504 35.9584879)",
205338233,False,شارع الشهداء,primary,False,50.033,2,RN 4,50,"LINESTRING (0.9164912 35.9611328, 0.9169687 35.9613632)",
205338233,False,شارع الشهداء,primary,True,100.039,2,RN 4,50,"LINESTRING (0.9164912 35.9611328, 0.9155188 35.960697)",
309630846,True,شارع بلكودية معمر,residential,False,59.971,,,,"LINESTRING (0.9164912 35.9611328, 0.9161677 35.9616043)",
308483741,False,شارع تواتي أحمد,primary,True,60.155,,RN 90,,"LINESTRING (0.9164912 35.9611328, 0.916802 35.9606894, 0.9168182 35.9606611)",
205342356,False,Cité Reguieg Abdelkader,residential,True,46.634,,,,"LINESTRING (0.9127434 35.9621034, 0.9129975 35.9617379)",
496935427,False,شارع محمد عبدو,tertiary,False,41.99,2,,50,"LINESTRING (0.9127434 35.9621034, 0.9131546 35.9622818)",
496935427,False,شارع محمد عبدو,tertiary,False,97.273,2,,50,"LINESTRING (0.9131546 35.9622818, 0.9140963 35.9627111)",
496935427,False,شارع محمد عبدو,tertiary,True,41.99,2,,50,"LINESTRING (0.9131546 35.9622818, 0.9127434 35.9621034)",
205342383,False,Rue Othmani Abdelkader,residential,True,222.335,,,,"LINESTRING (0.9140963 35.9627111, 0.9128615 35.9644429)",
309630843,True,Rue Othmani Abdelkader,residential,False,61.809,,,,"LINESTRING (0.9140963 35.9627111, 0.9144349 35.9622275)",
496935427,False,شارع محمد عبدو,tertiary,False,98.609,2,,50,"LINESTRING (0.9140963 35.9627111, 0.9150396 35.9631622)",
496935427,False,شارع محمد عبدو,tertiary,True,97.273,2,,50,"LINESTRING (0.9140963 35.9627111, 0.9131546 35.9622818)",
496935427,False,شارع محمد عبدو,tertiary,True,98.609,2,,50,"LINESTRING (0.9150396 35.9631622, 0.9140963 35.9627111)",
668988371,False,Rue Belkoudia Maamar,residential,True,97.534,,,,"LINESTRING (0.9150396 35.9631622, 0.9145224 35.963933)",
496935427,False,شارع محمد عبدو,tertiary,False,61.425999999999995,2,,50,"LINESTRING (0.9150396 35.9631622, 0.91563 35.9634267, 0.9156331 35.9634324)",
205346070,False,Rue Belhadj Tami,residential,True,98.719,,,,"LINESTRING (0.9162219 35.9636943, 0.9156798 35.9644661)",
311401692,True,شارع بلحاج تامي,residential,False,99.945,2,,,"LINESTRING (0.9162219 35.9636943, 0.9167696 35.9629124)",
496935427,False,شارع محمد عبدو,tertiary,False,100.156,2,,50,"LINESTRING (0.9162219 35.9636943, 0.9171829 35.9641485)",
496935427,False,شارع محمد عبدو,tertiary,True,60.467,2,,50,"LINESTRING (0.9162219 35.9636943, 0.9156331 35.9634324)",
311401688,False,Rue Belhamissi Tahar,residential,False,37.282,,,,"LINESTRING (0.9171829 35.9641485, 0.9169767 35.9644393)",
496935427,False,شارع محمد عبدو,tertiary,False,99.935,2,,50,"LINESTRING (0.9171829 35.9641485, 0.9181477 35.9645934)",
496935427,False,شارع محمد عبدو,tertiary,True,100.156,2,,50,"LINESTRING (0.9171829 35.9641485, 0.9162219 35.9636943)",
205346069,False,Rue Touili Benamar,residential,False,36.245,,,,"LINESTRING (0.9181477 35.9645934, 0.917947 35.964876)",
205346071,True,شارع طويلي بن عمار,residential,False,37.016,,,,"LINESTRING (0.9181477 35.9645934, 0.9183514 35.9643042)",
496935427,False,شارع محمد عبدو,tertiary,False,117.301,2,,50,"LINESTRING (0.9181477 35.9645934, 0.9192777 35.9651191)",
496935427,False,شارع محمد عبدو,tertiary,True,99.935,2,,50,"LINESTRING (0.9181477 35.9645934, 0.9171829 35.9641485)",
496935427,False,شارع محمد عبدو,tertiary,True,117.301,2,,50,"LINESTRING (0.9192777 35.9651191, 0.9181477 35.9645934)",
206345918,False,,residential,True,46.573,,,,"LINESTRING (0.9192447 35.9581174, 0.9197513 35.9582027)",
317697528,False,Rue Kadda Boualem,primary,False,41.201,,RN 90,,"LINESTRING (0.9192447 35.9581174, 0.9192504 35.9584879)",
317697528,False,Rue Kadda Boualem,primary,True,22.897,,RN 90,,"LINESTRING (0.9192447 35.9581174, 0.9192481 35.9579115)",
206275645,False,Rue Belouadani Ahmed,residential,True,60.535,,,,"LINESTRING (0.9125388 35.9593154, 0.912872 35.9588425)",
205338233,False,شارع الشهداء,primary,False,71.20599999999999,2,RN 4,50,"LINESTRING (0.9125388 35.9593154, 0.9126527 35.9593687, 0.9129384 35.9595023, 0.9132238 35.9596358)",
205338233,False,شارع الشهداء,primary,False,10.005,2,RN 4,50,"LINESTRING (0.9132238 35.9596358, 0.9133202 35.9596806)",
205338233,False,شارع الشهداء,primary,True,71.20599999999999,2,RN 4,50,"LINESTRING (0.9132238 35.9596358, 0.9129384 35.9595023, 0.9126527 35.9593687, 0.9125388 35.9593154)",
309492676,False,Rue Dahmane Mohamed,residential,False,25.551000000000002,,,,"LINESTRING (0.9126158 35.9600188, 0.9128206 35.9601101, 0.9128645 35.9601296)",
205342385,True,,residential,False,63.724,,,,"LINESTRING (0.9128645 35.9601296, 0.9132238 35.9596358)",
309492676,False,Rue Dahmane Mohamed,residential,False,98.131,,,,"LINESTRING (0.9128645 35.9601296, 0.9130067 35.960191, 0.9132083 35.9602781, 0.9134011 35.9603614, 0.9135854 35.960441, 0.9138264 35.9605451)",
309492676,False,Rue Dahmane Mohamed,residential,True,25.551000000000002,,,,"LINESTRING (0.9128645 35.9601296, 0.9128206 35.9601101, 0.9126158 35.9600188)",
205338233,False,شارع الشهداء,primary,False,100.453,2,RN 4,50,"LINESTRING (0.9145475 35.960252, 0.9155188 35.960697)",
205342379,True,Rue Benkahla Menaouer,residential,False,59.504,,,,"LINESTRING (0.9145475 35.960252, 0.9142376 35.9607247)",
205338233,False,شارع الشهداء,primary,True,127.43199999999999,2,RN 4,50,"LINESTRING (0.9145475 35.960252, 0.9141591 35.9600702, 0.9133202 35.9596806)",
309492676,False,Rue Dahmane Mohamed,residential,False,42.054,,,,"LINESTRING (0.9138264 35.9605451, 0.9142376 35.9607247)",
205342356,False,Cité Reguieg Abdelkader,residential,False,87.982,,,,"LINESTRING (0.9138264 35.9605451, 0.913694 35.9607337, 0.9134812 35.9610418, 0.9133471 35.9612347)",
309492676,False,Rue Dahmane Mohamed,residential,True,98.131,,,,"LINESTRING (0.9138264 35.9605451, 0.9135854 35.960441, 0.9134011 35.9603614, 0.9132083 35.9602781, 0.9130067 35.960191, 0.9128645 35.9601296)",
205338233,False,شارع الشهداء,primary,False,100.039,2,RN 4,50,"LINESTRING (0.9155188 35.960697, 0.9164912 35.9611328)",
205338233,False,شارع الشهداء,primary,True,100.453,2,RN 4,50,"LINESTRING (0.9155188 35.960697, 0.9145475 35.960252)",
317413665,True,Rue Colonnel Amirouche,residential,False,62.344,,,,"LINESTRING (0.9155188 35.960697, 0.9158629 35.9602104)",
205342379,True,Rue Benkahla Menaouer,residential,False,54.267,,,,"LINESTRING (0.9142376 35.9607247, 0.9139421 35.9611501)",
309492676,False,Rue Dahmane Mohamed,residential,True,42.054,,,,"LINESTRING (0.9142376 35.9607247, 0.9138264 35.9605451)",
309492678,True,شارع دحمان محمد,residential,False,98.897,2,,30,"LINESTRING (0.9142376 35.9607247, 0.9151974 35.9611577)",
309492678,True,شارع دحمان محمد,residential,False,100.462,2,,30,"LINESTRING (0.9151974 35.9611577, 0.9161677 35.9616043)",
309630843,True,Rue Othmani Abdelkader,residential,False,58.831,,,,"LINESTRING (0.9151974 35.9611577, 0.9155188 35.960697)",
205342356,False,Cité Reguieg Abdelkader,residential,False,64.193,,,,"LINESTRING (0.9133471 35.9612347, 0.9130855 35.9616113, 0.9129975 35.9617379)",
205342356,False,Cité Reguieg Abdelkader,residential,True,87.982,,,,"LINESTRING (0.9133471 35.9612347, 0.9134812 35.9610418, 0.913694 35.9607337, 0.9138264 35.9605451)",
205338233,False,شارع الشهداء,primary,False,8.62,2,RN 4,50,"LINESTRING (0.9170737 35.9614138, 0.9171569 35.9614522)",
205338233,False,شارع الشهداء,primary,True,10.998,2,RN 4,50,"LINESTRING (0.9170737 35.9614138, 0.9169687 35.9613632)",
315346683,False,شارع العربي بن مهيدي,primary,False,59.033,3,RN 90,,"LINESTRING (0.9170737 35.9614138, 0.9167439 35.9618727)",
206275591,False,Rue Khemisti Mohamed,residential,False,99.935,,,,"LINESTRING (0.9149011 35.9615757, 0.9158572 35.9620327)",
206275591,False,Rue Khemisti Mohamed,residential,True,98.435,,,,"LINESTRING (0.9149011 35.9615757, 0.9139421 35.9611501)",
309630843,True,Rue Othmani Abdelkader,residential,False,53.587,,,,"LINESTRING (0.9149011 35.9615757, 0.9151974 35.9611577)",
309492678,True,شارع دحمان محمد,residential,False,59.834,2,,30,"LINESTRING (0.9161677 35.9616043, 0.9167439 35.9618727)",
309630846,True,شارع بلكودية معمر,residential,False,55.228,,,,"LINESTRING (0.9161677 35.9616043, 0.9158572 35.9620327)",
315346683,False,شارع العربي بن مهيدي,primary,False,100.071,3,RN 90,,"LINESTRING (0.9167439 35.9618727, 0.9161867 35.9626515)",
315346683,False,شارع العربي بن مهيدي,primary,True,59.033,3,RN 90,,"LINESTRING (0.9167439 35.9618727, 0.9170737 35.9614138)",
317706472,True,Rue Belkhenchir Mohamed,residential,False,59.461999999999996,2,,,"LINESTRING (0.9167439 35.9618727, 0.9172875 35.9621191, 0.9173202 35.9621342)",
309630846,True,شارع بلكودية معمر,residential,False,38.466,,,,"LINESTRING (0.9156091 35.9623694, 0.9153931 35.9626679)",
315346682,False,Rue Khelifa Moussaoui,residential,False,60.716,,,,"LINESTRING (0.9156091 35.9623694, 0.9161867 35.9626515)",
315346682,False,Rue Khelifa Moussaoui,residential,True,99.742,,,,"LINESTRING (0.9156091 35.9623694, 0.9146544 35.9619139)",
317583807,True,Rue Belhamissi Tahar,residential,False,53.633,,,,"LINESTRING (0.9182697 35.9625776, 0.9179966 35.9630063)",
317706472,True,Rue Belkhenchir Mohamed,residential,False,101.477,2,,,"LINESTRING (0.9182697 35.9625776, 0.9188863 35.9628558, 0.9192545 35.963022)",
315346682,False,Rue Khelifa Moussaoui,residential,False,59.949,,,,"LINESTRING (0.9161867 35.9626515, 0.9167696 35.9629124)",
315346682,False,Rue Khelifa Moussaoui,residential,True,60.716,,,,"LINESTRING (0.9161867 35.9626515, 0.9156091 35.9623694)",
315346683,False,شارع العربي بن مهيدي,primary,False,100.112,3,RN 90,,"LINESTRING (0.9161867 35.9626515, 0.9156331 35.9634324)",
315346683,False,شارع العربي بن مهيدي,primary,True,100.071,3,RN 90,,"LINESTRING (0.9161867 35.9626515, 0.9167439 35.9618727)",
205346071,True,شارع طويلي بن عمار,residential,False,58.187,,,,"LINESTRING (0.9192545 35.963022, 0.9193371 35.9629048, 0.9195747 35.9625674)",
315346683,False,شارع العربي بن مهيدي,primary,False,97.956,3,RN 90,,"LINESTRING (0.9156331 35.9634324, 0.9150995 35.9642002)",
315346683,False,شارع العربي بن مهيدي,primary,True,100.112,3,RN 90,,"LINESTRING (0.9156331 35.9634324, 0.9161867 35.9626515)",
496935427,False,شارع محمد عبدو,tertiary,False,60.467,2,,50,"LINESTRING (0.9156331 35.9634324, 0.9162219 35.9636943)",
496935427,False,شارع محمد عبدو,tertiary,True,61.425999999999995,2,,50,"LINESTRING (0.9156331 35.9634324, 0.91563 35.9634267, 0.9150396 35.9631622)",
205346057,False,Rue Hadjeras Abdelkader,residential,False,60.015,,,,"LINESTRING (0.9150995 35.9642002, 0.9156798 35.9644661)",
205346057,False,Rue Hadjeras Abdelkader,residential,True,59.836,,,,"LINESTRING (0.9150995 35.9642002, 0.9145224 35.963933)",
315346683,False,شارع العربي بن مهيدي,primary,False,127.157,3,RN 90,,"LINESTRING (0.9150995 35.9642002, 0.9143807 35.9651847)",
315346683,False,شارع العربي بن مهيدي,primary,True,97.956,3,RN 90,,"LINESTRING (0.9150995 35.9642002, 0.9156331 35.9634324)",
205346067,False,Rue Fellah Bouabdallah,residential,False,58.258,,,,"LINESTRING (0.9143807 35.9651847, 0.9138335 35.9649048)",
315346683,False,شارع العربي بن مهيدي,primary,True,127.157,3,RN 90,,"LINESTRING (0.9143807 35.9651847, 0.9150995 35.9642002)",
205338233,False,شارع الشهداء,primary,True,49.747,2,RN 4,50,"LINESTRING (0.9176372 35.9616736, 0.9171569 35.9614522)",
206275628,True,Rue Kahal Bouabdellah,residential,False,60.164,,,,"LINESTRING (0.9176372 35.9616736, 0.9179662 35.9612026)",
205338233,False,شارع الشهداء,primary,False,98.685,2,RN 4,50,"LINESTRING (0.9176372 35.9616736, 0.9178399 35.9617675, 0.9181178 35.9618963, 0.9185888 35.9621145)",
315346682,False,Rue Khelifa Moussaoui,residential,False,99.742,,,,"LINESTRING (0.9146544 35.9619139, 0.9156091 35.9623694)",
309630843,True,Rue Othmani Abdelkader,residential,False,43.672999999999995,,,,"LINESTRING (0.9146544 35.9619139, 0.9146755 35.9618837, 0.9149011 35.9615757)",
311401692,True,شارع بلحاج تامي,residential,False,58.627,2,,,"LINESTRING (0.9173202 35.9621342, 0.9176372 35.9616736)",
317706472,True,Rue Belkhenchir Mohamed,residential,False,98.659,2,,,"LINESTRING (0.9173202 35.9621342, 0.9182697 35.9625776)",
205346063,False,Rue Eddrief Abdelkader,residential,False,101.021,2,,,"LINESTRING (0.9170223 35.9625552, 0.9179966 35.9630063)",
311401692,True,شارع بلحاج تامي,residential,False,53.947,2,,,"LINESTRING (0.9170223 35.9625552, 0.9173202 35.9621342)",
205338233,False,شارع الشهداء,primary,False,11.881,2,RN 4,50,"LINESTRING (0.9195747 35.9625674, 0.9196894 35.9626203)",
205338233,False,شارع الشهداء,primary,True,102.02799999999999,2,RN 4,50,"LINESTRING (0.9195747 35.9625674, 0.9191821 35.9623871, 0.9185888 35.9621145)",
206275605,True,Rue Nadour M'hamed,residential,False,61.598,,,,"LINESTRING (0.9195747 35.9625674, 0.9197444 35.9623253, 0.9198414 35.9621813, 0.9199096 35.9620843)",
311401692,True,شارع بلحاج تامي,residential,False,45.77,2,,,"LINESTRING (0.9167696 35.9629124, 0.9170223 35.9625552)",
315346682,False,Rue Khelifa Moussaoui,residential,False,100.785,,,,"LINESTRING (0.9167696 35.9629124, 0.9177396 35.9633653)",
315346682,False,Rue Khelifa Moussaoui,residential,True,59.949,,,,"LINESTRING (0.9167696 35.9629124, 0.9161867 35.9626515)",
205346063,False,Rue Eddrief Abdelkader,residential,False,99.221,2,,,"LINESTRING (0.9179966 35.9630063, 0.9189545 35.963448)",
205346063,False,Rue Eddrief Abdelkader,residential,True,101.021,2,,,"LINESTRING (0.9179966 35.9630063, 0.9170223 35.9625552)",
317583807,True,Rue Belhamissi Tahar,residential,False,46.136,,,,"LINESTRING (0.9179966 35.9630063, 0.9177396 35.9633653)",
205346071,True,شارع طويلي بن عمار,residential,False,15.027,,,,"LINESTRING (0.9191718 35.9631394, 0.9192545 35.963022)",
"[496371405, 205346039]",False,Rue Kerroum Mohamed,residential,"[False, True]",168.394,,,,"LINESTRING (0.9191718 35.9631394, 0.920415 35.9637198, 0.9203528 35.9638075, 0.9201981 35.9640258)",
315346682,False,Rue Khelifa Moussaoui,residential,True,100.785,,,,"LINESTRING (0.9177396 35.9633653, 0.9167696 35.9629124)",
317583807,True,Rue Belhamissi Tahar,residential,False,18.418,,,,"LINESTRING (0.9177396 35.9633653, 0.9176376 35.9635089)",
205346063,False,Rue Eddrief Abdelkader,residential,False,129.054,2,,,"LINESTRING (0.9189545 35.963448, 0.9201981 35.9640258)",
205346063,False,Rue Eddrief Abdelkader,residential,True,99.221,2,,,"LINESTRING (0.9189545 35.963448, 0.9179966 35.9630063)",
205346071,True,شارع طويلي بن عمار,residential,False,39.497,,,,"LINESTRING (0.9189545 35.963448, 0.9191718 35.9631394)",
205346037,False,Rue Khelifa Moussaoui,residential,False,99.606,,,,"LINESTRING (0.9176376 35.9635089, 0.9186005 35.9639505)",
