osmid,highway,oneway,reversed,length,geometry,name,maxspeed,lanes,junction,ref
533157495,residential,False,True,17.583,"LINESTRING (1.8001738 36.2430561, 1.8002373 36.2432057)",,,,,
103151338,residential,False,False,29.951,"LINESTRING (1.810821 36.2453913, 1.810866 36.2451244)",,,,,
103151338,residential,False,True,214.882,"LINESTRING (1.810821 36.2453913, 1.8107073 36.2461912, 1.8106268 36.246721, 1.8105732 36.247313)",,,,,
205404913,residential,False,False,60.794999999999995,"LINESTRING (1.810821 36.2453913, 1.8101745 36.2454459, 1.8101693 36.2454238)",,,,,
103151338,residential,False,False,149.445,"LINESTRING (1.8104646 36.2486526, 1.8105069 36.2483448, 1.8105566 36.2480078, 1.8105732 36.247313)",,,,,
103151338,residential,False,False,214.882,"LINESTRING (1.8105732 36.247313, 1.8106268 36.246721, 1.8107073 36.2461912, 1.810821 36.2453913)",,,,,
103151338,residential,False,True,149.445,"LINESTRING (1.8105732 36.247313, 1.8105566 36.2480078, 1.8105069 36.2483448, 1.8104646 36.2486526)",,,,,
205570646,residential,False,True,350.464,"LINESTRING (1.8105732 36.247313, 1.8093377 36.2472454, 1.8078088 36.2471416, 1.80755 36.2471747, 1.8071455 36.2472353, 1.8066881 36.2472879)",,,,,
205404849,residential,False,False,65.258,"LINESTRING (1.8052501 36.2462547, 1.8059676 36.2461568)",,,,,
205404849,residential,False,True,49.42,"LINESTRING (1.8052501 36.2462547, 1.8047039 36.2463138)",,,,,
205404853,residential,False,True,44.144,"LINESTRING (1.8052501 36.2462547, 1.8053223 36.2466474)",,,,,
205404841,residential,False,False,19.017,"LINESTRING (1.8094189 36.2451207, 1.8093889 36.2449514)",,,,,
205404841,residential,False,True,21.566,"LINESTRING (1.8094189 36.2451207, 1.8094529 36.2453127)",,,,,
205404912,residential,False,False,59.603,"LINESTRING (1.8094189 36.2451207, 1.8100764 36.2450424)",,,,,
205404912,residential,False,True,71.818,"LINESTRING (1.8094189 36.2451207, 1.8086305 36.2452341)",,,,,
205404822,residential,False,True,98.134,"LINESTRING (1.8010213 36.245559, 1.8008276 36.2446904)",,,,,
"[541518568, 541518567]",residential,False,False,149.43200000000002,"LINESTRING (1.8010213 36.245559, 1.8004649 36.2456403, 1.8002798 36.2447651)",,,,,
541518567,residential,False,True,58.07899999999999,"LINESTRING (1.8010213 36.245559, 1.8014665 36.2455005, 1.8015097 36.245491, 1.8015339 36.2454705, 1.8015456 36.2454485, 1.8015336 36.245379)",,,,,
205404844,residential,False,True,23.217,"LINESTRING (1.8086905 36.2456221, 1.808664 36.2454144)",,,,,
205404913,residential,False,False,40.183,"LINESTRING (1.8086905 36.2456221, 1.8082477 36.2456774)",,,,,
205404913,residential,False,True,73.169,"LINESTRING (1.8086905 36.2456221, 1.8094939 36.2455073)",,,,,
205404897,residential,False,True,22.52,"LINESTRING (1.8101693 36.2454238, 1.810129 36.2452239)",,,,,
205404913,residential,False,False,61.276,"LINESTRING (1.8101693 36.2454238, 1.8094939 36.2455073)",,,,,
205404913,residential,False,True,60.794999999999995,"LINESTRING (1.8101693 36.2454238, 1.8101745 36.2454459, 1.810821 36.2453913)",,,,,
205404826,secondary,False,False,179.778,"LINESTRING (1.805049 36.2441057, 1.8030733 36.2443796)",Rue des Martyrs شارع الشهداء,50,,,
205404826,secondary,False,True,50.752,"LINESTRING (1.805049 36.2441057, 1.8056078 36.2440335)",Rue des Martyrs شارع الشهداء,50,,,
205404854,residential,False,True,57.482,"LINESTRING (1.805049 36.2441057, 1.8050579 36.2441617, 1.8051347 36.244618)",,50,,,
205411304,residential,False,True,60.565000000000005,"LINESTRING (1.805049 36.2441057, 1.8050391 36.2440473, 1.8049579 36.243566)",,50,,,
205404878,residential,False,False,73.968,"LINESTRING (1.8078271 36.244587, 1.8076679 36.2452397)",,,,,
205404878,residential,False,True,35.607,"LINESTRING (1.8078271 36.244587, 1.8077962 36.2443429, 1.8077491 36.2442784)",,,,,
205404921,residential,False,False,64.22999999999999,"LINESTRING (1.8078271 36.244587, 1.8079295 36.2445761, 1.8079992 36.2445761, 1.808026 36.2445955, 1.8081172 36.2449979)",,,,,
205404849,residential,False,False,49.42,"LINESTRING (1.8047039 36.2463138, 1.8052501 36.2462547)",,,,,
205404907,residential,False,False,58.974,"LINESTRING (1.8047039 36.2463138, 1.8046169 36.2457881)",,,,,
205404907,residential,False,True,98.994,"LINESTRING (1.8047039 36.2463138, 1.8047323 36.2464861, 1.8048495 36.2471963)",,,,,
205404818,residential,True,False,176.86,"LINESTRING (1.8031931 36.2448969, 1.8051347 36.244618)",شارع الإستقلال,50,2,,
205404882,residential,False,False,5.502,"LINESTRING (1.8031931 36.2448969, 1.8032007 36.244946)",,,,,
205404882,residential,False,True,58.516,"LINESTRING (1.8031931 36.2448969, 1.8030733 36.2443796)",,,,,
205404830,residential,False,True,76.79,"LINESTRING (1.80766 36.2452597, 1.8068139 36.2453659)",,,,,
205404878,residential,False,False,21.32,"LINESTRING (1.80766 36.2452597, 1.80762 36.2454487)",,,,,
205404878,residential,False,True,2.334,"LINESTRING (1.80766 36.2452597, 1.8076679 36.2452397)",,,,,
205404888,residential,False,True,19.886,"LINESTRING (1.8058291 36.2466322, 1.806048 36.2466036)",,,,,
205404909,residential,False,True,49.293,"LINESTRING (1.8058291 36.2466322, 1.8059028 36.2470715)",,,,,
205404909,residential,False,False,50.494,"LINESTRING (1.8058291 36.2466322, 1.8058212 36.2465856, 1.8053223 36.2466474)",,,,,
205404826,secondary,False,False,12.29,"LINESTRING (1.8077541 36.2437276, 1.8076195 36.2437484)",Rue des Martyrs شارع الشهداء,50,,,
205404923,residential,True,False,59.919,"LINESTRING (1.8077541 36.2437276, 1.8076334 36.2431976)",,50,,,
205404890,residential,True,False,28.964,"LINESTRING (1.8077541 36.2437276, 1.8077752 36.2438483, 1.8077636 36.2438954, 1.8077241 36.2439221, 1.8076679 36.2439407)",,,,,
205404826,secondary,False,True,12.29,"LINESTRING (1.8076195 36.2437484, 1.8077541 36.2437276)",Rue des Martyrs شارع الشهداء,50,,,
205404826,secondary,False,False,23.811,"LINESTRING (1.8076195 36.2437484, 1.8075808 36.2437536, 1.807358 36.2437855)",Rue des Martyrs شارع الشهداء,50,,,
205404909,residential,False,False,49.293,"LINESTRING (1.8059028 36.2470715, 1.8058291 36.2466322)",,,,,
205404914,residential,False,False,66.439,"LINESTRING (1.8059028 36.2470715, 1.8066358 36.2469846)",,,,,
205404914,residential,False,True,44.729,"LINESTRING (1.8059028 36.2470715, 1.8054093 36.2471299)",,,,,
205404921,residential,False,False,33.198,"LINESTRING (1.8081172 36.2449979, 1.8081742 36.2452929)",,,,,
205404844,residential,False,False,45.097,"LINESTRING (1.8081172 36.2449979, 1.8085579 36.2449337, 1.8085676 36.2449774)",,,,,
205404921,residential,False,True,64.22999999999999,"LINESTRING (1.8081172 36.2449979, 1.808026 36.2445955, 1.8079992 36.2445761, 1.8079295 36.2445761, 1.8078271 36.244587)",,,,,
205404889,residential,False,True,38.092,"LINESTRING (1.8091349 36.2426453, 1.8087157 36.2427005)",نهج الياسمين,,,,
205404922,residential,False,False,36.559,"LINESTRING (1.8091349 36.2426453, 1.8092056 36.2429691)",نهج التجديد,,,,
205404922,residential,False,True,68.384,"LINESTRING (1.8091349 36.2426453, 1.8090064 36.2420391)",نهج التجديد,,,,
205404903,residential,False,False,34.05,"LINESTRING (1.8066881 36.2472879, 1.8066358 36.2469846)",,,,,
205404903,residential,False,True,89.426,"LINESTRING (1.8066881 36.2472879, 1.8067787 36.2478122, 1.8067948 36.2478944, 1.8067679 36.2480848)",,,,,
205404907,residential,False,False,193.57,"LINESTRING (1.8066881 36.2472879, 1.8048958 36.2474769, 1.8048495 36.2471963)",,,,,
