osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,junction
559218788,Avenue des Frères Bouadou,primary,False,False,23.149,"LINESTRING (3.050419 36.7394965, 3.0501606 36.739475)",,,,
26226478,Avenue des Frères Bouadou,primary,False,True,397.06,"LINESTRING (3.050419 36.7394965, 3.0513057 36.7395613, 3.0517889 36.7395967, 3.0520148 36.7396132, 3.0521978 36.7396242, 3.0534107 36.7396969, 3.0542808 36.7397491, 3.0548597 36.7397906)",,,,
82311530,,primary_link,True,False,48.290000000000006,"LINESTRING (3.050419 36.7394965, 3.0502887 36.7395288, 3.0502045 36.7395814, 3.0500227 36.7397714)",,,,
27317541,,secondary,True,False,32.716,"LINESTRING (3.0499843 36.7398871, 3.0499257 36.7397881, 3.0498749 36.7397647, 3.0498068 36.7397516, 3.049709 36.7397742)",,,,
213582617,Rue Oukil Hadi Mohamed,secondary,False,False,55.908,"LINESTRING (3.0499843 36.7398871, 3.0499904 36.7400216, 3.0500247 36.740228, 3.0500862 36.7403802)",,,,
246580489,,secondary,True,False,46.637,"LINESTRING (3.0499843 36.7398871, 3.0499748 36.7397332, 3.0500286 36.7394714)",40,,,
375043215,Avenue des Frères Bouadou,primary,False,True,11.047,"LINESTRING (3.0499047 36.7394681, 3.0500286 36.7394714)",,,,
27317537,Avenue Mohamedi,secondary,True,False,38.255,"LINESTRING (3.0499047 36.7394681, 3.0498718 36.7395264, 3.049709 36.7397742)",,RN 1,,
"[27317537, 213582615]",Avenue Mohamedi,secondary,True,False,78.28399999999999,"LINESTRING (3.049709 36.7397742, 3.0497001 36.7397809, 3.0495356 36.7401287, 3.0495276 36.7401494, 3.0494667 36.7403065, 3.049421 36.7404376)",,RN 1,,
556003682,,secondary,True,False,4.968999999999999,"LINESTRING (3.049421 36.7404376, 3.049413 36.740459, 3.0493955 36.7404764)",,,2,roundabout
213580538,,secondary,True,False,15.771,"LINESTRING (3.049733 36.7395025, 3.0499047 36.7394681)",,,,
231165207,,primary_link,True,False,31.251,"LINESTRING (3.049733 36.7395025, 3.0498893 36.7394013, 3.049948 36.7393377, 3.0499869 36.7393112)",,,,
26226700,Avenue Mohamedi,secondary,True,False,55.276,"LINESTRING (3.0492988 36.7409565, 3.0492878 36.7407096, 3.0492845 36.7405354, 3.049287 36.7404596)",,RN 1,,
26252285,Avenue Mohamedi,secondary,False,False,32.974000000000004,"LINESTRING (3.0492988 36.7409565, 3.0492071 36.7410635, 3.0490662 36.7411862)",30,RN 1,2,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,False,12.57,"LINESTRING (3.0520488 36.7363882, 3.0519194 36.7364332)",,,,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,True,87.309,"LINESTRING (3.0520488 36.7363882, 3.0526819 36.7362014, 3.0529715 36.7361244)",,,,
29058265,Rue Matiben Tayeb,residential,False,True,45.423,"LINESTRING (3.050732 36.7437531, 3.050843 36.7433544)",,,,
213582617,Rue Oukil Hadi Mohamed,secondary,False,True,188.576,"LINESTRING (3.050732 36.7437531, 3.0506092 36.7434805, 3.0505062 36.7432811, 3.0503689 36.7430197, 3.0502659 36.7426552, 3.0501972 36.7423663, 3.0501878 36.7421574, 3.050188 36.7421276)",,,,
26252285,Avenue Mohamedi,secondary,False,False,280.97799999999995,"LINESTRING (3.0490662 36.7411862, 3.0486773 36.741504, 3.0485056 36.7416209, 3.0483683 36.7417378, 3.0482653 36.7419029, 3.0480336 36.7423156, 3.0477503 36.7429071, 3.047613 36.7432441, 3.0475575 36.7433507)",30,RN 1,2,
26252285,Avenue Mohamedi,secondary,False,True,32.974000000000004,"LINESTRING (3.0490662 36.7411862, 3.0492071 36.7410635, 3.0492988 36.7409565)",30,RN 1,2,
371438513,,residential,False,True,137.113,"LINESTRING (3.0490662 36.7411862, 3.0486858 36.7411701, 3.0485558 36.7412076, 3.0484572 36.7412788, 3.0478951 36.7418286)",,,,
26226635,Rue Oukil Hadi Mohamed,secondary,True,False,35.174,"LINESTRING (3.0501606 36.739475, 3.0500227 36.7397714)",40,,,
231937121,Avenue des Frères Bouadou,primary,False,False,11.769,"LINESTRING (3.0501606 36.739475, 3.0500286 36.7394714)",,,,
559218788,Avenue des Frères Bouadou,primary,False,True,23.149,"LINESTRING (3.0501606 36.739475, 3.050419 36.7394965)",,,,
216038271,Boulevard Slimane Amirat,primary,False,False,29.128,"LINESTRING (3.0498568 36.738628, 3.0498987 36.7388443, 3.0499073 36.7388868)",50,RN 1,,
216038271,Boulevard Slimane Amirat,primary,False,True,118.5,"LINESTRING (3.0498568 36.738628, 3.0497593 36.7384875, 3.0495408 36.7382251, 3.0490791 36.7377662)",50,RN 1,,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,False,10.567,"LINESTRING (3.0548296 36.7357748, 3.0547286 36.7358246)",,,,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,True,35.297,"LINESTRING (3.0548296 36.7357748, 3.0551649 36.7356058)",,,,
28470257,Rue Matiben Mahmoud,residential,False,True,65.586,"LINESTRING (3.0548296 36.7357748, 3.0545985 36.7352148)",,,,
28470257,Rue Matiben Mahmoud,residential,False,False,65.586,"LINESTRING (3.0545985 36.7352148, 3.0548296 36.7357748)",,,,
28470257,Rue Matiben Mahmoud,residential,False,True,23.239,"LINESTRING (3.0545985 36.7352148, 3.0545063 36.7350193)",,,,
28470273,Rue Bouchahila Nourredine,residential,False,False,80.32,"LINESTRING (3.0545985 36.7352148, 3.0537957 36.7355432)",,,,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,False,20.539,"LINESTRING (3.0535472 36.7360645, 3.0533198 36.7360946)",,,,
28470297,Rue Qualaat Ibn Hamad,residential,False,False,40.132,"LINESTRING (3.0535472 36.7360645, 3.0533566 36.7357375)",,,,
28469741,Rue Khdjat El Djeld Mahmoud,tertiary,False,True,110.524,"LINESTRING (3.0535472 36.7360645, 3.054006 36.7360443, 3.0542308 36.7360123, 3.0544419 36.7359547, 3.0547286 36.7358246)",,,,
28470273,Rue Bouchahila Nourredine,residential,False,True,44.698,"LINESTRING (3.0533566 36.7357375, 3.0537957 36.7355432)",,,,
28470297,Rue Qualaat Ibn Hamad,residential,False,False,24.59,"LINESTRING (3.0533566 36.7357375, 3.0532337 36.7355395)",,,,
28470297,Rue Qualaat Ibn Hamad,residential,False,True,40.132,"LINESTRING (3.0533566 36.7357375, 3.0535472 36.7360645)",,,,
28470273,Rue Bouchahila Nourredine,residential,False,False,44.698,"LINESTRING (3.0537957 36.7355432, 3.0533566 36.7357375)",,,,
28470273,Rue Bouchahila Nourredine,residential,False,True,80.32,"LINESTRING (3.0537957 36.7355432, 3.0545985 36.7352148)",,,,
28470301,Rue Abou Kalam,residential,False,False,59.346,"LINESTRING (3.0537957 36.7355432, 3.0534804 36.7350731)",,,,
