osmid,highway,oneway,reversed,length,ref,maxspeed,geometry,name,lanes,junction,access
86305442,residential,False,False,59.72,,,"LINESTRING (-1.7512687 35.0131303, -1.7506993 35.0133967)",,,,
95943317,primary,False,True,67.281,RN 99,40,"LINESTRING (-1.7512687 35.0131303, -1.7517402 35.0131977, -1.751997 35.0132318)",,,,
95943356,primary,False,False,23.542,RN 99,40,"LINESTRING (-1.7512687 35.0131303, -1.7511494 35.0130615, -1.7510655 35.013)",,,,
86305443,residential,False,False,25.47,,,"LINESTRING (-1.7497416 35.0128244, -1.7498006 35.0130483)",,,,
95943336,primary,False,False,15.786,RN 99,50,"LINESTRING (-1.7497416 35.0128244, -1.7495845 35.0128844)",,,,
93049911,primary,True,False,107.62,RN 99,50,"LINESTRING (-1.7497416 35.0128244, -1.7495629 35.0128103, -1.7492 35.0127906, -1.7485618 35.012775)",,,,
95943294,primary,False,True,58.295,RN 99,40,"LINESTRING (-1.7497416 35.0128244, -1.7499428 35.0127902, -1.7503056 35.0126544, -1.7503412 35.012652)",,,,
95943336,primary,False,True,15.786,RN 99,50,"LINESTRING (-1.7495845 35.0128844, -1.7497416 35.0128244)",,,,
207940881,primary,False,True,7.872,RN 99,40,"LINESTRING (-1.7461952 35.01274, -1.7462816 35.0127378)",,,,
207940881,primary,False,False,43.124,RN 99,40,"LINESTRING (-1.7461952 35.01274, -1.7460886 35.0127753, -1.7458169 35.0129669)",,,,
1172724457,residential,False,False,12.273,,,"LINESTRING (-1.7461952 35.01274, -1.7462499 35.012646, -1.7462553 35.0126416)",,,,
86305410,residential,False,False,2.328,,,"LINESTRING (-1.7454083 35.0130471, -1.7454166 35.0130669)",,,,
95943304,primary,False,False,89.26,RN 99,40,"LINESTRING (-1.7454083 35.0130471, -1.7449135 35.0129668, -1.744744 35.0129287, -1.7446182 35.0128974, -1.7444661 35.0128381)",,,,
95943342,primary,False,True,39.56100000000001,RN 99,40,"LINESTRING (-1.7454083 35.0130471, -1.7456277 35.0130469, -1.7457218 35.0130208, -1.7458169 35.0129669)",,,,
152463800,residential,False,True,38.035,,,"LINESTRING (-1.7444661 35.0128381, -1.7442684 35.0131394)",شارع الرملة,,,
95943304,primary,False,True,89.26,RN 99,40,"LINESTRING (-1.7444661 35.0128381, -1.7446182 35.0128974, -1.744744 35.0129287, -1.7449135 35.0129668, -1.7454083 35.0130471)",,,,
95943309,primary,False,False,38.762,RN 99,40,"LINESTRING (-1.7444661 35.0128381, -1.7444106 35.0127128, -1.7443752 35.0126115, -1.7443596 35.0125023)",,,,
95943333,primary,True,False,10.306,RN 99,40,"LINESTRING (-1.7442363 35.0120554, -1.744241 35.0119628)",,,,
95943334,primary,False,True,50.946,RN 99,40,"LINESTRING (-1.7442363 35.0120554, -1.7443596 35.0125023)",,,,
87132589,residential,False,True,6.322,,,"LINESTRING (-1.744266 35.0118769, -1.7442022 35.0118545)",,,,
93048786,primary,True,False,18.563000000000002,RN 99,50,"LINESTRING (-1.744266 35.0118769, -1.7442917 35.0117654, -1.7443121 35.0117146)",,,,
90860674,residential,False,False,39.87,,,"LINESTRING (-1.7451242 35.010916, -1.7454263 35.0111755)",,,,
95943288,primary,True,False,26.364,RN 99,50,"LINESTRING (-1.7451242 35.010916, -1.7453358 35.0107542)",,,,
90860684,residential,False,False,32.798,,,"LINESTRING (-1.7456114 35.0106099, -1.7458609 35.0108226)",,,,
95943357,primary,True,False,36.113,RN 99,50,"LINESTRING (-1.7456114 35.0106099, -1.7458162 35.0105023, -1.745961 35.0104613)",,2,,
70348554,primary,False,True,96.28,RN 99,40,"LINESTRING (-1.7447028 35.0095732, -1.7455529 35.0100879)",,,,
70348554,primary,False,False,53.553000000000004,RN 99,40,"LINESTRING (-1.7447028 35.0095732, -1.7445801 35.0094963, -1.744481 35.0094236, -1.7444027 35.0093489, -1.7443349 35.0092121)",,,,
258684833,residential,False,True,28.619000000000003,,,"LINESTRING (-1.7447028 35.0095732, -1.7447564 35.0094782, -1.7448214 35.0094587, -1.7449386 35.0094613)",,,,
70348554,primary,False,False,100.44299999999998,RN 99,40,"LINESTRING (-1.7443349 35.0092121, -1.7442932 35.0091202, -1.7442775 35.0090048, -1.7442488 35.0088745, -1.7441732 35.0087591, -1.7440845 35.0086522, -1.7439741 35.0085761, -1.7438549 35.0085304, -1.7437746 35.0085049)",,,,
70348554,primary,False,True,53.553,RN 99,40,"LINESTRING (-1.7443349 35.0092121, -1.7444027 35.0093489, -1.744481 35.0094236, -1.7445801 35.0094963, -1.7447028 35.0095732)",,,,
89553722,residential,False,True,40.911,,,"LINESTRING (-1.7443349 35.0092121, -1.7445598 35.0091753, -1.7447775 35.0091502)",Beni-Ziad,,,
70348554,primary,False,True,86.919,RN 99,40,"LINESTRING (-1.7428067 35.0088982, -1.7428812 35.0089014, -1.7429626 35.0088775, -1.743057 35.0087921, -1.7432583 35.0086053, -1.7433992 35.0085209, -1.7435079 35.0084916, -1.743567 35.0084864)",,,,
86110913,residential,False,True,83.49100000000001,,,"LINESTRING (-1.7429964 35.0079241, -1.7431434 35.0079779, -1.7432194 35.0080355, -1.7433053 35.0081541, -1.7434233 35.0083123, -1.7435457 35.0084481, -1.743567 35.0084864)",,,,
86110914,residential,False,False,64.806,,,"LINESTRING (-1.7429964 35.0079241, -1.7429405 35.0078773, -1.7428868 35.0078158, -1.7428332 35.0077411, -1.7427366 35.0076445, -1.7426669 35.0075654, -1.7425855 35.0074507)",Sidi-Abdrahmen,,,
299781663,primary,False,False,166.539,RN 99,,"LINESTRING (-1.7429964 35.0079241, -1.7430269 35.0078347, -1.7430885 35.0077574, -1.7431954 35.007709, -1.7433273 35.0077011, -1.7434451 35.0077256, -1.7435747 35.0077879, -1.7437022 35.0078258, -1.7438226 35.0078326, -1.7439481 35.0078006, -1.7440705 35.0077337, -1.7444425 35.0074115)",,2,,
86306865,residential,False,True,16.341,,,"LINESTRING (-1.7493714 35.0078053, -1.7495008 35.0077035)",,,,
70348631,secondary,False,False,30.500999999999998,CW 100,30,"LINESTRING (-1.7493714 35.0078053, -1.7495937 35.0078623, -1.7496947 35.0078737)",,,,
70348631,secondary,False,True,59.218,CW 100,30,"LINESTRING (-1.7493714 35.0078053, -1.7492478 35.0078041, -1.7491544 35.0078472, -1.7490974 35.0079178, -1.7491026 35.0080062, -1.7491918 35.0081601)",,,,
70348631,secondary,False,True,294.17800000000005,CW 100,30,"LINESTRING (-1.7533092 35.0086773, -1.7529192 35.0087555, -1.7525505 35.0087929, -1.7524288 35.0087831, -1.7523055 35.0087477, -1.75184 35.0085105, -1.7514396 35.0082922, -1.7511968 35.0082027, -1.751026 35.008177, -1.750562 35.0081924, -1.7504138 35.0081692, -1.7503042 35.0081299)",,,,
87119512,residential,False,False,19.714,,,"LINESTRING (-1.7533092 35.0086773, -1.7532982 35.0086153, -1.7532875 35.008501)",,,,
70348631,secondary,False,False,294.17799999999994,CW 100,30,"LINESTRING (-1.7503042 35.0081299, -1.7504138 35.0081692, -1.750562 35.0081924, -1.751026 35.008177, -1.7511968 35.0082027, -1.7514396 35.0082922, -1.75184 35.0085105, -1.7523055 35.0087477, -1.7524288 35.0087831, -1.7525505 35.0087929, -1.7529192 35.0087555, -1.7533092 35.0086773)",,,,
70348631,secondary,False,True,64.114,CW 100,30,"LINESTRING (-1.7503042 35.0081299, -1.7501418 35.0080387, -1.7500077 35.0079336, -1.749858 35.0079034, -1.7496947 35.0078737)",,,,
152463762,residential,False,True,56.906,,,"LINESTRING (-1.7503042 35.0081299, -1.7502811 35.0082676, -1.7502718 35.0086403)",,,,
70348631,secondary,False,False,59.21799999999999,CW 100,30,"LINESTRING (-1.7491918 35.0081601, -1.7491026 35.0080062, -1.7490974 35.0079178, -1.7491544 35.0078472, -1.7492478 35.0078041, -1.7493714 35.0078053)",,,,
70348631,secondary,False,True,45.596000000000004,CW 100,30,"LINESTRING (-1.7491918 35.0081601, -1.7492566 35.0083185, -1.7492847 35.0084065, -1.7492891 35.0085585)",,,,
152463832,residential,False,True,83.267,,,"LINESTRING (-1.7491918 35.0081601, -1.7489829 35.0079776, -1.7488756 35.0078634, -1.7487361 35.0077623, -1.7485644 35.0076173)",,,,
70348631,secondary,False,False,25.037,CW 100,30,"LINESTRING (-1.7475972 35.0103319, -1.7476857 35.0103095, -1.7478498 35.0102445)",,,,
70348631,secondary,False,True,55.903,CW 100,30,"LINESTRING (-1.7475972 35.0103319, -1.7471938 35.0103471, -1.7469839 35.0103522)",,,,
85846071,tertiary,False,True,64.87299999999999,,30,"LINESTRING (-1.7475972 35.0103319, -1.7477683 35.0106113, -1.747966 35.0108284)",Sidi Yahia,,,
"[87135377, 1172724524]",residential,False,False,43.611999999999995,,,"LINESTRING (-1.7475972 35.0103319, -1.7475752 35.010206, -1.7475189 35.0100742, -1.747415 35.0099821)",,,,
70348631,secondary,False,False,19.759,CW 100,30,"LINESTRING (-1.749291 35.0095026, -1.7493554 35.0094059, -1.749347 35.0093387)",,,,
70348631,secondary,False,True,55.058,CW 100,30,"LINESTRING (-1.749291 35.0095026, -1.7491799 35.0095732, -1.7487869 35.0097751)",,,,
86004111,residential,False,False,23.478,,,"LINESTRING (-1.749291 35.0095026, -1.7492105 35.0094279, -1.7491303 35.0093378)",,,,
157499792,residential,False,True,19.736,,,"LINESTRING (-1.749347 35.0093387, -1.7491303 35.0093378)",,,,
70348631,secondary,False,False,86.919,CW 100,30,"LINESTRING (-1.749347 35.0093387, -1.7493325 35.0091017, -1.74929 35.0085885, -1.7492891 35.0085585)",,,,
70348631,secondary,False,True,19.759,CW 100,30,"LINESTRING (-1.749347 35.0093387, -1.7493554 35.0094059, -1.749291 35.0095026)",,,,
157499792,residential,False,False,24.881999999999998,,,"LINESTRING (-1.749347 35.0093387, -1.7494764 35.0093836, -1.7495959 35.0094308)",,,,
86110929,residential,False,False,92.58699999999999,,,"LINESTRING (-1.7460078 35.0103727, -1.7460635 35.010354, -1.746202 35.0102983, -1.7463479 35.010253, -1.7464793 35.0102156, -1.7468199 35.0101058, -1.7469513 35.010064)",,,,
95943312,primary,True,False,7.315999999999999,,40,"LINESTRING (-1.7460078 35.0103727, -1.7459932 35.0103543, -1.745972 35.0103409, -1.7459466 35.010334)",,,roundabout,
87069320,primary,True,False,13.698,RN 99,,"LINESTRING (-1.7459466 35.010334, -1.7458293 35.0102569)",,,,
95943312,primary,True,False,7.022,,40,"LINESTRING (-1.7459466 35.010334, -1.7459082 35.0103367, -1.7458757 35.0103537)",,,roundabout,
95943312,primary,True,False,4.655,,40,"LINESTRING (-1.7458757 35.0103537, -1.745854 35.0103916)",,,roundabout,
93048826,primary,True,False,62.48800000000001,RN 99,50,"LINESTRING (-1.745854 35.0103916, -1.7457896 35.0104445, -1.7457488 35.0104718, -1.7455472 35.0105821, -1.7453165 35.0106919, -1.7452925 35.0107104)",,2,,
95943312,primary,True,False,14.798,,40,"LINESTRING (-1.745854 35.0103916, -1.7458555 35.0104137, -1.7458658 35.0104342, -1.7458839 35.0104508, -1.7459076 35.0104615, -1.7459343 35.0104651, -1.745961 35.0104613)",,,roundabout,
157499792,residential,False,False,19.736,,,"LINESTRING (-1.7491303 35.0093378, -1.749347 35.0093387)",,,,
86004111,residential,False,False,122.288,,,"LINESTRING (-1.7491303 35.0093378, -1.7489908 35.009105, -1.7488835 35.008916, -1.7488138 35.0087315, -1.7487825 35.008666, -1.7487172 35.0085557, -1.7486528 35.008503, -1.7485455 35.0084942, -1.7484446 35.0085025)",,,,
86004111,residential,False,True,23.478,,,"LINESTRING (-1.7491303 35.0093378, -1.7492105 35.0094279, -1.749291 35.0095026)",,,,
1172724484,residential,False,False,65.913,,,"LINESTRING (-1.7453001 35.0084415, -1.7445782 35.0084834)",,,,
86110930,residential,False,False,141.495,,,"LINESTRING (-1.7453001 35.0084415, -1.7452579 35.0083255, -1.7451721 35.0081629, -1.7450648 35.0079916, -1.744979 35.0078642, -1.7449307 35.0077895, -1.7448288 35.0076972, -1.7447 35.0075829, -1.7444425 35.0074115)",Kassaba,,,
89553721,residential,False,True,133.577,,,"LINESTRING (-1.7453001 35.0084415, -1.7453913 35.0084283, -1.7455361 35.0084239, -1.7456058 35.0084591, -1.7457078 35.0084986, -1.7458472 35.0085426, -1.7460135 35.0085689, -1.7461208 35.0085426, -1.7461651 35.0085105, -1.746212 35.0084766, -1.7464212 35.0084371, -1.7465232 35.0083756, -1.7465609 35.0083741, -1.7466539 35.0084101)",Terbiaa,,,
89553722,residential,False,False,70.629,,,"LINESTRING (-1.7453001 35.0084415, -1.7452679 35.0085689, -1.7452518 35.0087139, -1.7452733 35.0087886, -1.7453591 35.0088809, -1.7454181 35.0089775, -1.7454342 35.0090347)",Beni-Ziad,,,
89553722,residential,False,False,23.101,,,"LINESTRING (-1.7454342 35.0090347, -1.7453537 35.0090698, -1.7452142 35.0091006, -1.7451964 35.0091026)",Beni-Ziad,,,
89553722,residential,False,True,70.629,,,"LINESTRING (-1.7454342 35.0090347, -1.7454181 35.0089775, -1.7453591 35.0088809, -1.7452733 35.0087886, -1.7452518 35.0087139, -1.7452679 35.0085689, -1.7453001 35.0084415)",Beni-Ziad,,,
157499794,residential,False,True,138.16299999999998,,,"LINESTRING (-1.7454342 35.0090347, -1.7454939 35.0091208, -1.7456334 35.0091823, -1.7457675 35.009235, -1.7458794 35.0093095, -1.7460283 35.0094016, -1.7462136 35.0095184, -1.7464667 35.0096936, -1.7465794 35.0098219)",Beni-Ziad,,,
