osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction
226299167,True,2,RN 10,primary,50,False,36.763,"LINESTRING (7.3845602 35.7990757, 7.3849176 35.7989167)",
728268726,False,,,residential,,False,28.44,"LINESTRING (7.3845602 35.7990757, 7.3844107 35.7988505)",
728268726,False,,,residential,,True,9.069,"LINESTRING (7.3845602 35.7990757, 7.3846065 35.7991481)",
693328337,True,1,,primary_link,30,False,22.698,"LINESTRING (7.3876244 35.7978678, 7.3878403 35.7977629)",
226299167,True,2,RN 10,primary,50,False,47.708,"LINESTRING (7.3876244 35.7978678, 7.3876775 35.7978605, 7.3877991 35.7978566, 7.3880723 35.7978663, 7.3881522 35.7978689)",
224396146,False,,,residential,,False,30.024,"LINESTRING (7.3922515 35.7966857, 7.3919188 35.7966764)",
224396146,False,,,residential,,True,59.598,"LINESTRING (7.3922515 35.7966857, 7.392911 35.7967194)",
561642259,True,2,RN 10,primary,40,False,55.76,"LINESTRING (7.3922515 35.7966857, 7.3922856 35.796185)",
224396150,False,,,residential,,True,59.34,"LINESTRING (7.3924287 35.7945973, 7.3917712 35.794578)",
224411740,False,2,,tertiary,40,True,90.168,"LINESTRING (7.3924287 35.7945973, 7.3924599 35.7937868)",
693328342,True,,,tertiary,,False,30.044,"LINESTRING (7.3924287 35.7945973, 7.3926749 35.7947793)",
168525574,False,2,RN 80,primary,40,False,19.822,"LINESTRING (7.3851118 35.7917028, 7.3853266 35.7917405)",
168525572,True,2,RN 80,primary,50,False,82.08600000000001,"LINESTRING (7.3851118 35.7917028, 7.3847658 35.7916648, 7.3845794 35.7916159, 7.3842435 35.7915)",
693321964,False,,,secondary,,False,76.468,"LINESTRING (7.3851118 35.7917028, 7.3848822 35.7917327, 7.3846811 35.7917659, 7.384283 35.7918456)",
185494103,False,2,RN 80,primary,40,True,49.296,"LINESTRING (7.3883057 35.7923164, 7.3877787 35.7921989)",
185494103,False,2,RN 80,primary,40,False,95.781,"LINESTRING (7.3883057 35.7923164, 7.3883325 35.7925655, 7.3883499 35.7928418, 7.3883761 35.7931758)",
