osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction
174857103,CW 2,secondary,60,False,False,103.29,"LINESTRING (4.04019 36.6377315, 4.040198 36.637413, 4.0402571 36.6368045)",,
174857103,CW 2,secondary,60,False,True,31.762999999999998,"LINESTRING (4.04019 36.6377315, 4.0402356 36.6379015, 4.0402853 36.6380059)",,
727464875,,residential,,False,True,168.66,"LINESTRING (4.04019 36.6377315, 4.0391536 36.6368199, 4.0389479 36.6366704, 4.0389184 36.6366461, 4.0389034 36.6366228)",Alma,
342599467,,residential,,False,False,78.426,"LINESTRING (4.0402853 36.6380059, 4.0394216 36.6381368)",Alma - imariɣen,
174857103,CW 2,secondary,60,False,False,31.762999999999998,"LINESTRING (4.0402853 36.6380059, 4.0402356 36.6379015, 4.04019 36.6377315)",,
174857103,CW 2,secondary,60,False,True,89.24199999999999,"LINESTRING (4.0402853 36.6380059, 4.0403751 36.6381318, 4.040882 36.6386484)",,
342599467,,residential,,False,True,78.426,"LINESTRING (4.0394216 36.6381368, 4.0402853 36.6380059)",Alma - imariɣen,
344368303,,residential,,False,False,51.781,"LINESTRING (4.0394216 36.6381368, 4.0393536 36.638396, 4.0393287 36.6385958)",,
174857103,CW 2,secondary,60,False,False,267.558,"LINESTRING (4.0401833 36.6349292, 4.0402021 36.6348151, 4.040245 36.6346558, 4.0403388 36.6343803, 4.040689 36.6335579, 4.0407975 36.633302, 4.0409236 36.6330738, 4.0411475 36.6326574)",,
174857103,CW 2,secondary,60,False,True,208.68800000000002,"LINESTRING (4.0401833 36.6349292, 4.0401916 36.6351976, 4.0402159 36.635693, 4.0402383 36.6361958, 4.0402629 36.6365009, 4.0402571 36.6368045)",,
342598721,,residential,,False,False,235.245,"LINESTRING (4.0401833 36.6349292, 4.0398883 36.6349815, 4.0398199 36.6350115, 4.0390515 36.6353948, 4.0389013 36.6356014, 4.0388262 36.6358338, 4.0387778 36.6364057, 4.0387812 36.6364377)",idjaraben,
359960940,,residential,,False,False,99.59,"LINESTRING (4.0358148 36.6391363, 4.035715 36.6392352, 4.0354647 36.6395304, 4.0352992 36.6399197)",أيت عنان,
359960940,,residential,,False,True,55.79599999999999,"LINESTRING (4.0358148 36.6391363, 4.0359219 36.6390307, 4.0359717 36.6389613, 4.036044 36.6387683, 4.0360992 36.6386969)",أيت عنان,
174857103,CW 2,secondary,60,False,False,208.688,"LINESTRING (4.0402571 36.6368045, 4.0402629 36.6365009, 4.0402383 36.6361958, 4.0402159 36.635693, 4.0401916 36.6351976, 4.0401833 36.6349292)",,
174857103,CW 2,secondary,60,False,True,103.29,"LINESTRING (4.0402571 36.6368045, 4.040198 36.637413, 4.04019 36.6377315)",,
342599471,,residential,,False,True,190.006,"LINESTRING (4.0402571 36.6368045, 4.0400659 36.6368056, 4.0399219 36.6368044, 4.0398264 36.6367489, 4.0398021 36.636344, 4.0397344 36.6362285, 4.0392972 36.6361167, 4.0390837 36.636316, 4.038991 36.6364193, 4.0389382 36.6364525)",Iakouchen,
344368303,,residential,,False,False,164.091,"LINESTRING (4.0394774 36.6405746, 4.0396535 36.6408569, 4.039867 36.6410347, 4.0408128 36.6415425)",,
344368305,,residential,,False,False,160.85899999999998,"LINESTRING (4.0394774 36.6405746, 4.0398633 36.6408194, 4.0401583 36.641069, 4.0405231 36.6413101, 4.0408128 36.6415425)",,
344368303,,residential,,False,True,221.236,"LINESTRING (4.0394774 36.6405746, 4.0394448 36.6404836, 4.0393322 36.6397906, 4.0393054 36.6394721, 4.0393029 36.6390673, 4.0393107 36.6388178, 4.0393287 36.6385958)",,
174857103,CW 2,secondary,60,False,True,10.07,"LINESTRING (4.040882 36.6386484, 4.0409638 36.6387108)",,
174857103,CW 2,secondary,60,False,False,89.24199999999999,"LINESTRING (4.040882 36.6386484, 4.0403751 36.6381318, 4.0402853 36.6380059)",,
344368303,,residential,,False,True,164.091,"LINESTRING (4.0408128 36.6415425, 4.039867 36.6410347, 4.0396535 36.6408569, 4.0394774 36.6405746)",,
344368305,,residential,,False,True,160.85899999999998,"LINESTRING (4.0408128 36.6415425, 4.0405231 36.6413101, 4.0401583 36.641069, 4.0398633 36.6408194, 4.0394774 36.6405746)",,
