osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,ref,maxspeed
730960908,True,Rue Zaoui Bouhafs,residential,False,21.811,"LINESTRING (5.3260697 31.9471159, 5.3260669 31.9471341, 5.3260594 31.9471521, 5.3260494 31.9471662, 5.3259565 31.9472846)",,,,
230149786,True,,primary,False,9.190999999999999,"LINESTRING (5.3219247 31.9444475, 5.3219429 31.9444858, 5.3219472 31.944527)",roundabout,,,
230149786,True,,primary,False,8.605,"LINESTRING (5.3218401 31.9446506, 5.3217956 31.9446592, 5.3217501 31.9446572)",roundabout,,,
730920715,False,,residential,True,175.421,"LINESTRING (5.3222034 31.9441817, 5.3237717 31.9433345)",,,,
224794344,True,,residential,False,40.53,"LINESTRING (5.3222034 31.9441817, 5.3221096 31.9442329, 5.3220297 31.9442983, 5.3219613 31.9443706, 5.3219247 31.9444475)",,,,
730920719,False,,residential,True,41.261,"LINESTRING (5.3210869 31.9443194, 5.320809 31.9446059)",,,,
230149784,True,,primary,False,217.638,"LINESTRING (5.3210869 31.9443194, 5.320863 31.94425, 5.3206497 31.9441896, 5.3202179 31.9440588, 5.3189167 31.9436566)",,2,RN 49,
230149783,True,,primary,False,479.016,"LINESTRING (5.3219472 31.944527, 5.3221283 31.9446267, 5.3223154 31.9447473, 5.3228666 31.9451148, 5.323627 31.9456564, 5.3243456 31.9461586, 5.3258913 31.9472372)",,2,RN 49,
230149786,True,,primary,False,17.97,"LINESTRING (5.3219472 31.944527, 5.3219376 31.9445665, 5.3219212 31.9445948, 5.321886 31.9446282, 5.3218401 31.9446506)",roundabout,,,
230149784,True,,primary,False,55.830000000000005,"LINESTRING (5.3216165 31.9445362, 5.321561 31.9445049, 5.3215027 31.9444696, 5.3214327 31.9444311, 5.3213082 31.94439, 5.3210869 31.9443194)",,2,RN 49,
230149786,True,,primary,False,22.174999999999997,"LINESTRING (5.3216165 31.9445362, 5.3216162 31.944503, 5.3216252 31.9444706, 5.3216428 31.9444409, 5.3216571 31.9444251, 5.321674 31.9444111, 5.3217031 31.9443944, 5.3217358 31.9443832)",roundabout,,,
230149786,True,,primary,False,15.556999999999999,"LINESTRING (5.3217501 31.9446572, 5.3217109 31.9446464, 5.321676 31.9446278, 5.3216476 31.9446024, 5.3216275 31.9445719)",roundabout,,,
303807465,True,Avenue Larbi Ben M'hidi,secondary,False,76.172,"LINESTRING (5.3217501 31.9446572, 5.3216948 31.9446927, 5.3216467 31.9447219, 5.3216034 31.9447518, 5.3215311 31.9448063, 5.3213816 31.9449343, 5.3211603 31.9451232)",,,,
263819376,False,,residential,True,392.75699999999995,"LINESTRING (5.3196023 31.9406697, 5.3188553 31.9410851, 5.3180614 31.9415233, 5.3175035 31.9418374, 5.3169268 31.9421606, 5.3166693 31.9423108, 5.3165339 31.9424052, 5.3164816 31.9424633, 5.3164333 31.9425384, 5.3163931 31.9426158, 5.3163153 31.9427603)",,,,
230149780,True,,primary,False,542.541,"LINESTRING (5.3163153 31.9427603, 5.316955 31.9429538, 5.3177141 31.9431689, 5.3185496 31.9434147, 5.3190874 31.9435717, 5.3197901 31.9437766, 5.3202072 31.9438949, 5.3209341 31.9441043, 5.321437 31.9442659, 5.3217358 31.9443832)",,2,RN 49,
263819376,False,,residential,False,392.75700000000006,"LINESTRING (5.3163153 31.9427603, 5.3163931 31.9426158, 5.3164333 31.9425384, 5.3164816 31.9424633, 5.3165339 31.9424052, 5.3166693 31.9423108, 5.3169268 31.9421606, 5.3175035 31.9418374, 5.3180614 31.9415233, 5.3188553 31.9410851, 5.3196023 31.9406697)",,,,
263819532,False,,unclassified,True,150.77800000000002,"LINESTRING (5.3233694 31.9488648, 5.3226283 31.9488018, 5.3221269 31.9487493, 5.3217811 31.9487159)",,,,
263820656,False,,unclassified,True,142.288,"LINESTRING (5.3233694 31.9488648, 5.3232943 31.9483917, 5.3233413 31.948336, 5.3233641 31.9482978, 5.3233963 31.9482443, 5.3234191 31.948192, 5.3234285 31.9481379, 5.3234647 31.9476184)",,,,
263819532,False,,unclassified,False,150.77800000000002,"LINESTRING (5.3217811 31.9487159, 5.3221269 31.9487493, 5.3226283 31.9488018, 5.3233694 31.9488648)",,,,
299668432,False,Rue Djaafouri Youcef,residential,True,137.596,"LINESTRING (5.3217811 31.9487159, 5.3214397 31.9485903, 5.3211949 31.9485328, 5.3210762 31.9484907, 5.3209864 31.9484486, 5.3209428 31.9484116, 5.3209059 31.9483627, 5.3208791 31.9482989, 5.3208402 31.9481362, 5.3208107 31.9479723)",,,,
299668588,False,,residential,True,97.855,"LINESTRING (5.3217811 31.9487159, 5.3217848 31.9485927, 5.3218183 31.9481731, 5.3218232 31.9478369)",,,,30
263820656,False,,unclassified,False,88.004,"LINESTRING (5.3234741 31.946827, 5.3234647 31.9476184)",,,,
263820656,False,,unclassified,True,114.52,"LINESTRING (5.3234741 31.946827, 5.3235438 31.9457988)",,,,
299670149,False,,residential,True,31.846,"LINESTRING (5.3234741 31.946827, 5.3231367 31.9468347)",,,,30
299670149,False,,residential,False,71.555,"LINESTRING (5.3234741 31.946827, 5.3240065 31.9468685, 5.32408 31.94689, 5.3242124 31.9469422)",,,,30
263820656,False,,unclassified,False,114.52,"LINESTRING (5.3235438 31.9457988, 5.3234741 31.946827)",,,,
787482817,True,,primary,False,42.998000000000005,"LINESTRING (5.3235438 31.9457988, 5.3233796 31.9456806, 5.3231914 31.9455537)",,2,RN 49,
299668587,False,,residential,False,50.957,"LINESTRING (5.320787 31.9478358, 5.3213204 31.947764)",,,,30
299668587,False,,residential,True,15.379000000000001,"LINESTRING (5.320787 31.9478358, 5.3207911 31.9478915, 5.3208107 31.9479723)",,,,30
299669193,True,,residential,False,99.56200000000001,"LINESTRING (5.320787 31.9478358, 5.3207629 31.9475865, 5.3207421 31.9469415)",,,,
299668587,False,,residential,True,47.222,"LINESTRING (5.3218051 31.9476582, 5.3213204 31.947764)",,,,30
299668588,False,,residential,False,19.944,"LINESTRING (5.3218051 31.9476582, 5.3218232 31.9478369)",,,,30
299670634,False,,residential,False,86.566,"LINESTRING (5.3218051 31.9476582, 5.3217794 31.94688)",,,,
299668432,False,Rue Djaafouri Youcef,residential,False,43.425,"LINESTRING (5.3203507 31.9479849, 5.3208107 31.9479723)",,,,
299668757,False,,residential,False,98.576,"LINESTRING (5.3203507 31.9479849, 5.320344 31.9470984)",,,,30
299668432,False,Rue Djaafouri Youcef,residential,True,112.154,"LINESTRING (5.3203507 31.9479849, 5.3201321 31.9479962, 5.3197297 31.9479962, 5.319373 31.9479906, 5.3191625 31.9479894)",,,,
299668432,False,Rue Djaafouri Youcef,residential,True,43.425,"LINESTRING (5.3208107 31.9479723, 5.3203507 31.9479849)",,,,
