osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,junction
194185836,False,2,secondary,50,False,46.137,,"LINESTRING (-1.0909818 35.3923827, -1.090912 35.3927937)",
238769497,False,,residential,,True,44.154,,"LINESTRING (-1.0909818 35.3923827, -1.0910462 35.3919891)",
194185836,False,2,secondary,50,False,74.398,,"LINESTRING (-1.090912 35.3927937, -1.0917259 35.39288)",
194185836,False,2,secondary,50,True,46.137,,"LINESTRING (-1.090912 35.3927937, -1.0909818 35.3923827)",
387238743,False,,residential,,False,70.29,,"LINESTRING (-1.090912 35.3927937, -1.0907975 35.3934189)",
194185836,False,2,secondary,50,False,38.802,,"LINESTRING (-1.0936313 35.3930823, -1.0936809 35.3927357)",
194185836,False,2,secondary,50,True,69.106,,"LINESTRING (-1.0936313 35.3930823, -1.0928753 35.3930021)",
238769018,False,,residential,,False,58.406,,"LINESTRING (-1.0936313 35.3930823, -1.0935514 35.3936035)",
194185836,False,2,secondary,50,False,55.858,,"LINESTRING (-1.0936809 35.3927357, -1.0942936 35.3927893)",
194185836,False,2,secondary,50,True,38.802,,"LINESTRING (-1.0936809 35.3927357, -1.0936313 35.3930823)",
238769241,False,,residential,,False,46.721,,"LINESTRING (-1.0936809 35.3927357, -1.0937498 35.3923193)",
194798162,False,2,secondary,50,False,60.43,,"LINESTRING (-1.0926169 35.3874299, -1.0927049 35.3868912)",
194798162,False,2,secondary,50,True,60.913,,"LINESTRING (-1.0926169 35.3874299, -1.0925281 35.3879729)",
194798162,False,2,secondary,50,False,47.183,,"LINESTRING (-1.0915531 35.3939366, -1.0916219 35.393516)",
387238747,False,,residential,,False,76.26,,"LINESTRING (-1.0915531 35.3939366, -1.0907188 35.3938483)",
194185836,False,2,secondary,50,False,105.07,,"LINESTRING (-1.0917259 35.39288, -1.0928753 35.3930021)",
194185836,False,2,secondary,50,True,74.398,,"LINESTRING (-1.0917259 35.39288, -1.090912 35.3927937)",
194798162,False,2,secondary,50,False,88.878,,"LINESTRING (-1.0917259 35.39288, -1.0918554 35.3920877)",
194798162,False,2,secondary,50,True,71.346,,"LINESTRING (-1.0917259 35.39288, -1.0916219 35.393516)",
194175223,False,,secondary,60,True,52.079,Route de Terga,"LINESTRING (-1.0995691 35.3875124, -1.1000163 35.3878064)",
238768213,False,,residential,,True,46.886,,"LINESTRING (-1.0995691 35.3875124, -1.0997792 35.3871271)",
387240284,False,,secondary,,False,121.537,,"LINESTRING (-1.0995691 35.3875124, -1.0984718 35.3868844)",
387240285,False,,residential,,True,33.156,,"LINESTRING (-1.0995691 35.3875124, -1.099524 35.3878083)",
194185836,False,2,secondary,50,False,44.575,,"LINESTRING (-1.0992125 35.3933311, -1.0997009 35.3933778)",
194185836,False,2,secondary,50,True,62.314,,"LINESTRING (-1.0992125 35.3933311, -1.0985321 35.3932511)",
238772408,False,,residential,,True,59.426,,"LINESTRING (-1.0992125 35.3933311, -1.0993141 35.3930514, -1.0994571 35.3928385)",
1013949421,False,,residential,,False,44.368,,"LINESTRING (-1.0992125 35.3933311, -1.0991465 35.3935341, -1.0991216 35.393627, -1.0991004 35.3937193)",
238768299,True,,secondary,,False,16.086000000000002,,"LINESTRING (-1.0978675 35.3868096, -1.0978339 35.386786, -1.0977878 35.386771, -1.0977382 35.3867698, -1.0977055 35.3867769)",roundabout
387240284,False,,secondary,,True,57.564,,"LINESTRING (-1.0978675 35.3868096, -1.0981396 35.3867759, -1.0984185 35.3868546, -1.0984718 35.3868844)",
238768299,True,,secondary,,False,33.917,,"LINESTRING (-1.0977084 35.386994, -1.0977807 35.387, -1.0978277 35.3869869, -1.0978493 35.386975, -1.0978816 35.3869443, -1.097899 35.3869064, -1.0979015 35.3868843, -1.0978926 35.3868445, -1.0978675 35.3868096)",roundabout
