osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref
187059143,residential,50,False,False,40.799,,"LINESTRING (-2.7090646 31.0270373, -2.709047 31.0274039)",
187059996,residential,,False,False,24.079,,"LINESTRING (-2.7090646 31.0270373, -2.7093171 31.0270459)",
187059996,residential,,False,True,21.037,,"LINESTRING (-2.7090646 31.0270373, -2.708844 31.0270297)",
187059166,residential,50,False,True,28.62,,"LINESTRING (-2.710424 31.0304341, -2.7104038 31.0306909)",
310287239,tertiary,40,False,True,24.787,2,"LINESTRING (-2.710424 31.0304341, -2.7106841 31.0304382)",
310287239,tertiary,40,False,False,83.657,2,"LINESTRING (-2.710424 31.0304341, -2.7098704 31.0304007, -2.7095485 31.0303777)",
187059159,residential,40,False,False,53.24,2,"LINESTRING (-2.7055248 31.0278578, -2.7056575 31.0273927)",
187059159,residential,40,False,True,126.734,2,"LINESTRING (-2.7055248 31.0278578, -2.7052352 31.0289702)",
187059161,residential,,False,False,136.918,,"LINESTRING (-2.7055248 31.0278578, -2.7069587 31.0279378)",
261952420,residential,50,False,True,25.252,,"LINESTRING (-2.7117254 31.0317613, -2.7114632 31.0317282)",
318782046,residential,,False,True,55.207,,"LINESTRING (-2.7117254 31.0317613, -2.7117655 31.031266)",
187059154,tertiary,40,False,False,62.08,2,"LINESTRING (-2.7070283 31.0313963, -2.7067873 31.0308776)",
261952420,residential,50,False,False,56.388999999999996,,"LINESTRING (-2.7070283 31.0313963, -2.7074219 31.0314701, -2.70761 31.031485)",
187059138,residential,,False,False,51.741,,"LINESTRING (-2.7114632 31.0317282, -2.7115008 31.031264)",
187059138,residential,,False,True,22.037,,"LINESTRING (-2.7114632 31.0317282, -2.7114471 31.0319259)",
261952420,residential,50,False,False,25.252,,"LINESTRING (-2.7114632 31.0317282, -2.7117254 31.0317613)",
261952420,residential,50,False,True,19.175,,"LINESTRING (-2.7114632 31.0317282, -2.7112621 31.0317216)",
187059145,residential,,False,False,53.927,,"LINESTRING (-2.709807 31.0316455, -2.7098261 31.0311608)",
261952420,residential,50,False,False,49.663,,"LINESTRING (-2.709807 31.0316455, -2.7103266 31.0316807)",
261952420,residential,50,False,True,33.41,,"LINESTRING (-2.709807 31.0316455, -2.7094573 31.0316234)",
187059166,residential,50,False,False,54.372,,"LINESTRING (-2.7103266 31.0316807, -2.7103645 31.0311928)",
261952420,residential,50,False,False,24.003,,"LINESTRING (-2.7103266 31.0316807, -2.7105785 31.0316832)",
261952420,residential,50,False,True,49.663,,"LINESTRING (-2.7103266 31.0316807, -2.709807 31.0316455)",
187059147,residential,,False,False,31.005,,"LINESTRING (-2.7085276 31.0259608, -2.7088494 31.0259195)",
187059147,residential,,False,True,25.117,,"LINESTRING (-2.7085276 31.0259608, -2.7082737 31.0260215)",
257152848,residential,50,False,False,32.12,,"LINESTRING (-2.7085276 31.0259608, -2.7085085 31.0262492)",
187059142,residential,,False,False,11.253,,"LINESTRING (-2.7098472 31.0270641, -2.7098419 31.0271652)",
187059142,residential,,False,True,8.184,,"LINESTRING (-2.7098472 31.0270641, -2.7098472 31.0269905)",
187059996,residential,,False,True,50.551,,"LINESTRING (-2.7098472 31.0270641, -2.7093171 31.0270459)",
187059154,tertiary,40,False,True,62.08,2,"LINESTRING (-2.7067873 31.0308776, -2.7070283 31.0313963)",
310290656,residential,,False,True,126.047,,"LINESTRING (-2.7067873 31.0308776, -2.7081096 31.0309114)",
187059154,tertiary,40,False,False,35.478,2,"LINESTRING (-2.7067873 31.0308776, -2.7067537 31.0307408, -2.706759 31.0305616)",
187059161,residential,,False,False,26.115,,"LINESTRING (-2.7112953 31.0281799, -2.7115688 31.0281951)",
187059161,residential,,False,True,27.347,,"LINESTRING (-2.7112953 31.0281799, -2.7110089 31.0281639)",
310289833,residential,,False,False,120.849,,"LINESTRING (-2.7112953 31.0281799, -2.7113922 31.0280019, -2.7114726 31.027749, -2.7116175 31.0271331)",
187059154,tertiary,40,False,False,15.828,2,"LINESTRING (-2.707306 31.0235673, -2.7072963 31.0234252)",
187059154,tertiary,40,False,True,33.453,2,"LINESTRING (-2.707306 31.0235673, -2.7072829 31.0238675)",
257155335,primary,50,True,False,99.579,2,"LINESTRING (-2.707306 31.0235673, -2.7080706 31.023489, -2.7083444 31.0234673)",RN 6
257152848,residential,50,False,True,44.004,,"LINESTRING (-2.7080787 31.0315223, -2.7080977 31.0311269)",
261952420,residential,50,False,False,65.621,,"LINESTRING (-2.7080787 31.0315223, -2.7087653 31.0315685)",
261952420,residential,50,False,True,44.851,,"LINESTRING (-2.7080787 31.0315223, -2.70761 31.031485)",
187059169,residential,50,False,True,55.63,,"LINESTRING (-2.7109372 31.0307254, -2.7108986 31.0312246)",
187059529,residential,,False,False,25.991,,"LINESTRING (-2.7109372 31.0307254, -2.7106652 31.0307078)",
187059529,residential,,False,True,19.866,,"LINESTRING (-2.7109372 31.0307254, -2.7111451 31.0307389)",
187059157,residential,,False,True,155.324,,"LINESTRING (-2.7052352 31.0289702, -2.7068619 31.0290607)",
187059159,residential,40,False,False,126.734,2,"LINESTRING (-2.7052352 31.0289702, -2.7055248 31.0278578)",
187059159,residential,40,False,True,218.202,2,"LINESTRING (-2.7052352 31.0289702, -2.7062025 31.0301789, -2.7067805 31.0302168)",
187059139,residential,,False,False,42.867,,"LINESTRING (-2.7071714 31.0250346, -2.7076144 31.0251017)",
187059154,tertiary,40,False,False,60.352,2,"LINESTRING (-2.7071714 31.0250346, -2.7072 31.0244924)",
187059154,tertiary,40,False,True,39.759,2,"LINESTRING (-2.7071714 31.0250346, -2.7071393 31.0253911)",
187059139,residential,,False,False,10.923,,"LINESTRING (-2.7079603 31.025141, -2.7080729 31.0251594)",
187059139,residential,,False,True,33.248,,"LINESTRING (-2.7079603 31.025141, -2.7076144 31.0251017)",
187059142,residential,,False,False,67.669,,"LINESTRING (-2.7097528 31.0280938, -2.7097089 31.0287012)",
187059142,residential,,False,True,37.01,,"LINESTRING (-2.7097528 31.0280938, -2.7097936 31.0277628)",
187059161,residential,,False,False,106.897,,"LINESTRING (-2.7097528 31.0280938, -2.7108723 31.0281563)",
187059161,residential,,False,True,70.354,,"LINESTRING (-2.7097528 31.0280938, -2.709016 31.0280527)",
187059161,residential,,False,False,13.043,,"LINESTRING (-2.7108723 31.0281563, -2.7110089 31.0281639)",
187059161,residential,,False,True,106.897,,"LINESTRING (-2.7108723 31.0281563, -2.7097528 31.0280938)",
310289843,tertiary,40,False,False,103.68,2,"LINESTRING (-2.7108723 31.0281563, -2.7109255 31.027225)",
310289843,tertiary,40,False,True,134.918,2,"LINESTRING (-2.7108723 31.0281563, -2.7107806 31.0293671)",
187059147,residential,,False,False,87.431,,"LINESTRING (-2.711077 31.0252835, -2.7119943 31.0253019)",
187059147,residential,,False,True,30.196,,"LINESTRING (-2.711077 31.0252835, -2.7107623 31.0253154)",
310289843,tertiary,40,False,False,67.987,2,"LINESTRING (-2.711077 31.0252835, -2.7110824 31.0246721)",
310289843,tertiary,40,False,True,193.214,2,"LINESTRING (-2.711077 31.0252835, -2.7109576 31.0270181)",
187059143,residential,50,False,False,65.158,,"LINESTRING (-2.7089419 31.0291913, -2.7088887 31.0297755)",
187059143,residential,50,False,True,59.19,,"LINESTRING (-2.7089419 31.0291913, -2.7089762 31.0286598)",
187059157,residential,,False,False,66.094,,"LINESTRING (-2.7089419 31.0291913, -2.7082501 31.0291479)",
187059157,residential,,False,True,69.591,,"LINESTRING (-2.7089419 31.0291913, -2.7096703 31.0292371)",
187059159,residential,40,False,False,60.343,2,"LINESTRING (-2.7058306 31.0263546, -2.7058467 31.0258121)",
187059156,residential,50,False,True,355.67499999999995,,"LINESTRING (-2.7058306 31.0263546, -2.704249 31.0261627, -2.7043178 31.0256558, -2.7044323 31.0256648, -2.7058467 31.0258121)",
187059156,residential,50,False,False,117.793,,"LINESTRING (-2.7058306 31.0263546, -2.7067028 31.0264632, -2.7070549 31.0265009)",
187059159,residential,40,False,True,117.013,2,"LINESTRING (-2.7058306 31.0263546, -2.7057805 31.0269618, -2.7056575 31.0273927)",
310287239,tertiary,40,False,False,24.787,2,"LINESTRING (-2.7106841 31.0304382, -2.710424 31.0304341)",
310287239,tertiary,40,False,True,68.66,2,"LINESTRING (-2.7106841 31.0304382, -2.7113997 31.0305108)",
310289843,tertiary,40,False,False,41.488,2,"LINESTRING (-2.7106841 31.0304382, -2.7107109 31.0300658)",
310289843,tertiary,40,False,True,30.032,2,"LINESTRING (-2.7106841 31.0304382, -2.7106652 31.0307078)",
187059147,residential,,False,True,87.431,,"LINESTRING (-2.7119943 31.0253019, -2.711077 31.0252835)",
310289833,residential,,False,False,63.543,,"LINESTRING (-2.7119943 31.0253019, -2.7120696 31.0247341)",
310289833,residential,,False,True,206.762,,"LINESTRING (-2.7119943 31.0253019, -2.7116175 31.0271331)",
187059142,residential,,False,False,31.905,,"LINESTRING (-2.7092357 31.0258597, -2.7093735 31.0261212)",
187059147,residential,,False,True,37.405,,"LINESTRING (-2.7092357 31.0258597, -2.7088494 31.0259195)",
187059147,residential,,False,False,73.019,,"LINESTRING (-2.7092357 31.0258597, -2.7095374 31.0257846, -2.709888 31.0256119, -2.7099307 31.0255936)",
187059139,residential,,False,False,94.321,,"LINESTRING (-2.7110824 31.0246721, -2.7120696 31.0247341)",
187059139,residential,,False,True,31.338,,"LINESTRING (-2.7110824 31.0246721, -2.7107551 31.0246997)",
310289843,tertiary,40,False,False,82.651,2,"LINESTRING (-2.7110824 31.0246721, -2.7111628 31.023932)",
310289843,tertiary,40,False,True,67.987,2,"LINESTRING (-2.7110824 31.0246721, -2.711077 31.0252835)",
187059159,residential,40,False,False,137.219,2,"LINESTRING (-2.7058467 31.0258121, -2.705978 31.0245832)",
187059159,residential,40,False,True,60.343,2,"LINESTRING (-2.7058467 31.0258121, -2.7058306 31.0263546)",
187059156,residential,50,False,False,355.67499999999995,,"LINESTRING (-2.7058467 31.0258121, -2.7044323 31.0256648, -2.7043178 31.0256558, -2.704249 31.0261627, -2.7058306 31.0263546)",
