osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
320671754,CW 28,Rue Boulares Ahmed,secondary,50,False,False,48.87,"LINESTRING (6.6445579 36.8399123, 6.644469 36.8394786)",,
320671754,CW 28,Rue Boulares Ahmed,secondary,50,False,True,74.669,"LINESTRING (6.6445579 36.8399123, 6.6448911 36.8405286)",,
250737377,,,unclassified,,False,False,58.914,"LINESTRING (6.6445579 36.8399123, 6.6445601 36.8401725, 6.6445437 36.8404418)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,True,35.194,"LINESTRING (6.6421114 36.8366882, 6.6425068 36.8366825)",,
251122448,,,secondary,30,False,False,29.058,"LINESTRING (6.6421114 36.8366882, 6.6421939 36.8366536, 6.6422631 36.8366188, 6.6423046 36.8365824, 6.6423484 36.8365194)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,False,86.86,"LINESTRING (6.6421114 36.8366882, 6.6418335 36.8366985, 6.6413926 36.836713, 6.6411361 36.8367169)",,
320671753,CW 28,Rue DAIF ALI MOUSSA,secondary,50,False,True,16.925,"LINESTRING (6.6431961 36.8368971, 6.6432897 36.8370296)",,
250717428,,,residential,,False,False,15.776,"LINESTRING (6.6431961 36.8368971, 6.6432527 36.8369096, 6.6433087 36.8369074, 6.6433623 36.8368817)",,
320671753,CW 28,Rue DAIF ALI MOUSSA,secondary,50,False,False,55.904,"LINESTRING (6.6431961 36.8368971, 6.6430773 36.8367902, 6.6430122 36.8367537, 6.6429398 36.8367297, 6.6426927 36.8366835, 6.6426551 36.8366803)",,
250717924,,,secondary,40,False,True,2.934,"LINESTRING (6.6428893 36.8328238, 6.6428973 36.8327982)",,
"[250625137, 251301132, 430385239]",,,secondary,"['30', '40']",True,False,134.162,"LINESTRING (6.6428893 36.8328238, 6.6428835 36.8330795, 6.6428567 36.83321, 6.6428366 36.8332701, 6.6428132 36.8333274, 6.6426936 36.8335223, 6.6425347 36.8337333, 6.6423695 36.8339246)",yes,
250717924,,,secondary,40,False,False,42.736,"LINESTRING (6.64314 36.8321985, 6.6429773 36.8325601)",,
250625123,,Vers Constantine - Skikda,secondary,30,True,False,30.226,"LINESTRING (6.64314 36.8321985, 6.6431581 36.832058, 6.6432 36.8319318)",,
250717924,,,secondary,40,False,True,42.736,"LINESTRING (6.6429773 36.8325601, 6.64314 36.8321985)",,
250717924,,,secondary,40,False,False,27.515,"LINESTRING (6.6429773 36.8325601, 6.6429349 36.8326473, 6.6428973 36.8327982)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,False,15.512,"LINESTRING (6.640982 36.8367171, 6.640982 36.8368566)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,False,49.811,"LINESTRING (6.640982 36.8367171, 6.6404223 36.8367193)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,True,13.714,"LINESTRING (6.640982 36.8367171, 6.6411361 36.8367169)",,
250625146,,,residential,,False,True,41.182,"LINESTRING (6.6409433 36.8382997, 6.6409348 36.83867)",,
250625147,,Cite Mohamed Rahouadj,residential,,False,False,95.907,"LINESTRING (6.6409433 36.8382997, 6.6398659 36.8382796)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,False,48.626999999999995,"LINESTRING (6.6409433 36.8382997, 6.6413543 36.8383102, 6.641489 36.8383195)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,True,46.236,"LINESTRING (6.6409433 36.8382997, 6.6409498 36.8379824, 6.6409542 36.837884)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,True,113.973,"LINESTRING (6.6438822 36.8380795, 6.6434853 36.8383242, 6.6433713 36.8383768, 6.6432506 36.8384251, 6.6431379 36.8384551, 6.6430186 36.8384766, 6.6429863 36.8384804, 6.6429492 36.8384844, 6.6429091 36.8384827, 6.6428734 36.838478, 6.6427495 36.8384611)",,
"[320671753, 320671754]",CW 28,"['Rue DAIF ALI MOUSSA', 'Rue Boulares Ahmed']",secondary,50,False,False,128.105,"LINESTRING (6.6438822 36.8380795, 6.6434075 36.8372487, 6.6432897 36.8370296)",,
320671754,CW 28,Rue Boulares Ahmed,secondary,50,False,True,66.50699999999999,"LINESTRING (6.6438822 36.8380795, 6.6440355 36.8383258, 6.6441516 36.8385323, 6.6442011 36.8386203)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,True,37.339,"LINESTRING (6.640982 36.8371924, 6.640982 36.8368566)",,
250625128,,Cite Mohamed Rahouadj,residential,,False,False,41.685,"LINESTRING (6.640982 36.8371924, 6.6405136 36.8371924)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,False,38.26,"LINESTRING (6.640982 36.8371924, 6.640982 36.8372568, 6.6409696 36.8375363)",,
250625128,,Cite Mohamed Rahouadj,residential,,False,True,41.053,"LINESTRING (6.6393995 36.8371924, 6.6398608 36.8371924)",,
250625129,,,residential,,False,False,29.542,"LINESTRING (6.6393995 36.8371924, 6.6393913 36.8369268)",,
250625132,,,residential,,False,True,74.324,"LINESTRING (6.6393995 36.8371924, 6.6394047 36.8378608)",,
250625129,,,residential,,False,True,16.529,"LINESTRING (6.6393867 36.8367782, 6.6393913 36.8369268)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,False,44.433,"LINESTRING (6.6393867 36.8367782, 6.6389098 36.8368965)",,
251303477,CW 28,Route Principale Kara El melouli,secondary,40,False,True,24.633,"LINESTRING (6.6393867 36.8367782, 6.6396166 36.8367212, 6.6396521 36.8367159)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,True,38.687,"LINESTRING (6.6409542 36.837884, 6.6409696 36.8375363)",,
250625130,,Cite Mohamed Rahouadj,residential,,False,False,97.168,"LINESTRING (6.6409542 36.837884, 6.6398626 36.8378651)",,
250625127,,Cite Mohamed Rahouadj,residential,,False,False,46.236,"LINESTRING (6.6409542 36.837884, 6.6409498 36.8379824, 6.6409433 36.8382997)",,
250625130,,Cite Mohamed Rahouadj,residential,,False,False,52.823,"LINESTRING (6.6389221 36.8378536, 6.6389134 36.8373786)",,
