osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
28561824,False,2,RN 4,طريق وهران,primary,40,False,52.166,,"LINESTRING (-0.4504177 35.5525066, -0.4498612 35.5523837)"
28561824,False,2,RN 4,طريق وهران,primary,40,True,68.471,,"LINESTRING (-0.4504177 35.5525066, -0.4511481 35.552668)"
385306109,False,,,,tertiary,,False,53.416,,"LINESTRING (-0.4504177 35.5525066, -0.4505724 35.552043)"
385306111,False,,,,residential,,True,84.854,,"LINESTRING (-0.4504177 35.5525066, -0.45018 35.5532448)"
28561824,False,2,RN 4,طريق وهران,primary,40,True,49.367,,"LINESTRING (-0.4487982 35.5521488, -0.4493248 35.5522652)"
171895790,False,,RN 13,,primary,,False,53.022,,"LINESTRING (-0.4487982 35.5521488, -0.4489418 35.5516865)"
171895790,False,,RN 13,,primary,,True,84.123,,"LINESTRING (-0.4487982 35.5521488, -0.4485483 35.5528775)"
"[28561824, 488702242, 488702239]",False,2,RN 4,طريق وهران,primary,40,False,66.287,yes,"LINESTRING (-0.4487982 35.5521488, -0.4483616 35.5520548, -0.4481128 35.5519974, -0.4480911 35.5519926)"
171895790,False,,RN 13,,primary,,False,43.391,,"LINESTRING (-0.4493366 35.550552, -0.4494636 35.5501757)"
171895790,False,,RN 13,,primary,,True,4.231,,"LINESTRING (-0.4493366 35.550552, -0.4493238 35.5505886)"
385306101,False,,,,tertiary,,True,50.524,,"LINESTRING (-0.4493366 35.550552, -0.4498773 35.5506657)"
28561824,False,2,RN 4,طريق وهران,primary,40,False,59.491,,"LINESTRING (-0.4535494 35.553259, -0.4529047 35.5531535)"
28561824,False,2,RN 4,طريق وهران,primary,40,True,24.157,,"LINESTRING (-0.4535494 35.553259, -0.4536546 35.5532999, -0.4538001 35.553331)"
171895787,False,,CW 35,,secondary,,True,79.821,,"LINESTRING (-0.4535494 35.553259, -0.4534993 35.5534381, -0.4533975 35.5537917, -0.4533496 35.5539582)"
171895790,False,,RN 13,,primary,,False,84.123,,"LINESTRING (-0.4485483 35.5528775, -0.4487982 35.5521488)"
171895790,False,,RN 13,,primary,,True,76.884,,"LINESTRING (-0.4485483 35.5528775, -0.4483199 35.5535435)"
261271190,False,,,,residential,,False,48.753,,"LINESTRING (-0.4485483 35.5528775, -0.4490677 35.5529944)"
171895787,False,,CW 35,,secondary,,False,79.821,,"LINESTRING (-0.4533496 35.5539582, -0.4533975 35.5537917, -0.4534993 35.5534381, -0.4535494 35.553259)"
261271190,False,,,,residential,,True,161.65,,"LINESTRING (-0.4533496 35.5539582, -0.4524785 35.5537622, -0.4516274 35.5535706)"
28561824,False,2,RN 4,طريق وهران,primary,40,False,48.391,,"LINESTRING (-0.4566289 35.5539506, -0.4561126 35.5538368)"
261271191,False,,,,residential,,False,12.088,,"LINESTRING (-0.4566289 35.5539506, -0.4566626 35.5538454)"
261271191,False,,,,residential,,True,97.616,,"LINESTRING (-0.457165 35.5522958, -0.4568868 35.553144)"
261283549,False,,,,residential,,True,66.415,,"LINESTRING (-0.457165 35.5522958, -0.4573433 35.5517164)"
385306101,False,,,,tertiary,,False,49.378,,"LINESTRING (-0.457165 35.5522958, -0.456641 35.5521715)"
261271190,False,,,,residential,,False,68.942,,"LINESTRING (-0.45018 35.5532448, -0.4509145 35.5534101)"
261271190,False,,,,residential,,True,104.406,,"LINESTRING (-0.45018 35.5532448, -0.4490677 35.5529944)"
385306111,False,,,,residential,,False,84.854,,"LINESTRING (-0.45018 35.5532448, -0.4504177 35.5525066)"
385306111,False,,,,residential,,True,39.582,,"LINESTRING (-0.45018 35.5532448, -0.4500612 35.5535874)"
261279792,False,,,,tertiary,,False,83.609,,"LINESTRING (-0.4509509 35.5509087, -0.451382 35.5502436)"
385306101,False,,,,tertiary,,False,51.706,,"LINESTRING (-0.4509509 35.5509087, -0.4504003 35.550784)"
385306101,False,,,,tertiary,,True,68.418,,"LINESTRING (-0.4509509 35.5509087, -0.4516795 35.5510736)"
385306109,False,,,,tertiary,,True,130.69400000000002,,"LINESTRING (-0.4509509 35.5509087, -0.4507062 35.5516419, -0.4505724 35.552043)"
385306111,False,,,,residential,,False,38.657,,"LINESTRING (-0.4499452 35.553922, -0.4500612 35.5535874)"
261271192,False,,,,residential,,True,69.905,,"LINESTRING (-0.4499452 35.553922, -0.4496351 35.5538498, -0.4492023 35.553749)"
261271193,False,,,,residential,,False,66.145,,"LINESTRING (-0.4499452 35.553922, -0.4502727 35.5539983, -0.4506481 35.5540858)"
171895790,False,,RN 13,,primary,,False,76.884,,"LINESTRING (-0.4483199 35.5535435, -0.4485483 35.5528775)"
171895790,False,,RN 13,,primary,,True,73.54,,"LINESTRING (-0.4483199 35.5535435, -0.4481013 35.5541805)"
261271192,False,,,,residential,,False,83.03200000000001,,"LINESTRING (-0.4483199 35.5535435, -0.4487094 35.5536342, -0.4492023 35.553749)"
261271193,False,,,,residential,,False,40.559,,"LINESTRING (-0.4514034 35.5542618, -0.4515177 35.5539091)"
261271193,False,,,,residential,,True,71.075,,"LINESTRING (-0.4514034 35.5542618, -0.4506481 35.5540858)"
261284080,False,,,,residential,,False,35.037,,"LINESTRING (-0.4514034 35.5542618, -0.4513011 35.5545657)"
28561824,False,2,RN 4,طريق وهران,primary,40,False,39.452,,"LINESTRING (-0.4518541 35.5529197, -0.4514775 35.5527408)"
28561824,False,2,RN 4,طريق وهران,primary,40,True,98.535,,"LINESTRING (-0.4518541 35.5529197, -0.4529047 35.5531535)"
261271193,False,,,,residential,,True,75.226,,"LINESTRING (-0.4518541 35.5529197, -0.4516274 35.5535706)"
28561824,False,2,RN 4,طريق وهران,primary,40,False,68.471,,"LINESTRING (-0.4511481 35.552668, -0.4504177 35.5525066)"
