osmid,oneway,highway,junction,reversed,length,geometry,ref,area,bridge,name,lanes
89268762,True,secondary,roundabout,False,9.325,"LINESTRING (3.7468777 32.4766032, 3.7468569 32.4766023, 3.7468141 32.4765886, 3.7467895 32.4765703)",,,,,
618320589,True,secondary,,False,19.735999999999997,"LINESTRING (3.7468777 32.4766032, 3.7468425 32.476634, 3.7468086 32.4766574, 3.7467744 32.4766707, 3.7467412 32.4766781, 3.746698 32.4766846)",CW 105,,,,
727648280,False,secondary,,False,105.542,"LINESTRING (3.7429906 32.480226, 3.7438881 32.4802349, 3.7439624 32.4802322, 3.7440406 32.4802232, 3.744113 32.4802091)",CW 105,,,,
89268762,True,secondary,roundabout,False,10.034,"LINESTRING (3.7468486 32.4764289, 3.7468842 32.4764273, 3.7469184 32.4764359, 3.7469472 32.4764536)",,,,,
342288961,False,residential,,False,109.84,"LINESTRING (3.7468486 32.4764289, 3.7468757 32.4762504, 3.7468588 32.4760521, 3.7468516 32.4760223, 3.7468394 32.4759739, 3.7468259 32.4759541, 3.7468064 32.4759382, 3.7467825 32.4759274, 3.7467335 32.4759189, 3.7467096 32.4759141, 3.7466877 32.4759045, 3.7466694 32.4758906, 3.7466557 32.4758733, 3.7466475 32.4758538, 3.7465902 32.4755983, 3.7465806 32.4755444)",,,,,
604012664,False,secondary,,True,41.226,"LINESTRING (3.746698 32.4766846, 3.7464993 32.4770153)",CW 105,,,,
618320590,True,secondary,,False,15.719,"LINESTRING (3.746698 32.4766846, 3.7467107 32.4766495, 3.7467214 32.4766297, 3.7467392 32.4766102, 3.7467577 32.4765941, 3.7467895 32.4765703)",CW 105,,,,
727648280,False,secondary,,True,30.615,"LINESTRING (3.7444318 32.4801501, 3.744113 32.4802091)",CW 105,,,,
604012666,True,secondary,,False,74.473,"LINESTRING (3.7444318 32.4801501, 3.7444494 32.4801233, 3.7444647 32.4801083, 3.7444851 32.480097, 3.7448533 32.4799839, 3.7451532 32.4798949)",CW 105,,,,
89268762,True,secondary,roundabout,False,19.208,"LINESTRING (3.7469472 32.4764536, 3.7469673 32.4764784, 3.7469763 32.4765075, 3.7469738 32.4765356, 3.746961 32.4765616, 3.746939 32.4765829, 3.7469104 32.4765972)",,,,,
618320587,True,secondary,,False,29.985999999999997,"LINESTRING (3.7469472 32.4764536, 3.7470413 32.4765254, 3.7470708 32.4765446, 3.747107 32.4765548, 3.7471379 32.4765616, 3.747223 32.4765678)",,,,,
89268762,True,secondary,roundabout,False,3.139,"LINESTRING (3.7469104 32.4765972, 3.7468777 32.4766032)",,,,,
89268762,True,secondary,roundabout,False,19.727999999999998,"LINESTRING (3.7467895 32.4765703, 3.7467734 32.4765447, 3.7467673 32.4765171, 3.7467726 32.4764873, 3.7467893 32.4764608, 3.7468157 32.4764405, 3.7468486 32.4764289)",,,,,
342154842,False,secondary,,False,3.451,"LINESTRING (3.747223 32.4765678, 3.7472587 32.4765603)",,,,,
618320588,True,secondary,,False,29.9,"LINESTRING (3.747223 32.4765678, 3.7471379 32.4765938, 3.7471097 32.4765989, 3.7470668 32.4766006, 3.7469104 32.4765972)",,,,,
342154842,False,secondary,,True,45.68,"LINESTRING (3.7478828 32.4733535, 3.7478794 32.4737643)",,,,,
342154845,True,residential,roundabout,False,22.627000000000002,"LINESTRING (3.7463688 32.4798505, 3.7464169 32.4798512, 3.7464598 32.4798554, 3.7465115 32.4798697, 3.7465384 32.4798764, 3.7465682 32.4798887, 3.7466001 32.4798993)",,no,,,
342154845,True,residential,roundabout,False,17.765,"LINESTRING (3.7464447 32.4801066, 3.7464001 32.4800981, 3.7463601 32.4800796, 3.7463278 32.4800523, 3.7462977 32.4800162)",,no,,,
726028880,False,residential,,True,22.848,"LINESTRING (3.7464447 32.4801066, 3.7464532 32.4801496, 3.7464559 32.4802068, 3.7464505 32.4802458, 3.7464197 32.4803058)",,,,,
342154847,True,residential,,False,30.896,"LINESTRING (3.7462977 32.4800162, 3.7460911 32.4797998)",,,,,
342154845,True,residential,roundabout,False,21.73,"LINESTRING (3.7462977 32.4800162, 3.7462853 32.4799811, 3.7462873 32.479954, 3.7462903 32.4799427, 3.7463043 32.4799185, 3.7463153 32.4799032, 3.7463251 32.4798799, 3.7463342 32.4798672, 3.7463443 32.4798556, 3.7463688 32.4798505)",,no,,,
342154846,False,residential,,False,7.528,"LINESTRING (3.7456602 32.4795584, 3.7457341 32.4795848)",,,,,
604012666,True,secondary,,False,114.60799999999999,"LINESTRING (3.7456602 32.4795584, 3.7457006 32.4794661, 3.7457364 32.4793726, 3.7457676 32.4792779, 3.7457941 32.4791821, 3.7458158 32.4790856, 3.7458591 32.4788458, 3.7459113 32.4785525)",CW 105,,,,
342154846,False,residential,,True,41.144999999999996,"LINESTRING (3.7460911 32.4797998, 3.7458352 32.4796451, 3.7457341 32.4795848)",,,,,
342154848,True,residential,,False,26.926000000000002,"LINESTRING (3.7460911 32.4797998, 3.7462485 32.479811, 3.7463688 32.4798505)",,,,,
342154849,True,residential,,False,41.318999999999996,"LINESTRING (3.7469169 32.4799692, 3.7468067 32.4800418, 3.7467352 32.4800754, 3.7466918 32.4800907, 3.7466608 32.4800965, 3.7466301 32.4800995, 3.7465897 32.4801067, 3.7465233 32.4801184)",,,,,
342154851,False,residential,,False,105.73500000000001,"LINESTRING (3.7469169 32.4799692, 3.7475301 32.4796012, 3.7477307 32.4794753, 3.7478324 32.4794145)",,,,,
342154845,True,residential,roundabout,False,31.819000000000003,"LINESTRING (3.7466001 32.4798993, 3.7466354 32.4799298, 3.7466513 32.4799492, 3.7466547 32.4799645, 3.7466616 32.4799803, 3.7466485 32.4800058, 3.7466376 32.4800305, 3.7466295 32.4800481, 3.7466069 32.4800673, 3.7465836 32.4800773, 3.7465233 32.4801184)",,no,,,
342154850,True,residential,,False,30.773000000000003,"LINESTRING (3.7466001 32.4798993, 3.7466966 32.4799262, 3.7467684 32.4799403, 3.7468214 32.4799466, 3.7469169 32.4799692)",,,,,
342154844,False,residential,,True,24.877,"LINESTRING (3.748322 32.479097, 3.7482516 32.4788813)",,,,,
