osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction
563570613,2,RN 8,primary,False,False,141.786,"LINESTRING (3.587859 36.2602082, 3.5867729 36.261135)",,,
563570613,2,RN 8,primary,False,True,185.782,"LINESTRING (3.587859 36.2602082, 3.5892805 36.2589926)",,,
243872683,,,residential,False,False,105.13499999999999,"LINESTRING (3.587859 36.2602082, 3.5878732 36.2600761, 3.5878576 36.259952, 3.5877927 36.2598512, 3.5876108 36.2596838, 3.587289 36.2594459)",,,
242668667,,,residential,False,False,95.024,"LINESTRING (3.5850764 36.2626376, 3.585872 36.2632022)",,,
242668667,,,residential,False,True,60.149,"LINESTRING (3.5850764 36.2626376, 3.5845869 36.2622677)",,,
590991907,2,RN 8,primary,False,False,48.881,"LINESTRING (3.5850764 36.2626376, 3.5847001 36.2629557)",RN°18,,
590991907,2,RN 8,primary,False,True,90.145,"LINESTRING (3.5850764 36.2626376, 3.5857562 36.2620403)",RN°18,,
590991907,2,RN 8,primary,False,True,36.456,"LINESTRING (3.5829928 36.2644151, 3.5832927 36.2641937)",RN°18,,
242668679,,,residential,False,True,82.07300000000001,"LINESTRING (3.5829928 36.2644151, 3.5828438 36.2644079, 3.5823034 36.2643755, 3.5820794 36.2643841)",,,
590991907,2,RN 8,primary,False,False,126.35000000000001,"LINESTRING (3.5829928 36.2644151, 3.5825521 36.2647562, 3.5822232 36.2649375, 3.5819819 36.2650364, 3.5818603 36.2650718)",RN°18,,
242668687,,,residential,False,True,55.773,"LINESTRING (3.5855562 36.2650019, 3.5850968 36.2653401)",,,
242668702,,,residential,False,False,33.158,"LINESTRING (3.5855562 36.2650019, 3.5854536 36.2649205, 3.585599 36.2647811)",,,
242668702,,,residential,False,True,50.057,"LINESTRING (3.5855562 36.2650019, 3.5857808 36.26518, 3.5859459 36.2650359)",,,
242668673,,,residential,False,False,86.89,"LINESTRING (3.5883473 36.2673342, 3.5891284 36.2668716)",,,
242668674,,,residential,False,True,35.686,"LINESTRING (3.5883473 36.2673342, 3.5881592 36.2671289, 3.5881019 36.2670822)",,,
242668676,,,residential,False,False,42.072,"LINESTRING (3.585599 36.2647811, 3.5859459 36.2650359)",,,
242668676,,,residential,False,True,47.988,"LINESTRING (3.585599 36.2647811, 3.5852034 36.2644904)",,,
242668702,,,residential,False,True,33.158,"LINESTRING (3.585599 36.2647811, 3.5854536 36.2649205, 3.5855562 36.2650019)",,,
242668685,,,residential,False,False,27.951,"LINESTRING (3.5865855 36.2658937, 3.5867854 36.2657008)",,,
242668668,,,residential,False,False,12.174,"LINESTRING (3.5802581 36.2641247, 3.5802796 36.2642328)",,,
242668668,,,residential,False,True,83.126,"LINESTRING (3.5802581 36.2641247, 3.5802689 36.2640187, 3.5802896 36.2639563, 3.5807278 36.2635006)",,,
242668700,,,residential,False,False,188.38899999999998,"LINESTRING (3.5802581 36.2641247, 3.5801589 36.2636013, 3.5801589 36.2635299, 3.5801911 36.2634759, 3.5805827 36.2630801, 3.5806444 36.2630304, 3.5807436 36.2630022, 3.5811138 36.2630022, 3.5812049 36.2630044)",,,
242668668,,,residential,False,False,68.165,"LINESTRING (3.5804454 36.2647472, 3.5806367 36.2653405)",,,
242668668,,,residential,False,True,59.099,"LINESTRING (3.5804454 36.2647472, 3.5802796 36.2642328)",,,
242668679,,,residential,False,False,51.696,"LINESTRING (3.5804454 36.2647472, 3.5810022 36.2646264)",,,
242668667,,,residential,False,False,54.625,"LINESTRING (3.585872 36.2632022, 3.586316 36.2635386)",,,
242668667,,,residential,False,True,95.024,"LINESTRING (3.585872 36.2632022, 3.5850764 36.2626376)",,,
242668703,,,residential,False,False,87.005,"LINESTRING (3.585872 36.2632022, 3.5865372 36.2626325)",,,
242668703,,,residential,False,True,53.32,"LINESTRING (3.585872 36.2632022, 3.5854643 36.2635513)",,,
242668685,,,residential,False,True,60.6,"LINESTRING (3.5874214 36.2651173, 3.5869698 36.2655228)",,,
242668670,,,residential,False,False,54.217,"LINESTRING (3.5874214 36.2651173, 3.5874062 36.2650395, 3.5873841 36.2648906, 3.5873772 36.2646318)",,,
242668670,,,residential,False,True,83.638,"LINESTRING (3.5874214 36.2651173, 3.5874324 36.2651739, 3.5874733 36.265868)",,,
242668672,,,residential,False,False,90.488,"LINESTRING (3.58834 36.2660053, 3.5893455 36.2659348)",,,
242668672,,,residential,False,True,76.952,"LINESTRING (3.58834 36.2660053, 3.5874851 36.266067)",,,
242668708,,,tertiary,False,False,41.175,"LINESTRING (3.58834 36.2660053, 3.5886099 36.2663049)",,,
242668708,,,tertiary,False,True,176.371,"LINESTRING (3.58834 36.2660053, 3.5880412 36.2656734, 3.5877817 36.2653293, 3.5876067 36.2650917, 3.5874974 36.2649184, 3.5873772 36.2646318)",,,
242668668,,,residential,False,True,69.042,"LINESTRING (3.5808238 36.2659428, 3.5806367 36.2653405)",,,
242668709,,,residential,False,False,65.237,"LINESTRING (3.5808238 36.2659428, 3.581529 36.2657982)",,,
242668709,,,residential,False,True,136.34300000000002,"LINESTRING (3.5808238 36.2659428, 3.5800999 36.2660913, 3.5799179 36.2654849)",,,
242668670,,,residential,False,False,20.928,"LINESTRING (3.5874961 36.266255, 3.5874851 36.266067)",,,
242668670,,,residential,False,True,12.502,"LINESTRING (3.5874961 36.266255, 3.5875028 36.2663673)",,,
242668705,,,residential,False,True,68.616,"LINESTRING (3.5874961 36.266255, 3.5867383 36.2663414)",,,
242668693,,,residential,False,True,23.275,"LINESTRING (3.5870259 36.2635403, 3.5872855 36.2635407)",,,
242668708,,,tertiary,False,False,89.51,"LINESTRING (3.5870259 36.2635403, 3.5872775 36.2643193)",,,
242668708,,,tertiary,False,True,54.832,"LINESTRING (3.5870259 36.2635403, 3.5868718 36.2630631)",,,
242668674,,,residential,False,True,87.732,"LINESTRING (3.5875277 36.2670694, 3.586568 36.2672236)",,,
242668670,,,residential,False,False,78.439,"LINESTRING (3.5875277 36.2670694, 3.5874806 36.2666618, 3.5875055 36.2665317, 3.5875028 36.2663673)",,,
242668674,,,residential,False,False,33.867,"LINESTRING (3.5875277 36.2670694, 3.5878166 36.2670204, 3.5878978 36.2670085)",,,
242668677,,,residential,False,False,60.518,"LINESTRING (3.5852682 36.2616643, 3.5857562 36.2620403)",,,
242668696,,,residential,False,False,96.746,"LINESTRING (3.5852682 36.2616643, 3.5859947 36.261021)",,,
242668696,,,residential,False,True,90.736,"LINESTRING (3.5852682 36.2616643, 3.5845869 36.2622677)",,,
242668698,,,residential,False,False,59.22,"LINESTRING (3.5886347 36.2667674, 3.5881019 36.2670822)",,,
242668680,,,residential,False,False,59.254,"LINESTRING (3.5869698 36.2655228, 3.5874733 36.265868)",,,
242668680,,,residential,False,True,35.447,"LINESTRING (3.5869698 36.2655228, 3.5866686 36.2653163)",,,
242668685,,,residential,False,False,60.6,"LINESTRING (3.5869698 36.2655228, 3.5874214 36.2651173)",,,
242668685,,,residential,False,True,25.789,"LINESTRING (3.5869698 36.2655228, 3.5867854 36.2657008)",,,
242668676,,,residential,False,False,53.592,"LINESTRING (3.5847674 36.2641607, 3.5852034 36.2644904)",,,
242668676,,,residential,False,True,95.817,"LINESTRING (3.5847674 36.2641607, 3.5839879 36.2635712)",,,
242668703,,,residential,False,False,92.172,"LINESTRING (3.5847674 36.2641607, 3.5854643 36.2635513)",,,
242668703,,,residential,False,True,92.94,"LINESTRING (3.5847674 36.2641607, 3.5840493 36.2647635)",,,
242668710,,,residential,False,True,44.647,"LINESTRING (3.5838409 36.2623321, 3.5842176 36.2625947)",,,
242668670,,,residential,False,True,99.143,"LINESTRING (3.5866686 36.2653163, 3.5873772 36.2646318)",,,
242668680,,,residential,False,False,35.447,"LINESTRING (3.5866686 36.2653163, 3.5869698 36.2655228)",,,
242668680,,,residential,False,True,43.496,"LINESTRING (3.5866686 36.2653163, 3.5863005 36.2650615)",,,
242668674,,,residential,False,False,20.799,"LINESTRING (3.5878978 36.2670085, 3.5880446 36.2670356, 3.5881019 36.2670822)",,,
242668674,,,residential,False,True,33.867,"LINESTRING (3.5878978 36.2670085, 3.5878166 36.2670204, 3.5875277 36.2670694)",,,
242668676,,,residential,False,False,24.864,"LINESTRING (3.5859459 36.2650359, 3.5861509 36.2651865)",,,
242668676,,,residential,False,True,42.072,"LINESTRING (3.5859459 36.2650359, 3.585599 36.2647811)",,,
242668702,,,residential,False,False,50.057,"LINESTRING (3.5859459 36.2650359, 3.5857808 36.26518, 3.5855562 36.2650019)",,,
242668693,,,residential,False,False,23.275,"LINESTRING (3.5872855 36.2635407, 3.5870259 36.2635403)",,,
