osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,bridge
204958479,False,Rue de la liberté,residential,50,True,126.575,,"LINESTRING (1.6853235 36.2724545, 1.6839525 36.2721824)",
384891704,False,,primary,,False,51.913,RN 65,"LINESTRING (1.6853235 36.2724545, 1.6854454 36.2719981)",
384891704,False,,primary,,True,46.476,RN 65,"LINESTRING (1.6853235 36.2724545, 1.685224 36.2728647)",
"[204958430, 204958479]",False,Rue de la liberté,residential,50,"[False, True]",156.041,,"LINESTRING (1.6853235 36.2724545, 1.6865082 36.2727149, 1.6863911 36.2731173)",
204156022,False,,residential,,False,50.186,,"LINESTRING (1.6854454 36.2719981, 1.6859849 36.2721186)",
204156023,False,,primary,,False,47.377,RN 65,"LINESTRING (1.6854454 36.2719981, 1.684935 36.2718876)",
384891704,False,,primary,,True,51.913,RN 65,"LINESTRING (1.6854454 36.2719981, 1.6853235 36.2724545)",
204156023,False,,primary,,True,47.377,RN 65,"LINESTRING (1.684935 36.2718876, 1.6854454 36.2719981)",
204958439,False,,residential,,True,96.145,,"LINESTRING (1.684935 36.2718876, 1.6839023 36.2716543)",
662663174,False,Rue du Commandant Djilali Bounaama,primary,,False,141.383,RN 65,"LINESTRING (1.684935 36.2718876, 1.6853508 36.2706611)",
1089677639,False,,secondary,,True,41.665,CW 3,"LINESTRING (1.6828043 36.2716408, 1.6823885 36.2718082)",
1089677641,False,,residential,,False,22.145,,"LINESTRING (1.6828043 36.2716408, 1.6827801 36.2714426)",
1089677639,False,,secondary,,False,38.665,CW 3,"LINESTRING (1.6828043 36.2716408, 1.6831063 36.271566, 1.6832088 36.2715233)",
204958463,False,,residential,,True,39.466,,"LINESTRING (1.6832088 36.2715233, 1.6827801 36.2714426)",
204958439,False,,residential,,False,63.89,,"LINESTRING (1.6832088 36.2715233, 1.6832954 36.271538, 1.6833571 36.2715445, 1.6839023 36.2716543)",
1089677639,False,,secondary,,True,38.665,CW 3,"LINESTRING (1.6832088 36.2715233, 1.6831063 36.271566, 1.6828043 36.2716408)",
204156019,False,,residential,,False,67.699,,"LINESTRING (1.6895622 36.2717533, 1.6893517 36.272338)",
204156019,False,,residential,,True,71.133,,"LINESTRING (1.6895622 36.2717533, 1.6897704 36.271136)",
1089677639,False,,secondary,,False,88.799,CW 3,"LINESTRING (1.6895622 36.2717533, 1.6905178 36.2719635)",
1089677639,False,,secondary,,True,43.502,CW 3,"LINESTRING (1.6895622 36.2717533, 1.6890985 36.271638)",
204998085,False,,residential,,False,72.883,,"LINESTRING (1.6905178 36.2719635, 1.6907527 36.271336)",
204998085,False,,residential,,True,7.82,,"LINESTRING (1.6905178 36.2719635, 1.6904925 36.2720308)",
1089677639,False,,secondary,,True,88.799,CW 3,"LINESTRING (1.6905178 36.2719635, 1.6895622 36.2717533)",
662663174,False,Rue du Commandant Djilali Bounaama,primary,,True,141.383,RN 65,"LINESTRING (1.6853508 36.2706611, 1.684935 36.2718876)",
1089677639,False,,secondary,,False,96.966,CW 3,"LINESTRING (1.6853508 36.2706611, 1.6863947 36.2708894)",
204164980,False,,residential,,False,140.421,,"LINESTRING (1.6874168 36.2711186, 1.6870151 36.2723392)",
1089677639,False,,secondary,,True,95.108,CW 3,"LINESTRING (1.6874168 36.2711186, 1.6863947 36.2708894)",
