osmid,ref,highway,oneway,reversed,length,lanes,name,geometry,bridge,access
243766346,,residential,False,False,126.216,,,"LINESTRING (5.9112104 35.6349042, 5.9106847 35.6359558)",,
243766348,,residential,False,False,215.835,,,"LINESTRING (5.9097555 35.6283945, 5.9119353 35.6291873)",,
243766369,,residential,False,False,83.072,,,"LINESTRING (5.9097555 35.6283945, 5.9093912 35.6290804)",,
243766369,,residential,False,True,81.158,,,"LINESTRING (5.9097555 35.6283945, 5.9101187 35.627727)",,
243766345,,residential,False,True,44.694,,,"LINESTRING (5.9134555 35.6317377, 5.9136642 35.6313733)",,
243766347,,residential,False,False,108.12,,,"LINESTRING (5.9134555 35.6317377, 5.912355 35.6313564)",,
243766345,,residential,False,False,222.202,,,"LINESTRING (5.9134555 35.6317377, 5.9134752 35.6318313, 5.9134768 35.6318638, 5.9135948 35.6322213, 5.9136699 35.6323434, 5.9137343 35.6324088, 5.9138577 35.6324698, 5.9151668 35.6329394)",,
243766347,,residential,False,True,194.945,,,"LINESTRING (5.9134555 35.6317377, 5.9139812 35.6319317, 5.9143809 35.63208, 5.9154189 35.6324637)",,
243766343,,residential,False,False,30.559,,,"LINESTRING (5.9125314 35.6280279, 5.9128574 35.6281008)",,
243766343,,residential,False,True,37.756,,,"LINESTRING (5.9125314 35.6280279, 5.9126199 35.6282097, 5.9127179 35.6283297)",,
243766336,,residential,False,True,44.425,,,"LINESTRING (5.9137092 35.6358087, 5.9132604 35.6356457)",,
1135090492,RN 77,primary,False,False,7.61,2,,"LINESTRING (5.9137092 35.6358087, 5.9136763 35.6358717)",,
1135090492,RN 77,primary,False,True,99.014,2,,"LINESTRING (5.9137092 35.6358087, 5.9141281 35.6349859)",,
1135090492,RN 77,primary,False,False,7.157,2,,"LINESTRING (5.9154189 35.6324637, 5.9153867 35.6325225)",,
1135090492,RN 77,primary,False,True,124.526,2,,"LINESTRING (5.9154189 35.6324637, 5.91592 35.6314205)",,
243766347,,residential,False,False,194.94500000000002,,,"LINESTRING (5.9154189 35.6324637, 5.9143809 35.63208, 5.9139812 35.6319317, 5.9134555 35.6317377)",,
243766347,,residential,False,False,23.805,,,"LINESTRING (5.912355 35.6313564, 5.9121163 35.6312659)",,
243766347,,residential,False,True,108.12,,,"LINESTRING (5.912355 35.6313564, 5.9134555 35.6317377)",,
243766361,,residential,False,False,112.281,,,"LINESTRING (5.912355 35.6313564, 5.9126447 35.6320932, 5.9127198 35.6322633, 5.9127493 35.6323134)",,
1135090492,RN 77,primary,False,False,16.968,2,,"LINESTRING (5.9151668 35.6329394, 5.9150953 35.6330805)",,
1135090492,RN 77,primary,False,True,50.438,2,,"LINESTRING (5.9151668 35.6329394, 5.9153867 35.6325225)",,
243766345,,residential,False,True,222.202,,,"LINESTRING (5.9151668 35.6329394, 5.9138577 35.6324698, 5.9137343 35.6324088, 5.9136699 35.6323434, 5.9135948 35.6322213, 5.9134768 35.6318638, 5.9134752 35.6318313, 5.9134555 35.6317377)",,
243766366,,residential,False,False,6.104,,شارع 5 يوايو,"LINESTRING (5.9106906 35.6279358, 5.9107522 35.6279583)",,
243766366,,residential,False,True,56.664,,شارع 5 يوايو,"LINESTRING (5.9106906 35.6279358, 5.9101187 35.627727)",,
126982273,RN 77,primary,False,False,28.404,,,"LINESTRING (5.9128574 35.6281008, 5.9127179 35.6283297)",,
243766343,,residential,False,True,30.559,,,"LINESTRING (5.9128574 35.6281008, 5.9125314 35.6280279)",,
243766355,,residential,False,True,100.25,,,"LINESTRING (5.9107671 35.6316986, 5.9117783 35.6320692)",,
243766368,,residential,False,False,93.441,,,"LINESTRING (5.9107671 35.6316986, 5.9111668 35.6309236)",,
243766368,,residential,False,True,75.893,,,"LINESTRING (5.9107671 35.6316986, 5.9104608 35.6323341)",,
243766355,,residential,False,False,209.276,,,"LINESTRING (5.9107671 35.6316986, 5.9102208 35.631509, 5.9086375 35.6309596)",,
243766335,,residential,False,True,241.706,,,"LINESTRING (5.9090596 35.6297076, 5.9115081 35.6305819)",,
243766369,,residential,False,False,44.73,,,"LINESTRING (5.9090596 35.6297076, 5.9088628 35.6300767)",,
243766369,,residential,False,True,75.908,,,"LINESTRING (5.9090596 35.6297076, 5.9093912 35.6290804)",,
243766336,,residential,False,False,103.925,,,"LINESTRING (5.9116055 35.6350472, 5.9126565 35.6354265)",,
243766336,,residential,False,True,39.087,,,"LINESTRING (5.9116055 35.6350472, 5.9112104 35.6349042)",,
243766361,,residential,False,True,93.533,,,"LINESTRING (5.9116055 35.6350472, 5.9119917 35.6342668)",,
243766353,,residential,False,False,61.612,,,"LINESTRING (5.91032 35.6326261, 5.9109396 35.6328572)",,
243766353,,residential,False,True,87.126,,,"LINESTRING (5.91032 35.6326261, 5.9094403 35.6323056)",,
243766368,,residential,False,False,34.873,,,"LINESTRING (5.91032 35.6326261, 5.9104608 35.6323341)",,
243766368,,residential,False,True,202.6,,,"LINESTRING (5.91032 35.6326261, 5.9094421 35.6343026)",,
243766340,,residential,False,False,187.942,,,"LINESTRING (5.9143867 35.6300616, 5.9124831 35.6293813)",,
267484501,,secondary,False,False,78.986,,,"LINESTRING (5.9143867 35.6300616, 5.9140393 35.6307134)",,
267484501,,secondary,False,True,80.865,,,"LINESTRING (5.9143867 35.6300616, 5.9147424 35.6293943)",,
243766353,,residential,False,False,77.813,,,"LINESTRING (5.9124148 35.6333782, 5.9132097 35.6336471)",,
243766353,,residential,False,True,29.818,,,"LINESTRING (5.9124148 35.6333782, 5.9121171 35.6332626)",,
243766361,,residential,False,False,69.031,,,"LINESTRING (5.9124148 35.6333782, 5.912147 35.6339596)",,
243766361,,residential,False,True,53.933,,,"LINESTRING (5.9124148 35.6333782, 5.9126589 35.6329356)",,
243766335,,residential,False,False,241.706,,,"LINESTRING (5.9115081 35.6305819, 5.9090596 35.6297076)",,
243766335,,residential,False,True,213.812,,,"LINESTRING (5.9115081 35.6305819, 5.9136642 35.6313733)",,
243766365,,residential,False,False,46.931,,,"LINESTRING (5.9115081 35.6305819, 5.9112902 35.630965)",,
243766365,,residential,False,True,74.944,,,"LINESTRING (5.9115081 35.6305819, 5.9118373 35.6299633)",,
126982273,RN 77,primary,False,True,79.646,,,"LINESTRING (5.9122095 35.6292754, 5.9125516 35.6286153)",,
243766354,,primary,False,False,27.389,,,"LINESTRING (5.9122095 35.6292754, 5.9124831 35.6293813)",,
243766354,,primary,False,True,26.648,,,"LINESTRING (5.9122095 35.6292754, 5.9119353 35.6291873)",,
243766353,,residential,False,True,50.447,,,"LINESTRING (5.914557 35.6341332, 5.91405 35.6339434)",,
1135090492,RN 77,primary,False,False,13.926,2,,"LINESTRING (5.914557 35.6341332, 5.9145057 35.6342513)",,
1135090492,RN 77,primary,False,True,88.659,2,,"LINESTRING (5.914557 35.6341332, 5.9149349 35.6333974)",,
243766348,,residential,False,True,215.835,,,"LINESTRING (5.9119353 35.6291873, 5.9097555 35.6283945)",,
243766354,,primary,False,False,26.648,,,"LINESTRING (5.9119353 35.6291873, 5.9122095 35.6292754)",,
243766354,,primary,False,True,81.069,,,"LINESTRING (5.9119353 35.6291873, 5.9115611 35.6298499)",,
243766366,,residential,False,True,57.417,,شارع 5 يوايو,"LINESTRING (5.9147424 35.6293943, 5.9141604 35.6291873)",,
267484501,,secondary,False,False,80.865,,,"LINESTRING (5.9147424 35.6293943, 5.9143867 35.6300616)",,
267484501,,secondary,False,True,51.079,,,"LINESTRING (5.9147424 35.6293943, 5.9149671 35.6289728)",,
243766340,,residential,False,True,187.942,,,"LINESTRING (5.9124831 35.6293813, 5.9143867 35.6300616)",,
243766354,,primary,False,False,82.283,,,"LINESTRING (5.9124831 35.6293813, 5.9121243 35.6300614)",,
243766354,,primary,False,True,27.389,,,"LINESTRING (5.9124831 35.6293813, 5.9122095 35.6292754)",,
243766347,,residential,False,False,17.666,,,"LINESTRING (5.9090371 35.6301486, 5.9088628 35.6300767)",,
243766347,,residential,False,True,210.889,,,"LINESTRING (5.9090371 35.6301486, 5.9111668 35.6309236)",,
243766364,,residential,False,False,46.643,,,"LINESTRING (5.9090371 35.6301486, 5.9088531 35.6305405)",,
243766349,,residential,False,False,102.825,,,"LINESTRING (5.9119917 35.6342668, 5.9130429 35.6346206)",,
243766361,,residential,False,False,93.533,,,"LINESTRING (5.9119917 35.6342668, 5.9116055 35.6350472)",,
243766361,,residential,False,True,36.93,,,"LINESTRING (5.9119917 35.6342668, 5.912147 35.6339596)",,
243766353,,residential,False,False,123.543,,,"LINESTRING (5.9081984 35.6318413, 5.9094403 35.6323056)",,
243766364,,residential,False,True,105.768,,,"LINESTRING (5.9081984 35.6318413, 5.9086375 35.6309596)",,
243766365,,residential,False,False,74.944,,,"LINESTRING (5.9118373 35.6299633, 5.9115081 35.6305819)",,
1135090503,RN 86,primary,False,False,27.967,,,"LINESTRING (5.9118373 35.6299633, 5.9115611 35.6298499)",,
1135090503,RN 86,primary,False,True,28.139,,,"LINESTRING (5.9118373 35.6299633, 5.9121243 35.6300614)",,
243766347,,residential,False,False,61.835,,,"LINESTRING (5.9088628 35.6300767, 5.9082405 35.6298456)",,
243766347,,residential,False,True,17.666,,,"LINESTRING (5.9088628 35.6300767, 5.9090371 35.6301486)",,
243766369,,residential,False,True,44.73,,,"LINESTRING (5.9088628 35.6300767, 5.9090596 35.6297076)",,
243766349,,residential,False,True,52.714,,,"LINESTRING (5.9141281 35.6349859, 5.9135892 35.6348045)",,
1135090492,RN 77,primary,False,False,99.014,2,,"LINESTRING (5.9141281 35.6349859, 5.9137092 35.6358087)",,
1135090492,RN 77,primary,False,True,88.525,2,,"LINESTRING (5.9141281 35.6349859, 5.9141445 35.6349536, 5.9145057 35.6342513)",,
243766336,,residential,False,False,173.244,,,"LINESTRING (5.9094421 35.6343026, 5.9112104 35.6349042)",,
243766336,,residential,False,True,76.828,,,"LINESTRING (5.9094421 35.6343026, 5.908664 35.6340243)",,
243766368,,residential,False,False,202.6,,,"LINESTRING (5.9094421 35.6343026, 5.91032 35.6326261)",,
243766366,,residential,False,False,178.286,,شارع 5 يوايو,"LINESTRING (5.9107522 35.6279583, 5.9125516 35.6286153)",,
243766366,,residential,False,True,6.104,,شارع 5 يوايو,"LINESTRING (5.9107522 35.6279583, 5.9106906 35.6279358)",,
243766366,,residential,False,False,56.664,,شارع 5 يوايو,"LINESTRING (5.9101187 35.627727, 5.9106906 35.6279358)",,
243766369,,residential,False,False,81.158,,,"LINESTRING (5.9101187 35.627727, 5.9097555 35.6283945)",,
126982273,RN 77,primary,False,False,35.135,,,"LINESTRING (5.9127179 35.6283297, 5.9125516 35.6286153)",,
126982273,RN 77,primary,False,True,28.404,,,"LINESTRING (5.9127179 35.6283297, 5.9128574 35.6281008)",,
243766343,,residential,False,False,37.756,,,"LINESTRING (5.9127179 35.6283297, 5.9126199 35.6282097, 5.9125314 35.6280279)",,
243766364,,residential,False,False,105.768,,,"LINESTRING (5.9086375 35.6309596, 5.9081984 35.6318413)",,
243766364,,residential,False,True,50.512,,,"LINESTRING (5.9086375 35.6309596, 5.9088531 35.6305405)",,
243766355,,residential,False,True,209.276,,,"LINESTRING (5.9086375 35.6309596, 5.9102208 35.631509, 5.9107671 35.6316986)",,
243766346,,residential,False,True,126.216,,,"LINESTRING (5.9106847 35.6359558, 5.9112104 35.6349042)",,
243766367,,residential,False,False,36.055,,,"LINESTRING (5.9106847 35.6359558, 5.9110471 35.6360914)",,
243766367,,residential,False,True,32.542,,,"LINESTRING (5.9106847 35.6359558, 5.910361 35.6358276)",,
243766354,,primary,False,False,81.069,,,"LINESTRING (5.9115611 35.6298499, 5.9119353 35.6291873)",,
1135090503,RN 86,primary,False,False,213.968,,,"LINESTRING (5.9115611 35.6298499, 5.9093912 35.6290804)",,
1135090503,RN 86,primary,False,True,27.967,,,"LINESTRING (5.9115611 35.6298499, 5.9118373 35.6299633)",,
267077803,,residential,False,False,69.473,,,"LINESTRING (5.9178818 35.6292135, 5.9181073 35.6298108)",,
267973337,,residential,False,True,12.287,,,"LINESTRING (5.9178818 35.6292135, 5.9180148 35.6291906)",,
267077803,,residential,False,True,29.429000000000002,,,"LINESTRING (5.9178818 35.6292135, 5.91787 35.62918, 5.917863 35.6291601, 5.9177936 35.6290172, 5.9177685 35.6289656)",,
267077801,,residential,False,False,49.238,,,"LINESTRING (5.9156188 35.629951, 5.915413 35.630361)",,
267077796,,residential,False,False,17.511,,,"LINESTRING (5.9150769 35.6300645, 5.9150019 35.6302097)",,
267077793,,residential,False,False,40.786,,,"LINESTRING (5.9150019 35.6302097, 5.915413 35.630361)",,
267077796,,residential,False,False,85.455,,,"LINESTRING (5.9150019 35.6302097, 5.9146359 35.6309183)",,
267077796,,residential,False,True,17.511,,,"LINESTRING (5.9150019 35.6302097, 5.9150769 35.6300645)",,
267077793,,residential,False,False,85.535,,,"LINESTRING (5.915413 35.630361, 5.916284 35.6306619)",,
267077793,,residential,False,True,40.786,,,"LINESTRING (5.915413 35.630361, 5.9150019 35.6302097)",,
267077801,,residential,False,False,85.942,,,"LINESTRING (5.915413 35.630361, 5.9150537 35.6310766)",,
267077801,,residential,False,True,49.238,,,"LINESTRING (5.915413 35.630361, 5.9156188 35.629951)",,
267077793,,residential,False,True,85.535,,,"LINESTRING (5.916284 35.6306619, 5.915413 35.630361)",,
267077800,,residential,False,False,90.541,,,"LINESTRING (5.916284 35.6306619, 5.91592 35.6314205)",,
1014997998,,residential,False,True,54.675,,,"LINESTRING (5.916284 35.6306619, 5.9168324 35.6308695)",,
"[267077800, 267484476, 267973350]",,residential,False,True,325.80600000000004,,,"LINESTRING (5.916284 35.6306619, 5.9167774 35.6296939, 5.9168455 35.6295547, 5.9168805 35.6294581, 5.9167653 35.6293848, 5.9166413 35.6293335, 5.9165543 35.6292946, 5.9164934 35.6292186, 5.9164239 35.6290984, 5.9164543 35.6290295, 5.9165108 35.6289888, 5.9176332 35.6286868)",yes,
267077796,,residential,False,True,85.455,,,"LINESTRING (5.9146359 35.6309183, 5.9150019 35.6302097)",,
1135090503,RN 86,primary,False,False,58.536,,,"LINESTRING (5.9146359 35.6309183, 5.9140393 35.6307134)",,
1135090503,RN 86,primary,False,True,41.661,,,"LINESTRING (5.9146359 35.6309183, 5.9150537 35.6310766)",,
267077801,,residential,False,True,85.942,,,"LINESTRING (5.9150537 35.6310766, 5.915413 35.630361)",,
1135090503,RN 86,primary,False,False,41.661,,,"LINESTRING (5.9150537 35.6310766, 5.9146359 35.6309183)",,
1135090503,RN 86,primary,False,True,87.134,,,"LINESTRING (5.9150537 35.6310766, 5.91592 35.6314205)",,
267077782,,residential,False,False,22.4,,,"LINESTRING (5.9182226 35.63207, 5.9181295 35.6322567)",,
267077803,,residential,False,False,27.415,,,"LINESTRING (5.9182226 35.63207, 5.9179317 35.6321399)",,
267077803,,residential,False,True,27.415,,,"LINESTRING (5.9179317 35.6321399, 5.9182226 35.63207)",,
267484472,RN 86,primary,False,False,22.096,,,"LINESTRING (5.9179317 35.6321399, 5.9180957 35.6322371, 5.9181295 35.6322567)",,
"[267484472, 267484473, 38826017]",RN 86,primary,False,True,62.68,,,"LINESTRING (5.9179317 35.6321399, 5.9177493 35.6320615, 5.9175669 35.6319961, 5.9174167 35.6319437, 5.9173024 35.6319038)",yes,
267077782,,residential,False,True,22.4,,,"LINESTRING (5.9181295 35.6322567, 5.9182226 35.63207)",,
267484472,RN 86,primary,False,True,22.096,,,"LINESTRING (5.9181295 35.6322567, 5.9180957 35.6322371, 5.9179317 35.6321399)",,
243766347,,residential,False,False,81.815,,,"LINESTRING (5.9121163 35.6312659, 5.9112902 35.630965)",,
243766347,,residential,False,True,23.805,,,"LINESTRING (5.9121163 35.6312659, 5.912355 35.6313564)",,
267088736,,residential,False,True,78.868,,,"LINESTRING (5.9121163 35.6312659, 5.9118347 35.6318011, 5.9119741 35.6318589)",,
267088728,,residential,False,False,26.062,,,"LINESTRING (5.9119741 35.6318589, 5.9118607 35.6320744)",,
267088736,,residential,False,True,13.288,,,"LINESTRING (5.9119741 35.6318589, 5.9121082 35.6319079)",,
267088736,,residential,False,False,78.868,,,"LINESTRING (5.9119741 35.6318589, 5.9118347 35.6318011, 5.9121163 35.6312659)",,
267088736,,residential,False,False,13.288,,,"LINESTRING (5.9121082 35.6319079, 5.9119741 35.6318589)",,
243766355,,residential,False,False,100.25,,,"LINESTRING (5.9117783 35.6320692, 5.9107671 35.6316986)",,
243766355,,residential,False,True,7.469,,,"LINESTRING (5.9117783 35.6320692, 5.9118607 35.6320744)",,
267088734,,residential,False,True,53.609,,,"LINESTRING (5.9117783 35.6320692, 5.9115726 35.6325214)",,
243766355,,residential,False,False,7.469,,,"LINESTRING (5.9118607 35.6320744, 5.9117783 35.6320692)",,
267088728,,residential,False,True,26.062,,,"LINESTRING (5.9118607 35.6320744, 5.9119741 35.6318589)",,
243766355,,residential,False,True,85.94,,,"LINESTRING (5.9118607 35.6320744, 5.9125327 35.6323129, 5.9126239 35.6323216, 5.9127493 35.6323134)",,
267088727,,residential,False,False,108.442,,,"LINESTRING (5.9115726 35.6325214, 5.9126589 35.6329356)",,
267088734,,residential,False,False,53.609,,,"LINESTRING (5.9115726 35.6325214, 5.9117783 35.6320692)",,
267088734,,residential,False,True,21.554,,,"LINESTRING (5.9115726 35.6325214, 5.9114779 35.6326993)",,
243766361,,residential,False,False,53.933,,,"LINESTRING (5.9126589 35.6329356, 5.9124148 35.6333782)",,
267088727,,residential,False,True,108.442,,,"LINESTRING (5.9126589 35.6329356, 5.9115726 35.6325214)",,
243766361,,residential,False,True,78.998,,,"LINESTRING (5.9126589 35.6329356, 5.9128861 35.6324834, 5.9128888 35.6324311, 5.9128492 35.6323652, 5.9127493 35.6323134)",,
243766353,,residential,False,False,15.5,,,"LINESTRING (5.9113232 35.6329858, 5.9114787 35.6330446)",,
243766353,,residential,False,True,37.501,,,"LINESTRING (5.9113232 35.6329858, 5.9109396 35.6328572)",,
267088734,,residential,False,False,34.79,,,"LINESTRING (5.9113232 35.6329858, 5.9114779 35.6326993)",,
1135090492,RN 77,primary,False,False,38.103,2,,"LINESTRING (5.9150953 35.6330805, 5.9149349 35.6333974)",,
1135090492,RN 77,primary,False,True,16.968,2,,"LINESTRING (5.9150953 35.6330805, 5.9151668 35.6329394)",,
267094455,,unclassified,False,True,179.78,,,"LINESTRING (5.9150953 35.6330805, 5.9157856 35.6333385, 5.9165034 35.6336068, 5.9165155 35.6337677, 5.9164792 35.6339614)",,
267094434,,residential,False,False,61.65,,,"LINESTRING (5.9149349 35.6333974, 5.9155571 35.6336247)",,
1135090492,RN 77,primary,False,False,88.659,2,,"LINESTRING (5.9149349 35.6333974, 5.914557 35.6341332)",,
1135090492,RN 77,primary,False,True,38.103,2,,"LINESTRING (5.9149349 35.6333974, 5.9150953 35.6330805)",,
"[267484496, 267094452, 267484485]",,unclassified,False,True,111.863,,,"LINESTRING (5.9176588 35.6336659, 5.9169155 35.6338892, 5.9167437 35.6339207, 5.9164792 35.6339614)",yes,
267094434,,residential,False,True,37.969,,,"LINESTRING (5.9164792 35.6339614, 5.916096 35.6338214)",,
267094455,,unclassified,False,True,103.904,,,"LINESTRING (5.9164792 35.6339614, 5.9162745 35.6348809)",,
"[267484496, 267094452, 267484485]",,unclassified,False,False,111.863,,,"LINESTRING (5.9164792 35.6339614, 5.9167437 35.6339207, 5.9169155 35.6338892, 5.9176588 35.6336659)",yes,
267094455,,unclassified,False,False,179.78,,,"LINESTRING (5.9164792 35.6339614, 5.9165155 35.6337677, 5.9165034 35.6336068, 5.9157856 35.6333385, 5.9150953 35.6330805)",,
267094433,,residential,False,False,60.562,,,"LINESTRING (5.9145057 35.6342513, 5.9151295 35.6344503)",,
1135090492,RN 77,primary,False,True,13.926,2,,"LINESTRING (5.9145057 35.6342513, 5.914557 35.6341332)",,
1135090492,RN 77,primary,False,False,88.525,2,,"LINESTRING (5.9145057 35.6342513, 5.9141445 35.6349536, 5.9141281 35.6349859)",,
267094433,,residential,False,True,61.045,,,"LINESTRING (5.9162745 35.6348809, 5.9156507 35.6346703)",,
267094455,,unclassified,False,False,103.904,,,"LINESTRING (5.9162745 35.6348809, 5.9164792 35.6339614)",,
267255328,,primary,False,True,20.623,,,"LINESTRING (5.9090103 35.6288689, 5.9089406 35.6290455)",,
267255331,,tertiary,False,False,21.303,,,"LINESTRING (5.9090103 35.6288689, 5.9091659 35.6290128)",,
267275287,,residential,False,False,31.796,,,"LINESTRING (5.9180148 35.6291906, 5.9178948 35.6289218)",,
267973337,,residential,False,False,12.287,,,"LINESTRING (5.9180148 35.6291906, 5.9178818 35.6292135)",,
267973337,,residential,False,True,39.951,,,"LINESTRING (5.9180148 35.6291906, 5.9184335 35.6290754)",,
267275307,,residential,False,False,50.205,,,"LINESTRING (5.9145575 35.6356793, 5.9143463 35.6360969)",,
267275295,,residential,False,True,65.523,,,"LINESTRING (5.9136763 35.6358717, 5.9143463 35.6360969)",,
1135090492,RN 77,primary,False,False,74.531,2,,"LINESTRING (5.9136763 35.6358717, 5.9133538 35.6364886)",,
1135090492,RN 77,primary,False,True,7.61,2,,"LINESTRING (5.9136763 35.6358717, 5.9137092 35.6358087)",,
267275295,,residential,False,False,65.523,,,"LINESTRING (5.9143463 35.6360969, 5.9136763 35.6358717)",,
267275295,,residential,False,True,50.411,,,"LINESTRING (5.9143463 35.6360969, 5.9148618 35.6362701)",,
267275307,,residential,False,True,50.205,,,"LINESTRING (5.9143463 35.6360969, 5.9145575 35.6356793)",,
1135090492,RN 77,primary,False,True,74.531,2,,"LINESTRING (5.9133538 35.6364886, 5.9136763 35.6358717)",,
267484501,,secondary,False,False,86.052,,,"LINESTRING (5.9153456 35.6282627, 5.9149671 35.6289728)",,
267484500,,residential,False,False,46.05,,,"LINESTRING (5.913669 35.6328095, 5.913467 35.6331897)",,
267484500,,residential,False,False,55.924,,,"LINESTRING (5.913467 35.6331897, 5.9132097 35.6336471)",,
267484500,,residential,False,True,46.05,,,"LINESTRING (5.913467 35.6331897, 5.913669 35.6328095)",,
267973315,,residential,False,True,23.625,,,"LINESTRING (5.913467 35.6331897, 5.9132289 35.633102)",,
243766353,,residential,False,False,29.275,,,"LINESTRING (5.9132097 35.6336471, 5.913506 35.6337535)",,
243766353,,residential,False,True,77.813,,,"LINESTRING (5.9132097 35.6336471, 5.9124148 35.6333782)",,
267484500,,residential,False,True,55.924,,,"LINESTRING (5.9132097 35.6336471, 5.913467 35.6331897)",,
267826447,,residential,False,False,21.541,,,"LINESTRING (5.9185431 35.6278757, 5.9184728 35.6276906)",,
