osmid,highway,oneway,reversed,length,ref,geometry,lanes,name,junction,bridge
253776241,residential,False,False,50.48,,"LINESTRING (3.6871147 36.1434229, 3.6875001 36.1437534)",,,,
244499615,primary,True,False,112.575,RN 8,"LINESTRING (3.6871147 36.1434229, 3.6870671 36.1435256, 3.68696 36.1437589, 3.6867648 36.1442057, 3.6866872 36.1443746)",,,,
253776261,residential,False,False,10.829,,"LINESTRING (3.6970446 36.1431458, 3.697111 36.1430645)",,,,
171210077,residential,False,False,43.608999999999995,,"LINESTRING (3.6970446 36.1431458, 3.6970118 36.1432257, 3.6969547 36.143314, 3.6967374 36.1434264)",,,,
352677729,secondary,False,False,55.946000000000005,CW 20,"LINESTRING (3.6970446 36.1431458, 3.6969244 36.1431156, 3.6964351 36.1430445)",2,,,
170581858,residential,False,True,82.86,,"LINESTRING (3.6896522 36.1476633, 3.6905738 36.147625)",,,,
171374589,residential,True,False,10.292,,"LINESTRING (3.6896522 36.1476633, 3.6895379 36.1476703)",,,,
91823781,residential,True,False,203.885,CW20,"LINESTRING (3.6896522 36.1476633, 3.689665 36.1477843, 3.689705 36.1484259, 3.6897356 36.1489647, 3.6897683 36.1494944)",,,,
199122257,secondary,True,False,52.138,,"LINESTRING (3.6922947 36.146579, 3.6917143 36.1465649)",,,,
350211028,secondary,True,False,156.169,CW20,"LINESTRING (3.6922947 36.146579, 3.6922994 36.1465158, 3.6923102 36.1464284, 3.6923356 36.146358, 3.6923591 36.1463082, 3.6923905 36.1462683, 3.6924342 36.1462286, 3.6924788 36.1461974, 3.6925581 36.1461521, 3.6926564 36.1461003, 3.6927185 36.1460651, 3.6927588 36.1460331, 3.6927856 36.1460039, 3.6927956 36.1459806, 3.692801 36.1459405, 3.6927916 36.145901, 3.6927816 36.1458745, 3.6927553 36.1458196, 3.6926992 36.1457067, 3.6926552 36.1456084, 3.6926468 36.1455707, 3.6926401 36.1455317, 3.6926367 36.1454905, 3.6926359 36.1454486, 3.6926391 36.1453653)",,,,
356610934,residential,False,True,6.0,,"LINESTRING (3.6899547 36.15109, 3.6898922 36.1510709)",,,,
91823756,secondary,True,False,53.126,CW20,"LINESTRING (3.6905393 36.1471252, 3.6911302 36.1471009)",,,,
170581855,residential,False,False,57.048,,"LINESTRING (3.6905393 36.1471252, 3.6905051 36.1466129)",,Avenue Mazani Mokhtar,,
170581855,residential,False,True,55.662,,"LINESTRING (3.6905393 36.1471252, 3.6905738 36.147625)",,Avenue Mazani Mokhtar,,
586428113,secondary,False,True,57.831,,"LINESTRING (3.6894203 36.1471766, 3.6893873 36.1466572)",,,,
91825559,secondary,True,False,8.862,,"LINESTRING (3.6894203 36.1471766, 3.6894866 36.1471783, 3.6895167 36.1471879)",,,roundabout,
91825559,secondary,True,False,13.965,,"LINESTRING (3.6892555 36.1473129, 3.689273 36.1472639, 3.6893092 36.1472221, 3.6893327 36.1472081)",,,roundabout,
352824311,secondary,True,False,265.573,,"LINESTRING (3.6892555 36.1473129, 3.6891644 36.1472406, 3.689087 36.1472123, 3.6872937 36.1471522, 3.6863442 36.1471236)",,,,
91825559,secondary,True,False,23.802,,"LINESTRING (3.6893886 36.1474798, 3.6893299 36.147455, 3.689285 36.1474156, 3.6892592 36.1473664, 3.6892555 36.1473129)",,,roundabout,
586428125,residential,True,False,30.941,,"LINESTRING (3.6896285 36.1473857, 3.6896522 36.1476633)",,,,
91825559,secondary,True,False,26.267,,"LINESTRING (3.6896285 36.1473857, 3.6895904 36.1474361, 3.6895319 36.1474715, 3.6894612 36.1474868, 3.6893886 36.1474798)",,,roundabout,
170576055,secondary,True,False,158.01500000000001,,"LINESTRING (3.6926391 36.1453653, 3.6926629 36.1454407, 3.6926804 36.1454945, 3.6927004 36.1455512, 3.6927178 36.1455923, 3.6928164 36.1457618, 3.6928506 36.1458273, 3.6928806 36.1459058, 3.6928898 36.1459543, 3.6928882 36.1459891, 3.6928759 36.1460264, 3.6928487 36.1460615, 3.6928183 36.1460925, 3.6927809 36.1461187, 3.6926819 36.1461787, 3.6925777 36.1462345, 3.6925261 36.1462654, 3.6924825 36.146299, 3.6924428 36.1463428, 3.6924161 36.1463845, 3.6923987 36.1464224, 3.6923855 36.1464745, 3.6923786 36.1465307, 3.6923727 36.146579)",,,,
173169938,secondary,False,True,204.955,CW 20,"LINESTRING (3.6926391 36.1453653, 3.6926601 36.1449203, 3.6926834 36.1446959, 3.6927325 36.1444715, 3.6929063 36.1440297, 3.6931136 36.1435785)",,,,
356928921,secondary,True,False,4.78,,"LINESTRING (3.6933518 36.1431181, 3.6934023 36.1431317)",,,roundabout,
586428123,residential,True,False,59.219,,"LINESTRING (3.6922938 36.1471859, 3.6922297 36.1472276, 3.6917592 36.1474976)",,,,
352631591,secondary,True,False,50.699,,"LINESTRING (3.6934023 36.1431317, 3.6935404 36.1431478, 3.6939592 36.143089)",,,,
356928921,secondary,True,False,23.905,,"LINESTRING (3.6934023 36.1431317, 3.693446 36.1431562, 3.6934793 36.1431898, 3.6934996 36.1432296, 3.693505 36.1432723, 3.6934953 36.1433146)",,,roundabout,
352631592,secondary,True,False,26.942999999999998,,"LINESTRING (3.6931648 36.1429313, 3.6932527 36.1430389, 3.6932964 36.1430833, 3.6933518 36.1431181)",,,,
352630569,secondary,True,False,35.463,,"LINESTRING (3.6934275 36.1433886, 3.6933058 36.14344, 3.6931136 36.1435785)",,,,
356928921,secondary,True,False,30.839,,"LINESTRING (3.6934275 36.1433886, 3.6933764 36.1434095, 3.6933199 36.1434169, 3.6932633 36.1434101, 3.6932119 36.1433898, 3.6931706 36.1433578, 3.6931432 36.1433172)",,,roundabout,
170581855,residential,False,False,31.227,,"LINESTRING (3.6906069 36.1481479, 3.6905876 36.1478675)",,Avenue Mazani Mokhtar,,
170581855,residential,False,True,27.972,,"LINESTRING (3.6906069 36.1481479, 3.6906137 36.1483994)",,Avenue Mazani Mokhtar,,
170581856,residential,False,True,50.434,,"LINESTRING (3.6906069 36.1481479, 3.6911683 36.1481332)",,,,
91823756,secondary,True,False,54.512,CW20,"LINESTRING (3.6911302 36.1471009, 3.6917365 36.1470758)",,,,
170581864,residential,False,False,79.759,,"LINESTRING (3.6911302 36.1471009, 3.6911595 36.1478178)",,,,
170581866,living_street,False,False,27.211,,"LINESTRING (3.6913246 36.1510208, 3.6916275 36.1510126)",,,,
170581866,living_street,False,True,49.67,,"LINESTRING (3.6913246 36.1510208, 3.6907717 36.1510356)",,,,
244499605,residential,False,False,58.1,,"LINESTRING (3.6913246 36.1510208, 3.6913531 36.1515428)",,,,
244499605,residential,False,True,58.975,,"LINESTRING (3.6913246 36.1510208, 3.6912969 36.1504909)",,,,
170581862,residential,False,True,51.061,,"LINESTRING (3.691782 36.1488903, 3.6912142 36.1489159)",,,,
170581860,residential,True,False,60.797,,"LINESTRING (3.691782 36.1488903, 3.6918796 36.1490938, 3.6918918 36.1491726, 3.6918613 36.1494205)",,,,
170581857,residential,False,False,59.44,,"LINESTRING (3.6901843 36.1515855, 3.690276 36.1510561)",,,,
170581865,living_street,False,False,55.718,,"LINESTRING (3.6901843 36.1515855, 3.6908043 36.1515641)",,,,
170581866,living_street,False,True,27.211,,"LINESTRING (3.6916275 36.1510126, 3.6913246 36.1510208)",,,,
