osmid,ref,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed
"[272517795, 1071723214, 1071723215]",CW 3,secondary,False,False,30.459,yes,"LINESTRING (2.0628321 36.2877292, 2.0629553 36.2877361, 2.0630558 36.2877418, 2.0631711 36.2877483)",,
206904392,,unclassified,False,True,248.89499999999998,,"LINESTRING (2.0682313 36.288256, 2.0684229 36.2882648, 2.0686482 36.288267, 2.068844 36.2882821, 2.0691203 36.2883275, 2.069249 36.2883383, 2.0695494 36.2883426, 2.0696594 36.2883556, 2.0699115 36.2884205, 2.070169 36.2884551, 2.0703461 36.2884702, 2.070558 36.2884486, 2.0707618 36.2884313, 2.0709791 36.2884421)",,
292314189,CW 3,secondary,False,False,81.92599999999999,,"LINESTRING (2.0682313 36.288256, 2.068242 36.288429, 2.0682252 36.2885286, 2.0682185 36.2885686, 2.068209 36.2886252, 2.0681728 36.2888408, 2.068166 36.2889887)",2,40
"[292314189, 1071723214]",CW 3,secondary,False,True,460.184,,"LINESTRING (2.0682313 36.288256, 2.0681239 36.2881805, 2.0679315 36.2881162, 2.0674235 36.2880561, 2.0667961 36.2879921, 2.0660477 36.2879351, 2.0635593 36.2877702, 2.0631711 36.2877483)",2,40
206899889,,residential,False,False,221.741,,"LINESTRING (2.0694412 36.2911246, 2.0677898 36.2896397)",,
206899889,,residential,False,True,34.528,,"LINESTRING (2.0694412 36.2911246, 2.0697067 36.2913496)",,
292314189,CW 3,secondary,False,False,53.891,,"LINESTRING (2.0694412 36.2911246, 2.069256 36.291251, 2.0689755 36.2914311)",2,40
292314189,CW 3,secondary,False,True,20.55,,"LINESTRING (2.0694412 36.2911246, 2.069478 36.2910286, 2.0694723 36.2909444)",2,40
206899896,,tertiary,False,False,52.848,,"LINESTRING (2.0689755 36.2914311, 2.068524 36.2917368)",2,40
206899896,,tertiary,False,True,219.291,,"LINESTRING (2.0689755 36.2914311, 2.0673493 36.2899576)",2,40
292314189,CW 3,secondary,False,False,114.365,,"LINESTRING (2.0689755 36.2914311, 2.0698269 36.2921972)",2,40
292314189,CW 3,secondary,False,True,53.891,,"LINESTRING (2.0689755 36.2914311, 2.069256 36.291251, 2.0694412 36.2911246)",2,40
292314189,CW 3,secondary,False,True,49.635,,"LINESTRING (2.0728873 36.2949526, 2.0725203 36.2946183)",2,40
206904385,,residential,False,False,52.224000000000004,,"LINESTRING (2.0728873 36.2949526, 2.0726839 36.2950854, 2.0728955 36.2952799)",,
292314189,CW 3,secondary,False,False,51.772999999999996,,"LINESTRING (2.0728873 36.2949526, 2.0730112 36.2949928, 2.0731568 36.2950152, 2.0733531 36.2949727, 2.0734407 36.2949484)",2,40
206904403,,residential,False,True,86.734,,"LINESTRING (2.0713115 36.2942493, 2.0719529 36.2948334)",,
292314818,CW 103,secondary,False,False,55.413,,"LINESTRING (2.0713115 36.2942493, 2.0708939 36.2938818)",2,40
292314818,CW 103,secondary,False,True,34.456,,"LINESTRING (2.0713115 36.2942493, 2.0713011 36.2943758, 2.0712623 36.2945562)",2,40
206899897,,residential,False,True,25.414,,"LINESTRING (2.0708939 36.2938818, 2.0706807 36.2940325)",,
292314815,,residential,False,True,292.249,,"LINESTRING (2.0708939 36.2938818, 2.068726 36.2919185)",,
292314818,CW 103,secondary,False,False,54.922,,"LINESTRING (2.0708939 36.2938818, 2.0713383 36.2935417)",2,40
292314818,CW 103,secondary,False,True,55.413,,"LINESTRING (2.0708939 36.2938818, 2.0713115 36.2942493)",2,40
292314189,CW 3,secondary,False,False,123.723,,"LINESTRING (2.0713383 36.2935417, 2.0722531 36.294375)",2,40
292314189,CW 3,secondary,False,True,81.875,,"LINESTRING (2.0713383 36.2935417, 2.0707221 36.2929981)",2,40
292314818,CW 103,secondary,False,True,54.922,,"LINESTRING (2.0713383 36.2935417, 2.0708939 36.2938818)",2,40
206899891,,residential,False,False,48.572,,"LINESTRING (2.0645659 36.2890993, 2.0651025 36.2891604)",,
206899899,,residential,False,False,29.592,,"LINESTRING (2.0654679 36.2901332, 2.065797 36.2901546)",,
206899899,,residential,False,True,22.784,,"LINESTRING (2.0654679 36.2901332, 2.0652284 36.2902019)",,
206899893,,residential,False,False,68.004,,"LINESTRING (2.0654679 36.2901332, 2.0650809 36.289802, 2.064934 36.2899045)",,
206899893,,residential,False,True,163.719,,"LINESTRING (2.0654679 36.2901332, 2.0658217 36.2904359, 2.0667117 36.2912115)",,
206899899,,residential,False,False,17.606,,"LINESTRING (2.065797 36.2901546, 2.0659928 36.2901673)",,
206899899,,residential,False,True,29.592,,"LINESTRING (2.065797 36.2901546, 2.0654679 36.2901332)",,
206899886,,residential,False,True,129.474,,"LINESTRING (2.065797 36.2901546, 2.0653745 36.289677, 2.0651318 36.2893696, 2.0651025 36.2893011, 2.065097 36.2892334, 2.0651025 36.2891604)",,
206899893,,residential,False,False,29.968,,"LINESTRING (2.064934 36.2899045, 2.0646812 36.2900809)",,
206899885,,residential,False,True,198.988,,"LINESTRING (2.064934 36.2899045, 2.0646464 36.2896312, 2.0644667 36.2894755, 2.0643568 36.2894028, 2.0642923 36.2893782, 2.0642521 36.2893804, 2.0640563 36.2894496, 2.0640295 36.2894928, 2.0640375 36.2895252, 2.0646812 36.2900809)",,
206899893,,residential,False,True,68.004,,"LINESTRING (2.064934 36.2899045, 2.0650809 36.289802, 2.0654679 36.2901332)",,
206899896,,tertiary,False,False,57.962,,"LINESTRING (2.0667117 36.2912115, 2.0660681 36.2911604)",2,40
206899896,,tertiary,False,True,41.878,,"LINESTRING (2.0667117 36.2912115, 2.067175 36.2912604)",2,40
206899893,,residential,False,False,163.719,,"LINESTRING (2.0667117 36.2912115, 2.0658217 36.2904359, 2.0654679 36.2901332)",,
292314189,CW 3,secondary,False,False,81.875,,"LINESTRING (2.0707221 36.2929981, 2.0713383 36.2935417)",2,40
206899900,,residential,False,False,58.873,,"LINESTRING (2.0707221 36.2929981, 2.0711561 36.2927097, 2.0712381 36.292672)",,
292314189,CW 3,secondary,False,True,119.868,,"LINESTRING (2.0707221 36.2929981, 2.0704591 36.292766, 2.0698269 36.2921972)",2,40
206904477,,residential,False,False,103.535,,"LINESTRING (2.0699519 36.2907432, 2.0709583 36.2902861)",,
206904477,,residential,False,True,25.161,,"LINESTRING (2.0699519 36.2907432, 2.0697029 36.2908477)",,
206899900,,residential,False,False,98.271,,"LINESTRING (2.0699519 36.2907432, 2.0699519 36.2906978, 2.0699732 36.2906689, 2.070481 36.289976)",,
206899900,,residential,False,True,41.463,,"LINESTRING (2.0699519 36.2907432, 2.0699786 36.2907921, 2.0700296 36.2908332, 2.0702985 36.2909792)",,
206904434,,residential,False,True,73.313,,"LINESTRING (2.0699519 36.2907432, 2.069882 36.2906624, 2.0696245 36.2901414)",,
206899894,,residential,False,True,25.842,,"LINESTRING (2.0706413 36.2943514, 2.0704317 36.294511)",,
206899898,,residential,False,False,24.575,,"LINESTRING (2.0706413 36.2943514, 2.0704579 36.2941871)",,
206899898,,residential,False,True,71.576,,"LINESTRING (2.0706413 36.2943514, 2.0710059 36.2947094, 2.0711874 36.2948152)",,
206899899,,residential,False,True,15.877,,"LINESTRING (2.0661671 36.2901928, 2.0659928 36.2901673)",,
206899891,,residential,False,True,158.742,,"LINESTRING (2.0661671 36.2901928, 2.06551 36.289268, 2.0654644 36.2892226, 2.065427 36.2891974, 2.0651025 36.2891604)",,
206899899,,residential,False,False,67.627,,"LINESTRING (2.0661671 36.2901928, 2.066422 36.29023, 2.0669149 36.2902709)",,
206899897,,residential,False,False,26.348,,"LINESTRING (2.0704579 36.2941871, 2.0706807 36.2940325)",,
206899898,,residential,False,True,24.575,,"LINESTRING (2.0704579 36.2941871, 2.0706413 36.2943514)",,
206899898,,residential,False,False,345.764,,"LINESTRING (2.0704579 36.2941871, 2.0682741 36.2922549, 2.068726 36.2919185)",,
206899890,,residential,False,False,97.532,,"LINESTRING (2.0664594 36.2905996, 2.067175 36.2912604)",,
206899890,,residential,False,True,63.715,,"LINESTRING (2.0664594 36.2905996, 2.0659928 36.2901673)",,
206899901,,residential,False,False,53.419,,"LINESTRING (2.0664594 36.2905996, 2.0669035 36.2902792)",,
206899901,,residential,False,False,52.244,,"LINESTRING (2.0669149 36.2902709, 2.0673493 36.2899576)",,
206899901,,residential,False,True,1.377,,"LINESTRING (2.0669149 36.2902709, 2.0669035 36.2902792)",,
206899899,,residential,False,True,67.627,,"LINESTRING (2.0669149 36.2902709, 2.066422 36.29023, 2.0661671 36.2901928)",,
206899890,,residential,False,False,63.715,,"LINESTRING (2.0659928 36.2901673, 2.0664594 36.2905996)",,
206899899,,residential,False,False,15.877,,"LINESTRING (2.0659928 36.2901673, 2.0661671 36.2901928)",,
206899899,,residential,False,True,17.606,,"LINESTRING (2.0659928 36.2901673, 2.065797 36.2901546)",,
206899889,,residential,False,False,35.724,,"LINESTRING (2.0703056 36.2918572, 2.0700309 36.2916244)",,
206899889,,residential,False,True,57.184,,"LINESTRING (2.0703056 36.2918572, 2.0698269 36.2921972)",,
206904461,,residential,False,True,3.198,,"LINESTRING (2.0703056 36.2918572, 2.0703305 36.2918778)",,
