osmid,ref,highway,oneway,reversed,length,geometry,junction
91116480,CW 69,secondary,False,True,9.637,"LINESTRING (0.6355861 36.2433355, 0.6355927 36.243249)",
604230078,,residential,False,True,30.626999999999995,"LINESTRING (0.6355861 36.2433355, 0.635469 36.24333, 0.635481 36.2432402, 0.6355927 36.243249)",
91116480,CW 69,secondary,False,False,37.762,"LINESTRING (0.6355861 36.2433355, 0.6355843 36.2436058, 0.635585 36.2436751)",
91116480,CW 69,secondary,False,False,38.266999999999996,"LINESTRING (0.6356016 36.2449486, 0.6355548 36.2450541, 0.6355042 36.2451555, 0.6354525 36.245271)",
91116480,CW 69,secondary,False,True,27.448999999999998,"LINESTRING (0.6356016 36.2449486, 0.6356084 36.2448886, 0.6356165 36.244815, 0.6356144 36.2447023)",
386035383,,residential,False,True,29.892000000000003,"LINESTRING (0.6356016 36.2449486, 0.6358287 36.2450129, 0.6359159 36.2450381)",
604265252,CW 69A,secondary,False,False,112.288,"LINESTRING (0.6355333 36.2478246, 0.6367765 36.247704)",
604265252,CW 69A,secondary,False,True,24.983,"LINESTRING (0.6355333 36.2478246, 0.6352551 36.2478365)",
604040806,CW 69,secondary,False,False,21.93,"LINESTRING (0.6341638 36.2480447, 0.6339575 36.2481506)",
604040806,CW 69,secondary,False,True,30.022999999999996,"LINESTRING (0.6341638 36.2480447, 0.6342726 36.2479888, 0.6344467 36.2479003)",
386035365,,residential,False,False,177.38700000000003,"LINESTRING (0.6343324 36.2405206, 0.6342311 36.2406746, 0.6341131 36.2408282, 0.6338736 36.2411025, 0.6337443 36.2412306, 0.6336129 36.2413387, 0.6335337 36.241409, 0.6334814 36.241488, 0.6334412 36.2415511, 0.6333226 36.2417757, 0.6332816 36.2418579)",
386035417,,unclassified,False,True,131.263,"LINESTRING (0.6343324 36.2405206, 0.6344245 36.2405697, 0.6345718 36.2406346, 0.6347474 36.2407006, 0.6350773 36.2408072, 0.6353644 36.2408953, 0.6355052 36.2409407, 0.6355575 36.2409558, 0.6356044 36.2409677, 0.6356379 36.240971, 0.6356768 36.2409731)",
91116480,CW 69,secondary,False,False,109.684,"LINESTRING (0.6356851 36.2413421, 0.6356674 36.241568, 0.6356644 36.2417608, 0.635646 36.242045, 0.6356312 36.2423274)",
91116480,CW 69,secondary,False,True,41.105000000000004,"LINESTRING (0.6356851 36.2413421, 0.6356876 36.2411895, 0.6356889 36.2410456, 0.6356768 36.2409731)",
386035418,,unclassified,False,False,150.53,"LINESTRING (0.6356851 36.2413421, 0.6364292 36.2413939, 0.6373565 36.2414661)",
386035418,,unclassified,False,False,58.629000000000005,"LINESTRING (0.6373565 36.2414661, 0.6376265 36.2414923, 0.6377676 36.2415302, 0.6378816 36.2415843, 0.6379795 36.2416037)",
386035418,,unclassified,False,True,150.53,"LINESTRING (0.6373565 36.2414661, 0.6364292 36.2413939, 0.6356851 36.2413421)",
604047862,,residential,False,False,86.63000000000001,"LINESTRING (0.6373565 36.2414661, 0.637309 36.2413247, 0.6372768 36.2411538, 0.6372526 36.2407687, 0.6372714 36.2407211, 0.6372979 36.2407098)",
"[386035424, 604059366]",,residential,False,False,28.261,"LINESTRING (0.6313468 36.2433995, 0.6312864 36.2435994, 0.631272 36.2436464)",
386035424,,residential,False,True,63.222,"LINESTRING (0.6313468 36.2433995, 0.6313652 36.2433397, 0.6313876 36.2432988, 0.6314283 36.2432777, 0.6314845 36.2432818, 0.6319344 36.2433867)",
386035426,,residential,False,False,232.245,"LINESTRING (0.6313468 36.2433995, 0.6307988 36.243273, 0.6307726 36.2432627, 0.6307522 36.2432446, 0.6307429 36.2432175, 0.6307502 36.2431832, 0.6308264 36.2427849, 0.6308788 36.2423127, 0.6309122 36.242058, 0.6313853 36.2421078)",
386035424,,residential,False,True,59.449,"LINESTRING (0.6319344 36.2433867, 0.6325714 36.2435347)",
386035353,,residential,False,False,135.82299999999998,"LINESTRING (0.6319344 36.2433867, 0.6319801 36.2432581, 0.6320317 36.2431083, 0.6320481 36.2430692, 0.6320899 36.2430518, 0.6321309 36.2430553, 0.632442 36.2431241, 0.6326241 36.2431599, 0.6326593 36.2431764, 0.6326836 36.243215, 0.6326714 36.2432565, 0.6326602 36.2432888, 0.6325714 36.2435347)",
386035424,,residential,False,False,63.222,"LINESTRING (0.6319344 36.2433867, 0.6314845 36.2432818, 0.6314283 36.2432777, 0.6313876 36.2432988, 0.6313652 36.2433397, 0.6313468 36.2433995)",
386035357,,residential,False,True,7.012,"LINESTRING (0.6305482 36.243486, 0.6305216 36.2435453)",
520929284,,tertiary,True,False,67.322,"LINESTRING (0.6305482 36.243486, 0.6309266 36.2435658, 0.631272 36.2436464)",
386035424,,residential,False,False,59.449,"LINESTRING (0.6325714 36.2435347, 0.6319344 36.2433867)",
386035353,,residential,False,True,135.82299999999998,"LINESTRING (0.6325714 36.2435347, 0.6326602 36.2432888, 0.6326714 36.2432565, 0.6326836 36.243215, 0.6326593 36.2431764, 0.6326241 36.2431599, 0.632442 36.2431241, 0.6321309 36.2430553, 0.6320899 36.2430518, 0.6320481 36.2430692, 0.6320317 36.2431083, 0.6319801 36.2432581, 0.6319344 36.2433867)",
"[386035353, 604059367]",,residential,False,False,43.145,"LINESTRING (0.6325714 36.2435347, 0.6324622 36.2438362, 0.6324335 36.2439064)",
604059366,,residential,False,False,6.78,"LINESTRING (0.631272 36.2436464, 0.6312539 36.2437056)",
520929284,,tertiary,True,False,108.10399999999998,"LINESTRING (0.631272 36.2436464, 0.6315932 36.2437151, 0.6318802 36.2437789, 0.6324335 36.2439064)",
"[386035424, 604059366]",,residential,False,True,28.261,"LINESTRING (0.631272 36.2436464, 0.6312864 36.2435994, 0.6313468 36.2433995)",
386035375,,residential,False,False,28.844,"LINESTRING (0.6303791 36.2438558, 0.6306874 36.2439297)",
386035357,,residential,False,False,36.819,"LINESTRING (0.6303791 36.2438558, 0.6304498 36.2436992, 0.6305055 36.2435766, 0.6305216 36.2435453)",
386035357,,residential,False,True,31.826,"LINESTRING (0.6303791 36.2438558, 0.6303125 36.2440181, 0.6302626 36.2441261)",
386035357,,residential,False,True,20.29,"LINESTRING (0.6302626 36.2441261, 0.6301867 36.244298)",
386035357,,residential,False,False,31.826,"LINESTRING (0.6302626 36.2441261, 0.6303125 36.2440181, 0.6303791 36.2438558)",
386035349,,residential,False,False,79.006,"LINESTRING (0.6301867 36.244298, 0.6310452 36.2444575)",
386035357,,residential,False,False,20.29,"LINESTRING (0.6301867 36.244298, 0.6302626 36.2441261)",
386035357,,residential,False,True,20.353,"LINESTRING (0.6301867 36.244298, 0.6301448 36.2443827, 0.6301045 36.2444686)",
386035367,,unclassified,False,False,69.667,"LINESTRING (0.6355981 36.2443559, 0.6363746 36.2443746)",
91116480,CW 69,secondary,False,False,24.276000000000003,"LINESTRING (0.6355981 36.2443559, 0.6356084 36.2444527, 0.6356162 36.2445737)",
91116480,CW 69,secondary,False,True,37.951,"LINESTRING (0.6355981 36.2443559, 0.6355897 36.2441077, 0.6355887 36.2440147)",
386035367,,unclassified,False,True,69.667,"LINESTRING (0.6363746 36.2443746, 0.6355981 36.2443559)",
386035383,,residential,False,False,6.239,"LINESTRING (0.6363746 36.2443746, 0.6363732 36.2444307)",
386035367,,unclassified,False,False,121.74799999999999,"LINESTRING (0.6363746 36.2443746, 0.6366287 36.2443818, 0.6367323 36.2443835, 0.6368637 36.24439, 0.6370005 36.2444008, 0.637093 36.2444116, 0.6372017 36.2444322, 0.6373662 36.2444888, 0.6376782 36.2446106)",
