osmid,oneway,highway,reversed,length,lanes,ref,geometry
317018692,True,residential,False,46.944,,,"LINESTRING (7.2205424 36.7340022, 7.2208008 36.7336343)"
416596410,False,primary,True,18.352,2,RN 44,"LINESTRING (7.2205424 36.7340022, 7.2207338 36.7340631)"
317013539,False,residential,False,4.762,,,"LINESTRING (7.2208008 36.7336343, 7.2208277 36.7335973)"
317018691,True,residential,False,21.337,,,"LINESTRING (7.2208008 36.7336343, 7.2208139 36.7338259)"
317013539,False,residential,False,60.431,,,"LINESTRING (7.2224875 36.7312607, 7.2228104 36.7307828)"
317013539,False,residential,True,9.124,,,"LINESTRING (7.2224875 36.7312607, 7.2224375 36.7313323)"
317013872,False,residential,True,102.48,,,"LINESTRING (7.2224875 36.7312607, 7.2227491 36.7313762, 7.2229964 36.7314853, 7.2234888 36.7317138)"
317013539,False,residential,False,48.72,,,"LINESTRING (7.2230821 36.7303809, 7.223341 36.729995)"
317013539,False,residential,True,50.827,,,"LINESTRING (7.2230821 36.7303809, 7.2228104 36.7307828)"
317013875,False,residential,True,45.394,,,"LINESTRING (7.2230821 36.7303809, 7.2226314 36.7301907)"
"[317016673, 317013875]",False,residential,"[False, True]",208.721,,,"LINESTRING (7.2230821 36.7303809, 7.2240151 36.7307692, 7.223561 36.7315809, 7.2234888 36.7317138)"
317013539,False,residential,True,55.304,,,"LINESTRING (7.2238769 36.728738, 7.2238769 36.7287724, 7.2238597 36.7291619, 7.2238412 36.7292336)"
317013540,False,residential,False,49.361,,,"LINESTRING (7.2210781 36.7290336, 7.220814 36.7294238)"
317013877,False,residential,False,114.937,,,"LINESTRING (7.2210781 36.7290336, 7.2222124 36.7295255)"
317013540,False,residential,False,42.31,,,"LINESTRING (7.2202204 36.7303007, 7.2199889 36.7306329)"
317013540,False,residential,True,64.62,,,"LINESTRING (7.2202204 36.7303007, 7.2205662 36.7297899)"
317013873,False,residential,True,113.413,,,"LINESTRING (7.2202204 36.7303007, 7.2213068 36.7308319)"
