osmid,oneway,highway,reversed,length,geometry,junction,bridge
183603216,True,secondary,False,160.985,"LINESTRING (4.1720107 35.2989096, 4.1722164 35.2987421, 4.1726428 35.2984537, 4.1727622 35.2983689, 4.1729278 35.298226, 4.1732644 35.2978916)",,
404293712,True,secondary,False,10.050999999999998,"LINESTRING (4.1720107 35.2989096, 4.172038 35.2989489, 4.1720396 35.2989941)",roundabout,
713576267,True,secondary,False,35.857,"LINESTRING (4.1710412 35.3009346, 4.1713359 35.3011494)",,
713576268,True,secondary,False,8.952,"LINESTRING (4.1710412 35.3009346, 4.1710495 35.3009536, 4.1710487 35.3009737, 4.171039 35.3009922, 4.1710217 35.3010065)",roundabout,
404293712,True,secondary,False,10.714,"LINESTRING (4.17182 35.2990082, 4.1718134 35.2989603, 4.1718368 35.2989161)",roundabout,
404293711,True,secondary,False,16.388,"LINESTRING (4.1713386 35.2994344, 4.1712092 35.2995372)",,
404300380,False,residential,True,7.353,"LINESTRING (4.1713386 35.2994344, 4.1712963 35.299378)",,
404300380,False,residential,False,29.782,"LINESTRING (4.1713386 35.2994344, 4.1714419 35.2995241, 4.1714611 35.2995578, 4.1714653 35.2995947, 4.1714638 35.2996652)",,
404300375,False,secondary,False,45.159,"LINESTRING (4.1713359 35.3011494, 4.1717714 35.3013459)",,
713576266,True,secondary,False,32.642,"LINESTRING (4.1713359 35.3011494, 4.1710217 35.3010065)",,
404293716,True,secondary,False,19.105,"LINESTRING (4.1711448 35.2994973, 4.1712963 35.299378)",,
404293752,False,residential,True,7.338,"LINESTRING (4.1711448 35.2994973, 4.1712092 35.2995372)",,
404293752,False,residential,False,47.278999999999996,"LINESTRING (4.1711448 35.2994973, 4.1709737 35.2995448, 4.1706531 35.2996378)",,
353846011,False,tertiary,False,98.128,"LINESTRING (4.1715192 35.2956746, 4.1708759 35.2963839)",,
353846015,False,residential,False,12.82,"LINESTRING (4.1715192 35.2956746, 4.1716303 35.2956034)",,
353846015,False,residential,True,100.181,"LINESTRING (4.1715192 35.2956746, 4.172408 35.2962089)",,
353846011,False,tertiary,False,9.778,"LINESTRING (4.1732644 35.2978916, 4.1733501 35.2979449)",,
353846011,False,tertiary,True,58.758,"LINESTRING (4.1732644 35.2978916, 4.1727502 35.2975705)",,
183603216,True,secondary,False,59.438,"LINESTRING (4.1732644 35.2978916, 4.1733362 35.2978084, 4.1736474 35.297458)",,
353846011,False,tertiary,False,99.319,"LINESTRING (4.1708759 35.2963839, 4.1717493 35.2969221)",,
353846011,False,tertiary,True,98.128,"LINESTRING (4.1708759 35.2963839, 4.1715192 35.2956746)",,
353846014,False,residential,True,52.292,"LINESTRING (4.1708759 35.2963839, 4.1705412 35.2967667)",,
353846015,False,residential,False,51.037,"LINESTRING (4.1733965 35.2968032, 4.1729437 35.296531)",,
404488014,False,residential,False,18.1,"LINESTRING (4.1733965 35.2968032, 4.1735162 35.296673)",,
353846017,False,residential,True,17.668,"LINESTRING (4.1733965 35.2968032, 4.1733768 35.2968515, 4.1733001 35.2969395)",,
353846011,False,tertiary,False,58.758,"LINESTRING (4.1727502 35.2975705, 4.1732644 35.2978916)",,
353846011,False,tertiary,True,50.455,"LINESTRING (4.1727502 35.2975705, 4.1723109 35.2972924)",,
