osmid,oneway,highway,reversed,length,ref,lanes,maxspeed,geometry
129768795,True,secondary,False,11.57,,,,"LINESTRING (5.268488 35.5115556, 5.26839 35.5114888)"
389973434,False,secondary,True,21.804,CW 12,,,"LINESTRING (5.268488 35.5115556, 5.2686048 35.5117271)"
389973434,False,secondary,False,21.804,CW 12,,,"LINESTRING (5.2686048 35.5117271, 5.268488 35.5115556)"
389973434,False,secondary,True,11.096,CW 12,,,"LINESTRING (5.2686048 35.5117271, 5.2686612 35.5118157)"
417553665,False,tertiary,True,105.99499999999999,,2,50,"LINESTRING (5.2686048 35.5117271, 5.2681635 35.5119136, 5.2677736 35.5119495, 5.2675041 35.5118835)"
129768791,True,secondary,False,24.359,CW 12,,,"LINESTRING (5.268347 35.511262, 5.2684619 35.5114601)"
317240399,False,residential,False,35.787,,,,"LINESTRING (5.268347 35.511262, 5.2687009 35.5111185)"
317240399,False,residential,True,10.444,,,,"LINESTRING (5.268347 35.511262, 5.2682417 35.5113004)"
317219836,False,tertiary,False,273.885,,,,"LINESTRING (5.2664369 35.5045693, 5.2650368 35.5050366, 5.2636335 35.5054959)"
562186012,False,residential,True,11.381,,,,"LINESTRING (5.2635215 35.5055424, 5.2636335 35.5054959)"
129768795,True,secondary,False,121.171,,,,"LINESTRING (5.2635215 35.5055424, 5.2633742 35.5051862, 5.2631069 35.5045063)"
562186012,False,residential,False,107.827,,,,"LINESTRING (5.2635215 35.5055424, 5.2630895 35.505648, 5.2625477 35.5059973, 5.2625096 35.5060224)"
317219837,False,residential,False,139.71,,,,"LINESTRING (5.2653908 35.5038531, 5.2639342 35.5042685)"
129768795,True,secondary,False,14.893,,,,"LINESTRING (5.2631069 35.5045063, 5.2630539 35.5043795)"
317219837,False,residential,True,8.408,,,,"LINESTRING (5.2631069 35.5045063, 5.2631938 35.5044796)"
317219838,False,residential,False,75.135,,,,"LINESTRING (5.2641784 35.5049143, 5.2639342 35.5042685)"
129768795,True,secondary,False,53.515,,,,"LINESTRING (5.2630539 35.5043795, 5.2628634 35.5039239)"
129768791,True,secondary,False,68.48,CW 12,,,"LINESTRING (5.2629493 35.5038968, 5.2631938 35.5044796)"
317219840,False,residential,True,8.339,,,,"LINESTRING (5.2629493 35.5038968, 5.2628634 35.5039239)"
317234848,False,residential,False,6.382,,,,"LINESTRING (5.2655732 35.5068172, 5.265515 35.5068496)"
317234848,False,residential,True,182.478,,,,"LINESTRING (5.2655732 35.5068172, 5.2666596 35.5061827, 5.2671933 35.5058412)"
317236335,False,residential,False,213.99599999999998,,,,"LINESTRING (5.2655732 35.5068172, 5.2663813 35.507685, 5.2669553 35.5083777)"
129768791,True,secondary,False,98.455,CW 12,,,"LINESTRING (5.2647837 35.5072575, 5.265439 35.5079642)"
317234848,False,residential,True,39.872,,,,"LINESTRING (5.2647837 35.5072575, 5.2651468 35.5070545)"
129768791,True,secondary,False,40.87,CW 12,,,"LINESTRING (5.264536 35.5069502, 5.2647837 35.5072575)"
317234849,False,residential,False,10.577,,,,"LINESTRING (5.264536 35.5069502, 5.2644419 35.5070066)"
317234849,False,residential,False,54.651,,,,"LINESTRING (5.2651258 35.5088809, 5.2654905 35.5092726)"
317234849,False,residential,True,63.463,,,,"LINESTRING (5.2651258 35.5088809, 5.2646958 35.5084301)"
317237500,False,residential,False,75.367,,,,"LINESTRING (5.2651258 35.5088809, 5.2644565 35.5092841)"
317237500,False,residential,True,60.329,,,,"LINESTRING (5.2651258 35.5088809, 5.2656615 35.5085581)"
317234849,False,residential,True,54.651,,,,"LINESTRING (5.2654905 35.5092726, 5.2651258 35.5088809)"
317234850,False,residential,True,75.811,,,,"LINESTRING (5.2654905 35.5092726, 5.2648275 35.5096892)"
317234850,False,residential,False,58.114,,,,"LINESTRING (5.2654905 35.5092726, 5.2655888 35.5092183, 5.266009 35.5089645)"
317234850,False,residential,False,114.576,,,,"LINESTRING (5.2638246 35.5103179, 5.2648275 35.5096892)"
417553665,False,tertiary,False,121.941,,2,50,"LINESTRING (5.2638246 35.5103179, 5.2639866 35.5104009, 5.2650318 35.5108025)"
417553665,False,tertiary,True,165.308,,2,50,"LINESTRING (5.2638246 35.5103179, 5.2635267 35.5101556, 5.2623797 35.50941)"
317234850,False,residential,False,33.623,,,,"LINESTRING (5.2669553 35.5083777, 5.2672474 35.5081909)"
317234850,False,residential,True,42.418,,,,"LINESTRING (5.2669553 35.5083777, 5.2665876 35.5086142)"
317236335,False,residential,False,58.482,,,,"LINESTRING (5.2669553 35.5083777, 5.2673275 35.5088076)"
317236335,False,residential,True,213.99599999999998,,,,"LINESTRING (5.2669553 35.5083777, 5.2663813 35.507685, 5.2655732 35.5068172)"
317234850,False,residential,False,32.233,,,,"LINESTRING (5.2672474 35.5081909, 5.2675458 35.5080327)"
317234850,False,residential,True,33.623,,,,"LINESTRING (5.2672474 35.5081909, 5.2669553 35.5083777)"
317236471,False,residential,False,59.366,,,,"LINESTRING (5.2672474 35.5081909, 5.2676226 35.5086288)"
317236472,False,residential,False,41.304,,,,"LINESTRING (5.2687386 35.5101847, 5.2688962 35.5105333)"
317240210,False,residential,False,58.314,,,,"LINESTRING (5.2687386 35.5101847, 5.2681495 35.510397)"
317240210,False,residential,True,41.437,,,,"LINESTRING (5.2687386 35.5101847, 5.2691524 35.5100253)"
317236472,False,residential,True,87.551,,,,"LINESTRING (5.2687386 35.5101847, 5.2685757 35.5099681, 5.2681778 35.5095443)"
1011698266,False,residential,True,30.178,,,,"LINESTRING (5.2695448 35.5119526, 5.2692157 35.5119961)"
317236472,False,residential,True,119.623,,,,"LINESTRING (5.2695448 35.5119526, 5.2693323 35.5114521, 5.2691065 35.5109377)"
1011698266,False,residential,False,31.644,,,,"LINESTRING (5.2695448 35.5119526, 5.2698085 35.5120114, 5.2698612 35.5120562)"
317236473,False,residential,False,41.443,,,,"LINESTRING (5.269005 35.5116652, 5.2692157 35.5119961)"
317236473,False,residential,True,42.131,,,,"LINESTRING (5.269005 35.5116652, 5.2688235 35.5113163)"
1011698267,False,residential,False,35.333,,,,"LINESTRING (5.269005 35.5116652, 5.2686612 35.5118157)"
317236473,False,residential,False,54.442,,,,"LINESTRING (5.2684027 35.5106933, 5.2687009 35.5111185)"
317236473,False,residential,True,40.134,,,,"LINESTRING (5.2684027 35.5106933, 5.2681495 35.510397)"
317240209,False,residential,False,40.249,,,,"LINESTRING (5.2684027 35.5106933, 5.2680018 35.5108499)"
317240209,False,residential,True,48.081,,,,"LINESTRING (5.2684027 35.5106933, 5.2688962 35.5105333)"
317236473,False,residential,False,79.011,,,,"LINESTRING (5.2646551 35.5064674, 5.2651468 35.5070545)"
317236473,False,residential,True,36.499,,,,"LINESTRING (5.2646551 35.5064674, 5.2643014 35.506625)"
1150700161,False,residential,False,31.474,,,,"LINESTRING (5.2646551 35.5064674, 5.2649431 35.5063088)"
317236335,False,residential,True,53.524,,,,"LINESTRING (5.268063 35.5096199, 5.2677122 35.5092324)"
317236338,False,residential,False,13.366,,,,"LINESTRING (5.268063 35.5096199, 5.2681778 35.5095443)"
317236338,False,residential,True,43.992,,,,"LINESTRING (5.268063 35.5096199, 5.2676755 35.5098587)"
317236336,False,residential,False,45.648,,,,"LINESTRING (5.2687211 35.5086649, 5.2682822 35.5088671)"
317236338,False,residential,True,36.402,,,,"LINESTRING (5.2687211 35.5086649, 5.2685568 35.5089637)"
317236338,False,residential,False,181.85899999999998,,,,"LINESTRING (5.2687211 35.5086649, 5.2692521 35.5077144, 5.2695456 35.5071735)"
317236336,False,residential,False,139.215,,,,"LINESTRING (5.2662794 35.5100703, 5.2650318 35.5108025)"
317236336,False,residential,True,64.131,,,,"LINESTRING (5.2662794 35.5100703, 5.266843 35.5097208)"
317236337,False,residential,False,56.808,,,,"LINESTRING (5.2662794 35.5100703, 5.2666439 35.5104862)"
"[317236337, 317237503]",False,residential,"[False, True]",126.828,,,,"LINESTRING (5.2662794 35.5100703, 5.2658877 35.5096428, 5.2659599 35.5096002, 5.2664994 35.5092952)"
317236336,False,residential,True,139.215,,,,"LINESTRING (5.2650318 35.5108025, 5.2662794 35.5100703)"
417553665,False,tertiary,False,254.64800000000002,,2,50,"LINESTRING (5.2650318 35.5108025, 5.2654537 35.5109642, 5.266166 35.51128, 5.2668753 35.5116497, 5.2673221 35.5118389, 5.2675041 35.5118835)"
417553665,False,tertiary,True,121.941,,2,50,"LINESTRING (5.2650318 35.5108025, 5.2639866 35.5104009, 5.2638246 35.5103179)"
317236337,False,residential,True,78.027,,,,"LINESTRING (5.2671988 35.5110232, 5.2666439 35.5104862)"
317236337,False,residential,False,78.027,,,,"LINESTRING (5.2666439 35.5104862, 5.2671988 35.5110232)"
317236337,False,residential,True,56.808,,,,"LINESTRING (5.2666439 35.5104862, 5.2662794 35.5100703)"
317236338,False,residential,False,65.11,,,,"LINESTRING (5.2666439 35.5104862, 5.267205 35.5101198)"
317236338,False,residential,False,43.992,,,,"LINESTRING (5.2676755 35.5098587, 5.268063 35.5096199)"
317236338,False,residential,True,42.698,,,,"LINESTRING (5.2676755 35.5098587, 5.2672881 35.5100778)"
317236473,False,residential,False,73.644,,,,"LINESTRING (5.2676755 35.5098587, 5.2681495 35.510397)"
317236473,False,residential,True,54.611,,,,"LINESTRING (5.2676755 35.5098587, 5.2673088 35.5094687)"
317236338,False,residential,False,24.027,,,,"LINESTRING (5.2681778 35.5095443, 5.2683318 35.5093683)"
317236338,False,residential,True,13.366,,,,"LINESTRING (5.2681778 35.5095443, 5.268063 35.5096199)"
317236472,False,residential,False,87.551,,,,"LINESTRING (5.2681778 35.5095443, 5.2685757 35.5099681, 5.2687386 35.5101847)"
317236338,False,residential,False,49.385,,,,"LINESTRING (5.2683318 35.5093683, 5.2685568 35.5089637)"
317236338,False,residential,True,24.027,,,,"LINESTRING (5.2683318 35.5093683, 5.2681778 35.5095443)"
317236471,False,residential,True,47.156,,,,"LINESTRING (5.2683318 35.5093683, 5.2680178 35.5090299)"
317237499,False,residential,False,10.351,,,,"LINESTRING (5.265439 35.5079642, 5.2653484 35.508021)"
129768791,True,secondary,False,120.083,CW 12,,,"LINESTRING (5.265439 35.5079642, 5.2657886 35.5083568, 5.2662196 35.5088374)"
317237500,False,residential,False,12.417,,,,"LINESTRING (5.2657718 35.5084917, 5.2656615 35.5085581)"
129768795,True,secondary,False,64.871,,,,"LINESTRING (5.2657718 35.5084917, 5.2655657 35.5082641, 5.2653484 35.508021)"
317237500,False,residential,True,25.958,,,,"LINESTRING (5.264226 35.509423, 5.2644565 35.5092841)"
317237499,False,residential,True,72.948,,,,"LINESTRING (5.2640573 35.5088304, 5.2646958 35.5084301)"
317237501,False,residential,False,62.055,,,,"LINESTRING (5.2640573 35.5088304, 5.2644565 35.5092841)"
317237499,False,residential,False,211.551,,,,"LINESTRING (5.2640573 35.5088304, 5.263666 35.5090627, 5.263339 35.5087451, 5.2632666 35.5087102, 5.2631727 35.5087146, 5.2623797 35.50941)"
317234850,False,residential,False,75.811,,,,"LINESTRING (5.2648275 35.5096892, 5.2654905 35.5092726)"
317234850,False,residential,True,114.576,,,,"LINESTRING (5.2648275 35.5096892, 5.2638246 35.5103179)"
317237501,False,residential,True,56.185,,,,"LINESTRING (5.2648275 35.5096892, 5.2644565 35.5092841)"
317236473,False,residential,False,57.69,,,,"LINESTRING (5.266967 35.5090308, 5.2673088 35.5094687)"
317236473,False,residential,True,57.665,,,,"LINESTRING (5.266967 35.5090308, 5.2665876 35.5086142)"
317237503,False,residential,False,40.997,,,,"LINESTRING (5.266967 35.5090308, 5.2673275 35.5088076)"
