osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed,junction
171969936,False,2,RN 35,primary,False,196.408,"LINESTRING (-1.637329 34.8920828, -1.637168 34.892243, -1.6369052 34.8925709, -1.6367537 34.8927865, -1.6365941 34.8931154, -1.6365002 34.8933475, -1.6364157 34.8936588)",,
"[1098156272, 707180887]",True,2,RN 35,primary,False,242.16199999999998,"LINESTRING (-1.637329 34.8920828, -1.6375825 34.8919043, -1.6377568 34.8917976, -1.6381699 34.8915654, -1.638406 34.8914598, -1.6388217 34.8912838, -1.6391958 34.8911265, -1.6395998 34.8909723)",50,
314103998,False,,,residential,True,111.455,"LINESTRING (-1.6370546 34.8927489, -1.6365781 34.8936719)",,
314104779,False,,,residential,True,30.395,"LINESTRING (-1.6370546 34.8927489, -1.6372571 34.8925318)",,
385187499,False,,,residential,False,41.613,"LINESTRING (-1.6370546 34.8927489, -1.6374682 34.8929069)",,
314104243,False,,,residential,False,78.697,"LINESTRING (-1.6393669 34.8936321, -1.6389778 34.8942638)",,
314104243,False,,,residential,True,30.625,"LINESTRING (-1.6393669 34.8936321, -1.6395238 34.8933886)",,
385187499,False,,,residential,False,54.062,"LINESTRING (-1.6393669 34.8936321, -1.6399058 34.8938346)",,
385187499,False,,,residential,True,32.143,"LINESTRING (-1.6393669 34.8936321, -1.6390474 34.8935101)",,
314103999,False,,,residential,True,10.469,"LINESTRING (-1.6404407 34.8940298, -1.6405188 34.8939608)",,
385187499,False,,,residential,True,53.395,"LINESTRING (-1.6404407 34.8940298, -1.6399058 34.8938346)",,
385187533,False,,,residential,False,111.96000000000001,"LINESTRING (-1.6404407 34.8940298, -1.63993 34.8945848, -1.6398866 34.8946019, -1.6398364 34.8946017, -1.6395795 34.8945073)",,
314104244,False,,,residential,False,29.88,"LINESTRING (-1.6383248 34.8940275, -1.6381865 34.8942711)",,
314104244,False,,,residential,True,80.028,"LINESTRING (-1.6383248 34.8940275, -1.6386961 34.8933754)",,
385187533,False,,,residential,True,34.778,"LINESTRING (-1.6383248 34.8940275, -1.6386737 34.8941537)",,
314104479,False,,,residential,True,109.729,"LINESTRING (-1.6369526 34.8937985, -1.6374682 34.8929069)",,
385187529,False,,,residential,True,30.042,"LINESTRING (-1.6369526 34.8937985, -1.6368274 34.8940484)",,
385187534,False,,,residential,False,36.943,"LINESTRING (-1.6369526 34.8937985, -1.6365781 34.8936719)",,
385187534,False,,,residential,True,30.156,"LINESTRING (-1.6369526 34.8937985, -1.6372529 34.893912)",,
385187531,False,,,residential,False,28.725,"LINESTRING (-1.639468 34.8947489, -1.6395795 34.8945073)",,
385187534,False,,,residential,False,128.385,"LINESTRING (-1.639468 34.8947489, -1.6381865 34.8942711)",,
314103998,False,,,residential,False,159.60500000000002,"LINESTRING (-1.639468 34.8947489, -1.639328 34.8950002, -1.6380405 34.8945224)",,
385187508,False,,,residential,True,18.119,"LINESTRING (-1.6406186 34.8938199, -1.6405188 34.8939608)",,
385187500,False,,,residential,False,47.494,"LINESTRING (-1.6406186 34.8938199, -1.6408165 34.8936251, -1.6409711 34.8935066)",,
385187531,False,,,residential,True,87.307,"LINESTRING (-1.6406186 34.8938199, -1.6400807 34.8936086, -1.6400397 34.8936032, -1.6400105 34.8936162, -1.6399058 34.8938346)",,
385187500,False,,,residential,True,142.276,"LINESTRING (-1.6427139 34.8925912, -1.6414002 34.8932812)",,
385187507,False,,,residential,True,69.633,"LINESTRING (-1.6427139 34.8925912, -1.6431299 34.8931163)",,
385187508,False,,,residential,True,13.866,"LINESTRING (-1.6429982 34.8931786, -1.6431299 34.8931163)",,
385187508,False,,,residential,False,400.707,"LINESTRING (-1.6429982 34.8931786, -1.643009 34.8932436, -1.643376 34.8937129, -1.6433832 34.8938486, -1.6432877 34.8943242, -1.6432546 34.8943865, -1.6431528 34.8944127, -1.6405188 34.8939608)",,
385187509,False,,,residential,True,91.97800000000001,"LINESTRING (-1.6429982 34.8931786, -1.6428379 34.8931917, -1.6421393 34.8935851)",,
314103999,False,,,residential,False,10.469,"LINESTRING (-1.6405188 34.8939608, -1.6404407 34.8940298)",,
385187508,False,,,residential,False,18.119,"LINESTRING (-1.6405188 34.8939608, -1.6406186 34.8938199)",,
385187508,False,,,residential,True,400.70699999999994,"LINESTRING (-1.6405188 34.8939608, -1.6431528 34.8944127, -1.6432546 34.8943865, -1.6432877 34.8943242, -1.6433832 34.8938486, -1.643376 34.8937129, -1.643009 34.8932436, -1.6429982 34.8931786)",,
314104000,False,,,residential,False,46.197,"LINESTRING (-1.6425921 34.8937713, -1.6421393 34.8935851)",,
314104000,False,,,residential,True,75.405,"LINESTRING (-1.6414002 34.8932812, -1.6421393 34.8935851)",,
385187500,False,,,residential,False,142.276,"LINESTRING (-1.6414002 34.8932812, -1.6427139 34.8925912)",,
385187500,False,,,residential,True,46.473,"LINESTRING (-1.6414002 34.8932812, -1.6409711 34.8935066)",,
314104243,False,,,residential,False,41.012,"LINESTRING (-1.6397339 34.8930625, -1.6395238 34.8933886)",,
314104243,False,,,residential,True,86.896,"LINESTRING (-1.6397339 34.8930625, -1.6403134 34.8924422)",,
