osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry
727653878,residential,False,False,20.873,,,,"LINESTRING (6.798917 33.4958068, 6.7991412 33.49579)"
143111769,trunk,True,False,49.812,2,RN 48,50,"LINESTRING (6.7966826 33.4887285, 6.7967122 33.4889039, 6.7967645 33.4891712)"
210368986,residential,False,True,25.244999999999997,,,,"LINESTRING (6.7966826 33.4887285, 6.7965543 33.48871, 6.796419 33.488746)"
143111769,trunk,True,False,43.889,2,RN 48,50,"LINESTRING (6.7979099 33.4934034, 6.798111 33.4937607)"
233011169,residential,False,True,11.012,,,,"LINESTRING (6.7979099 33.4934034, 6.7980141 33.4933559)"
143111769,trunk,True,False,143.702,2,RN 48,50,"LINESTRING (6.797191 33.4913902, 6.7973305 33.491955, 6.7974351 33.4922682, 6.7975317 33.4924874, 6.7975915 33.4926363)"
210368983,tertiary,False,False,18.713,,,,"LINESTRING (6.797191 33.4913902, 6.7970984 33.4914092, 6.7970073 33.4914551)"
233008549,tertiary,False,True,32.041,,,,"LINESTRING (6.797191 33.4913902, 6.7974499 33.4913209, 6.7975223 33.4913098)"
143111769,trunk,True,False,26.073,2,RN 48,50,"LINESTRING (6.79817 33.4938715, 6.7982886 33.4940841)"
210366441,secondary,True,False,11.89,,,,"LINESTRING (6.79817 33.4938715, 6.7980587 33.4939246)"
143111769,trunk,True,False,46.214,2,RN 48,50,"LINESTRING (6.7969992 33.4871775, 6.796896 33.4875841)"
210366443,tertiary,True,False,10.722,,,,"LINESTRING (6.7969992 33.4871775, 6.7968843 33.4871668)"
462432416,residential,False,True,27.635,,,,"LINESTRING (6.8015147 33.4875986, 6.8018091 33.4875601)"
233008548,tertiary,False,True,55.348,,,,"LINESTRING (6.8015147 33.4875986, 6.8015651 33.4877965, 6.8015885 33.4880913)"
210368984,secondary,False,False,14.631,,,,"LINESTRING (6.7993261 33.4936629, 6.7994834 33.4936526)"
210368984,secondary,False,True,25.794,,,,"LINESTRING (6.7993261 33.4936629, 6.7990498 33.4936897)"
727651096,residential,False,False,34.268,,,,"LINESTRING (6.7993261 33.4936629, 6.7993584 33.4939699)"
210368984,secondary,False,False,63.837,,,,"LINESTRING (6.7983658 33.4937546, 6.7990498 33.4936897)"
727651098,secondary,True,False,22.33,,,,"LINESTRING (6.7983658 33.4937546, 6.79817 33.4938715)"
210368984,secondary,False,False,11.556,,,,"LINESTRING (6.8001938 33.4935947, 6.8003172 33.4935802)"
210368984,secondary,False,True,28.246,,,,"LINESTRING (6.8001938 33.4935947, 6.7998915 33.4936259)"
233399121,residential,False,False,22.783,,,,"LINESTRING (6.8001938 33.4935947, 6.8002154 33.4937988)"
210368984,secondary,False,False,25.794,,,,"LINESTRING (6.7990498 33.4936897, 6.7993261 33.4936629)"
210368984,secondary,False,True,63.837,,,,"LINESTRING (6.7990498 33.4936897, 6.7983658 33.4937546)"
233011168,residential,False,False,46.14,,,,"LINESTRING (6.7990498 33.4936897, 6.7989867 33.4932781)"
210368984,secondary,False,True,40.456,,,,"LINESTRING (6.8028787 33.4932715, 6.8024475 33.4933268)"
233008550,tertiary,False,False,35.25,,,,"LINESTRING (6.8028787 33.4932715, 6.8028572 33.492955)"
