osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,junction,bridge
138190901,1,Route de Bali,secondary,50,False,False,55.54899999999999,"LINESTRING (6.3404164 35.2572243, 6.3405839 35.2572357, 6.3410102 35.2573362)",,,,
161225631,,,residential,,False,False,213.43,"LINESTRING (6.3404164 35.2572243, 6.3405302 35.2572981, 6.3406643 35.257377, 6.3408548 35.2575697, 6.3409916 35.2577362, 6.3410962 35.2578216, 6.3414583 35.2580603, 6.3418606 35.2584392, 6.3419732 35.2585684, 6.3419958 35.2586221)",yes,,,
161225623,1,Rue Ahmed Ben Abderezzak,primary,50,False,True,51.337,"LINESTRING (6.3488129 35.2600227, 6.3483676 35.2597382)",,RN 31,,
161225623,1,Rue Ahmed Ben Abderezzak,primary,50,False,False,79.286,"LINESTRING (6.3488129 35.2600227, 6.3488905 35.2600619, 6.3490568 35.2601473, 6.3494355 35.2602717, 6.3495922 35.2603395)",,RN 31,,
1010455031,,,residential,,False,False,78.56299999999999,"LINESTRING (6.3488129 35.2600227, 6.3489577 35.2599438, 6.3491884 35.2598716, 6.349403 35.2598343, 6.3495102 35.259819, 6.3496256 35.2598278)",,,,
138190918,1,,primary,50,False,False,24.978,"LINESTRING (6.3468903 35.2588821, 6.3469166 35.2589539, 6.3469139 35.259024, 6.3469005 35.2591028)",,RN 31,,
138190918,1,,primary,50,False,True,40.381,"LINESTRING (6.3468903 35.2588821, 6.3468522 35.2588098, 6.346787 35.2587517, 6.346575 35.2586407)",,RN 31,,
1010455024,,,residential,,False,False,93.068,"LINESTRING (6.3468903 35.2588821, 6.3470721 35.2587831, 6.3471928 35.2587327, 6.3473242 35.2587086, 6.3474262 35.2586998, 6.3474879 35.2586757, 6.3475576 35.2586232, 6.3475844 35.2585903, 6.3475978 35.2585531, 6.3476059 35.2584107)",,,,
138190901,1,Route de Bali,secondary,50,False,True,15.958,"LINESTRING (6.3448153 35.2576981, 6.3447798 35.2577207, 6.3447372 35.2577329, 6.3446518 35.2577376)",,,,
138190918,1,,primary,50,False,False,116.937,"LINESTRING (6.3448153 35.2576981, 6.3450175 35.2577449, 6.3451087 35.2577712, 6.3451865 35.2578062, 6.3452643 35.257861, 6.3458638 35.2582804)",,RN 31,,
138190918,1,,primary,50,False,True,75.252,"LINESTRING (6.3448153 35.2576981, 6.3441378 35.2575653, 6.3440093 35.2575405)",,RN 31,,
161225629,1,,primary,,True,False,13.239,"LINESTRING (6.3482386 35.2597046, 6.3482416 35.2596749, 6.3482611 35.2596498, 6.3482927 35.2596349, 6.3483291 35.2596338)",,,roundabout,
196536246,1,,primary,50,False,True,122.65199999999999,"LINESTRING (6.3482386 35.2597046, 6.3478817 35.2597077, 6.3476919 35.2597434, 6.3473548 35.2599651, 6.3472078 35.2600568, 6.3471191 35.2600884, 6.347035 35.2600956)",,RN 31,,
138190918,1,,primary,50,False,False,75.993,"LINESTRING (6.3458638 35.2582804, 6.346575 35.2586407)",,RN 31,,
138190918,1,,primary,50,False,True,116.937,"LINESTRING (6.3458638 35.2582804, 6.3452643 35.257861, 6.3451865 35.2578062, 6.3451087 35.2577712, 6.3450175 35.2577449, 6.3448153 35.2576981)",,RN 31,,
161225625,1,Rue El Qods,tertiary,30,False,False,50.586000000000006,"LINESTRING (6.3458638 35.2582804, 6.3455701 35.2584491, 6.3454507 35.2585071, 6.3453942 35.2585213)",,,,
161225625,1,Rue El Qods,tertiary,30,False,True,118.826,"LINESTRING (6.3458638 35.2582804, 6.3464794 35.2580625, 6.3465717 35.2580095, 6.3466241 35.2579575, 6.3467161 35.2576807, 6.3467431 35.2576511, 6.346783 35.2576324)",,,,
161225623,1,Rue Ahmed Ben Abderezzak,primary,50,False,True,79.286,"LINESTRING (6.3495922 35.2603395, 6.3494355 35.2602717, 6.3490568 35.2601473, 6.3488905 35.2600619, 6.3488129 35.2600227)",,RN 31,,
1010455030,,,residential,,False,False,85.13199999999999,"LINESTRING (6.3495922 35.2603395, 6.3497302 35.2601169, 6.3498402 35.2599701, 6.3499394 35.2598957, 6.3501352 35.2597248)",,,,
161225625,1,Rue El Qods,tertiary,30,False,False,42.694,"LINESTRING (6.3503311 35.25652, 6.3502037 35.2564445, 6.3501044 35.2564116, 6.350024 35.2564007, 6.3499006 35.2564117)",,,,
161225625,1,Rue El Qods,tertiary,30,False,False,118.826,"LINESTRING (6.346783 35.2576324, 6.3467431 35.2576511, 6.3467161 35.2576807, 6.3466241 35.2579575, 6.3465717 35.2580095, 6.3464794 35.2580625, 6.3458638 35.2582804)",,,,
161225625,1,Rue El Qods,tertiary,30,False,True,139.00699999999998,"LINESTRING (6.346783 35.2576324, 6.3468322 35.2576289, 6.3468752 35.2576414, 6.3469109 35.25767, 6.34703 35.2577783, 6.3470964 35.2578298, 6.3471709 35.2578704, 6.3472655 35.2579038, 6.3476971 35.2580231, 6.3478754 35.2580789, 6.34809 35.2581549, 6.3481306 35.2581663)",,,,
571827360,,,residential,,False,False,118.734,"LINESTRING (6.346783 35.2576324, 6.3467284 35.2575275, 6.3467248 35.2574815, 6.3467362 35.2574333, 6.346828 35.2572983, 6.3468656 35.2571767, 6.3468728 35.2570572, 6.3468367 35.2569026, 6.3467492 35.2566094)",,,,
571827359,1,Rue Mustapha Ben Boulaïd,secondary,50,False,False,203.083,"LINESTRING (6.3496165 35.2581403, 6.3483291 35.2596338)",,,,
571827357,1,Rue Mustapha Ben Boulaïd,secondary,50,True,False,30.491,"LINESTRING (6.3496165 35.2581403, 6.3496564 35.258075, 6.349695 35.2580227, 6.349718 35.2579597, 6.3497985 35.2579248)",,,,
309386129,1,Rue El Qods,tertiary,30,False,False,249.82399999999998,"LINESTRING (6.340443 35.259209, 6.3404176 35.2590338, 6.3404283 35.2589692, 6.3404511 35.2589484, 6.3404873 35.2589429, 6.3405691 35.2589462, 6.340659 35.2589528, 6.3407622 35.2589583, 6.3408051 35.2589824, 6.3408373 35.2590273, 6.3408977 35.2591904, 6.3409567 35.2593416, 6.3410318 35.259496, 6.3411391 35.2597117, 6.341186 35.2598398, 6.3412236 35.259969, 6.3413161 35.2601147, 6.3415025 35.2602855, 6.341587 35.2603742, 6.3416339 35.2604038, 6.3417211 35.2604388)",,,,
1010455035,,,residential,,False,True,236.591,"LINESTRING (6.340443 35.259209, 6.3404806 35.2592605, 6.3404927 35.2593142, 6.3405208 35.2594741, 6.3405423 35.2595168, 6.3406402 35.2596416, 6.3406697 35.2597128, 6.3406657 35.2597697, 6.3406228 35.2599296, 6.3405007 35.2602187, 6.3403425 35.260556, 6.3402848 35.2606469, 6.340211 35.2607235, 6.3401936 35.2607531, 6.3401842 35.2607925, 6.3401963 35.2609305, 6.3401923 35.2610181, 6.3401601 35.2612119)",,,,
161225631,,,residential,,False,False,76.12,"LINESTRING (6.3421556 35.2596394, 6.3420162 35.2598891, 6.3418767 35.2601322, 6.3418106 35.2602632)",yes,,,
161225631,,,residential,,False,True,122.975,"LINESTRING (6.3421556 35.2596394, 6.3420202 35.2595157, 6.3419706 35.2594653, 6.341929 35.2593645, 6.3418968 35.2592342, 6.3419008 35.2591751, 6.341933 35.259116, 6.3419974 35.2589846, 6.3420376 35.2588115, 6.3420323 35.2587086, 6.3419958 35.2586221)",yes,,,
344014395,,,residential,,False,False,163.211,"LINESTRING (6.3421556 35.2596394, 6.3422522 35.2594489, 6.3423702 35.259232, 6.3425258 35.2590744, 6.3426679 35.2589911, 6.3428369 35.2589517, 6.3430274 35.2589189, 6.3431534 35.258932, 6.3432741 35.2589648, 6.3434458 35.259059)",,,,
571827359,1,Rue Mustapha Ben Boulaïd,secondary,50,False,True,203.083,"LINESTRING (6.3483291 35.2596338, 6.3496165 35.2581403)",,,,
161225629,1,,primary,,True,False,14.724,"LINESTRING (6.3483291 35.2596338, 6.3483541 35.2596421, 6.3483741 35.259657, 6.3483864 35.2596767, 6.3483894 35.2596986, 6.3483829 35.25972, 6.3483676 35.2597382)",,,roundabout,
161225623,1,Rue Ahmed Ben Abderezzak,primary,50,False,False,51.337,"LINESTRING (6.3483676 35.2597382, 6.3488129 35.2600227)",,RN 31,,
161225629,1,,primary,,True,False,5.3309999999999995,"LINESTRING (6.3483676 35.2597382, 6.3483433 35.2597517, 6.3483146 35.2597566)",,,roundabout,
161225629,1,,primary,,True,False,9.711,"LINESTRING (6.3483146 35.2597566, 6.3482857 35.2597523, 6.3482545 35.2597335, 6.3482386 35.2597046)",,,roundabout,
196538800,,Lemjaz,residential,,False,True,142.832,"LINESTRING (6.3483146 35.2597566, 6.3483381 35.259831, 6.348373 35.2599187, 6.3485192 35.2601497, 6.3488129 35.2605078, 6.3491267 35.2608462)",,,,
161225631,,,residential,,False,True,21.149,"LINESTRING (6.3417211 35.2604388, 6.3418106 35.2602632)",yes,,,
309386129,1,Rue El Qods,tertiary,30,False,False,6.864,"LINESTRING (6.3417211 35.2604388, 6.3417895 35.2604651)",,,,
309386129,1,Rue El Qods,tertiary,30,False,True,249.824,"LINESTRING (6.3417211 35.2604388, 6.3416339 35.2604038, 6.341587 35.2603742, 6.3415025 35.2602855, 6.3413161 35.2601147, 6.3412236 35.259969, 6.341186 35.2598398, 6.3411391 35.2597117, 6.3410318 35.259496, 6.3409567 35.2593416, 6.3408977 35.2591904, 6.3408373 35.2590273, 6.3408051 35.2589824, 6.3407622 35.2589583, 6.340659 35.2589528, 6.3405691 35.2589462, 6.3404873 35.2589429, 6.3404511 35.2589484, 6.3404283 35.2589692, 6.3404176 35.2590338, 6.340443 35.259209)",,,,
161225625,1,Rue El Qods,tertiary,30,False,True,16.411,"LINESTRING (6.3419813 35.2607454, 6.3421388 35.260673)",,,,
161225625,1,Rue El Qods,tertiary,30,False,False,54.766000000000005,"LINESTRING (6.3419813 35.2607454, 6.3418794 35.2608265, 6.3418096 35.2609031, 6.3417479 35.2610367, 6.3417426 35.2611747)",,,,
309386129,1,Rue El Qods,tertiary,30,False,True,36.414,"LINESTRING (6.3419813 35.2607454, 6.3418941 35.2605626, 6.3418512 35.2605067, 6.3417895 35.2604651)",,,,
194998460,,,residential,,False,False,23.083,"LINESTRING (6.3398409 35.2561723, 6.3396931 35.2563412)",,,,
138190918,1,,primary,50,False,False,411.26,"LINESTRING (6.3398409 35.2561723, 6.3403612 35.25633, 6.3406992 35.2564571, 6.3417935 35.2569521, 6.3423085 35.2571185, 6.3426894 35.2572543, 6.3428611 35.25732, 6.3430005 35.257377, 6.3431883 35.2574427, 6.3433707 35.2574821, 6.3435799 35.2574952, 6.3439339 35.2575259, 6.3440093 35.2575405)",,RN 31,,
196536246,1,,primary,50,False,False,122.65199999999999,"LINESTRING (6.347035 35.2600956, 6.3471191 35.2600884, 6.3472078 35.2600568, 6.3473548 35.2599651, 6.3476919 35.2597434, 6.3478817 35.2597077, 6.3482386 35.2597046)",,RN 31,,
"[138190918, 196535694, 196536246]",1,El qandarth muzzal,primary,50,False,True,60.8,"LINESTRING (6.347035 35.2600956, 6.3469662 35.2600939, 6.3468966 35.2600815, 6.3468196 35.2600597, 6.3467493 35.260026, 6.3466883 35.2599819, 6.3466389 35.259929, 6.346603 35.2598692, 6.346582 35.2598049, 6.3465817 35.2597718)",,RN 31,,yes
