osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,maxspeed,ref,tunnel,access
40955536,True,Place Mohamed Boughima,residential,False,65.661,"LINESTRING (7.7549648 36.8979316, 7.7549868 36.8976629, 7.7550219 36.8973429)",,,,,,
434826486,True,Place Nouri Hacene,primary,False,23.592,"LINESTRING (7.7549648 36.8979316, 7.755051 36.8979475, 7.7551298 36.8979796, 7.7551964 36.8980261)",roundabout,,,,,
434826486,True,Place Nouri Hacene,primary,False,13.748000000000001,"LINESTRING (7.755286 36.8981858, 7.7552865 36.8982476, 7.7552705 36.8983081)",roundabout,,,,,
434826486,True,Place Nouri Hacene,primary,False,20.593,"LINESTRING (7.755134 36.8984551, 7.7550663 36.8984848, 7.7549923 36.8985023, 7.7549153 36.8985068)",roundabout,,,,,
39502186,True,Boulevard Boukhtouta Hocine,residential,False,127.022,"LINESTRING (7.7549153 36.8985068, 7.7554951 36.8995508)",,,,,,
434826486,True,Place Nouri Hacene,primary,False,13.376000000000001,"LINESTRING (7.7549153 36.8985068, 7.7548408 36.8984985, 7.7547701 36.898478)",roundabout,,,,,
39304953,False,Boulevard Souidani Boudjemaa,secondary,False,123.665,"LINESTRING (7.7500462 36.9025679, 7.7509185 36.9017017)",,,,,,
199634341,False,Rue Guroud Mohamed Nacer,residential,True,46.052,"LINESTRING (7.7500462 36.9025679, 7.7505616 36.9026087)",,,,,,
39333614,True,,primary,False,40.57899999999999,"LINESTRING (7.7522294 36.897062, 7.7520548 36.8972148, 7.7519009 36.8973138)",,,,,,
39533445,True,,secondary,False,30.006,"LINESTRING (7.7522294 36.897062, 7.7521995 36.8971555, 7.7522226 36.8972154, 7.7523045 36.8973046)",,,,,,
39333614,True,,primary,False,27.735,"LINESTRING (7.7529209 36.8964805, 7.752688 36.8966464)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,False,35.046,"LINESTRING (7.7525187 36.9002073, 7.7522987 36.8999458)",,,,,,
39304953,False,Boulevard Souidani Boudjemaa,secondary,False,194.246,"LINESTRING (7.7525187 36.9002073, 7.7527355 36.8999813, 7.753061 36.899668, 7.753908 36.8988595)",,,,,,
39304953,False,Boulevard Souidani Boudjemaa,secondary,True,157.484,"LINESTRING (7.7525187 36.9002073, 7.7521042 36.9005873, 7.7513719 36.9012865)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,True,138.63400000000001,"LINESTRING (7.7525187 36.9002073, 7.7531232 36.9008925, 7.7534107 36.9012298)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,False,12.046,"LINESTRING (7.7502143 36.8974754, 7.7501308 36.8973901)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,True,140.232,"LINESTRING (7.7502143 36.8974754, 7.7510827 36.8985281)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,False,69.304,"LINESTRING (7.7501308 36.8973901, 7.7496214 36.8969184)",,,,,,
39502182,False,Boulevard Bouzerad Hocine,tertiary,True,12.046,"LINESTRING (7.7501308 36.8973901, 7.7502143 36.8974754)",,,,,,
39427871,True,Boulevard de l'Afrique,primary,False,140.535,"LINESTRING (7.7501308 36.8973901, 7.7509243 36.8973775, 7.7512123 36.8973678, 7.7514708 36.8973511, 7.7516968 36.8972886)",,1,80,,,
39502186,True,Boulevard Boukhtouta Hocine,residential,False,31.926,"LINESTRING (7.7565987 36.9015291, 7.7567436 36.9017918)",,,,,,
298279228,True,,residential,False,30.304,"LINESTRING (7.7565987 36.9015291, 7.7569275 36.9014574)",,,,,,
39502193,True,Boulevard IBN KHALDOUN,residential,False,54.303,"LINESTRING (7.7583208 36.8987588, 7.7589305 36.8987865)",,,,,,
784444685,False,Rue Emir Abdelkader,tertiary,False,101.267,"LINESTRING (7.7583208 36.8987588, 7.7582863 36.8996691)",,,,,,
784444685,False,Rue Emir Abdelkader,tertiary,True,81.313,"LINESTRING (7.7583208 36.8987588, 7.7582372 36.8980306)",,,,,,
39533422,False,Rue KALAI Saïd,residential,False,88.727,"LINESTRING (7.7503764 36.8964943, 7.7497591 36.8958674)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,False,52.69,"LINESTRING (7.7503764 36.8964943, 7.7508647 36.8962259)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,True,82.073,"LINESTRING (7.7503764 36.8964943, 7.7498223 36.8967951, 7.7496214 36.8969184)",,,,,,
39533422,False,Rue KALAI Saïd,residential,True,88.727,"LINESTRING (7.7497591 36.8958674, 7.7503764 36.8964943)",,,,,,
39533448,False,Rue Kedda Bachir,residential,False,49.08,"LINESTRING (7.7497591 36.8958674, 7.7501816 36.8955834)",,,,,,
39533448,False,Rue Kedda Bachir,residential,True,42.954,"LINESTRING (7.7497591 36.8958674, 7.7493819 36.8961087)",,,,,,
39533426,False,Rue Biskri Ali,residential,True,119.943,"LINESTRING (7.7518506 36.8957046, 7.7525939 36.8966047)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,False,68.754,"LINESTRING (7.7518506 36.8957046, 7.7525176 36.8953919)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,True,60.575,"LINESTRING (7.7518506 36.8957046, 7.7512835 36.8960064)",,,,,,
39533426,False,Rue Biskri Ali,residential,False,104.35900000000001,"LINESTRING (7.7518506 36.8957046, 7.7516244 36.8954184, 7.7512279 36.8949091)",,,,,,
39533426,False,Rue Biskri Ali,residential,False,69.091,"LINESTRING (7.7512279 36.8949091, 7.7508234 36.8943786)",,,,,,
39533448,False,Rue Kedda Bachir,residential,False,81.058,"LINESTRING (7.7512279 36.8949091, 7.7519451 36.8944592)",,,,,,
39533448,False,Rue Kedda Bachir,residential,True,72.101,"LINESTRING (7.7512279 36.8949091, 7.7506044 36.8953236)",,,,,,
39533426,False,Rue Biskri Ali,residential,True,104.35900000000001,"LINESTRING (7.7512279 36.8949091, 7.7516244 36.8954184, 7.7518506 36.8957046)",,,,,,
39533426,False,Rue Biskri Ali,residential,True,69.091,"LINESTRING (7.7508234 36.8943786, 7.7512279 36.8949091)",,,,,,
39533439,False,Rue Djahi Mohamed,residential,True,81.576,"LINESTRING (7.7508234 36.8943786, 7.7501091 36.8948389)",,,,,,
39533438,False,Rue RACHI,residential,False,93.777,"LINESTRING (7.7508647 36.8962259, 7.7501816 36.8955834)",,,,,,
39533438,False,Rue RACHI,residential,True,139.422,"LINESTRING (7.7508647 36.8962259, 7.7516968 36.8972886)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,False,44.527,"LINESTRING (7.7508647 36.8962259, 7.7512835 36.8960064)",,,,,,
39533447,False,Rue FRIKH Mohamed Salah,residential,True,52.69,"LINESTRING (7.7508647 36.8962259, 7.7503764 36.8964943)",,,,,,
39533438,False,Rue RACHI,residential,False,69.461,"LINESTRING (7.7501816 36.8955834, 7.7496904 36.8950977)",,,,,,
39533438,False,Rue RACHI,residential,True,93.777,"LINESTRING (7.7501816 36.8955834, 7.7508647 36.8962259)",,,,,,
