osmid,highway,oneway,reversed,length,junction,geometry,lanes,ref,maxspeed
217757230,secondary,False,True,89.549,,"LINESTRING (-0.5621444 35.2607776, -0.5621356 35.2599723)",,,
218887955,residential,False,False,13.315,,"LINESTRING (-0.5716539 35.2596852, -0.5715246 35.2596287)",,,
220485573,residential,False,False,39.329,,"LINESTRING (-0.5681457 35.2563561, -0.5677707 35.2565331)",,,
218884616,residential,False,False,86.031,,"LINESTRING (-0.5655815 35.2565357, -0.5660608 35.2572031)",,,
218892985,residential,False,False,69.868,,"LINESTRING (-0.5655815 35.2565357, -0.5662413 35.2562124)",,,
218892985,residential,False,True,73.473,,"LINESTRING (-0.5655815 35.2565357, -0.5648734 35.2568555)",,,
218884616,residential,False,True,15.497,,"LINESTRING (-0.5661524 35.2573207, -0.5660608 35.2572031)",,,
220485576,residential,True,False,19.871,roundabout,"LINESTRING (-0.5661524 35.2573207, -0.5661147 35.2574046, -0.5661606 35.2574857)",,,
218886467,residential,False,False,100.364,,"LINESTRING (-0.5667875 35.2569971, -0.5662413 35.2562124)",,,
220485573,residential,False,True,37.363,,"LINESTRING (-0.5667875 35.2569971, -0.5671438 35.256829)",,,
220485573,residential,False,False,58.306,,"LINESTRING (-0.5667875 35.2569971, -0.5663061 35.2572383, -0.5662517 35.2572832)",,,
220485573,residential,False,False,31.819,,"LINESTRING (-0.5674472 35.2566858, -0.5671438 35.256829)",,,
220485573,residential,False,True,33.928,,"LINESTRING (-0.5674472 35.2566858, -0.5677707 35.2565331)",,,
218891290,residential,False,False,90.398,,"LINESTRING (-0.5646859 35.2578661, -0.5641955 35.2571586)",,,
218891290,residential,False,True,87.176,,"LINESTRING (-0.5646859 35.2578661, -0.5651616 35.2585471)",,,
220485558,residential,False,False,74.757,,"LINESTRING (-0.5646859 35.2578661, -0.5639734 35.258203)",,,
220485558,residential,False,True,70.082,,"LINESTRING (-0.5646859 35.2578661, -0.5653505 35.2575456)",,,
218892985,residential,False,False,73.473,,"LINESTRING (-0.5648734 35.2568555, -0.5655815 35.2565357)",,,
218892985,residential,False,True,70.176,,"LINESTRING (-0.5648734 35.2568555, -0.5641955 35.2571586)",,,
220485555,residential,False,False,88.119,,"LINESTRING (-0.5648734 35.2568555, -0.5653505 35.2575456)",,,
218884616,residential,False,False,15.497,,"LINESTRING (-0.5660608 35.2572031, -0.5661524 35.2573207)",,,
218884616,residential,False,True,86.031,,"LINESTRING (-0.5660608 35.2572031, -0.5655815 35.2565357)",,,
220485558,residential,False,False,74.899,,"LINESTRING (-0.5660608 35.2572031, -0.5653505 35.2575456)",,,
218891908,residential,False,True,53.802,,"LINESTRING (-0.5664773 35.2584193, -0.5670482 35.2582897)",,,
220485577,residential,False,False,88.401,,"LINESTRING (-0.5664773 35.2584193, -0.5662234 35.2576518)",,,
220485577,residential,False,True,6.548,,"LINESTRING (-0.5664773 35.2584193, -0.5664954 35.2584763)",,,
218886811,residential,False,False,49.832,,"LINESTRING (-0.5685426 35.2609467, -0.5679981 35.2608904)",,,
218886811,residential,False,True,23.879,,"LINESTRING (-0.5685426 35.2609467, -0.5688004 35.2609892)",,,
220485565,residential,False,True,175.087,,"LINESTRING (-0.5685426 35.2609467, -0.5680844 35.2594172)",,,
218887955,residential,False,False,103.5,,"LINESTRING (-0.5676307 35.2579024, -0.5666328 35.2574525)",,,
218887955,residential,False,True,26.901,,"LINESTRING (-0.5676307 35.2579024, -0.5678881 35.2580222)",,,
220485565,residential,False,False,26.901,,"LINESTRING (-0.5676307 35.2579024, -0.5677011 35.2581374)",,,
220485521,residential,True,False,19.33,,"LINESTRING (-0.5661606 35.2574857, -0.5662234 35.2576518)",,,
220485576,residential,True,False,9.934,roundabout,"LINESTRING (-0.5661606 35.2574857, -0.5662633 35.2575165)",,,
218890302,residential,False,False,53.826,,"LINESTRING (-0.5651952 35.260881, -0.5657688 35.2607587)",,,
218890302,residential,False,True,114.378,,"LINESTRING (-0.5651952 35.260881, -0.5639784 35.2611473)",,,
220485567,residential,False,False,61.275,,"LINESTRING (-0.5651952 35.260881, -0.5653589 35.2614156)",,,
220485567,residential,False,True,61.598,,"LINESTRING (-0.5651952 35.260881, -0.5650412 35.2603415)",,,
220485530,residential,False,False,117.563,,"LINESTRING (-0.5643423 35.2604824, -0.5640367 35.259455)",,,
220485569,residential,False,True,65.362,,"LINESTRING (-0.5643423 35.2604824, -0.5650412 35.2603415)",,,
"[220485569, 220485523]",residential,False,"[False, True]",184.709,,"LINESTRING (-0.5643423 35.2604824, -0.5637739 35.2606169, -0.563418 35.2594754)",,,
218887790,residential,False,False,68.197,,"LINESTRING (-0.5647878 35.2594535, -0.5640367 35.259455)",,,
218887790,residential,False,True,53.57,,"LINESTRING (-0.5647878 35.2594535, -0.5653778 35.2594523)",,,
220485567,residential,False,False,101.386,,"LINESTRING (-0.5647878 35.2594535, -0.5650412 35.2603415)",,,
218890302,residential,False,True,18.43,,"LINESTRING (-0.5671124 35.2604627, -0.5669191 35.2605133)",,,
220485577,residential,False,False,59.521,,"LINESTRING (-0.5671124 35.2604627, -0.5669544 35.2599432)",,,
218886811,residential,False,True,88.454,,"LINESTRING (-0.5671124 35.2604627, -0.5671425 35.2605175, -0.5671801 35.2605919, -0.5675076 35.2607921, -0.567738 35.2608635, -0.5678834 35.2608785)",,,
220485577,residential,False,True,156.694,,"LINESTRING (-0.5671124 35.2604627, -0.5672009 35.2607596, -0.5675593 35.2618237)",,,
218887790,residential,False,False,29.945,,"LINESTRING (-0.5640367 35.259455, -0.5637069 35.2594556)",,,
218887790,residential,False,True,68.197,,"LINESTRING (-0.5640367 35.259455, -0.5647878 35.2594535)",,,
220485530,residential,False,True,117.563,,"LINESTRING (-0.5640367 35.259455, -0.5643423 35.2604824)",,,
218887790,residential,False,False,128.881,,"LINESTRING (-0.563418 35.2594754, -0.5623255 35.2598987, -0.5621356 35.2599723)",,,
218887790,residential,False,True,26.712,,"LINESTRING (-0.563418 35.2594754, -0.5634681 35.2594561, -0.5637069 35.2594556)",,,
"[220485569, 220485523]",residential,False,"[False, True]",184.709,,"LINESTRING (-0.563418 35.2594754, -0.5637739 35.2606169, -0.5643423 35.2604824)",,,
217757230,secondary,False,False,89.549,,"LINESTRING (-0.5621356 35.2599723, -0.5621444 35.2607776)",,,
217757230,secondary,False,True,127.794,,"LINESTRING (-0.5621356 35.2599723, -0.5620719 35.2588242)",,,
218887790,residential,False,True,128.881,,"LINESTRING (-0.5621356 35.2599723, -0.5623255 35.2598987, -0.563418 35.2594754)",,,
