osmid,oneway,ref,highway,reversed,length,lanes,geometry
564066746,True,CW 147,secondary,False,6.76,,"LINESTRING (3.6098352 32.5353258, 3.6097633 32.5353212)"
564066751,False,CW 147,secondary,False,11.909,2,"LINESTRING (3.6098352 32.5353258, 3.6099429 32.5353826)"
564066745,True,CW 147,secondary,False,15.375,2,"LINESTRING (3.6082316 32.5346221, 3.6083807 32.5346797)"
723684410,True,CW 147,secondary,False,10.781,2,"LINESTRING (3.6082316 32.5346221, 3.6082059 32.5347166)"
217566690,False,,residential,False,186.443,,"LINESTRING (3.6055595 32.5372804, 3.6052255 32.5376467, 3.6049801 32.537909, 3.604669 32.5382595, 3.6045215 32.5384653, 3.6044222 32.5386496)"
460751026,False,,tertiary,False,91.60999999999999,,"LINESTRING (3.6055595 32.5372804, 3.6061154 32.5374285, 3.606334 32.5374794, 3.6063923 32.5374896, 3.6064352 32.5374958, 3.6064982 32.5375071)"
460751026,False,,tertiary,True,159.41500000000002,,"LINESTRING (3.6055595 32.5372804, 3.6052188 32.5371628, 3.6050405 32.5370678, 3.6047655 32.5368779, 3.6041808 32.5364607)"
460751026,False,,tertiary,False,9.528,,"LINESTRING (3.6064982 32.5375071, 3.6065841 32.5374613)"
217480434,False,,residential,False,210.58499999999998,,"LINESTRING (3.6064982 32.5375071, 3.6064392 32.537684, 3.606049 32.5385229, 3.6057231 32.5392838)"
460751026,False,,tertiary,True,91.61000000000001,,"LINESTRING (3.6064982 32.5375071, 3.6064352 32.5374958, 3.6063923 32.5374896, 3.606334 32.5374794, 3.6061154 32.5374285, 3.6055595 32.5372804)"
460751013,False,,residential,True,140.869,,"LINESTRING (3.6057231 32.5392838, 3.6044222 32.5386496)"
217480434,False,,residential,True,210.58499999999998,,"LINESTRING (3.6057231 32.5392838, 3.606049 32.5385229, 3.6064392 32.537684, 3.6064982 32.5375071)"
460751013,False,,residential,False,140.869,,"LINESTRING (3.6044222 32.5386496, 3.6057231 32.5392838)"
