osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,junction,bridge
29248991,True,Rue Ferroukhi Mustapha,residential,False,70.423,"LINESTRING (-0.6450049 35.7016025, -0.6448338 35.7009846)",,,,,
317019388,True,Rue Ferroukhi Mustapha,residential,False,54.516,"LINESTRING (-0.6450049 35.7016025, -0.645146 35.7020792)",,,,,
21522883,True,Rue Larbi Ben M'hidi شارع العربي بن مهيدي,secondary,False,113.916,"LINESTRING (-0.6462355 35.701379, -0.6461975 35.7013807, -0.6452798 35.7015533, -0.6450049 35.7016025)",,,,,
29249084,False,نهج حمو بوتليليس,secondary,True,46.088,"LINESTRING (-0.6462355 35.701379, -0.6462816 35.7013568, -0.6463038 35.7013442, -0.6466567 35.7011451)",,,,,
45462158,True,Rue des Sœurs Benslimane,residential,False,38.76,"LINESTRING (-0.6454968 35.7042481, -0.6457997 35.7044951)",,,,,
154819965,True,,residential,False,43.354,"LINESTRING (-0.6454968 35.7042481, -0.6456041 35.7042603, -0.6456709 35.7042624, -0.645833 35.704232, -0.645968 35.7042066)",,,,,
45462158,True,Rue des Sœurs Benslimane,residential,False,49.423,"LINESTRING (-0.6450927 35.7038608, -0.6454451 35.7042009)",,,,,
29249222,True,Boulevard de la Soumam,residential,False,25.175,"LINESTRING (-0.6470259 35.7034904, -0.6472455 35.7033509)",,,,,
272557337,True,Boulevard Emir Abdelkader,secondary,False,71.249,"LINESTRING (-0.6478515 35.7029561, -0.6473416 35.7024671)",RN 2,40,,,
29243174,False,Rue de la paix,tertiary,False,15.084,"LINESTRING (-0.6470234 35.7021321, -0.6468863 35.7022096)",,,,,
272557337,True,Boulevard Emir Abdelkader,secondary,False,41.704,"LINESTRING (-0.6470234 35.7021321, -0.6467226 35.7018475)",RN 2,40,,,
317019392,False,Rue Djaoudi Abderrahmane,residential,True,12.033999999999999,"LINESTRING (-0.6470234 35.7021321, -0.6470896 35.7021078, -0.6471479 35.7020943)",,,,,
45462158,True,Rue des Sœurs Benslimane,residential,False,7.024,"LINESTRING (-0.6454451 35.7042009, -0.6454968 35.7042481)",,,,,
726163145,False,Rue Cheriet Ali Cherif,residential,False,71.887,"LINESTRING (-0.6448338 35.7009846, -0.6456077 35.700833)",,,,,
21401434,True,Rue Baghdadi Mohamed,secondary,False,69.281,"LINESTRING (-0.6492189 35.7014184, -0.6490432 35.7020249)",,,2,,
27712609,False,Rue Djaoudi Abderrahmane,residential,False,58.049,"LINESTRING (-0.6492189 35.7014184, -0.6486196 35.7016073)",,,,,
27712609,False,Rue Djaoudi Abderrahmane,residential,True,58.049,"LINESTRING (-0.6486196 35.7016073, -0.6492189 35.7014184)",,,,,
317019392,False,Rue Djaoudi Abderrahmane,residential,False,46.361,"LINESTRING (-0.6486196 35.7016073, -0.6481418 35.7017599)",,,,,
317019393,True,Rue Patrice Lumumba,residential,False,48.024,"LINESTRING (-0.6486196 35.7016073, -0.6482642 35.701286)",,,,,
317019394,False,Rue Patrice Lumumba,residential,True,10.194,"LINESTRING (-0.6486196 35.7016073, -0.6486901 35.7016789)",,,,,
317019386,True,Rue Ferroukhi Mustapha,residential,False,58.581,"LINESTRING (-0.645146 35.7020792, -0.645285 35.7025938)",,,,,
94064280,False,,tertiary,False,75.877,"LINESTRING (-0.6500255 35.7053084, -0.6499626 35.7052836, -0.6499225 35.7052528, -0.6498975 35.7052194, -0.6498771 35.7051776, -0.6497598 35.7046901)",,,,,
94064286,False,,residential,True,81.729,"LINESTRING (-0.6500255 35.7053084, -0.6504921 35.7056, -0.6505867 35.7056451, -0.6506764 35.7056743, -0.6507822 35.7056988)",,,,,
