osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel
26026689,True,2,Boulevard Zighoud Youcef,primary,40,False,76.007,"LINESTRING (3.0604709 36.7781639, 3.0602321 36.7776653, 3.0601908 36.7775814, 3.0601585 36.777528)",,,
208737725,True,4,Rue des Freres Amrouche,primary,30,False,69.51299999999999,"LINESTRING (3.0601585 36.777528, 3.0594884 36.7774128, 3.0593954 36.7773968)",,,
25966399,False,3,Boulevard Colonel Amirouche,primary,40,False,30.073,"LINESTRING (3.0600445 36.7721739, 3.0598112 36.7719784)",RN 8,,
26019107,True,3,شارع زيغود يوسف,primary,50,False,59.988,"LINESTRING (3.0600445 36.7721739, 3.0602137 36.7723021, 3.0603703 36.7724275, 3.060522 36.7725542)",,,
26020227,True,3,Boulevard Mohamed Khemisti,primary,30,False,81.78399999999999,"LINESTRING (3.0600445 36.7721739, 3.0598823 36.7723484, 3.0598254 36.7724076, 3.0596803 36.7725499, 3.05961 36.7726035, 3.0595381 36.7726439, 3.0594241 36.7727077)",RN 1,,
25966399,False,3,Boulevard Colonel Amirouche,primary,40,True,30.073,"LINESTRING (3.0598112 36.7719784, 3.0600445 36.7721739)",RN 8,,
297182837,False,3,Boulevard Colonel Amirouche,primary,40,False,43.927,"LINESTRING (3.0598112 36.7719784, 3.0597565 36.7719346, 3.0597205 36.7719033, 3.0594625 36.7716991)",RN 8,,
26020266,True,2,Boulevard Mustapha Benboulaid,tertiary,50,False,156.83700000000002,"LINESTRING (3.0589204 36.7729251, 3.0591454 36.7732026, 3.0593391 36.7734875, 3.0596054 36.7739303, 3.0596137 36.7739704, 3.0595792 36.7741917)",,,
556017182,True,3,Boulevard Mohamed Khemisti,primary,30,False,75.918,"LINESTRING (3.0589204 36.7729251, 3.0587434 36.7730085, 3.0582873 36.7732282, 3.0581894 36.7732762)",RN 1,,
26017036,True,,Rue Emir Abdelkrim El Khettabi,secondary,,False,53.475,"LINESTRING (3.0586262 36.7725059, 3.058676 36.7725739, 3.0589204 36.7729251)",,,
26022872,True,,Boulevard Mohamed Khemisti,residential,,False,79.301,"LINESTRING (3.0586262 36.7725059, 3.0587387 36.7724619, 3.0591859 36.7722722, 3.0594169 36.7721782)",,,
26022227,True,,Rue Tayeb Ferhat,residential,,False,49.738,"LINESTRING (3.0580863 36.7720248, 3.0580083 36.7720764, 3.0576558 36.7723097)",,,
"[556022792, 26017036]",True,,Rue Emir Abdelkrim El Khettabi,secondary,,False,71.935,"LINESTRING (3.0580863 36.7720248, 3.0583942 36.7723007, 3.0584103 36.7723141, 3.0586262 36.7725059)",,,
26018633,True,2,Rue Sergent Adoun,primary,30,False,41.566,"LINESTRING (3.0594169 36.7721782, 3.059696 36.7720364, 3.0597076 36.772032, 3.0598112 36.7719784)",RN 1,,
26018878,True,,,primary_link,30,False,55.754999999999995,"LINESTRING (3.0594169 36.7721782, 3.0594759 36.7720634, 3.0595098 36.7719797, 3.0595228 36.7719008, 3.0595196 36.7718438, 3.0595183 36.7718216, 3.0594625 36.7716991)",,,
26018887,True,2,,primary,30,False,57.436,"LINESTRING (3.0594169 36.7721782, 3.0595671 36.7721653, 3.0597369 36.7721438, 3.0597628 36.7721403, 3.0599319 36.7721288, 3.0600445 36.7721739)",RN 1,,
297182837,False,3,Boulevard Colonel Amirouche,primary,40,True,43.927,"LINESTRING (3.0594625 36.7716991, 3.0597205 36.7719033, 3.0597565 36.7719346, 3.0598112 36.7719784)",RN 8,,
213669214,True,2,Avenue Pasteur,primary,40,False,56.785,"LINESTRING (3.0581894 36.7732762, 3.0581599 36.7732553, 3.0579758 36.7731053, 3.0577406 36.7729136)",RN 1,,
26022872,True,,Boulevard Mohamed Khemisti,residential,,False,49.146,"LINESTRING (3.058146 36.7727236, 3.0584805 36.772572, 3.0586262 36.7725059)",,,
26020237,True,3,Rue Asselah Hocine,primary,50,False,72.147,"LINESTRING (3.0598807 36.7732552, 3.0599956 36.7726601, 3.0599884 36.7726138)",,,
