osmid,ref,highway,oneway,reversed,length,bridge,name,geometry,lanes,maxspeed,junction
30251547,,tertiary,False,True,21.277,,Rue Feyadh Ahmed,"LINESTRING (3.0212202 36.7052741, 3.0211837 36.7054632)",,,
42528853,,residential,False,True,48.946,,,"LINESTRING (3.0212202 36.7052741, 3.0209163 36.7049075)",,,
42528859,,residential,False,False,76.008,,,"LINESTRING (3.0212202 36.7052741, 3.021959 36.7056153)",,,
30251547,,tertiary,False,False,20.114,,Rue Feyadh Ahmed,"LINESTRING (3.0212202 36.7052741, 3.0212205 36.7051836, 3.0212473 36.7050958)",,,
30011640,,secondary,False,True,36.62,,Route de Draria,"LINESTRING (3.0221457 36.7035177, 3.0224883 36.703336)",,,
30011640,,secondary,False,False,42.662000000000006,,Route de Draria,"LINESTRING (3.0221457 36.7035177, 3.0220828 36.7035246, 3.0219142 36.7035454, 3.0216708 36.703527)",,,
30251547,,tertiary,False,True,121.85800000000002,,Rue Feyadh Ahmed,"LINESTRING (3.0221457 36.7035177, 3.0221434 36.7036326, 3.0221017 36.7037301, 3.0219547 36.703855, 3.0218767 36.703946, 3.0217909 36.7040905, 3.0217308 36.7042626, 3.0215974 36.7044963)",,,
28588359,RN 63,primary,True,False,149.257,,Rue Belhadj Athmane,"LINESTRING (3.0259722 36.702932, 3.0245341 36.7036193)",,,
30251695,,residential,False,True,19.903,,Rue Moussa Cherifa,"LINESTRING (3.0259722 36.702932, 3.0261053 36.7030757)",,,
258888018,,residential,False,False,42.662,,Rue Moussa Cherifa; Rue des Frères Boubekeur,"LINESTRING (3.0259722 36.702932, 3.0257082 36.702612)",,,
123365306,,residential,False,True,56.643,,,"LINESTRING (3.0247082 36.7040932, 3.0244028 36.7036465)",,,
30251720,,residential,False,False,173.14000000000001,,Rue Belkouni Youcef,"LINESTRING (3.0247082 36.7040932, 3.0252778 36.7039029, 3.0255218 36.7038549, 3.0259429 36.7038327, 3.026536 36.7037993, 3.0265821 36.7037721)",,,
"[30251720, 42528856]",,residential,False,True,145.12,,Rue Belkouni Youcef,"LINESTRING (3.0247082 36.7040932, 3.0242214 36.7042987, 3.0239408 36.7044691, 3.0237925 36.7045973, 3.0236567 36.7046894, 3.023406 36.7048611)",,,
123365306,,residential,False,False,100.648,,,"LINESTRING (3.0247082 36.7040932, 3.0248056 36.7042691, 3.0247948 36.7045125, 3.0247668 36.7049811)",,,
30251954,,residential,False,False,132.136,,Rue Segheir Mohamed,"LINESTRING (3.0231032 36.7042179, 3.0244028 36.7036465)",,,
258888014,,residential,False,False,76.445,,Rue Zoubiri Boualem,"LINESTRING (3.0231032 36.7042179, 3.023406 36.7048611)",,,
258888014,,residential,False,True,40.232,,Rue Zoubiri Boualem,"LINESTRING (3.0231032 36.7042179, 3.0228751 36.7039057)",,,
42528858,,residential,False,True,17.75,,,"LINESTRING (3.023406 36.7048611, 3.0232363 36.7049446)",,,
258888014,,residential,False,False,24.101,,Rue Zoubiri Boualem,"LINESTRING (3.023406 36.7048611, 3.0234662 36.7050724)",,,
258888014,,residential,False,True,76.445,,Rue Zoubiri Boualem,"LINESTRING (3.023406 36.7048611, 3.0231032 36.7042179)",,,
"[42528856, 30251720]",,residential,False,False,145.12,,Rue Belkouni Youcef,"LINESTRING (3.023406 36.7048611, 3.0236567 36.7046894, 3.0237925 36.7045973, 3.0239408 36.7044691, 3.0242214 36.7042987, 3.0247082 36.7040932)",,,
258888018,,residential,False,True,71.749,,Rue Moussa Cherifa; Rue des Frères Boubekeur,"LINESTRING (3.0252825 36.7020644, 3.0257082 36.702612)",,,
395745599,,residential,True,False,141.029,,Rue Mezzi Hamid,"LINESTRING (3.0252825 36.7020644, 3.0239048 36.7026877)",,,
30251684,,residential,False,True,41.252,,Rue Mezzi Hamid,"LINESTRING (3.0252825 36.7020644, 3.0250867 36.7017667, 3.0250689 36.7017548, 3.0250505 36.701749)",,,
258888015,,residential,False,False,90.481,,,"LINESTRING (3.0252825 36.7020644, 3.0254961 36.7019827, 3.0255586 36.7019586, 3.0257407 36.7018055, 3.025886 36.7016748, 3.0260862 36.7015896)",,,
258888015,,residential,False,True,90.48100000000001,,,"LINESTRING (3.0260862 36.7015896, 3.025886 36.7016748, 3.0257407 36.7018055, 3.0255586 36.7019586, 3.0254961 36.7019827, 3.0252825 36.7020644)",,,
1105183884,,residential,False,True,1.868,,,"LINESTRING (3.0250505 36.701749, 3.0250507 36.7017322)",,,
30251684,,residential,False,False,41.252,,Rue Mezzi Hamid,"LINESTRING (3.0250505 36.701749, 3.0250689 36.7017548, 3.0250867 36.7017667, 3.0252825 36.7020644)",,,
30251832,,residential,False,False,141.51299999999998,,Rue Ibn Khaldoun,"LINESTRING (3.0250505 36.701749, 3.0250257 36.701748, 3.0250046 36.7017532, 3.0236526 36.7023451)",,,
28588491,RN 63,primary,False,False,44.236,,Rue Kechtouli Hamidou,"LINESTRING (3.0236526 36.7023451, 3.0239048 36.7026877)",,,
"[245400466, 28588491, 202708420]",RN 63,primary,False,True,84.741,yes,Rue Kechtouli Hamidou,"LINESTRING (3.0236526 36.7023451, 3.0235757 36.7022348, 3.0234518 36.7020355, 3.0233476 36.7018463, 3.023271 36.7017092, 3.023217 36.7016737)",,,
30251832,,residential,False,True,141.51299999999998,,Rue Ibn Khaldoun,"LINESTRING (3.0236526 36.7023451, 3.0250046 36.7017532, 3.0250257 36.701748, 3.0250505 36.701749)",,,
30251937,,residential,False,True,147.073,,Rue Rebbache Brahim,"LINESTRING (3.0228751 36.7039057, 3.0243142 36.703259)",,,
258888014,,residential,False,False,40.232,,Rue Zoubiri Boualem,"LINESTRING (3.0228751 36.7039057, 3.0231032 36.7042179)",,,
258888014,,residential,False,True,72.125,,Rue Zoubiri Boualem,"LINESTRING (3.0228751 36.7039057, 3.0224883 36.703336)",,,
1197873383,,residential,False,False,13.114,,,"LINESTRING (3.0228751 36.7039057, 3.0227531 36.7039716)",,,
30252061,,residential,False,False,22.286,,,"LINESTRING (3.0275435 36.7022855, 3.0275895 36.7020885)",,,
42528843,,residential,False,True,39.223,,,"LINESTRING (3.0275435 36.7022855, 3.027111 36.7022208)",,,
30252061,,residential,False,True,44.277,,,"LINESTRING (3.0275435 36.7022855, 3.0275434 36.7023189, 3.0275538 36.7023539, 3.0275841 36.7023904, 3.0276221 36.7024195, 3.0278627 36.702567)",,,
30252061,,residential,False,True,22.286,,,"LINESTRING (3.0275895 36.7020885, 3.0275435 36.7022855)",,,
30252061,,residential,False,False,64.557,,,"LINESTRING (3.0275895 36.7020885, 3.0276703 36.7017042, 3.0276743 36.7016515, 3.0276742 36.7016068, 3.0276656 36.7015137)",,,
33144008,,residential,False,False,68.076,,,"LINESTRING (3.0275895 36.7020885, 3.0279864 36.7020593, 3.0280922 36.7020559, 3.0283414 36.7021129)",,,
30252061,,residential,False,True,12.854,,,"LINESTRING (3.0278627 36.702567, 3.0279752 36.7026393)",,,
30252061,,residential,False,False,44.276999999999994,,,"LINESTRING (3.0278627 36.702567, 3.0276221 36.7024195, 3.0275841 36.7023904, 3.0275538 36.7023539, 3.0275434 36.7023189, 3.0275435 36.7022855)",,,
30252079,,residential,False,True,92.898,,Rue du Bain Maure,"LINESTRING (3.0278627 36.702567, 3.0275866 36.7025279, 3.027436 36.702502, 3.0268435 36.7023939)",,,
30252126,,residential,False,False,91.092,,Rue Djarmouni Mahfoudh,"LINESTRING (3.0281452 36.7033589, 3.0271377 36.7032224)",,,
786080436,,tertiary,False,True,8.312,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0281452 36.7033589, 3.0281197 36.703287)",,,
786080436,,tertiary,False,False,67.57000000000001,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0281452 36.7033589, 3.0283092 36.7037399, 3.0283289 36.7038047, 3.0283371 36.7038661, 3.0283276 36.7039419)",,,
30251695,,residential,False,False,19.903,,Rue Moussa Cherifa,"LINESTRING (3.0261053 36.7030757, 3.0259722 36.702932)",,,
30251695,,residential,False,True,32.807,,Rue Moussa Cherifa,"LINESTRING (3.0261053 36.7030757, 3.0262904 36.7033307)",,,
30252126,,residential,False,True,28.558,,Rue Djarmouni Mahfoudh,"LINESTRING (3.0261053 36.7030757, 3.0264224 36.7031121)",,,
30252282,,residential,False,False,50.452,,,"LINESTRING (3.0209091 36.702863, 3.0207292 36.7029531, 3.0204134 36.703081)",,,
202708425,,secondary,False,False,94.927,,Route de Draria,"LINESTRING (3.0209091 36.702863, 3.0207898 36.7026101, 3.0206697 36.7025069, 3.0201428 36.7023763)",,,
"[202708424, 202708425, 30011640]",,secondary,False,True,100.99700000000001,yes,Route de Draria,"LINESTRING (3.0209091 36.702863, 3.0210114 36.7030023, 3.0212191 36.7031884, 3.0213744 36.7033267, 3.0215541 36.7034508, 3.0216708 36.703527)",,,
123366749,,secondary,False,False,100.447,,,"LINESTRING (3.0203722 36.7014921, 3.0202594 36.7018799, 3.0201826 36.7022066, 3.0201428 36.7023763)",2,30,
245400466,RN 63,primary,False,False,176.312,,,"LINESTRING (3.0203722 36.7014921, 3.0207264 36.7015992, 3.0210684 36.7016516, 3.0214602 36.7017035, 3.0220025 36.7017134, 3.0223138 36.7017083)",,,
245400466,RN 63,primary,False,True,96.73,,,"LINESTRING (3.0203722 36.7014921, 3.0202853 36.7014339, 3.0200534 36.7012935, 3.0197762 36.7011461, 3.0196026 36.7010834, 3.0194518 36.7010452)",,,
30252289,,residential,False,False,43.075,,,"LINESTRING (3.0190843 36.7035894, 3.019122 36.7032032)",,,
30252282,,residential,False,True,137.231,,,"LINESTRING (3.0190843 36.7035894, 3.0192036 36.7035658, 3.0198312 36.7034751, 3.0199364 36.703448, 3.0200314 36.7033818, 3.0202904 36.7031354, 3.0204134 36.703081)",,,
30252289,,residential,False,True,28.666,,,"LINESTRING (3.0191602 36.70251, 3.019169 36.7027677)",,,
202708425,,secondary,False,True,89.319,,Route de Draria,"LINESTRING (3.0191602 36.70251, 3.019305 36.7024656, 3.0196311 36.7024106, 3.0199744 36.702383, 3.0201428 36.7023763)",,,
30252289,,residential,False,False,28.666,,,"LINESTRING (3.019169 36.7027677, 3.0191602 36.70251)",,,
30252289,,residential,False,True,36.716,,,"LINESTRING (3.019169 36.7027677, 3.0191216 36.7030957)",,,
30252297,,residential,False,False,128.976,,,"LINESTRING (3.019169 36.7027677, 3.020108 36.7026803, 3.020364 36.7029306, 3.0203409 36.7030067)",,,
30252297,,residential,False,False,110.84,,,"LINESTRING (3.0203409 36.7030067, 3.019122 36.7032032)",,,
30252301,,residential,False,True,10.49,,,"LINESTRING (3.0203409 36.7030067, 3.0204134 36.703081)",,,
30252297,,residential,False,True,128.976,,,"LINESTRING (3.0203409 36.7030067, 3.020364 36.7029306, 3.020108 36.7026803, 3.019169 36.7027677)",,,
30252289,,residential,False,False,11.954,,,"LINESTRING (3.019122 36.7032032, 3.0191216 36.7030957)",,,
30252289,,residential,False,True,43.075,,,"LINESTRING (3.019122 36.7032032, 3.0190843 36.7035894)",,,
30252297,,residential,False,True,110.84,,,"LINESTRING (3.019122 36.7032032, 3.0203409 36.7030067)",,,
30252301,,residential,False,False,10.49,,,"LINESTRING (3.0204134 36.703081, 3.0203409 36.7030067)",,,
30252282,,residential,False,False,137.231,,,"LINESTRING (3.0204134 36.703081, 3.0202904 36.7031354, 3.0200314 36.7033818, 3.0199364 36.703448, 3.0198312 36.7034751, 3.0192036 36.7035658, 3.0190843 36.7035894)",,,
30252282,,residential,False,True,50.452,,,"LINESTRING (3.0204134 36.703081, 3.0207292 36.7029531, 3.0209091 36.702863)",,,
30252289,,residential,False,False,36.716,,,"LINESTRING (3.0191216 36.7030957, 3.019169 36.7027677)",,,
30252289,,residential,False,True,11.954,,,"LINESTRING (3.0191216 36.7030957, 3.019122 36.7032032)",,,
33142538,,residential,False,False,67.01599999999999,,,"LINESTRING (3.0283276 36.7039419, 3.0285173 36.704143, 3.028788 36.7044183)",,,
786080436,,tertiary,False,False,93.371,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0283276 36.7039419, 3.0283066 36.7040065, 3.028108 36.7043864, 3.0279879 36.7046204, 3.027925 36.7047159)",,,
786080436,,tertiary,False,True,67.57,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0283276 36.7039419, 3.0283371 36.7038661, 3.0283289 36.7038047, 3.0283092 36.7037399, 3.0281452 36.7033589)",,,
33142538,,residential,False,True,15.678,,,"LINESTRING (3.0289246 36.7045071, 3.028788 36.7044183)",,,
33142565,,residential,False,False,88.377,,,"LINESTRING (3.0290253 36.7034177, 3.0294782 36.7041247)",,,
33142565,,residential,False,True,88.377,,,"LINESTRING (3.0294782 36.7041247, 3.0290253 36.7034177)",,,
33142581,,residential,False,False,69.655,,,"LINESTRING (3.0294782 36.7041247, 3.028788 36.7044183)",,,
33142538,,residential,False,False,15.678,,,"LINESTRING (3.028788 36.7044183, 3.0289246 36.7045071)",,,
33142581,,residential,False,True,69.655,,,"LINESTRING (3.028788 36.7044183, 3.0294782 36.7041247)",,,
33142538,,residential,False,True,67.01599999999999,,,"LINESTRING (3.028788 36.7044183, 3.0285173 36.704143, 3.0283276 36.7039419)",,,
"[33142642, 1171791547]",,"['residential', 'road']",False,"[False, True]",175.23,,,"LINESTRING (3.0275962 36.7050868, 3.0277547 36.7051726, 3.0279995 36.7052307, 3.0282222 36.705272, 3.0283896 36.7053031, 3.0286088 36.7053444, 3.0288361 36.7053753, 3.0290979 36.705527, 3.0289823 36.7057833)",,,
786080436,,tertiary,False,False,63.504,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0275962 36.7050868, 3.0275587 36.7051227, 3.0273956 36.7053636, 3.0273012 36.7055287, 3.0272414 36.7055777)",,,
786080436,,tertiary,False,True,50.865,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0275962 36.7050868, 3.0278248 36.7048681, 3.027925 36.7047159)",,,
33142662,,residential,False,False,23.277,,,"LINESTRING (3.0281736 36.7047799, 3.027925 36.7047159)",,,
33142664,,residential,False,True,20.798,,,"LINESTRING (3.0281736 36.7047799, 3.0282224 36.7049628)",,,
33142662,,residential,False,True,23.277,,,"LINESTRING (3.027925 36.7047159, 3.0281736 36.7047799)",,,
786080436,,tertiary,False,False,50.865,,Rue Ben Merdja Mahmoud,"LINESTRING (3.027925 36.7047159, 3.0278248 36.7048681, 3.0275962 36.7050868)",,,
786080436,,tertiary,False,True,93.371,,Rue Ben Merdja Mahmoud,"LINESTRING (3.027925 36.7047159, 3.0279879 36.7046204, 3.028108 36.7043864, 3.0283066 36.7040065, 3.0283276 36.7039419)",,,
33142664,,residential,False,False,20.798,,,"LINESTRING (3.0282224 36.7049628, 3.0281736 36.7047799)",,,
33142690,,residential,False,True,88.537,,,"LINESTRING (3.0272414 36.7055777, 3.0272955 36.7060431, 3.0273641 36.7062771, 3.027399 36.706361)",,,
786080436,,tertiary,False,False,88.318,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0272414 36.7055777, 3.0271556 36.7055971, 3.0269009 36.7056142, 3.0266308 36.7056477, 3.0265591 36.7056791, 3.0263715 36.7058574)",,,
786080436,,tertiary,False,True,63.504,,Rue Ben Merdja Mahmoud,"LINESTRING (3.0272414 36.7055777, 3.0273012 36.7055287, 3.0273956 36.7053636, 3.0275587 36.7051227, 3.0275962 36.7050868)",,,
33142690,,residential,False,False,47.816,,,"LINESTRING (3.0279703 36.7071398, 3.0278791 36.7069583, 3.0276903 36.7067794)",,,
33142690,,residential,False,False,19.13,,,"LINESTRING (3.0276903 36.7067794, 3.0275615 36.7066418)",,,
42528877,,residential,False,True,78.174,,,"LINESTRING (3.0276903 36.7067794, 3.0268987 36.7070819)",,,
33142690,,residential,False,True,47.816,,,"LINESTRING (3.0276903 36.7067794, 3.0278791 36.7069583, 3.0279703 36.7071398)",,,
33142690,,residential,False,True,19.13,,,"LINESTRING (3.0275615 36.7066418, 3.0276903 36.7067794)",,,
33142690,,residential,False,False,34.575,,,"LINESTRING (3.0275615 36.7066418, 3.02745 36.7064835, 3.027399 36.706361)",,,
42528875,,residential,False,False,179.95,,,"LINESTRING (3.0275615 36.7066418, 3.0277946 36.7065598, 3.0279421 36.7064802, 3.0280022 36.706457, 3.0280536 36.7064798, 3.028287 36.7066519, 3.0288798 36.7068987, 3.0293006 36.7070766)",,,
42528875,,residential,False,True,179.95,,,"LINESTRING (3.0293006 36.7070766, 3.0288798 36.7068987, 3.028287 36.7066519, 3.0280536 36.7064798, 3.0280022 36.706457, 3.0279421 36.7064802, 3.0277946 36.7065598, 3.0275615 36.7066418)",,,
42528865,,residential,False,False,55.208,,,"LINESTRING (3.0232867 36.706652, 3.0237794 36.7063512)",,,
202125973,,residential,False,False,32.495,,,"LINESTRING (3.0232867 36.706652, 3.0231265 36.7063895)",,,
"[42528865, 42528863]",,residential,False,True,89.866,,,"LINESTRING (3.0232867 36.706652, 3.0231895 36.7068428, 3.0230629 36.706971, 3.0229027 36.7070893, 3.0228397 36.7070955, 3.0227916 36.7070823, 3.0226508 36.7069521)",,,
33142921,,residential,False,False,51.596,,,"LINESTRING (3.0251843 36.7066449, 3.024651 36.7064646)",,,
33142921,,residential,False,True,95.345,,,"LINESTRING (3.0251843 36.7066449, 3.0255029 36.706491, 3.0261567 36.706296)",,,
130003213,,residential,False,False,32.519,,,"LINESTRING (3.0250517 36.7055059, 3.02477 36.7053201)",,,
130003213,,residential,False,True,112.428,,,"LINESTRING (3.0250517 36.7055059, 3.024669 36.7064217, 3.024651 36.7064646)",,,
1032244791,,residential,False,False,112.483,,,"LINESTRING (3.0250517 36.7055059, 3.0252963 36.7055987, 3.0254559 36.7056574, 3.0256054 36.7056755, 3.0257036 36.7056664, 3.0258514 36.7055763, 3.0259292 36.7055604, 3.02598 36.7055696, 3.0261455 36.7057171)",,,
42528865,,residential,False,True,55.208,,,"LINESTRING (3.0237794 36.7063512, 3.0232867 36.706652)",,,
130003213,,residential,False,False,80.272,,,"LINESTRING (3.0237794 36.7063512, 3.0238972 36.7070669)",,,
1032244789,,residential,False,True,37.999,,,"LINESTRING (3.0237794 36.7063512, 3.0239361 36.7060334)",,,
130003213,,residential,False,True,155.13000000000002,,,"LINESTRING (3.0237794 36.7063512, 3.0243779 36.706119, 3.0244538 36.7060334, 3.024612 36.705666, 3.02477 36.7053201)",,,
30252061,,residential,False,False,12.854,,,"LINESTRING (3.0279752 36.7026393, 3.0278627 36.702567)",,,
33143808,,residential,False,False,38.334,,,"LINESTRING (3.0279752 36.7026393, 3.0281846 36.7023382)",,,
33143808,,residential,False,True,30.577999999999996,,,"LINESTRING (3.0279752 36.7026393, 3.027943 36.7027241, 3.0279231 36.7027969, 3.0279096 36.7029082)",,,
33143808,,residential,False,False,3.485,,,"LINESTRING (3.028457 36.701952, 3.028483 36.7019286)",,,
33143808,,residential,False,True,20.647,,,"LINESTRING (3.028457 36.701952, 3.0283414 36.7021129)",,,
1050388213,,residential,False,False,115.18700000000001,,,"LINESTRING (3.028457 36.701952, 3.0283881 36.7018483, 3.0283695 36.70179, 3.0283743 36.7017399, 3.0283956 36.7016958, 3.0284284 36.7016637, 3.0290984 36.7011855)",,,
33143808,,residential,False,False,28.688,,,"LINESTRING (3.0281846 36.7023382, 3.0283414 36.7021129)",,,
33143808,,residential,False,True,38.334,,,"LINESTRING (3.0281846 36.7023382, 3.0279752 36.7026393)",,,
33143808,,residential,False,False,20.647,,,"LINESTRING (3.0283414 36.7021129, 3.028457 36.701952)",,,
33143808,,residential,False,True,28.688,,,"LINESTRING (3.0283414 36.7021129, 3.0281846 36.7023382)",,,
33144008,,residential,False,True,68.076,,,"LINESTRING (3.0283414 36.7021129, 3.0280922 36.7020559, 3.0279864 36.7020593, 3.0275895 36.7020885)",,,
33143808,,residential,False,True,3.485,,,"LINESTRING (3.028483 36.7019286, 3.028457 36.701952)",,,
33143808,,residential,False,False,92.974,,,"LINESTRING (3.028483 36.7019286, 3.0285752 36.7018607, 3.0286464 36.70181, 3.0287136 36.7017736, 3.0293961 36.7015415)",,,
245400466,RN 63,primary,False,False,79.798,,,"LINESTRING (3.0184084 36.7010167, 3.019303 36.7010402)",,,
33143808,,residential,False,True,92.974,,,"LINESTRING (3.0293961 36.7015415, 3.0287136 36.7017736, 3.0286464 36.70181, 3.0285752 36.7018607, 3.028483 36.7019286)",,,
42527342,,residential,False,False,47.732,,,"LINESTRING (3.0293961 36.7015415, 3.0292473 36.7013424, 3.0290984 36.7011855)",,,
