osmid,oneway,highway,reversed,length,geometry,lanes,maxspeed,ref,name,access,junction
129258329,False,residential,False,101.154,"LINESTRING (2.8602327 36.4952993, 2.8602318 36.4943896)",,,,,,
374102160,False,residential,False,68.471,"LINESTRING (2.8602327 36.4952993, 2.8609986 36.4953079)",,,,Rue de la Mosquée,,
"[374102160, 129258327]",False,residential,True,179.185,"LINESTRING (2.8602327 36.4952993, 2.8594473 36.4952945, 2.8588736 36.4952908, 2.8588593 36.4958095)",,,,Rue de la Mosquée,,
129263532,False,tertiary,False,101.861,"LINESTRING (2.8631106 36.4953519, 2.8633727 36.4962434)",,,,,,
158324979,False,residential,False,188.856,"LINESTRING (2.8631106 36.4953519, 2.8609986 36.4953079)",,,,Rue de la mosquée,,
158324980,False,tertiary,True,72.186,"LINESTRING (2.8631106 36.4953519, 2.8629084 36.4947234)",,,,,,
129259039,False,residential,False,35.526,"LINESTRING (2.8604456 36.4984714, 2.8602369 36.4987433)",,,,,,
129259032,False,residential,False,104.468,"LINESTRING (2.8604456 36.4984714, 2.8599749 36.4983608, 2.8593264 36.4982009)",,,,,,
129259039,False,residential,True,121.91499999999999,"LINESTRING (2.8604456 36.4984714, 2.8607002 36.497972, 2.8607 36.4974153)",,,,,,
129259039,False,residential,False,121.91499999999999,"LINESTRING (2.8607 36.4974153, 2.8607002 36.497972, 2.8604456 36.4984714)",,,,,,
129259032,False,residential,True,104.468,"LINESTRING (2.8593264 36.4982009, 2.8599749 36.4983608, 2.8604456 36.4984714)",,,,,,
129259038,False,residential,False,65.887,"LINESTRING (2.8602369 36.4987433, 2.8609561 36.4988731)",,,,,,
129259039,False,residential,False,9.769,"LINESTRING (2.8602369 36.4987433, 2.8601759 36.4988162)",,,,,,
129259039,False,residential,True,35.526,"LINESTRING (2.8602369 36.4987433, 2.8604456 36.4984714)",,,,,,
185793242,False,tertiary,False,196.616,"LINESTRING (2.8609804 36.497105, 2.8609561 36.4988731)",,,,Rue 17 Septembre 1956,,
"[129259033, 129259037]",True,residential,False,291.122,"LINESTRING (2.8609804 36.497105, 2.8588442 36.497083, 2.8588463 36.496838, 2.8588521 36.4961823)",,,,Rue Zeghouani Abdelkader,,
129259038,False,residential,True,65.887,"LINESTRING (2.8609561 36.4988731, 2.8602369 36.4987433)",,,,,,
185793242,False,tertiary,False,63.602,"LINESTRING (2.8609561 36.4988731, 2.8609439 36.499445)",,,,Rue 17 Septembre 1956,,
185793242,False,tertiary,True,196.616,"LINESTRING (2.8609561 36.4988731, 2.8609804 36.497105)",,,,Rue 17 Septembre 1956,,
129260734,False,tertiary,True,73.027,"LINESTRING (2.8575637 36.4951381, 2.8570115 36.4946541)",,,,,,
129260736,True,tertiary,False,158.316,"LINESTRING (2.8575637 36.4951381, 2.858769 36.4961813)",,,,,,
185793241,False,tertiary,True,56.834,"LINESTRING (2.8640085 36.4962448, 2.8633727 36.4962434)",,,,,,
341325395,False,tertiary,False,89.253,"LINESTRING (2.8640085 36.4962448, 2.8639033 36.497043)",,,,,,
288642839,False,tertiary,False,68.313,"LINESTRING (2.8640085 36.4962448, 2.8641707 36.4962497, 2.864772 36.4962715)",,,,,,
129263532,False,tertiary,True,101.861,"LINESTRING (2.8633727 36.4962434, 2.8631106 36.4953519)",,,,,,
185793241,False,tertiary,False,56.834,"LINESTRING (2.8633727 36.4962434, 2.8640085 36.4962448)",,,,,,
456169780,False,residential,True,97.411,"LINESTRING (2.8585584 36.4994773, 2.8585262 36.499667, 2.8585316 36.5001414, 2.858538 36.5003515)",,,,,,
129265261,False,residential,False,178.524,"LINESTRING (2.858538 36.5003515, 2.8579115 36.50038, 2.8576043 36.500343, 2.8572476 36.5002601, 2.8568747 36.5001574, 2.8565889 36.5001032)",,,,,,
456169779,False,residential,True,66.641,"LINESTRING (2.858538 36.5003515, 2.8587767 36.5004274, 2.858943 36.5005072, 2.859068 36.5005683, 2.8591828 36.5006445)",,,,,,
456169780,False,residential,False,97.411,"LINESTRING (2.858538 36.5003515, 2.8585316 36.5001414, 2.8585262 36.499667, 2.8585584 36.4994773)",,,,,,
456169779,False,residential,False,24.33,"LINESTRING (2.8593926 36.5007839, 2.8591828 36.5006445)",,,,,,
129265260,False,residential,True,151.589,"LINESTRING (2.8593926 36.5007839, 2.859693 36.4997124, 2.8598351 36.4994734)",,,,,,
129265260,False,residential,False,151.589,"LINESTRING (2.8598351 36.4994734, 2.859693 36.4997124, 2.8593926 36.5007839)",,,,,,
353816582,True,primary,False,157.083,"LINESTRING (2.8598351 36.4994734, 2.859059 36.4987852, 2.8586817 36.4984083)",2,50,RN 29,Boulevard Benyamina,,
158367801,False,residential,True,96.608,"LINESTRING (2.8565889 36.5001032, 2.8567105 36.4992399)",,,,,,
129265261,False,residential,False,47.433,"LINESTRING (2.8565889 36.5001032, 2.8563375 36.5000681, 2.8560639 36.5000422)",,,,,,
129265261,False,residential,True,178.524,"LINESTRING (2.8565889 36.5001032, 2.8568747 36.5001574, 2.8572476 36.5002601, 2.8576043 36.500343, 2.8579115 36.50038, 2.858538 36.5003515)",,,,,,
129265666,False,residential,True,73.511,"LINESTRING (2.8567205 36.497366, 2.8574101 36.4977262)",,,,,,
1163297526,False,residential,False,14.255,"LINESTRING (2.8567205 36.497366, 2.8565709 36.4973216)",,,,,,
358420617,False,residential,False,243.53300000000002,"LINESTRING (2.8567205 36.497366, 2.8567432 36.4974309, 2.8567498 36.4974613, 2.8565741 36.4988335, 2.8565913 36.4988525, 2.8566183 36.4988605, 2.8574112 36.4986681)",,,,,,
362848939,False,residential,True,49.904,"LINESTRING (2.8579683 36.4977183, 2.8574101 36.4977262)",,,,,,
353816582,True,primary,False,133.477,"LINESTRING (2.8579683 36.4977183, 2.8577516 36.4975189, 2.8572612 36.497075, 2.856974 36.4968228)",2,50,RN 29,Boulevard Benyamina,,
129265665,False,residential,False,101.228,"LINESTRING (2.8575384 36.4986307, 2.8574101 36.4977262)",,,,,,
358420617,False,residential,False,45.094,"LINESTRING (2.8575384 36.4986307, 2.8580287 36.4985352)",,,,,,
358420617,False,residential,True,12.107,"LINESTRING (2.8575384 36.4986307, 2.8574112 36.4986681)",,,,,,
129266154,False,residential,False,64.207,"LINESTRING (2.8563717 36.4972624, 2.8562371 36.4978296)",,,,,,
1163297526,False,residential,True,18.984,"LINESTRING (2.8563717 36.4972624, 2.8565709 36.4973216)",,,,,,
129266155,False,residential,False,55.181,"LINESTRING (2.8563717 36.4972624, 2.8561017 36.4971761, 2.8558023 36.4970709)",,,,,,
458303742,False,residential,False,32.01,"LINESTRING (2.8560398 36.4982548, 2.8556941 36.4981797)",,,,,,
129266154,False,residential,True,54.941,"LINESTRING (2.8560398 36.4982548, 2.8561418 36.4982311, 2.8562371 36.4978296)",,,,,,
158325123,False,residential,False,105.076,"LINESTRING (2.8568003 36.4930533, 2.8579757 36.4930453)",,,,,,
158325123,False,residential,True,112.65,"LINESTRING (2.8568003 36.4930533, 2.8564197 36.4930502, 2.8555402 36.4930432)",,,,,,
158324981,False,tertiary,False,26.251,"LINESTRING (2.8623371 36.492802, 2.8622633 36.4925735)",,,,,,
158324981,False,tertiary,True,91.211,"LINESTRING (2.8623371 36.492802, 2.8625669 36.4936012)",,,,,,
158324977,False,residential,False,199.054,"LINESTRING (2.8623371 36.492802, 2.8616833 36.492804, 2.8613502 36.4928051, 2.860864 36.4928066, 2.8606844 36.4928071, 2.8601705 36.4928087, 2.8601104 36.4928089)",,,,,,
158324976,False,residential,False,88.34,"LINESTRING (2.8601104 36.4928089, 2.8601527 36.4934008, 2.86017 36.4936019)",,,,,,
158324977,False,residential,True,199.054,"LINESTRING (2.8601104 36.4928089, 2.8601705 36.4928087, 2.8606844 36.4928071, 2.860864 36.4928066, 2.8613502 36.4928051, 2.8616833 36.492804, 2.8623371 36.492802)",,,,,,
612666654,False,residential,False,52.499,"LINESTRING (2.8590288 36.4930456, 2.8590008 36.492574)",,,,,,
612666654,False,residential,True,43.838,"LINESTRING (2.8590288 36.4930456, 2.8590521 36.4934394)",,,,,,
158325123,False,residential,True,94.141,"LINESTRING (2.8590288 36.4930456, 2.8583888 36.4930426, 2.8579757 36.4930453)",,,,,,
612666654,False,residential,True,52.499,"LINESTRING (2.8590008 36.492574, 2.8590288 36.4930456)",,,,,,
158325126,False,residential,False,22.905,"LINESTRING (2.8555402 36.4930432, 2.8555267 36.4928375)",,,,,,
158325123,False,residential,False,112.65,"LINESTRING (2.8555402 36.4930432, 2.8564197 36.4930502, 2.8568003 36.4930533)",,,,,,
158324981,False,tertiary,True,26.251,"LINESTRING (2.8622633 36.4925735, 2.8623371 36.492802)",,,,,,
158329489,False,residential,True,75.52,"LINESTRING (2.8637513 36.4946775, 2.8629084 36.4947234)",,,,,,
288642836,False,residential,True,48.597,"LINESTRING (2.8637513 36.4946775, 2.8642938 36.4946491)",,,,,,
158324980,False,tertiary,False,72.186,"LINESTRING (2.8629084 36.4947234, 2.8631106 36.4953519)",,,,,,
158324980,False,tertiary,True,128.463,"LINESTRING (2.8629084 36.4947234, 2.8625669 36.4936012)",,,,,,
158329489,False,residential,False,75.52,"LINESTRING (2.8629084 36.4947234, 2.8637513 36.4946775)",,,,,,
158367801,False,residential,False,96.608,"LINESTRING (2.8567105 36.4992399, 2.8565889 36.5001032)",,,,,,
353816582,True,primary,False,148.12099999999998,"LINESTRING (2.8623378 36.5006249, 2.8612391 36.5002065, 2.8608404 36.5000543)",2,50,RN 29,Boulevard Benyamina,,
288181222,False,residential,True,103.437,"LINESTRING (2.8661869 36.4978686, 2.8654298 36.4971651)",,,,,,
158325126,False,residential,True,22.905,"LINESTRING (2.8555267 36.4928375, 2.8555402 36.4930432)",,,,,,
158325123,False,residential,True,105.076,"LINESTRING (2.8579757 36.4930453, 2.8568003 36.4930533)",,,,,,
158325123,False,residential,False,94.141,"LINESTRING (2.8579757 36.4930453, 2.8583888 36.4930426, 2.8590288 36.4930456)",,,,,,
287477883,False,residential,True,145.668,"LINESTRING (2.8579757 36.4930453, 2.8580152 36.4941057, 2.8577053 36.4941083)",,,,,,
288642843,False,residential,False,67.595,"LINESTRING (2.8642738 36.4941318, 2.8650277 36.4940848)",,,,,,
288642836,False,residential,False,62.068,"LINESTRING (2.8642738 36.4941318, 2.8643454 36.4946451, 2.8642938 36.4946491)",,,,,,
288642838,False,residential,False,83.572,"LINESTRING (2.8659059 36.4933811, 2.8649747 36.4934478)",,,,,,
288642838,False,residential,True,91.922,"LINESTRING (2.8659059 36.4933811, 2.8658798 36.4931218, 2.8658174 36.4925575)",,,,,,
288642838,False,residential,False,70.99,"LINESTRING (2.8649747 36.4934478, 2.8650277 36.4940848)",,,,,,
288642838,False,residential,True,83.572,"LINESTRING (2.8649747 36.4934478, 2.8659059 36.4933811)",,,,,,
288642840,False,residential,False,89.461,"LINESTRING (2.8649747 36.4934478, 2.8648952 36.4926458)",,,,,,
288642844,False,residential,False,139.674,"LINESTRING (2.86621 36.4960856, 2.8660747 36.4948342)",,,,,,
343688096,False,residential,False,20.799,"LINESTRING (2.86621 36.4960856, 2.8662322 36.4962718)",,,,,,
288642838,False,residential,True,79.966,"LINESTRING (2.86621 36.4960856, 2.8656924 36.4961309, 2.8653189 36.4961452)",,,,,,
288642840,False,residential,False,9.129,"LINESTRING (2.8648952 36.4926458, 2.864884 36.4925642)",,,,,,
288642840,False,residential,True,89.461,"LINESTRING (2.8648952 36.4926458, 2.8649747 36.4934478)",,,,,,
288642841,False,residential,False,83.031,"LINESTRING (2.8648952 36.4926458, 2.8653466 36.4926083, 2.8658174 36.4925575)",,,,,,
288642838,False,residential,False,91.922,"LINESTRING (2.8658174 36.4925575, 2.8658798 36.4931218, 2.8659059 36.4933811)",,,,,,
288642841,False,residential,True,83.031,"LINESTRING (2.8658174 36.4925575, 2.8653466 36.4926083, 2.8648952 36.4926458)",,,,,,
288642838,False,residential,False,93.266,"LINESTRING (2.8650277 36.4940848, 2.8651138 36.4949207)",,,,,,
288642838,False,residential,True,70.99,"LINESTRING (2.8650277 36.4940848, 2.8649747 36.4934478)",,,,,,
288642843,False,residential,True,67.595,"LINESTRING (2.8650277 36.4940848, 2.8642738 36.4941318)",,,,,,
288642843,False,residential,False,86.209,"LINESTRING (2.8650277 36.4940848, 2.8655636 36.4940475, 2.8659885 36.4940179)",,,,,,
288642844,False,residential,True,91.095,"LINESTRING (2.8659885 36.4940179, 2.8660747 36.4948342)",,,,,,
288642843,False,residential,True,86.209,"LINESTRING (2.8659885 36.4940179, 2.8655636 36.4940475, 2.8650277 36.4940848)",,,,,,
288642838,False,residential,False,91.319,"LINESTRING (2.8651138 36.4949207, 2.8652324 36.4957364)",,,,,,
288642838,False,residential,True,93.266,"LINESTRING (2.8651138 36.4949207, 2.8650277 36.4940848)",,,,,,
288642925,False,residential,False,86.433,"LINESTRING (2.8651138 36.4949207, 2.8656526 36.4948722, 2.8660747 36.4948342)",,,,,,
288642844,False,residential,False,91.095,"LINESTRING (2.8660747 36.4948342, 2.8659885 36.4940179)",,,,,,
288642844,False,residential,True,139.674,"LINESTRING (2.8660747 36.4948342, 2.86621 36.4960856)",,,,,,
288642925,False,residential,True,86.433,"LINESTRING (2.8660747 36.4948342, 2.8656526 36.4948722, 2.8651138 36.4949207)",,,,,,
288181221,False,residential,False,15.336,"LINESTRING (2.8654298 36.4971651, 2.8656004 36.4971797)",,,,,,
288181222,False,residential,False,103.437,"LINESTRING (2.8654298 36.4971651, 2.8661869 36.4978686)",,,,,,
288181222,False,residential,True,68.453,"LINESTRING (2.8654298 36.4971651, 2.8646681 36.4971015)",,,,,,
327472662,False,tertiary,True,46.075,"LINESTRING (2.8662322 36.4962718, 2.8657171 36.4962869)",,,,,,
343688096,False,residential,True,20.799,"LINESTRING (2.8662322 36.4962718, 2.86621 36.4960856)",,,,,,
341325395,False,tertiary,False,13.939,"LINESTRING (2.8639033 36.497043, 2.8638831 36.4971673)",,,,,,
341325395,False,tertiary,True,89.253,"LINESTRING (2.8639033 36.497043, 2.8640085 36.4962448)",,,,,,
288181222,False,residential,False,68.672,"LINESTRING (2.8639033 36.497043, 2.8640858 36.497057, 2.8646681 36.4971015)",,,,,,
129259033,True,residential,False,38.951,"LINESTRING (2.8638831 36.4971673, 2.8634475 36.4971581)",,,,Rue Zeghouani Abdelkader,,
185793244,False,tertiary,False,87.968,"LINESTRING (2.8638831 36.4971673, 2.8637878 36.4979547)",,,,,,
341325395,False,tertiary,True,13.939,"LINESTRING (2.8638831 36.4971673, 2.8639033 36.497043)",,,,,,
185793244,False,tertiary,False,13.264,"LINESTRING (2.8634003 36.5009529, 2.8633786 36.5010709)",,,,,,
185793244,False,tertiary,True,94.34,"LINESTRING (2.8634003 36.5009529, 2.8635067 36.5001088)",,,,,,
353816584,True,primary,False,6.563,"LINESTRING (2.8634003 36.5009529, 2.8634661 36.5009791)",2,60,RN 29,Route de Soumâa,,
185793244,False,tertiary,True,87.968,"LINESTRING (2.8637878 36.4979547, 2.8638831 36.4971673)",,,,,,
185793244,False,tertiary,False,127.42600000000002,"LINESTRING (2.8637878 36.4979547, 2.8637105 36.4987485, 2.8636805 36.4990974)",,,,,,
28773472,True,primary,False,16.558,"LINESTRING (2.8635446 36.501137, 2.8633786 36.5010709)",2,60,RN 29,Route de Soumâa,,
289178635,True,tertiary,False,19.722,"LINESTRING (2.8635446 36.501137, 2.8635544 36.501213, 2.8635634 36.5013137)",,,,,,
129258329,False,residential,True,101.154,"LINESTRING (2.8602318 36.4943896, 2.8602327 36.4952993)",,,,,,
129258329,False,residential,False,88.053,"LINESTRING (2.8602318 36.4943896, 2.8602221 36.494085, 2.8602068 36.4940624, 2.86017 36.4936019)",,,,,,
289179530,False,residential,False,167.583,"LINESTRING (2.8602318 36.4943896, 2.8601983 36.4943901, 2.859952 36.4943917, 2.8591768 36.4944106, 2.8591883 36.4946903, 2.8596595 36.4946857)",,,,,,
289179530,False,residential,True,167.583,"LINESTRING (2.8596595 36.4946857, 2.8591883 36.4946903, 2.8591768 36.4944106, 2.859952 36.4943917, 2.8601983 36.4943901, 2.8602318 36.4943896)",,,,,,
291494097,False,residential,False,16.927,"LINESTRING (2.8653189 36.4961452, 2.8653227 36.4962974)",,,,,,
288642838,False,residential,False,79.966,"LINESTRING (2.8653189 36.4961452, 2.8656924 36.4961309, 2.86621 36.4960856)",,,,,,
288642838,False,residential,True,46.309999999999995,"LINESTRING (2.8653189 36.4961452, 2.865274 36.4960361, 2.8652324 36.4957364)",,,,,,
288642839,False,tertiary,False,35.274,"LINESTRING (2.8653227 36.4962974, 2.8657171 36.4962869)",,,,,,
288642839,False,tertiary,True,49.311,"LINESTRING (2.8653227 36.4962974, 2.864772 36.4962715)",,,,,,
291494097,False,residential,True,16.927,"LINESTRING (2.8653227 36.4962974, 2.8653189 36.4961452)",,,,,,
"[463061044, 612666654]",False,residential,False,106.99900000000001,"LINESTRING (2.859102 36.494381, 2.8591111 36.4942699, 2.8591036 36.4940575, 2.8591025 36.4940356, 2.8591052 36.4940261, 2.8591148 36.4940137, 2.8591246 36.494001, 2.85913 36.4939828, 2.8591272 36.4938736, 2.8591174 36.4938616, 2.8591011 36.4938504, 2.8590887 36.4938401, 2.8590813 36.493827, 2.859074 36.4938092, 2.8590521 36.4934394)",,,,,,
288181222,False,residential,False,68.453,"LINESTRING (2.8646681 36.4971015, 2.8654298 36.4971651)",,,,,,
312805563,False,residential,False,92.758,"LINESTRING (2.8646681 36.4971015, 2.864772 36.4962715)",,,,,,
288181222,False,residential,True,68.672,"LINESTRING (2.8646681 36.4971015, 2.8640858 36.497057, 2.8639033 36.497043)",,,,,,
288642839,False,tertiary,False,49.311,"LINESTRING (2.864772 36.4962715, 2.8653227 36.4962974)",,,,,,
312805563,False,residential,True,92.758,"LINESTRING (2.864772 36.4962715, 2.8646681 36.4971015)",,,,,,
288642839,False,tertiary,True,68.313,"LINESTRING (2.864772 36.4962715, 2.8641707 36.4962497, 2.8640085 36.4962448)",,,,,,
288181221,False,residential,True,15.336,"LINESTRING (2.8656004 36.4971797, 2.8654298 36.4971651)",,,,,,
312805564,False,residential,True,99.822,"LINESTRING (2.8656004 36.4971797, 2.8657171 36.4962869)",,,,,,
612666654,False,residential,False,43.838,"LINESTRING (2.8590521 36.4934394, 2.8590288 36.4930456)",,,,,,
312852049,False,residential,False,55.035,"LINESTRING (2.8590521 36.4934394, 2.8588486 36.4934496, 2.8584373 36.4934651)",,,,,,
"[463061044, 612666654]",False,residential,True,106.99900000000001,"LINESTRING (2.8590521 36.4934394, 2.859074 36.4938092, 2.8590813 36.493827, 2.8590887 36.4938401, 2.8591011 36.4938504, 2.8591174 36.4938616, 2.8591272 36.4938736, 2.85913 36.4939828, 2.8591246 36.494001, 2.8591148 36.4940137, 2.8591052 36.4940261, 2.8591025 36.4940356, 2.8591036 36.4940575, 2.8591111 36.4942699, 2.859102 36.494381)",,,,,,
312852049,False,residential,True,55.035,"LINESTRING (2.8584373 36.4934651, 2.8588486 36.4934496, 2.8590521 36.4934394)",,,,,,
129260731,True,residential,False,14.831,"LINESTRING (2.8568951 36.4951359, 2.857041 36.4950724)",,,,,,
196751117,True,secondary,False,133.25599999999997,"LINESTRING (2.8568951 36.4951359, 2.8568519 36.4949888, 2.8567636 36.4947812, 2.8567365 36.4947281, 2.8565705 36.4944934, 2.856389 36.4942726, 2.8561943 36.4940962)",2,50,,Rue Taleb Abderahmane,,
315661964,False,residential,False,236.894,"LINESTRING (2.8636805 36.4990974, 2.86633 36.4991475)",,,,,,
185793244,False,tertiary,False,35.713,"LINESTRING (2.8636805 36.4990974, 2.8636705 36.4991886, 2.86363 36.4994159)",,,,,,
185793244,False,tertiary,True,127.42600000000002,"LINESTRING (2.8636805 36.4990974, 2.8637105 36.4987485, 2.8637878 36.4979547)",,,,,,
315661964,False,residential,True,236.894,"LINESTRING (2.86633 36.4991475, 2.8636805 36.4990974)",,,,,,
185793242,False,tertiary,False,57.045,"LINESTRING (2.8609439 36.499445, 2.8608365 36.4999507)",,,,Rue 17 Septembre 1956,,
185793242,False,tertiary,True,63.602,"LINESTRING (2.8609439 36.499445, 2.8609561 36.4988731)",,,,Rue 17 Septembre 1956,,
316045722,False,residential,False,18.648,"LINESTRING (2.8609439 36.499445, 2.8611523 36.4994527)",,,,,,
316045722,False,residential,True,25.626,"LINESTRING (2.8614869 36.4994602, 2.8612003 36.4994545)",,,,,,
316045723,False,residential,False,54.097,"LINESTRING (2.8614869 36.4994602, 2.8614904 36.4989737)",,,,,,
316045723,False,residential,True,30.071,"LINESTRING (2.8614869 36.4994602, 2.8614975 36.4997305)",,,,,,
316045723,False,residential,False,30.071,"LINESTRING (2.8614975 36.4997305, 2.8614869 36.4994602)",,,,,,
316045723,False,residential,True,54.097,"LINESTRING (2.8614904 36.4989737, 2.8614869 36.4994602)",,,,,,
"[316045723, 1166271055]",False,residential,False,90.201,"LINESTRING (2.8614904 36.4989737, 2.8612462 36.4989012, 2.8611955 36.4989058, 2.861166 36.4989209, 2.8611553 36.4989575, 2.8611523 36.4994527)",,,,,,
316045724,False,residential,False,252.906,"LINESTRING (2.8614904 36.4989737, 2.8618125 36.4990591, 2.8617771 36.5001117, 2.8611966 36.4998841, 2.8612003 36.4994545)",,,,,,
316045722,False,residential,False,25.626,"LINESTRING (2.8612003 36.4994545, 2.8614869 36.4994602)",,,,,,
316045722,False,residential,True,4.295,"LINESTRING (2.8612003 36.4994545, 2.8611523 36.4994527)",,,,,,
316045724,False,residential,True,252.906,"LINESTRING (2.8612003 36.4994545, 2.8611966 36.4998841, 2.8617771 36.5001117, 2.8618125 36.4990591, 2.8614904 36.4989737)",,,,,,
