osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,access,bridge
319826208,True,2,RN 10,شارع واد اهلال,primary,50,False,165.179,"LINESTRING (8.1200278 35.4045423, 8.1207556 35.4056137, 8.1208167 35.4056829, 8.1208722 35.4057192, 8.1209268 35.4057433, 8.1209985 35.405776)",,,
556135896,True,2,,دوار وادي الهلال,primary,30,False,7.0969999999999995,"LINESTRING (8.1200278 35.4045423, 8.120001 35.4045656, 8.1199666 35.4045808)",roundabout,,
556135896,True,2,,دوار وادي الهلال,primary,30,False,5.391,"LINESTRING (8.1198029 35.4044967, 8.1198033 35.4044724, 8.1198108 35.404449)",roundabout,,
209349246,True,2,,شارع بو أكرم ابراهيم,primary,40,False,51.101,"LINESTRING (8.1200676 35.3998867, 8.1205831 35.3997006)",,,
209349270,False,,,شارع العربي التبسي,tertiary,,True,75.048,"LINESTRING (8.1200676 35.3998867, 8.1196162 35.3993209)",,,
41932831,True,2,RN 10,شارع الأمير عبد القادر,primary,40,False,141.687,"LINESTRING (8.1198404 35.4045587, 8.1186783 35.405127, 8.1185053 35.4052042, 8.1184972 35.4052101)",,,
556135896,True,2,,دوار وادي الهلال,primary,30,False,7.828,"LINESTRING (8.1198404 35.4045587, 8.119822 35.4045406, 8.1198093 35.4045195, 8.1198029 35.4044967)",roundabout,,
209270089,False,,,,residential,,False,9.874,"LINESTRING (8.1167506 35.4058701, 8.1167065 35.4057889)",,,
557392555,True,2,RN 10,شارع الأمير عبد القادر,primary,40,False,47.48,"LINESTRING (8.1167506 35.4058701, 8.1172171 35.4056758)",,,
319826207,True,2,,طريق عنابة,primary,30,False,25.122,"LINESTRING (8.1210437 35.4059821, 8.1208876 35.4061688)",,,
208929493,True,,,دوار رضا حوحو,primary,,False,12.253,"LINESTRING (8.1210437 35.4059821, 8.1210102 35.4059855, 8.1209767 35.4059817, 8.1209456 35.4059709, 8.120919 35.4059539)",roundabout,,
319818266,True,2,,شارع العقيد محمود الشريف,primary,40,False,71.518,"LINESTRING (8.1159918 35.4028377, 8.116295 35.4022439)",,,
557392540,True,1,,دوار مالك بن نبي,primary,40,False,9.765,"LINESTRING (8.1159918 35.4028377, 8.1160126 35.4028342, 8.116034 35.4028364, 8.1160534 35.4028442, 8.1160686 35.4028568, 8.1160779 35.4028727)",roundabout,,
208929493,True,,,دوار رضا حوحو,primary,,False,7.979,"LINESTRING (8.1211153 35.4059424, 8.1210845 35.4059668, 8.121065 35.4059759, 8.1210437 35.4059821)",roundabout,,
208929497,False,2,ط و 16,طريق عنابة,primary,40,True,58.2,"LINESTRING (8.1208876 35.4061688, 8.1205958 35.4064375, 8.1204575 35.4065574)",,,
258136407,False,,,شارع المحطة,residential,40,True,284.229,"LINESTRING (8.1208876 35.4061688, 8.1209361 35.4062446, 8.1209617 35.4063388, 8.1209156 35.4066751, 8.1209389 35.406774, 8.1209623 35.4068426, 8.1210604 35.4069377, 8.1211724 35.4069758, 8.1213079 35.406972, 8.121434 35.4069529, 8.1231383 35.4066322)",,,
668303931,True,2,,طريق عنابة,primary,30,False,24.128,"LINESTRING (8.1208876 35.4061688, 8.1209144 35.4060515, 8.120919 35.4059539)",,,
556135903,True,,,دوار النسر,primary,30,False,9.608,"LINESTRING (8.1170997 35.4009133, 8.1171111 35.4008861, 8.1171311 35.4008623, 8.1171582 35.4008438)",roundabout,,
288306077,False,,,شارع حميدان عيسى,residential,,False,87.993,"LINESTRING (8.1184557 35.4051605, 8.1179424 35.4044888)",,no,
288306077,False,,,شارع حميدان عيسى,residential,,True,6.676,"LINESTRING (8.1184557 35.4051605, 8.1184972 35.4052101)",,no,
