osmid,ref,highway,oneway,reversed,length,geometry,bridge,junction,name,maxspeed
182795052,RN 127,primary,False,True,27.26,"LINESTRING (2.4516431 35.823768, 2.4515653 35.8235311)",,,,
182795030,RN 127,primary,False,False,60.229,"LINESTRING (2.4516431 35.823768, 2.4522572 35.8237476, 2.4523103 35.8237523)",,,,
182795089,,residential,False,True,49.824,"LINESTRING (2.4516431 35.823768, 2.451398 35.8238034, 2.4511058 35.8238704)",,,,
81650075,CW 28,secondary,True,False,53.198,"LINESTRING (2.4551178 35.8265884, 2.4547776 35.8269793)",,,,
182795082,,residential,False,True,88.67,"LINESTRING (2.4551178 35.8265884, 2.4558283 35.8271398)",,,,
1234248787,RN 127,primary,True,False,38.45,"LINESTRING (2.4553295 35.8242551, 2.4557555 35.8242389)",,,,
"[455517888, 455517889, 197669999]",RN 127,primary,False,True,126.481,"LINESTRING (2.4553295 35.8242551, 2.4547047 35.8241461, 2.4544878 35.8241034, 2.4539612 35.8240044)",yes,,,
454588067,CW 28,secondary,True,False,55.463,"LINESTRING (2.4547121 35.8270442, 2.4546999 35.827055, 2.454294 35.8274101)",,,,
182795057,,residential,False,False,66.24,"LINESTRING (2.4550007 35.8216234, 2.4543234 35.8213926)",,,,
182795093,,residential,False,False,53.082,"LINESTRING (2.4550007 35.8216234, 2.4544322 35.8217475)",,,,
531214149,,residential,False,False,45.594,"LINESTRING (2.4550007 35.8216234, 2.4551167 35.8220225)",,,,
531214149,,residential,False,True,38.699,"LINESTRING (2.4550007 35.8216234, 2.4548994 35.8212852)",,,,
182795038,,residential,False,True,134.765,"LINESTRING (2.4550007 35.8216234, 2.4553433 35.8215469, 2.4551569 35.8209304, 2.4548128 35.821006)",,,,
182795069,,residential,False,True,34.871,"LINESTRING (2.450832 35.8212225, 2.451213 35.8211686)",,,,
182795052,RN 127,primary,False,False,63.56999999999999,"LINESTRING (2.450832 35.8212225, 2.4508732 35.8213297, 2.4509592 35.8216108, 2.4510096 35.8217756)",,,,
182795082,,residential,False,False,46.339,"LINESTRING (2.4566789 35.8277955, 2.4563111 35.8275044)",,,,
182795091,,residential,False,True,35.624,"LINESTRING (2.4566789 35.8277955, 2.4563538 35.8279776)",,,,
182795075,,residential,False,False,30.275,"LINESTRING (2.4563538 35.8279776, 2.4560396 35.8278815)",,,,
