osmid,oneway,lanes,ref,highway,reversed,length,geometry
317325942,False,2,CW 4B,secondary,False,153.208,"LINESTRING (4.5287398 33.71982, 4.5270833 33.7198142)"
317325942,False,2,CW 4B,secondary,True,114.642,"LINESTRING (4.5287398 33.71982, 4.5289204 33.72084)"
440843493,False,,,residential,True,84.234,"LINESTRING (4.5287398 33.71982, 4.5296504 33.7198341)"
727939936,False,,,secondary,False,36.197,"LINESTRING (4.5287398 33.71982, 4.5287348 33.7194945)"
317325942,False,2,CW 4B,secondary,True,35.313,"LINESTRING (4.5255924 33.7198089, 4.5259742 33.7198115)"
727939954,False,,,residential,True,103.494,"LINESTRING (4.5288555 33.717426, 4.5287779 33.7183545)"
791589622,False,,,residential,False,78.146,"LINESTRING (4.5288555 33.717426, 4.5296987 33.7173813)"
791589625,False,,,residential,False,94.151,"LINESTRING (4.5288555 33.717426, 4.528849 33.7165793)"
440843494,False,,,residential,True,53.952,"LINESTRING (4.5314041 33.7184353, 4.5314055 33.7189205)"
440843484,False,,,residential,True,51.695,"LINESTRING (4.5314055 33.7189205, 4.5308467 33.7189305)"
440843494,False,,,residential,False,53.952,"LINESTRING (4.5314055 33.7189205, 4.5314041 33.7184353)"
440843494,False,,,residential,True,56.999,"LINESTRING (4.5314055 33.7189205, 4.5314071 33.7194331)"
440843483,False,,,residential,True,103.864,"LINESTRING (4.5314055 33.7189205, 4.5318984 33.7189114, 4.5319443 33.719434)"
440843484,False,,,residential,False,90.694,"LINESTRING (4.5287266 33.7189683, 4.5297068 33.7189452)"
727939954,False,,,residential,False,68.416,"LINESTRING (4.5287266 33.7189683, 4.5287779 33.7183545)"
727939954,False,,,residential,True,41.546,"LINESTRING (4.5287266 33.7189683, 4.5287324 33.7193419)"
727939935,True,,,secondary,False,88.933,"LINESTRING (4.5287324 33.7193419, 4.5296934 33.7193691)"
727939936,False,,,secondary,True,16.97,"LINESTRING (4.5287324 33.7193419, 4.5287348 33.7194945)"
727939954,False,,,residential,False,41.546,"LINESTRING (4.5287324 33.7193419, 4.5287266 33.7189683)"
440843494,False,,,residential,False,56.999,"LINESTRING (4.5314071 33.7194331, 4.5314055 33.7189205)"
440843494,False,,,residential,True,13.421,"LINESTRING (4.5314071 33.7194331, 4.5314075 33.7195538)"
727939935,True,,,secondary,False,49.685,"LINESTRING (4.5314071 33.7194331, 4.5319443 33.719434)"
440843483,False,,,residential,True,12.019,"LINESTRING (4.5319443 33.719434, 4.531952 33.7195419)"
727939935,True,,,secondary,False,28.37,"LINESTRING (4.5319443 33.719434, 4.5322468 33.7194763)"
440843483,False,,,residential,False,103.864,"LINESTRING (4.5319443 33.719434, 4.5318984 33.7189114, 4.5314055 33.7189205)"
727939936,False,,,secondary,False,16.97,"LINESTRING (4.5287348 33.7194945, 4.5287324 33.7193419)"
727939936,False,,,secondary,True,36.197,"LINESTRING (4.5287348 33.7194945, 4.5287398 33.71982)"
440843483,False,,,residential,False,12.019,"LINESTRING (4.531952 33.7195419, 4.5319443 33.719434)"
440843483,False,,,residential,True,34.542,"LINESTRING (4.531952 33.7195419, 4.5319634 33.7198524)"
440843486,True,,,secondary,False,50.377,"LINESTRING (4.531952 33.7195419, 4.5314075 33.7195538)"
440843486,True,,,secondary,False,56.854,"LINESTRING (4.5314075 33.7195538, 4.530793 33.7195402)"
440843494,False,,,residential,False,13.421,"LINESTRING (4.5314075 33.7195538, 4.5314071 33.7194331)"
440843494,False,,,residential,True,34.193,"LINESTRING (4.5314075 33.7195538, 4.5314084 33.7198613)"
440843483,False,,,residential,False,34.542,"LINESTRING (4.5319634 33.7198524, 4.531952 33.7195419)"
440843483,False,,,residential,True,87.14,"LINESTRING (4.5319634 33.7198524, 4.5319921 33.7206357)"
440843485,False,,,residential,True,8.557,"LINESTRING (4.5319634 33.7198524, 4.5318709 33.7198539)"
440843485,False,,,residential,False,8.557,"LINESTRING (4.5318709 33.7198539, 4.5319634 33.7198524)"
440843485,False,,,residential,True,42.784,"LINESTRING (4.5318709 33.7198539, 4.5314084 33.7198613)"
440843489,False,,,residential,True,87.616,"LINESTRING (4.5318709 33.7198539, 4.5319121 33.7206411)"
440843485,False,,,residential,False,42.784,"LINESTRING (4.5314084 33.7198613, 4.5318709 33.7198539)"
440843493,False,,,residential,False,57.917,"LINESTRING (4.5314084 33.7198613, 4.5307823 33.7198516)"
440843494,False,,,residential,False,34.193,"LINESTRING (4.5314084 33.7198613, 4.5314075 33.7195538)"
440843494,False,,,residential,True,90.413,"LINESTRING (4.5314084 33.7198613, 4.5314109 33.7206744)"
440843492,False,,,residential,True,55.455,"LINESTRING (4.5325898 33.720596, 4.5319921 33.7206357)"
440843483,False,,,residential,False,87.14,"LINESTRING (4.5319921 33.7206357, 4.5319634 33.7198524)"
440843483,False,,,residential,True,102.53,"LINESTRING (4.5319921 33.7206357, 4.5320504 33.7215565)"
440843492,False,,,residential,False,55.455,"LINESTRING (4.5319921 33.7206357, 4.5325898 33.720596)"
440843492,False,,,residential,True,7.423,"LINESTRING (4.5319921 33.7206357, 4.5319121 33.7206411)"
440843489,False,,,residential,False,87.616,"LINESTRING (4.5319121 33.7206411, 4.5318709 33.7198539)"
440843489,False,,,residential,True,102.92,"LINESTRING (4.5319121 33.7206411, 4.5319791 33.721565)"
440843492,False,,,residential,False,7.423,"LINESTRING (4.5319121 33.7206411, 4.5319921 33.7206357)"
440843492,False,,,residential,True,46.502,"LINESTRING (4.5319121 33.7206411, 4.5314109 33.7206744)"
440843492,False,,,residential,False,46.502,"LINESTRING (4.5314109 33.7206744, 4.5319121 33.7206411)"
440843492,False,,,residential,True,231.073,"LINESTRING (4.5314109 33.7206744, 4.5289204 33.72084)"
440843494,False,,,residential,False,90.413,"LINESTRING (4.5314109 33.7206744, 4.5314084 33.7198613)"
440843494,False,,,residential,True,15.098,"LINESTRING (4.5314109 33.7206744, 4.5314166 33.7208101)"
440843491,False,,,residential,False,100.722,"LINESTRING (4.5314166 33.7208101, 4.5313929 33.7217157)"
440843491,False,,,residential,True,229.444,"LINESTRING (4.5314166 33.7208101, 4.528943 33.7209676)"
440843494,False,,,residential,False,15.098,"LINESTRING (4.5314166 33.7208101, 4.5314109 33.7206744)"
317325942,False,2,CW 4B,secondary,False,114.642,"LINESTRING (4.5289204 33.72084, 4.5287398 33.71982)"
317325942,False,2,CW 4B,secondary,True,14.342,"LINESTRING (4.5289204 33.72084, 4.528943 33.7209676)"
440843492,False,,,residential,False,231.073,"LINESTRING (4.5289204 33.72084, 4.5314109 33.7206744)"
752181447,False,,,residential,True,163.232,"LINESTRING (4.5289204 33.72084, 4.5271987 33.7211629)"
317325942,False,2,CW 4B,secondary,False,14.342,"LINESTRING (4.528943 33.7209676, 4.5289204 33.72084)"
317325942,False,2,CW 4B,secondary,True,41.147,"LINESTRING (4.528943 33.7209676, 4.5290078 33.7213337)"
440843491,False,,,residential,False,229.444,"LINESTRING (4.528943 33.7209676, 4.5314166 33.7208101)"
